Ataxia-telangiectasia	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
501	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0209023626093397	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	99	3	15719	0.0303030303030303	0.0576923076923076	query_1	['GO:0030518']	['AR', 'PARP1', 'BRCA1']
502	GO:BP	GO:0007568	aging	0.0209235318696546	True	"""A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	169	99	5	15719	0.0505050505050505	0.029585798816568	query_1	['GO:0032502']	['OGG1', 'ERCC1', 'APEX1', 'POLB', 'WRN']
503	GO:BP	GO:0033045	regulation of sister chromatid segregation	0.0211639055901327	True	"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]"	105	99	4	15719	0.0404040404040404	0.0380952380952381	query_1	['GO:0000819', 'GO:0033044', 'GO:0051983']	['ATM', 'KAT5', 'XRCC3', 'RMI2']
504	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0213669910713977	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	99	5	15719	0.0505050505050505	0.0294117647058823	query_1	['GO:0002449', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
506	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0214974737597195	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['PARP1', 'TP53']
505	GO:BP	GO:1902036	regulation of hematopoietic stem cell differentiation	0.0214974737597195	True	"""Any process that modulates the frequency, rate or extent of hematopoietic stem cell differentiation."" [GOC:TermGenie, PMID:23403623]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0060218', 'GO:1901532', 'GO:2000736']	['PRKDC', 'KAT5']
507	GO:BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0224529754087893	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	107	99	4	15719	0.0404040404040404	0.0373831775700934	query_1	['GO:0002460', 'GO:0002821', 'GO:0002822']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
508	GO:BP	GO:0007417	central nervous system development	0.0225560003687955	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1021	99	14	15719	0.1414141414141414	0.0137120470127326	query_1	['GO:0007399', 'GO:0048731']	['LIG4', 'H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53', 'PHLPP2', 'KDM1A']
509	GO:BP	GO:0040029	epigenetic regulation of gene expression	0.0227327832525304	True	"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]"	173	99	5	15719	0.0505050505050505	0.0289017341040462	query_1	['GO:0006338', 'GO:0010468']	['POLE3', 'BRCA1', 'CDK2', 'TP53', 'KDM1A']
510	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0227327832525304	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	99	5	15719	0.0505050505050505	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
511	GO:BP	GO:0030097	hemopoiesis	0.0227439046605125	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	914	99	13	15719	0.1313131313131313	0.0142231947483588	query_1	['GO:0048468']	['MSH2', 'XRCC6', 'LIG4', 'BRCA2', 'PARP1', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5', 'TP53']
512	GO:BP	GO:0051128	regulation of cellular component organization	0.0232313412136376	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	99	25	15719	0.2525252525252525	0.0106518960374946	query_1	['GO:0016043', 'GO:0050794']	['AKT1', 'NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'RAD1', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'MRE11', 'BRCA1', 'CDK2', 'XRCC1', 'KAT5', 'XRCC3', 'SLX4', 'RMI2', 'TP53', 'PNKP', 'KDM1A']
128	REAC	REAC:R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	0.0232899304076817	True	Regulation of TP53 Activity through Association with Co-factors	14	95	2	10022	0.0210526315789473	0.1428571428571428	query_1	['REAC:R-HSA-5633007']	['AKT1', 'TP53']
129	REAC	REAC:R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.0232899304076817	True	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	14	95	2	10022	0.0210526315789473	0.1428571428571428	query_1	['REAC:R-HSA-6791312']	['CDK2', 'TP53']
513	GO:BP	GO:0032502	developmental process	0.0235272887059766	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6018	99	51	15719	0.5151515151515151	0.0084745762711864	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'H2AX', 'MSH3', 'OGG1', 'LIG1', 'BRCA2', 'PHLPP1', 'RAD1', 'PCNA', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'APEX1', 'EXO1', 'BRCA1', 'PRKDC', 'XRCC1', 'XRCC2', 'KAT5', 'POLB', 'WRN', 'RAD51C', 'RMI1', 'TP53', 'PHLPP2', 'RAD51B', 'KDM1A', 'POLE', 'RNF8', 'PALB2', 'MSH6']
514	GO:BP	GO:1900034	regulation of cellular response to heat	0.0236122093127797	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['ATR', 'ATM']
519	GO:BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0236122093127797	True	"""Any process that modulates the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	250	99	6	15719	0.0606060606060606	0.024	query_1	['GO:0031399', 'GO:0070647']	['AKT1', 'FANCI', 'WDR48', 'PAXIP1', 'BRCA1', 'KDM1A']
518	GO:BP	GO:0065009	regulation of molecular function	0.0236122093127797	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	99	26	15719	0.2626262626262626	0.0104838709677419	query_1	['GO:0065007']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'KDM1A', 'MSH6']
517	GO:BP	GO:2000042	negative regulation of double-strand break repair via homologous recombination	0.0236122093127797	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of double-strand break repair via homologous recombination."" [GOC:vw]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0000724', 'GO:0010569', 'GO:0045910', 'GO:2000780']	['TP53BP1', 'RMI2']
516	GO:BP	GO:0000028	ribosomal small subunit assembly	0.0236122093127797	True	"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."" [GOC:jl, PMID:30467428]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0022618', 'GO:0042255', 'GO:0042274']	['XRCC5', 'PRKDC']
515	GO:BP	GO:0033047	regulation of mitotic sister chromatid segregation	0.0236122093127797	True	"""Any process that modulates the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]"	55	99	3	15719	0.0303030303030303	0.0545454545454545	query_1	['GO:0000070', 'GO:0033045']	['ATM', 'KAT5', 'XRCC3']
520	GO:BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	0.0236122093127797	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine deoxyribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0006244', 'GO:0009219', 'GO:0009264', 'GO:0046386']	['OGG1', 'NEIL1']
521	GO:BP	GO:0031060	regulation of histone methylation	0.0247605298753796	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	56	99	3	15719	0.0303030303030303	0.0535714285714285	query_1	['GO:0016571', 'GO:0031056']	['PAXIP1', 'BRCA1', 'KDM1A']
522	GO:BP	GO:0007062	sister chromatid cohesion	0.0259683179797305	True	"""The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other."" [GOC:jh, GOC:mah, ISBN:0815316194]"	57	99	3	15719	0.0303030303030303	0.0526315789473684	query_1	['GO:0022402', 'GO:0051276']	['FEN1', 'MRE11', 'RAD51C']
523	GO:BP	GO:0051347	positive regulation of transferase activity	0.0259769971009073	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	521	99	9	15719	0.0909090909090909	0.0172744721689059	query_1	['GO:0043085', 'GO:0051338']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'PCNA', 'XRCC5', 'MRE11', 'PRIM2', 'PNKP']
524	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.0260944190797174	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	99	4	15719	0.0404040404040404	0.0353982300884955	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
525	GO:BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	0.0260944190797174	True	"""The series of molecular signals initiated by a steroid binding to an intracellular steroid hormone receptor."" [GOC:mah, GOC:signaling]"	113	99	4	15719	0.0404040404040404	0.0353982300884955	query_1	['GO:0030522', 'GO:0043401']	['AR', 'PARP1', 'BRCA1', 'KDM1A']
526	GO:BP	GO:2000269	regulation of fibroblast apoptotic process	0.0260944190797174	True	"""Any process that modulates the frequency, rate or extent of fibroblast apoptotic process."" [GOC:mtg_apoptosis, GOC:obol, GOC:yaf]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0042981', 'GO:0044346']	['XRCC2', 'TP53']
527	GO:BP	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	0.0260944190797174	True	"""Any process that activates, maintains or increases the rate of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0030330', 'GO:0043516', 'GO:1901798']	['ATR', 'ATM']
528	GO:BP	GO:1901989	positive regulation of cell cycle phase transition	0.0260944190797174	True	"""Any process that activates or increases the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	113	99	4	15719	0.0404040404040404	0.0353982300884955	query_1	['GO:0044770', 'GO:0090068', 'GO:1901987']	['AKT1', 'APEX1', 'RAD51C', 'RAD51B']
529	GO:BP	GO:0035092	sperm DNA condensation	0.0260944190797174	True	"""The progressive compaction of the spermatid chromatin so that it reaches a level of condensation that is not compatible with nuclear activities such as transcription or DNA replication."" [GOC:bf, PMID:11735001]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0006325', 'GO:0007289', 'GO:0022412']	['KAT5', 'RNF8']
531	GO:BP	GO:0060135	maternal process involved in female pregnancy	0.0268136762625427	True	"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]"	58	99	3	15719	0.0303030303030303	0.0517241379310344	query_1	['GO:0007565', 'GO:0048609']	['AKT1', 'AR', 'PARP1']
530	GO:BP	GO:0002708	positive regulation of lymphocyte mediated immunity	0.0268136762625427	True	"""Any process that activates or increases the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	114	99	4	15719	0.0404040404040404	0.0350877192982456	query_1	['GO:0002449', 'GO:0002705', 'GO:0002706']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
563	GO:BP	GO:0071417	cellular response to organonitrogen compound	0.0268354276325778	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	99	10	15719	0.101010101010101	0.0158982511923688	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['BRIP1', 'AKT1', 'PARP1', 'BLM', 'RAD51', 'APEX1', 'BRCA1', 'PRKDC', 'TP53', 'KDM1A']
562	GO:BP	GO:0060515	prostate field specification	0.0268354276325778	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
561	GO:BP	GO:0044349	DNA excision	0.0268354276325778	True	"""The removal of a section of DNA from a larger DNA molecule by the making of dual incisions that flank the section to be excised."" [GOC:jl]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006259']	['PNKP']
559	GO:BP	GO:0051338	regulation of transferase activity	0.0268354276325778	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	99	12	15719	0.1212121212121212	0.0144230769230769	query_1	['GO:0050790']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'PCNA', 'XRCC5', 'BLM', 'MRE11', 'PRIM2', 'XRCC1', 'TP53', 'PNKP']
558	GO:BP	GO:0043060	meiotic metaphase I plate congression	0.0268354276325778	True	"""The alignment of chromosomes at the metaphase plate, a plane halfway between the poles of the meiotic spindle, during meiosis I."" [GOC:cab1, PMID:10809666]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0045143', 'GO:0051311']	['MLH1']
557	GO:BP	GO:0044270	cellular nitrogen compound catabolic process	0.0268354276325778	True	"""The chemical reactions and pathways resulting in the breakdown of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	434	99	8	15719	0.0808080808080808	0.0184331797235023	query_1	['GO:0034641', 'GO:0044248']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NEIL1']
556	GO:BP	GO:0060709	glycogen cell differentiation involved in embryonic placenta development	0.0268354276325778	True	"""The process in which a relatively unspecialized cell acquires specialized features of a glycogen cell of the placenta. A glycogen cell is a vacuolated glycogen-rich cell that appears in compact cell islets of the spongiotrophoblast layer."" [GOC:dph, PMID:16269175]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0060706', 'GO:0060712']	['AKT1']
