SHORT syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1312	GO:BP	GO:0104004	cellular response to environmental stimulus	0.0139005895169642	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	327	99	7	15719	0.0707070707070707	0.0214067278287461	query_1	['GO:0051716']	['ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'PIK3CA', 'ITGB6', 'F11R']
1313	GO:BP	GO:0071214	cellular response to abiotic stimulus	0.0139005895169642	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	327	99	7	15719	0.0707070707070707	0.0214067278287461	query_1	['GO:0009628', 'GO:0104004']	['ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'PIK3CA', 'ITGB6', 'F11R']
1314	GO:BP	GO:0003279	cardiac septum development	0.0140479714662144	True	"""The progression of a cardiac septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	107	99	4	15719	0.0404040404040404	0.0373831775700934	query_1	['GO:0003205', 'GO:0048856']	['SMAD7', 'FGFR2', 'TGFBR2', 'TGFBR1']
1315	GO:BP	GO:0018107	peptidyl-threonine phosphorylation	0.0140479714662144	True	"""The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [RESID:AA0038]"	107	99	4	15719	0.0404040404040404	0.0373831775700934	query_1	['GO:0006468', 'GO:0018210']	['SMAD7', 'TGFBR2', 'PARD3', 'TGFBR1']
1316	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0140479714662144	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	99	4	15719	0.0404040404040404	0.0373831775700934	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['TGFB3', 'TGFBR2', 'KDR', 'TGFBR1']
1317	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0142961757795915	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	99	5	15719	0.0505050505050505	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['SMAD7', 'WAS', 'FCGR1A', 'TRAF6', 'PRKCZ']
1318	GO:BP	GO:0045010	actin nucleation	0.0143193386738047	True	"""The initial step in the formation of an actin filament, in which actin monomers combine to form a new filament. Nucleation is slow relative to the subsequent addition of more monomers to extend the filament."" [ISBN:0815316194]"	54	99	3	15719	0.0303030303030303	0.0555555555555555	query_1	['GO:0007015']	['WIPF3', 'WASL', 'WAS']
1319	GO:BP	GO:0001541	ovarian follicle development	0.0143193386738047	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	99	3	15719	0.0303030303030303	0.0555555555555555	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['SRC', 'KDR', 'VEGFA']
1320	GO:BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	0.0143193386738047	True	"""Any process that modulates the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation."" [GOC:add, GOC:pr, ISBN:0781735149]"	54	99	3	15719	0.0303030303030303	0.0555555555555555	query_1	['GO:0043367', 'GO:0046637', 'GO:2000514']	['SMAD7', 'SHB', 'PRKCZ']
1321	GO:BP	GO:0048599	oocyte development	0.0143193386738047	True	"""The process whose specific outcome is the progression of an oocyte over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."" [GOC:go_curators]"	54	99	3	15719	0.0303030303030303	0.0555555555555555	query_1	['GO:0007281', 'GO:0009994']	['CTNNB1', 'SHB', 'PTK2B']
1322	GO:BP	GO:0098771	inorganic ion homeostasis	0.0143690170637543	True	"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]"	509	99	9	15719	0.0909090909090909	0.0176817288801571	query_1	['GO:0048878']	['PIK3CB', 'ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'KDR', 'PLCG1', 'PTK2B', 'LCK']
1323	GO:BP	GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.0144312515667172	True	"""Any process that activates or increases the frequency, rate or extent of ubiquitin-dependent protein catabolic process."" [GOC:BHF]"	108	99	4	15719	0.0404040404040404	0.037037037037037	query_1	['GO:0006511', 'GO:0009896', 'GO:1903052', 'GO:2000058']	['SMAD7', 'SMURF1', 'PTK2B', 'PTK2']
1324	GO:BP	GO:0061387	regulation of extent of cell growth	0.0144312515667172	True	"""Any process that modulates the extent of cell growth."" [GOC:mah, GOC:vw]"	108	99	4	15719	0.0404040404040404	0.037037037037037	query_1	['GO:0001558', 'GO:0008361']	['FN1', 'SPP1', 'SMURF1', 'VEGFA']
272	REAC	REAC:R-HSA-5654706	FRS-mediated FGFR3 signaling	0.014495864073452	True	FRS-mediated FGFR3 signaling	13	95	2	10022	0.0210526315789473	0.1538461538461538	query_1	['REAC:R-HSA-5654708']	['SOS1', 'PTPN11']
273	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	0.014495864073452	True	NF-kB is activated and signals survival	13	95	2	10022	0.0210526315789473	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['SQSTM1', 'TRAF6']
1325	GO:BP	GO:0021761	limbic system development	0.014898549672803	True	"""The progression of the limbic system over time from its initial formation until its mature state. The limbic system is a collection of structures in the brain involved in emotion, motivation and emotional aspects of memory."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420]"	109	99	4	15719	0.0404040404040404	0.036697247706422	query_1	['GO:0030900', 'GO:0048731']	['FGFR2', 'CRK', 'CTNNB1', 'CRKL']
1326	GO:BP	GO:0010952	positive regulation of peptidase activity	0.014902254845427	True	"""Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	175	99	5	15719	0.0505050505050505	0.0285714285714285	query_1	['GO:0045862', 'GO:0051345', 'GO:0052547']	['FYN', 'LYN', 'SYK', 'LCK', 'SMAD3']
1328	GO:BP	GO:0016202	regulation of striated muscle tissue development	0.014913514908173	True	"""Any process that modulates the frequency, rate or extent of striated muscle development."" [GOC:go_curators]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0014706', 'GO:0048634', 'GO:1901861']	['TGFB1', 'SMAD3']
1329	GO:BP	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	0.014913514908173	True	"""A transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell that will contribute to the formation of the endocardial cushion."" [GOC:mtg_heart]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0003272', 'GO:0060317']	['TGFBR2', 'TGFBR1']
1330	GO:BP	GO:1901032	negative regulation of response to reactive oxygen species	0.014913514908173	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0000302', 'GO:1901031', 'GO:1902883']	['MET', 'HGF']
1331	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.014913514908173	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
1332	GO:BP	GO:0031643	positive regulation of myelination	0.014913514908173	True	"""Any process that activates or increases the frequency, rate or extent of the formation of a myelin sheath around nerve axons."" [GOC:mah]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0031641', 'GO:0031646', 'GO:0042552', 'GO:0048522']	['HGF', 'PARD3']
1333	GO:BP	GO:0060252	positive regulation of glial cell proliferation	0.014913514908173	True	"""Any process that activates or increases the rate or extent of glial cell proliferation."" [GOC:dph, GOC:sl, GOC:tb]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0008284', 'GO:0014009', 'GO:0014015', 'GO:0060251']	['PRKCI', 'LYN']
1334	GO:BP	GO:0051058	negative regulation of small GTPase mediated signal transduction	0.014913514908173	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	55	99	3	15719	0.0303030303030303	0.0545454545454545	query_1	['GO:0007264', 'GO:0051056', 'GO:1902532']	['MET', 'RAPGEF1', 'ITGB1']
1335	GO:BP	GO:0072577	endothelial cell apoptotic process	0.014913514908173	True	"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	55	99	3	15719	0.0303030303030303	0.0545454545454545	query_1	['GO:1904019']	['PRKCI', 'KDR', 'PLCG1']
1336	GO:BP	GO:0035729	cellular response to hepatocyte growth factor stimulus	0.014913514908173	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0035728', 'GO:0071363']	['BCAR1', 'HGF']
1337	GO:BP	GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.014913514908173	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:14749723, PMID:24252804]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0036474', 'GO:1901032', 'GO:1903202', 'GO:1903205']	['MET', 'HGF']
1327	GO:BP	GO:1903672	positive regulation of sprouting angiogenesis	0.014913514908173	True	"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0002040', 'GO:0045766', 'GO:1903670']	['ITGA5', 'VEGFA']
275	REAC	REAC:R-HSA-9696273	RND1 GTPase cycle	0.015055431534336	True	RND1 GTPase cycle	41	95	3	10022	0.031578947368421	0.073170731707317	query_1	['REAC:R-HSA-9012999']	['PIK3R2', 'PIK3R1', 'WDR6']
274	REAC	REAC:R-HSA-9696264	RND3 GTPase cycle	0.015055431534336	True	RND3 GTPase cycle	41	95	3	10022	0.031578947368421	0.073170731707317	query_1	['REAC:R-HSA-9012999']	['PIK3R2', 'PIK3R1', 'WDR6']
1339	GO:BP	GO:0042303	molting cycle	0.0152265094691929	True	"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]"	110	99	4	15719	0.0404040404040404	0.0363636363636363	query_1	['GO:0032501']	['FGFR2', 'CTNNB1', 'SOS1', 'EGFR']
1338	GO:BP	GO:0042633	hair cycle	0.0152265094691929	True	"""The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:go_curators, PMID:12230507]"	110	99	4	15719	0.0404040404040404	0.0363636363636363	query_1	['GO:0042303']	['FGFR2', 'CTNNB1', 'SOS1', 'EGFR']
1340	GO:BP	GO:0033365	protein localization to organelle	0.0154184789915173	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	99	13	15719	0.1313131313131313	0.014069264069264	query_1	['GO:0008104']	['PIK3R2', 'SRC', 'PIK3R1', 'PARD6A', 'SQSTM1', 'FYN', 'TGFB1', 'SYK', 'SMURF1', 'ERBB2', 'VEGFA', 'PRKCZ', 'SMAD3']
1341	GO:BP	GO:0045787	positive regulation of cell cycle	0.0155033877136456	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	335	99	7	15719	0.0707070707070707	0.0208955223880597	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['SRC', 'FGFR2', 'PLCG2', 'SHB', 'TGFB1', 'EGFR', 'PTPN11']
1342	GO:BP	GO:0090175	regulation of establishment of planar polarity	0.0155872654482433	True	"""Any process that modulates the rate, frequency or extent of the establishment of planar polarity, the coordinated organization of groups of cells in a tissue, such that they all orient to similar coordinates."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	56	99	3	15719	0.0303030303030303	0.0535714285714285	query_1	['GO:0001736', 'GO:2000027']	['SMURF2', 'DVL2', 'SMURF1']
1343	GO:BP	GO:0030042	actin filament depolymerization	0.0155872654482433	True	"""Disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]"	56	99	3	15719	0.0303030303030303	0.0535714285714285	query_1	['GO:0008154', 'GO:0051261']	['NCK1', 'PIK3CA', 'NCK2']
1344	GO:BP	GO:0072132	mesenchyme morphogenesis	0.0155872654482433	True	"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]"	56	99	3	15719	0.0303030303030303	0.0535714285714285	query_1	['GO:0009887', 'GO:0048729', 'GO:0060485']	['TGFBR2', 'TGFBR1', 'SMAD3']
1345	GO:BP	GO:0090630	activation of GTPase activity	0.0156505819309607	True	"""Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."" [GOC:dph, GOC:mah, GOC:tb]"	111	99	4	15719	0.0404040404040404	0.036036036036036	query_1	['GO:0043547']	['RAPGEF1', 'CRK', 'PTK2B', 'CRKL']
1346	GO:BP	GO:0007517	muscle organ development	0.0156947736718239	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	99	7	15719	0.0707070707070707	0.0208333333333333	query_1	['GO:0048513', 'GO:0061061']	['ITGB1', 'SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'TGFBR1', 'SMAD3']
118	GO:CC	GO:0031527	filopodium membrane	0.0157180834358492	True	"""The portion of the plasma membrane surrounding a filopodium."" [GOC:mah]"	18	98	2	16420	0.0204081632653061	0.1111111111111111	query_1	['GO:0030175', 'GO:0031253']	['ITGAV', 'ITGB3']
1347	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	0.0160092958899719	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3709	99	35	15719	0.3535353535353535	0.0094365057967107	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PXN', 'PRKCI', 'WAS', 'DIP2A', 'DVL2', 'TGFB1', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
276	REAC	REAC:R-HSA-9696270	RND2 GTPase cycle	0.016045438045649	True	RND2 GTPase cycle	42	95	3	10022	0.031578947368421	0.0714285714285714	query_1	['REAC:R-HSA-9012999']	['PIK3R2', 'PIK3R1', 'WDR6']
1348	GO:BP	GO:0046579	positive regulation of Ras protein signal transduction	0.0163182476268202	True	"""Any process that activates or increases the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	57	99	3	15719	0.0303030303030303	0.0526315789473684	query_1	['GO:0007265', 'GO:0046578', 'GO:0051057']	['PIK3CB', 'SRC', 'F11R']
1349	GO:BP	GO:0001658	branching involved in ureteric bud morphogenesis	0.0163182476268202	True	"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]"	57	99	3	15719	0.0303030303030303	0.0526315789473684	query_1	['GO:0048754', 'GO:0060675']	['CTNNB1', 'TGFB1', 'VEGFA']
1350	GO:BP	GO:0060438	trachea development	0.0164388674364324	True	"""The process whose specific outcome is the progression of a trachea over time, from its formation to the mature structure. The trachea is the portion of the airway that attaches to the bronchi as it branches."" [GOC:dph]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0048513', 'GO:0060541']	['CTNNB1', 'TGFBR2']
