Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
116	REAC	REAC:R-HSA-9006931	Signaling by Nuclear Receptors	0.0377555633962962	True	Signaling by Nuclear Receptors	288	83	7	10022	0.0843373493975903	0.0243055555555555	query_1	['REAC:R-HSA-162582']	['RXRA', 'CREBBP', 'PPARD', 'HSP90AB1', 'EP300', 'RARA', 'FABP5']
279	GO:BP	GO:0006950	response to stress	0.0392753136366569	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	99	36	15719	0.3636363636363636	0.0095642933049946	query_1	['GO:0050896']	['CUL3', 'EGLN3', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SEL1L', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'FAF2', 'ERLEC1', 'SELENOK', 'ERCC8', 'COPS5', 'HSPA8', 'PKD2', 'CUL4A']
117	REAC	REAC:R-HSA-162906	HIV Infection	0.0401006011308239	True	HIV Infection	224	83	6	10022	0.072289156626506	0.0267857142857142	query_1	['REAC:R-HSA-5663205']	['ARF1', 'ELOB', 'RBX1', 'SKP1', 'ELOC', 'CUL5']
119	REAC	REAC:R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.0401006011308239	True	NOTCH4 Intracellular Domain Regulates Transcription	19	83	2	10022	0.0240963855421686	0.1052631578947368	query_1	['REAC:R-HSA-9013694']	['CREBBP', 'EP300']
118	REAC	REAC:R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.0401006011308239	True	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	55	83	3	10022	0.036144578313253	0.0545454545454545	query_1	['REAC:R-HSA-69275']	['RBX1', 'SKP1', 'CUL1']
280	GO:BP	GO:0010906	regulation of glucose metabolic process	0.0402908264013756	True	"""Any process that modulates the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose."" [GOC:BHF, GOC:tb]"	102	99	4	15719	0.0404040404040404	0.0392156862745098	query_1	['GO:0006006', 'GO:0006109', 'GO:0062012']	['SELENOS', 'ZMPSTE24', 'DDB1', 'EP300']
283	GO:BP	GO:0006111	regulation of gluconeogenesis	0.0402908264013756	True	"""Any process that modulates the frequency, rate or extent of gluconeogenesis, the formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."" [GOC:go_curators]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0006094', 'GO:0010906', 'GO:0043255']	['SELENOS', 'DDB1', 'EP300']
284	GO:BP	GO:1902106	negative regulation of leukocyte differentiation	0.0402908264013756	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	102	99	4	15719	0.0404040404040404	0.0392156862745098	query_1	['GO:0002521', 'GO:1902105', 'GO:1903707']	['IHH', 'SHH', 'RARA', 'CUL4A']
285	GO:BP	GO:0019511	peptidyl-proline hydroxylation	0.0402908264013756	True	"""The hydroxylation of peptidyl-proline to form peptidyl-hydroxyproline."" [GOC:mah]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0018126', 'GO:0018208']	['EGLN3', 'EGLN1']
286	GO:BP	GO:0060349	bone morphogenesis	0.0402908264013756	True	"""The process in which bones are generated and organized."" [GOC:dph]"	102	99	4	15719	0.0404040404040404	0.0392156862745098	query_1	['GO:0009887', 'GO:0048705', 'GO:0060348']	['IHH', 'ZMPSTE24', 'RARA', 'CDX1']
287	GO:BP	GO:0030852	regulation of granulocyte differentiation	0.0402908264013756	True	"""Any process that modulates the frequency, rate or extent of granulocyte differentiation."" [GOC:mah]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0002761', 'GO:0030851']	['RARA', 'CUL4A']
288	GO:BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	0.0402908264013756	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0045582', 'GO:0046632', 'GO:0046635', 'GO:0046637']	['IHH', 'SHH', 'RARA']
289	GO:BP	GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	0.0402908264013756	True	"""Any process that modulates the frequency, rate or extent of RNA polymerase II regulatory region sequence-specific DNA binding."" [GO_REF:0000059, GOC:dph, GOC:krc, GOC:TermGenie, PMID:20026326]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:2000677']	['ZMPSTE24', 'EP300']
281	GO:BP	GO:0032352	positive regulation of hormone metabolic process	0.0402908264013756	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving any hormone."" [GOC:mah]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0009893', 'GO:0032350', 'GO:0042445']	['HIF1A', 'ARNT']
282	GO:BP	GO:0014857	regulation of skeletal muscle cell proliferation	0.0402908264013756	True	"""Any process that modulates the frequency, rate or extent of skeletal muscle cell proliferation."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0014856', 'GO:0042127']	['PPARD', 'SHH']
290	GO:BP	GO:1901137	carbohydrate derivative biosynthetic process	0.0403852019896087	True	"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]"	589	99	10	15719	0.101010101010101	0.0169779286926994	query_1	['GO:1901135', 'GO:1901576']	['STT3B', 'DAD1', 'VCP', 'UBE2J1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
291	GO:BP	GO:0009408	response to heat	0.0428857954776588	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]"	104	99	4	15719	0.0404040404040404	0.0384615384615384	query_1	['GO:0006950', 'GO:0009266']	['CREBBP', 'HSP90AB1', 'VCP', 'EP300']
293	GO:BP	GO:0031325	positive regulation of cellular metabolic process	0.0434230281992749	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2845	99	29	15719	0.2929292929292929	0.0101933216168717	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['RXRA', 'PTCH1', 'PNPLA2', 'IHH', 'LIMCH1', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'SCOC', 'DDB1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'ERCC8', 'COPS5', 'RARA', 'HSPA8', 'PKD2', 'CDX1']
292	GO:BP	GO:0009299	mRNA transcription	0.0434230281992749	True	"""The cellular synthesis of messenger RNA (mRNA) from a DNA template."" [GOC:jl]"	52	99	3	15719	0.0303030303030303	0.0576923076923076	query_1	['GO:0006351', 'GO:0016071']	['RXRA', 'EPAS1', 'RARA']
73	GO:CC	GO:0005844	polysome	0.0435459717823865	True	"""A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro."" [ISBN:0198506732, NIF_Subcellular:sao1038025871]"	72	100	3	16420	0.03	0.0416666666666666	query_1	['GO:1990904']	['NAA38', 'NAA30', 'NAA35']
294	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0439208947080768	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	99	4	15719	0.0404040404040404	0.0380952380952381	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['IHH', 'SHH', 'RARA', 'CUL4A']
120	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	0.0439523220296898	True	CD209 (DC-SIGN) signaling	20	83	2	10022	0.0240963855421686	0.1	query_1	['REAC:R-HSA-5621481']	['CREBBP', 'EP300']
295	GO:BP	GO:0035627	ceramide transport	0.0440387593548914	True	"""The directed movement of ceramides into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Ceramides are a class of lipid composed of sphingosine linked to a fatty acid."" [GOC:bf, GOC:sart]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0006869', 'GO:0042886']	['PLEKHA3', 'PLEKHA8']
296	GO:BP	GO:0006895	Golgi to endosome transport	0.0440387593548914	True	"""The directed movement of substances from the Golgi to early sorting endosomes. Clathrin vesicles transport substances from the trans-Golgi to endosomes."" [GOC:jl, ISBN:0716731363, PMID:10873832]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0006892', 'GO:0016482']	['GBF1', 'SYS1']
297	GO:BP	GO:1903830	magnesium ion transmembrane transport	0.0440387593548914	True	"""The directed movement of magnesium ion across a membrane."" [GO_REF:0000069, GOC:TermGenie, PMID:11254124]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0015693', 'GO:0098655', 'GO:0098662']	['MAGT1', 'TUSC3']
298	GO:BP	GO:0048557	embryonic digestive tract morphogenesis	0.0440387593548914	True	"""The process in which the anatomical structures of the digestive tract are generated and organized during embryonic development. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0048546', 'GO:0048562', 'GO:0048566']	['IHH', 'SHH']
299	GO:BP	GO:0072044	collecting duct development	0.0440387593548914	True	"""The process whose specific outcome is the progression of a collecting duct over time, from its formation to the mature structure. The collecting duct responds to vasopressin and aldosterone to regulate water, electrolyte and acid-base balance. It is the final common path through which urine flows before entering the ureter and then emptying into the bladder."" [GOC:mtg_kidney_jan10]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0001822', 'GO:0035295']	['PTCH1', 'SHH']
300	GO:BP	GO:0008152	metabolic process	0.0440387593548914	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	99	78	15719	0.7878787878787878	0.0074863230636337	query_1	['GO:0008150']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'PNPLA2', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DAD1', 'LMO7', 'DHH', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'ARL1', 'ZMPSTE24', 'SCOC', 'ELOB', 'ZYG11B', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'RPN2', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PKD2', 'CUL4A', 'TUSC3', 'CDX1', 'NAA35']
74	GO:CC	GO:0016020	membrane	0.0440997796096335	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8365	100	63	16420	0.63	0.007531380753138	query_1	['GO:0110165']	['CUL3', 'LRIG3', 'PTCH1', 'PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'ARF1', 'DAD1', 'BOC', 'LMO7', 'DHH', 'GNL2', 'CYTH4', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'SCOC', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'VHL', 'ARFIP2', 'SEL1L', 'GBF1', 'RGSL1', 'RPLP2', 'SHH', 'STT3A', 'FAF2', 'CAND1', 'SELENOK', 'MAGT1', 'PKHD1', 'RARA', 'DDX42', 'RPN2', 'HHIP', 'HSPA8', 'FAM3D', 'CUL1', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3', 'NAA35']
301	GO:BP	GO:0043470	regulation of carbohydrate catabolic process	0.0445345052119068	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates."" [GOC:mlg]"	53	99	3	15719	0.0303030303030303	0.0566037735849056	query_1	['GO:0006109', 'GO:0009894', 'GO:0016052']	['HIF1A', 'EP300', 'ARNT']
302	GO:BP	GO:0005996	monosaccharide metabolic process	0.0462045455543676	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	247	99	6	15719	0.0606060606060606	0.0242914979757085	query_1	['GO:0005975', 'GO:0044281']	['SELENOS', 'PPARD', 'ZMPSTE24', 'DDB1', 'EP300', 'FABP5']
303	GO:BP	GO:0033344	cholesterol efflux	0.0466321990991337	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:sart]"	54	99	3	15719	0.0303030303030303	0.0555555555555555	query_1	['GO:0030301']	['RXRA', 'PTCH1', 'SHH']
304	GO:BP	GO:0080090	regulation of primary metabolic process	0.0468732633448706	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	99	47	15719	0.4747474747474747	0.008689221667591	query_1	['GO:0019222', 'GO:0044238']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'PNPLA2', 'IHH', 'LIMCH1', 'CUL4B', 'SELENOS', 'CREBBP', 'PPARD', 'LMO7', 'DHH', 'CDON', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'ELOB', 'ZYG11B', 'DDB1', 'DERL1', 'RBX1', 'CSDE1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'HSPA8', 'FABP5', 'PKD2', 'CUL4A', 'CDX1']
127	REAC	REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.0474711385166945	True	GLI3 is processed to GLI3R by the proteasome	60	83	3	10022	0.036144578313253	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
126	REAC	REAC:R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	0.0474711385166945	True	SUMO E3 ligases SUMOylate target proteins	170	83	5	10022	0.0602409638554216	0.0294117647058823	query_1	['REAC:R-HSA-2990846']	['RXRA', 'CREBBP', 'VHL', 'EP300', 'RARA']
125	REAC	REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	0.0474711385166945	True	Degradation of GLI2 by the proteasome	60	83	3	10022	0.036144578313253	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
121	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	0.0474711385166945	True	Cytokine Signaling in Immune system	705	83	12	10022	0.144578313253012	0.0170212765957446	query_1	['REAC:R-HSA-168256']	['ARF1', 'ELOB', 'RBX1', 'HSP90B1', 'HIF1A', 'SKP1', 'ELOC', 'UBE2D2', 'RNF7', 'CUL5', 'HSPA8', 'CUL1']
124	REAC	REAC:R-HSA-5620916	VxPx cargo-targeting to cilium	0.0474711385166945	True	VxPx cargo-targeting to cilium	21	83	2	10022	0.0240963855421686	0.0952380952380952	query_1	['REAC:R-HSA-5620920']	['GBF1', 'PKD2']
123	REAC	REAC:R-HSA-5610780	Degradation of GLI1 by the proteasome	0.0474711385166945	True	Degradation of GLI1 by the proteasome	60	83	3	10022	0.036144578313253	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
122	REAC	REAC:R-HSA-211897	Cytochrome P450 - arranged by substrate type	0.0474711385166945	True	Cytochrome P450 - arranged by substrate type	60	83	3	10022	0.036144578313253	0.05	query_1	['REAC:R-HSA-211945']	['RXRA', 'ARNT', 'AHR']
128	REAC	REAC:R-HSA-9010553	Regulation of expression of SLITs and ROBOs	0.0479353825265761	True	Regulation of expression of SLITs and ROBOs	171	83	5	10022	0.0602409638554216	0.0292397660818713	query_1	['REAC:R-HSA-376176']	['ELOB', 'RBX1', 'ELOC', 'RPLP2', 'CUL2']
308	GO:BP	GO:1900034	regulation of cellular response to heat	0.0480486069829092	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['CREBBP', 'EP300']
309	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0480486069829092	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	99	3	15719	0.0303030303030303	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['CDON', 'HIF1A', 'SHH']
307	GO:BP	GO:0060644	mammary gland epithelial cell differentiation	0.0480486069829092	True	"""The process in which a relatively unspecialized epithelial cell becomes a more specialized epithelial cell of the mammary gland."" [GOC:dph]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0030855', 'GO:0061180']	['PTCH1', 'HIF1A']
306	GO:BP	GO:0015693	magnesium ion transport	0.0480486069829092	True	"""The directed movement of magnesium (Mg) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0030001']	['MAGT1', 'TUSC3']
305	GO:BP	GO:0010829	negative regulation of glucose transmembrane transport	0.0480486069829092	True	"""Any process that decreases the frequency, rate or extent of glucose transport across a membrane. Glucose transport is the directed movement of the hexose monosaccharide glucose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:BHF, GOC:dph, GOC:tb]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0010827', 'GO:0034763', 'GO:1904659']	['SELENOS', 'FABP5']
310	GO:BP	GO:0072074	kidney mesenchyme development	0.0480486069829092	True	"""The biological process whose specific outcome is the progression of a kidney mesenchyme from an initial condition to its mature state. This process begins with the formation of kidney mesenchyme and ends with the mature structure. Kidney mesenchyme is the tissue made up of loosely connected mesenchymal cells in the kidney."" [GOC:mtg_kidney_jan10]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0001822', 'GO:0060485']	['SHH', 'PKD2']
