Myoclonic-astatic epilepsy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
723	GO:CC	GO:0099080	supramolecular complex	0.009372753344015	True	"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]"	1411	104	19	22122	0.1826923076923076	0.0134656272147413	query_1	['GO:0110165']	['SYNE1', 'SRC', 'CLTC', 'SLC2A1', 'LTBP1', 'SCN1A', 'SYNE2', 'FYN', 'MYO6', 'LDLRAP1', 'FBLN5', 'BIN1', 'FBN1', 'FBN2', 'CTSG', 'MFAP2', 'DMTN', 'MFAP5', 'ELN']
724	GO:BP	GO:0035239	tube morphogenesis	0.0093983685917941	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	867	103	16	21110	0.1553398058252427	0.0184544405997693	query_1	['GO:0009653', 'GO:0035295']	['C3', 'ITGB1', 'UBP1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'LRP2', 'APOE', 'LOX', 'ITGA2B', 'ITGA5', 'LDLR', 'AGT', 'LRP1', 'PTK2']
725	GO:MF	GO:0005507	copper ion binding	0.0095137548261612	True	"""Binding to a copper (Cu) ion."" [GOC:ai]"	61	103	5	20195	0.0485436893203883	0.081967213114754	query_1	['GO:0046914']	['HEPH', 'LOX', 'APOA4', 'CP', 'ALB']
726	HP	HP:0000799	Renal steatosis	0.0095749026582424	True	Abnormal fat accumulation in the kidneys.	11	62	4	4851	0.064516129032258	0.3636363636363636	query_1	['HP:0012210']	['APOE', 'LDLR', 'PCSK9', 'LDLRAP1']
727	HP	HP:0100309	Subdural hemorrhage	0.0095749026582424	True	Hemorrhage occurring between the dura mater and the arachnoid mater.	11	62	4	4851	0.064516129032258	0.3636363636363636	query_1	['HP:0002170']	['FGA', 'ITGA2B', 'FGB', 'FGG']
728	GO:BP	GO:0007369	gastrulation	0.009587008247767	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	192	103	8	21110	0.0776699029126213	0.0416666666666666	query_1	['GO:0048598']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'ITGA5', 'APOA1', 'VTN']
729	GO:MF	GO:0008035	high-density lipoprotein particle binding	0.0096570088950145	True	"""Binding to high-density lipoprotein particle, a lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE."" [GOC:mah]"	10	103	3	20195	0.029126213592233	0.3	query_1	['GO:0071813']	['APOA1', 'APOA2', 'LRP8']
730	GO:BP	GO:0048858	cell projection morphogenesis	0.0098950867494618	True	"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]"	671	103	14	21110	0.1359223300970873	0.0208643815201192	query_1	['GO:0000902', 'GO:0030030', 'GO:0032990']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'LRP2', 'LRP4', 'APOE', 'FYN', 'SYNGAP1', 'MUSK', 'LRP8', 'PTK2', 'APP', 'NUMB']
731	GO:BP	GO:1903035	negative regulation of response to wounding	0.0101618783063615	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	89	103	6	21110	0.058252427184466	0.0674157303370786	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'FGA', 'APOE', 'FGB', 'FGG', 'VTN']
732	GO:BP	GO:1900047	negative regulation of hemostasis	0.0102679373297687	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	51	103	5	21110	0.0485436893203883	0.0980392156862745	query_1	['GO:0007599', 'GO:0048519', 'GO:1900046']	['FGA', 'APOE', 'FGB', 'FGG', 'VTN']
733	GO:BP	GO:0046850	regulation of bone remodeling	0.0102679373297687	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	103	5	21110	0.0485436893203883	0.0980392156862745	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF']
734	GO:CC	GO:0014069	postsynaptic density	0.0103168888308256	True	"""An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:BHF, GOC:dos, GOC:ef, GOC:jid, GOC:pr, GOC:sjp, http://molneuro.kaist.ac.kr/psd, PMID:14532281, Wikipedia:Postsynaptic_density]"	338	104	9	22122	0.0865384615384615	0.0266272189349112	query_1	['GO:0032279', 'GO:0099572']	['SRC', 'ADD2', 'ADD3', 'LRP4', 'FYN', 'SYNGAP1', 'DMTN', 'LRP8', 'ADD1']
735	GO:BP	GO:0000302	response to reactive oxygen species	0.0103486105117907	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	194	103	8	21110	0.0776699029126213	0.0412371134020618	query_1	['GO:0006979', 'GO:1901700']	['HBB', 'SRC', 'APOE', 'FYN', 'FBLN5', 'HP', 'MPO', 'APOA4']
736	GO:BP	GO:0032970	regulation of actin filament-based process	0.0103811444560087	True	"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]"	408	103	11	21110	0.1067961165048543	0.0269607843137254	query_1	['GO:0030029', 'GO:0050794']	['ADD2', 'ITGB3', 'TGFB3', 'ADD3', 'SNX9', 'BIN1', 'APOA1', 'LRP1', 'DMTN', 'ADD1', 'ELN']
737	HP	HP:0005112	Abdominal aortic aneurysm	0.0104674212927581	True	An abnormal localized widening (dilatation) of the abdominal aorta.	23	62	5	4851	0.0806451612903225	0.217391304347826	query_1	['HP:0004942']	['TGFB3', 'LOX', 'FBN1', 'MFAP5', 'ELN']
738	HP	HP:0012163	Carotid artery dilatation	0.0104674212927581	True	A dilatation (balooning or bulging out of the vessel wall) of a carotid artery.	23	62	5	4851	0.0806451612903225	0.217391304347826	query_1	['HP:0005344']	['TGFB3', 'LOX', 'FBN1', 'MFAP5', 'ELN']
739	HP	HP:0010303	Abnormal spinal meningeal morphology	0.0104674212927581	True	Any abnormality of the spinal meninges, the system of membranes (dura mater, the arachnoid mater, and the pia mater) which envelops the spinal cord.	23	62	5	4851	0.0806451612903225	0.217391304347826	query_1	['HP:0002143', 'HP:0010651']	['TGFB3', 'LOX', 'FBN1', 'MFAP5', 'ELN']
740	GO:BP	GO:0080134	regulation of response to stress	0.0104679762321286	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1438	103	21	21110	0.203883495145631	0.0146036161335187	query_1	['GO:0006950', 'GO:0048583']	['C3', 'ITGB1', 'SRC', 'SPP1', 'FGA', 'APOE', 'FYN', 'LDLR', 'AGT', 'FBLN5', 'CFH', 'APOA1', 'FGB', 'FGR', 'FGG', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'APP', 'HPX']
741	GO:BP	GO:0006955	immune response	0.0108471053938998	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1946	103	25	21110	0.2427184466019417	0.0128468653648509	query_1	['GO:0002376', 'GO:0050896']	['C3', 'SRC', 'FGA', 'TGFB3', 'TFRC', 'APOE', 'HFE', 'FYN', 'CFH', 'PPP1R14B', 'APOA1', 'LRP1', 'TF', 'FGB', 'APOA2', 'FGR', 'APOA4', 'CFB', 'CTSG', 'VTN', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'HPX']
742	WP	WP:WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	0.0108813955910914	True	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	302	86	12	8133	0.1395348837209302	0.0397350993377483	query_1	['WP:000000']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'SLC2A1', 'ITGA2B', 'ITGA5', 'VTN', 'PTK2', 'ITGB6']
743	HP	HP:0002103	Abnormal pleura morphology	0.0109336077301579	True	An abnormality of the pulmonary pleura, the thin, transparent membrane which covers the lungs and lines the inside of the chest walls.	172	62	11	4851	0.1774193548387097	0.063953488372093	query_1	['HP:0002088']	['SPP1', 'TGFB3', 'LTBP1', 'LOX', 'HFE', 'FBLN5', 'CFH', 'FBN1', 'MFAP5', 'SERPINA1', 'ELN']
744	GO:BP	GO:0034114	regulation of heterotypic cell-cell adhesion	0.0109758879552792	True	"""Any process that modulates the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]"	24	103	4	21110	0.0388349514563106	0.1666666666666666	query_1	['GO:0022407', 'GO:0034113']	['FGA', 'APOA1', 'FGB', 'FGG']
745	GO:BP	GO:0031323	regulation of cellular metabolic process	0.0109946505809627	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5493	103	48	21110	0.4660194174757281	0.0087383943200436	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['C3', 'APOC3', 'CHD2', 'NTS', 'UBP1', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'LOX', 'ITGA5', 'HFE', 'FYN', 'MYO6', 'LDLR', 'CDK14', 'PCSK9', 'AGT', 'FBLN5', 'BIN1', 'PPP1R14B', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'HP', 'FGR', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'VTN', 'APOC2', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'CP', 'HPX']
746	GO:BP	GO:0045595	regulation of cell differentiation	0.0113625685088726	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1568	103	22	21110	0.2135922330097087	0.0140306122448979	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['ITGB1', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'TGFB3', 'LRP2', 'LRP4', 'LOX', 'LDLR', 'SYNGAP1', 'AGT', 'BIN1', 'FBN1', 'FBN2', 'NLN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ADD1']
747	GO:BP	GO:0007165	signal transduction	0.011713762798303	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	6034	103	51	21110	0.4951456310679611	0.0084521047398077	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['C3', 'ITGB1', 'APOC3', 'NTS', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'LOX', 'ITGA2B', 'ITGA5', 'HFE', 'NTSR2', 'FYN', 'MYO6', 'CDK14', 'PCSK9', 'SYNGAP1', 'AGT', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'FBN1', 'FGB', 'FBN2', 'FGR', 'FGG', 'MUSK', 'AGRN', 'CTSG', 'DMTN', 'NLN', 'VTN', 'TLN1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'HPX']
748	HPA	HPA:0381221	placenta; syncytiotrophoblasts - microvilli[≥Low]	0.0117838638515001	True	placenta; syncytiotrophoblasts - microvilli[≥Low]	362	79	11	11006	0.1392405063291139	0.0303867403314917	query_1	['HPA:0380000']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'HBD', 'SLC2A1', 'ITGA5', 'SYNE2', 'AGT', 'TF', 'DAB2']
749	GO:BP	GO:0046887	positive regulation of hormone secretion	0.0117880222748407	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	140	103	7	21110	0.0679611650485436	0.05	query_1	['GO:0010647', 'GO:0023056', 'GO:0046879', 'GO:0046883', 'GO:1903532']	['SPP1', 'FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'DAB2']
750	HP	HP:0011360	Acquired abnormal hair pattern	0.0119536646706985	True	An abnormality of the distribution of hair growth that is acquired during the course of life.	40	62	6	4851	0.0967741935483871	0.15	query_1	['HP:0010720']	['SLC6A1', 'CHD2', 'SLC2A1', 'AP2M1', 'SCN1A', 'SYNGAP1']
751	GO:BP	GO:0098739	import across plasma membrane	0.0120264862386862	True	"""The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]"	198	103	8	21110	0.0776699029126213	0.0404040404040404	query_1	['GO:0055085']	['SLC6A1', 'ITGB1', 'LRP2', 'SLC2A1', 'HFE', 'FYN', 'AGT', 'NTSR1']
752	REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	0.0121439740201848	True	RAF/MAP kinase cascade	264	99	11	10790	0.1111111111111111	0.0416666666666666	query_1	['REAC:R-HSA-5684996']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FYN', 'SYNGAP1', 'FGB', 'FGG', 'TLN1', 'PTK2']
753	REAC	REAC:R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	0.0122593264146006	True	Binding and Uptake of Ligands by Scavenger Receptors	97	99	7	10790	0.0707070707070707	0.0721649484536082	query_1	['REAC:R-HSA-5653656']	['HBB', 'APOE', 'APOA1', 'LRP1', 'HP', 'ALB', 'HPX']
754	GO:MF	GO:0003779	actin binding	0.0123130529562635	True	"""Binding to monomeric or multimeric forms of actin, including actin filaments."" [GOC:clt]"	451	103	11	20195	0.1067961165048543	0.024390243902439	query_1	['GO:0008092']	['ITGB1', 'SYNE1', 'ADD2', 'ADD3', 'SYNE2', 'MYO6', 'BIN1', 'DMTN', 'TLN1', 'PTK2', 'ADD1']
755	GO:CC	GO:0098978	glutamatergic synapse	0.0124059287231174	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	433	104	10	22122	0.0961538461538461	0.023094688221709	query_1	['GO:0045202']	['ITGB1', 'SRC', 'ITGB3', 'AP2M1', 'APOE', 'AP2B1', 'ITGA5', 'SYNGAP1', 'BIN1', 'NUMB']
756	GO:BP	GO:0055080	monoatomic cation homeostasis	0.0126455189670594	True	"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]"	591	103	13	21110	0.1262135922330097	0.0219966159052453	query_1	['GO:0050801']	['HEPH', 'ITGB3', 'TFRC', 'APOE', 'HFE', 'AGT', 'NTSR1', 'TF', 'TFR2', 'SLC40A1', 'APP', 'CP', 'HPX']
757	GO:BP	GO:0150094	amyloid-beta clearance by cellular catabolic process	0.0129293292467978	True	"""The process in which amyloid-beta is removed from extracellular brain regions by cell surface receptor-mediated endocytosis, followed by intracellular degradation."" [GOC:aruk, GOC:bc, PMID:18289866]"	8	103	3	21110	0.029126213592233	0.375	query_1	['GO:0044248', 'GO:0097242']	['LRP4', 'LDLR', 'LRP1']
758	GO:BP	GO:2000586	regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0129293292467978	True	"""Any process that modulates the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	8	103	3	21110	0.029126213592233	0.375	query_1	['GO:0010640', 'GO:0035791']	['SRC', 'LOX', 'LRP1']
759	GO:BP	GO:0032489	regulation of Cdc42 protein signal transduction	0.0129293292467978	True	"""Any process that modulates the frequency, rate or extent of Cdc42 protein signal transduction."" [GOC:mah]"	8	103	3	21110	0.029126213592233	0.375	query_1	['GO:0032488', 'GO:0035023']	['APOC3', 'APOE', 'APOA1']
760	GO:BP	GO:0010989	negative regulation of low-density lipoprotein particle clearance	0.0129293292467978	True	"""Any process that decreases the rate, frequency or extent of low-density lipoprotein particle clearance. Low-density lipoprotein particle clearance is the process in which a low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	8	103	3	21110	0.029126213592233	0.375	query_1	['GO:0010985', 'GO:0010988', 'GO:0034383']	['APOC3', 'LDLR', 'PCSK9']
761	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0129436620887539	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	142	103	7	21110	0.0679611650485436	0.0492957746478873	query_1	['GO:0042127', 'GO:0048659']	['SRC', 'ITGB3', 'TGFB3', 'APOE', 'AGT', 'LDLRAP1', 'ELN']
762	GO:BP	GO:0030833	regulation of actin filament polymerization	0.0129436620887539	True	"""Any process that modulates the frequency, rate or extent of the assembly of actin filaments by the addition of actin monomers to a filament."" [GOC:mah]"	142	103	7	21110	0.0679611650485436	0.0492957746478873	query_1	['GO:0008064', 'GO:0030041', 'GO:0032271']	['ADD2', 'ADD3', 'SNX9', 'BIN1', 'DMTN', 'ADD1', 'ELN']
763	GO:BP	GO:0051957	positive regulation of amino acid transport	0.0130176179503155	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	25	103	4	21110	0.0388349514563106	0.16	query_1	['GO:0006865', 'GO:0032892', 'GO:0051954', 'GO:0051955']	['SLC6A1', 'ITGB1', 'AGT', 'NTSR1']
764	GO:BP	GO:1903077	negative regulation of protein localization to plasma membrane	0.0130176179503155	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	25	103	4	21110	0.0388349514563106	0.16	query_1	['GO:0072659', 'GO:1903076', 'GO:1904376', 'GO:1905476']	['CLTC', 'AP2M1', 'DAB2', 'NUMB']
765	GO:BP	GO:0097746	blood vessel diameter maintenance	0.013555889987178	True	"""Any process that modulates the diameter of blood vessels."" [GOC:pr]"	143	103	7	21110	0.0679611650485436	0.0489510489510489	query_1	['GO:0003018', 'GO:0008015', 'GO:0035296']	['NTS', 'HBB', 'FGA', 'APOE', 'AGT', 'FGB', 'FGG']
766	GO:BP	GO:0035296	regulation of tube diameter	0.013555889987178	True	"""Any process that modulates the diameter of a tube."" [GOC:bf]"	143	103	7	21110	0.0679611650485436	0.0489510489510489	query_1	['GO:0035150']	['NTS', 'HBB', 'FGA', 'APOE', 'AGT', 'FGB', 'FGG']
767	GO:BP	GO:0050819	negative regulation of coagulation	0.0136642879069724	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]"	54	103	5	21110	0.0485436893203883	0.0925925925925925	query_1	['GO:0050817', 'GO:0050818', 'GO:0051241']	['FGA', 'APOE', 'FGB', 'FGG', 'VTN']
768	KEGG	KEGG:05165	Human papillomavirus infection	0.0138115335110674	True	Human papillomavirus infection	331	73	11	8161	0.1506849315068493	0.0332326283987915	query_1	['KEGG:00000']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'ITGA2B', 'ITGA5', 'VTN', 'PTK2', 'ITGB6']
