Dyskeratosis congenita	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
942	GO:BP	GO:0098530	positive regulation of strand invasion	0.0243139361767529	True	"""Any process that increases the rate, frequency or extent of strand invasion. Strand invasion is the process in which the nucleoprotein complex (composed of the broken single-strand DNA and the recombinase) searches and identifies a region of homology in intact duplex DNA. The broken single-strand DNA displaces the like strand and forms Watson-Crick base pairs with its complement, forming a duplex in which each strand is from one of the two recombining DNA molecules."" [GOC:dos, GOC:dph, GOC:elh, GOC:tb]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0042148', 'GO:0051054', 'GO:0060542']	['WRN']
943	GO:BP	GO:0110008	ncRNA deadenylation	0.0243139361767529	True	"""Shortening of the poly(A) tail of a nuclear-transcribed ncRNA."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:26950371]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0034660']	['PARN']
944	GO:BP	GO:0140745	siRNA transcription	0.0243139361767529	True	"""The transcription of a small interfering RNA from an RNA template."" [PMID:23001036]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0001172']	['TERT']
945	GO:BP	GO:1904333	positive regulation of error-prone translesion synthesis	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0042276', 'GO:0045739', 'GO:1904331', 'GO:2000573']	['USP1']
946	GO:BP	GO:1901291	negative regulation of double-strand break repair via single-strand annealing	0.0243139361767529	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-strand break repair via single-strand annealing."" [GOC:sart, GOC:TermGenie]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0045002', 'GO:2000780']	['OGG1']
947	GO:BP	GO:1904331	regulation of error-prone translesion synthesis	0.0243139361767529	True	"""Any process that modulates the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006282', 'GO:0042276', 'GO:2000278']	['USP1']
948	GO:BP	GO:1903620	positive regulation of transdifferentiation	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of transdifferentiation."" [GO_REF:0000058, GOC:TermGenie, PMID:22118091]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0045597', 'GO:0060290', 'GO:1903618']	['TERT']
949	GO:BP	GO:1903618	regulation of transdifferentiation	0.0243139361767529	True	"""Any process that modulates the frequency, rate or extent of transdifferentiation."" [GO_REF:0000058, GOC:TermGenie, PMID:22118091]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0045595', 'GO:0060290']	['TERT']
950	GO:BP	GO:1901989	positive regulation of cell cycle phase transition	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	113	112	4	17376	0.0357142857142857	0.0353982300884955	query_1	['GO:0044770', 'GO:0090068', 'GO:1901987']	['AKT1', 'TERT', 'APEX1', 'NPM1']
951	GO:BP	GO:1902629	regulation of mRNA stability involved in cellular response to UV	0.0243139361767529	True	"""Any regulation of mRNA stability that is involved in cellular response to UV."" [GO_REF:0000060, GOC:TermGenie, PMID:10954610]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0034644', 'GO:0043488']	['NPM1']
952	GO:BP	GO:1903461	Okazaki fragment processing involved in mitotic DNA replication	0.0243139361767529	True	"""Any DNA replication, Okazaki fragment processing that is involved in mitotic cell cycle DNA replication."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie, PMID:1234]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0033567', 'GO:1902969', 'GO:1903047']	['LIG1']
953	GO:BP	GO:1903451	negative regulation of G1 to G0 transition	0.0243139361767529	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of G1 to G0 transition."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24088570]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0010948', 'GO:0070314', 'GO:1903450']	['TP53']
954	GO:BP	GO:0075713	establishment of integrated proviral latency	0.0243139361767529	True	"""A process by which the virus integrates into the host genome and establishes as a stable provirus or prophage."" [GOC:jl]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0019043']	['LIG4']
955	GO:BP	GO:1902808	positive regulation of cell cycle G1/S phase transition	0.0243139361767529	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	58	112	3	17376	0.0267857142857142	0.0517241379310344	query_1	['GO:0044843', 'GO:1901989', 'GO:1902806']	['AKT1', 'TERT', 'APEX1']
956	GO:BP	GO:0070512	positive regulation of histone H4-K20 methylation	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 20 of histone H4."" [GOC:mah]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0031062']	['BRCA1']
957	GO:BP	GO:0060735	regulation of eIF2 alpha phosphorylation by dsRNA	0.0243139361767529	True	"""Any process that modulates the rate, frequency, or extent of eIF2 alpha phosphorylation as a cellular response to double-stranded RNA."" [GOC:dph, GOC:tb]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0001932', 'GO:0006446', 'GO:0010998', 'GO:0071359', 'GO:0080135']	['NPM1']
958	GO:BP	GO:1905767	regulation of double-stranded telomeric DNA binding	0.0243139361767529	True	"""Any process that modulates the frequency, rate or extent of double-stranded telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:18812185]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:1904742']	['ERCC4']
959	GO:BP	GO:0060709	glycogen cell differentiation involved in embryonic placenta development	0.0243139361767529	True	"""The process in which a relatively unspecialized cell acquires specialized features of a glycogen cell of the placenta. A glycogen cell is a vacuolated glycogen-rich cell that appears in compact cell islets of the spongiotrophoblast layer."" [GOC:dph, PMID:16269175]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0060706', 'GO:0060712']	['AKT1']
960	GO:BP	GO:0060542	regulation of strand invasion	0.0243139361767529	True	"""Any process that modulates the rate, frequency or extent of strand invasion. Strand invasion is the process in which the nucleoprotein complex (composed of the broken single-strand DNA and the recombinase) searches and identifies a region of homology in intact duplex DNA. The broken single-strand DNA displaces the like strand and forms Watson-Crick base pairs with its complement, forming a duplex in which each strand is from one of the two recombining DNA molecules."" [GOC:dph, GOC:tb]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0042148', 'GO:0051052']	['WRN']
961	GO:BP	GO:0060520	activation of prostate induction by androgen receptor signaling pathway	0.0243139361767529	True	"""The series of molecular signals initiated by androgen binding to its receptor in the urogenital sinus mesenchyme that initiates prostate induction. Prostate induction is the close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, GOC:tb, PMID:18977204]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0010647', 'GO:0023056', 'GO:0030521', 'GO:0042659', 'GO:0060514', 'GO:0060685', 'GO:0110110', 'GO:1905332', 'GO:2000243']	['AR']
962	GO:BP	GO:0051353	positive regulation of oxidoreductase activity	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of oxidoreductase activity, the catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered."" [GOC:ai]"	58	112	3	17376	0.0267857142857142	0.0517241379310344	query_1	['GO:0043085', 'GO:0051341']	['AKT1', 'DHFR', 'TERT']
963	GO:BP	GO:1905856	negative regulation of pentose-phosphate shunt	0.0243139361767529	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pentose-phosphate shunt."" [GO_REF:0000058, GOC:TermGenie, PMID:19015259]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006098', 'GO:0043456', 'GO:1900543']	['TP53']
964	GO:BP	GO:2001228	regulation of response to gamma radiation	0.0243139361767529	True	"""Any process that modulates the frequency, rate or extent of response to gamma radiation."" [GOC:obol]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0010332', 'GO:0048583']	['ATM']
965	GO:BP	GO:0043060	meiotic metaphase I plate congression	0.0243139361767529	True	"""The alignment of chromosomes at the metaphase plate, a plane halfway between the poles of the meiotic spindle, during meiosis I."" [GOC:cab1, PMID:10809666]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0045143', 'GO:0051311']	['MLH1']
966	GO:BP	GO:0060515	prostate field specification	0.0243139361767529	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
967	GO:BP	GO:0060514	prostate induction	0.0243139361767529	True	"""The close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, PMID:18977204]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0001759', 'GO:0060515', 'GO:0060685', 'GO:1905332', 'GO:2000243']	['AR']
968	GO:BP	GO:1905768	negative regulation of double-stranded telomeric DNA binding	0.0243139361767529	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-stranded telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:18812185]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:1904743', 'GO:1905767']	['ERCC4']
969	GO:BP	GO:0002700	regulation of production of molecular mediator of immune response	0.0250277684816368	True	"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	183	112	5	17376	0.0446428571428571	0.0273224043715847	query_1	['GO:0002440', 'GO:0002697', 'GO:0010468']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
970	GO:BP	GO:0006334	nucleosome assembly	0.0253365094282037	True	"""The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA."" [GOC:mah]"	116	112	4	17376	0.0357142857142857	0.0344827586206896	query_1	['GO:0006325', 'GO:0034728', 'GO:0065004']	['H2AX', 'POLE3', 'CHRAC1', 'NPM1']
971	GO:BP	GO:0043967	histone H4 acetylation	0.025661686778684	True	"""The modification of histone H4 by the addition of an acetyl group."" [GOC:jl]"	60	112	3	17376	0.0267857142857142	0.05	query_1	['GO:0016573']	['BRCA2', 'BRCA1', 'KAT5']
972	GO:BP	GO:0048732	gland development	0.0257419435531394	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	432	112	8	17376	0.0714285714285714	0.0185185185185185	query_1	['GO:0048513']	['AKT1', 'TYMS', 'BRCA2', 'PCNA', 'AR', 'ATM', 'POLB', 'CTC1']
973	GO:BP	GO:0042752	regulation of circadian rhythm	0.0259926258627123	True	"""Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:dph, GOC:jl, GOC:tb]"	117	112	4	17376	0.0357142857142857	0.0341880341880341	query_1	['GO:0007623', 'GO:0050789']	['PARP1', 'PRKDC', 'KAT5', 'TP53']
974	GO:BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0270436802890105	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage and resulting in the stopping or reduction in rate of the cell cycle."" [GOC:go_curators]"	20	112	2	17376	0.0178571428571428	0.1	query_1	['GO:0030330', 'GO:0031571']	['ATM', 'TP53']
975	GO:BP	GO:0006244	pyrimidine nucleotide catabolic process	0.0270436802890105	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	20	112	2	17376	0.0178571428571428	0.1	query_1	['GO:0006220', 'GO:0009166', 'GO:0072529']	['OGG1', 'NEIL1']
976	GO:BP	GO:0044030	regulation of DNA methylation	0.0270436802890105	True	"""Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."" [GOC:jl]"	20	112	2	17376	0.0178571428571428	0.1	query_1	['GO:0006306', 'GO:0051052']	['PARP1', 'BRCA1']
977	GO:BP	GO:0043966	histone H3 acetylation	0.0278179435096169	True	"""The modification of histone H3 by the addition of an acetyl group."" [GOC:jl]"	62	112	3	17376	0.0267857142857142	0.0483870967741935	query_1	['GO:0016573']	['BRCA2', 'POLE3', 'BRCA1']
978	GO:BP	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	0.0278179435096169	True	"""Any process that increases the rate, frequency or extent of a process involved in starting transcription from an RNA polymerase II promoter."" [GOC:dph, GOC:tb, GOC:txnOH]"	62	112	3	17376	0.0267857142857142	0.0483870967741935	query_1	['GO:0006367', 'GO:0045944', 'GO:0060260', 'GO:2000144']	['PAXIP1', 'ERCC1', 'TP53']
979	GO:CC	GO:0010370	perinucleolar chromocenter	0.0280266557567434	True	"""A chromocenter adjacent to the nucleolus."" [PMID:15805479]"	2	112	1	17376	0.0089285714285714	0.5	query_1	['GO:0010369']	['TINF2']
980	GO:CC	GO:0070557	PCNA-p21 complex	0.0280266557567434	True	"""A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."" [GOC:mah, PMID:7911228, PMID:7915843]"	2	112	1	17376	0.0089285714285714	0.5	query_1	['GO:0140513']	['PCNA']
981	GO:CC	GO:0005713	recombination nodule	0.0280266557567434	True	"""An electron dense structure that is associated with meiotic chromosomes."" [GOC:elh]"	2	112	1	17376	0.0089285714285714	0.5	query_1	['GO:0000794', 'GO:0110165']	['MLH1']
982	GO:CC	GO:0005712	chiasma	0.0280266557567434	True	"""A connection formed between chromatids, visible during meiosis, thought to be the point of the interchange involved in crossing-over."" [ISBN:0198506732]"	2	112	1	17376	0.0089285714285714	0.5	query_1	['GO:0000794', 'GO:0110165']	['MLH1']
983	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.0280266557567434	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	112	1	17376	0.0089285714285714	0.5	query_1	['GO:0000307']	['CDK2']
984	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.0280266557567434	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	112	1	17376	0.0089285714285714	0.5	query_1	['GO:0000307']	['CDK2']
985	GO:CC	GO:0001650	fibrillar center	0.0280266557567434	True	"""A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures."" [PMID:10754561]"	139	112	4	17376	0.0357142857142857	0.0287769784172661	query_1	['GO:0005730', 'GO:0110165']	['STN1', 'GAR1', 'DKC1', 'NHEJ1']
