Vascular Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1037	WP	WP:WP5322	CKAP4 signaling pathway map	0.005414723927978	True	CKAP4 signaling pathway map	116	89	8	8133	0.0898876404494382	0.0689655172413793	query_1	['WP:000000']	['ITGB1', 'SRC', 'CTNNB1', 'ITGA5', 'EGFR', 'KDR', 'CDH1', 'PTK2B']
1038	WP	WP:WP3931	Embryonic stem cell pluripotency pathways	0.005414723927978	True	Embryonic stem cell pluripotency pathways	116	89	8	8133	0.0898876404494382	0.0689655172413793	query_1	['WP:000000']	['PDGFB', 'CTNNB1', 'SOS1', 'GRB2', 'PDGFRB', 'EGFR', 'PTPN11', 'PDGFRA']
1039	GO:CC	GO:0005912	adherens junction	0.0054207388806759	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	182	99	7	22122	0.0707070707070707	0.0384615384615384	query_1	['GO:0005911']	['CTNNB1', 'LYN', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'ADAM15']
1040	WP	WP:WP3967	miR-509-3p alteration of YAP1/ECM axis	0.0054433174630522	True	miR-509-3p alteration of YAP1/ECM axis	18	89	4	8133	0.0449438202247191	0.2222222222222222	query_1	['WP:000000']	['FN1', 'BCAR1', 'COL3A1', 'COL1A1']
1041	GO:BP	GO:0071230	cellular response to amino acid stimulus	0.0054478767561862	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:mah]"	82	99	6	21110	0.0606060606060606	0.073170731707317	query_1	['GO:0043200', 'GO:0071229', 'GO:0071417', 'GO:1901701']	['COL3A1', 'FYN', 'COL1A2', 'EGFR', 'COL1A1', 'PDGFRA']
1042	GO:CC	GO:0098643	banded collagen fibril	0.0056285029123002	True	"""A supramolecular assembly of fibrillar collagen complexes in the form of a long fiber (fibril) with transverse striations (bands)."" [GOC:dos, PMID:21421911]"	12	99	3	22122	0.0303030303030303	0.25	query_1	['GO:0098644', 'GO:0099512']	['COL3A1', 'COL1A2', 'COL1A1']
1043	GO:CC	GO:0005583	fibrillar collagen trimer	0.0056285029123002	True	"""Any triple helical collagen trimer that forms fibrils."" [GOC:mah, ISBN:0721639976, PMID:21421911]"	12	99	3	22122	0.0303030303030303	0.25	query_1	['GO:0005581', 'GO:0098643']	['COL3A1', 'COL1A2', 'COL1A1']
1044	GO:BP	GO:0033554	cellular response to stress	0.0056408212375336	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1949	99	25	21110	0.2525252525252525	0.0128270908158029	query_1	['GO:0006950', 'GO:0051716']	['P4HB', 'MET', 'RAPGEF1', 'NCK1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'FLT4', 'CTNNB1', 'PXN', 'FYN', 'LYN', 'GRB2', 'TNC', 'EGFR', 'VEGFA', 'PTK2B', 'CRKL', 'THBS1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA']
1045	GO:MF	GO:1901681	sulfur compound binding	0.0056595949244304	True	"""Binding to a sulfur compound."" [GOC:pr, GOC:TermGenie]"	274	99	9	20195	0.0909090909090909	0.0328467153284671	query_1	['GO:0005488']	['VEGFB', 'FN1', 'NRP2', 'VEGFA', 'VTN', 'NRP1', 'THBS1', 'ITGA2', 'PGF']
1046	GO:BP	GO:2001026	regulation of endothelial cell chemotaxis	0.0058220624890878	True	"""Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	21	99	4	21110	0.0404040404040404	0.1904761904761904	query_1	['GO:0010594', 'GO:0035767', 'GO:0050920']	['MET', 'KDR', 'VEGFA', 'THBS1']
1047	GO:BP	GO:0001570	vasculogenesis	0.0058502731783245	True	"""The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."" [PMID:8999798]"	83	99	6	21110	0.0606060606060606	0.072289156626506	query_1	['GO:0030154', 'GO:0048514']	['ITGAV', 'CTNNB1', 'PDGFRB', 'KDR', 'VEGFA', 'NRP1']
1048	GO:BP	GO:0007565	female pregnancy	0.0058943129831881	True	"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]"	185	99	8	21110	0.0808080808080808	0.0432432432432432	query_1	['GO:0044703', 'GO:0044706']	['SPP1', 'ITGB3', 'TGFB3', 'ITGA5', 'VEGFA', 'ITGA3', 'ITGA2', 'PGF']
1049	GO:CC	GO:0034674	integrin alpha5-beta1 complex	0.0060078376287962	True	"""An integrin complex that comprises one alpha5 subunit and one beta1 subunit."" [PMID:12297042]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA5']
1050	GO:CC	GO:0016222	procollagen-proline 4-dioxygenase complex	0.0060078376287962	True	"""A protein complex that catalyzes the formation of procollagen trans-4-hydroxy-L-proline and succinate from procollagen L-proline and 2-oxoglutarate, requiring Fe2+ and ascorbate. Contains two alpha subunits that contribute to most parts of the catalytic sites, and two beta subunits that are identical to protein-disulfide isomerase."" [PMID:14500733, PMID:7753822]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0140534', 'GO:1990204']	['P4HB', 'P4HA1']
1051	GO:CC	GO:0034681	integrin alpha11-beta1 complex	0.0060078376287962	True	"""An integrin complex that comprises one alpha11 subunit and one beta1 subunit."" [PMID:12297042]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA11']
1052	GO:CC	GO:0005584	collagen type I trimer	0.0060078376287962	True	"""A collagen trimer containing alpha(I) chains. The most common form of type I collagen is a heterotrimer containing two alpha1(I) chains and one alpha2(I) chain; homotrimers containing three alpha1(I) chains are also found. Type I collagen triple helices associate to form banded fibrils."" [GOC:mah, GOC:sl, ISBN:0721639976]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0005583']	['COL1A2', 'COL1A1']
1053	GO:CC	GO:0070435	Shc-EGFR complex	0.0060078376287962	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and the adaptor protein Shc, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0098797']	['SHC1', 'EGFR']
1054	GO:CC	GO:0034669	integrin alpha4-beta7 complex	0.0060078376287962	True	"""An integrin complex that comprises one alpha4 subunit and one beta7 subunit."" [PMID:12297042]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0008305']	['ITGA4', 'ITGB7']
1055	GO:CC	GO:0034685	integrin alphav-beta6 complex	0.0060078376287962	True	"""An integrin complex that comprises one alphav subunit and one beta6 subunit."" [PMID:12297042]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0008305']	['ITGAV', 'ITGB6']
1056	GO:CC	GO:0034684	integrin alphav-beta5 complex	0.0060078376287962	True	"""An integrin complex that comprises one alphav subunit and one beta5 subunit."" [PMID:12297042]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0008305']	['ITGB5', 'ITGAV']
1057	GO:CC	GO:0034667	integrin alpha3-beta1 complex	0.0060078376287962	True	"""An integrin complex that comprises one alpha3 subunit and one beta1 subunit."" [PMID:12297042]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA3']
1058	GO:BP	GO:0070849	response to epidermal growth factor	0.0061096242898238	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	99	5	21110	0.0505050505050505	0.1063829787234042	query_1	['GO:0070848']	['EGFR', 'PLCG1', 'ERBB2', 'COL1A1', 'PTPN11']
1059	GO:CC	GO:0044291	cell-cell contact zone	0.0061967384181155	True	"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]"	74	99	5	22122	0.0505050505050505	0.0675675675675675	query_1	['GO:0005911']	['ITGB1', 'CTNNB1', 'JAM3', 'VCL', 'JAM2']
1060	REAC	REAC:R-HSA-9706374	FLT3 signaling through SRC family kinases	0.0062486974847602	True	FLT3 signaling through SRC family kinases	6	98	3	10790	0.0306122448979591	0.5	query_1	['REAC:R-HSA-9607240']	['FYN', 'SYK', 'LCK']
1061	REAC	REAC:R-HSA-1566977	Fibronectin matrix formation	0.0062486974847602	True	Fibronectin matrix formation	6	98	3	10790	0.0306122448979591	0.5	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'FN1', 'ITGA5']
1062	GO:BP	GO:0071621	granulocyte chemotaxis	0.0063520237740545	True	"""The movement of a granulocyte in response to an external stimulus."" [GOC:rph]"	131	99	7	21110	0.0707070707070707	0.0534351145038167	query_1	['GO:0030595', 'GO:0097530']	['ITGA9', 'JAM3', 'VAV1', 'SYK', 'VEGFA', 'PTK2', 'THBS1']
1063	GO:BP	GO:0003158	endothelium development	0.0063520237740545	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	131	99	7	21110	0.0707070707070707	0.0534351145038167	query_1	['GO:0060429']	['MET', 'RAPGEF1', 'CTNNB1', 'KDR', 'VCL', 'VEGFA', 'NRP1']
1064	REAC	REAC:R-HSA-5654743	Signaling by FGFR4	0.006398664964643	True	Signaling by FGFR4	35	98	5	10790	0.0510204081632653	0.1428571428571428	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'CBL', 'PTPN11']
1065	GO:MF	GO:0043184	vascular endothelial growth factor receptor 2 binding	0.0065249805725529	True	"""Binding to a vascular endothelial growth factor receptor 2."" [GOC:st]"	9	99	3	20195	0.0303030303030303	0.3333333333333333	query_1	['GO:0005172']	['ITGB3', 'ITGA5', 'VEGFA']
1066	GO:BP	GO:0007417	central nervous system development	0.0065342110066449	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1092	99	18	21110	0.1818181818181818	0.0164835164835164	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'SOS1', 'COL3A1', 'FYN', 'LYN', 'NRP2', 'EGFR', 'ERBB2', 'CDH1', 'SH3GL2', 'CRKL', 'VTN', 'NRP1', 'PTPN11', 'PLXNA1']
1067	GO:BP	GO:0032880	regulation of protein localization	0.0065732323805328	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	873	99	16	21110	0.1616161616161616	0.0183276059564719	query_1	['GO:0008104', 'GO:0060341']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CTNNB1', 'FYN', 'EGFR', 'VCL', 'ERBB2', 'CDH1', 'VEGFA', 'CRKL', 'ITGA3', 'PTPN11']
1068	GO:BP	GO:0008361	regulation of cell size	0.0066436105951914	True	"""Any process that modulates the size of a cell."" [GOC:go_curators]"	188	99	8	21110	0.0808080808080808	0.0425531914893617	query_1	['GO:0032535']	['FN1', 'SPP1', 'VAV1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
1069	GO:BP	GO:0030198	extracellular matrix organization	0.0066836711166157	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]"	324	99	10	21110	0.101010101010101	0.0308641975308641	query_1	['GO:0043062', 'GO:0045229']	['ITGB1', 'ITGB3', 'COL3A1', 'COL1A2', 'P4HA1', 'COL10A1', 'COL1A1', 'VTN', 'ADAM15', 'PDGFRA']
1070	HP	HP:0002597	Abnormality of the vasculature	0.0066853457658077	True	An abnormality of the vasculature.	1810	51	35	4851	0.6862745098039216	0.0193370165745856	query_1	['HP:0001626']	['FN1', 'PDGFB', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'P4HA2', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'LAT', 'ZAP70', 'PDGFRB', 'COL1A2', 'LCP2', 'EGFR', 'KDR', 'VCL', 'SYK', 'COL1A1', 'CRKL', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'ELMO2', 'SEMA4D', 'FLT1', 'ITGA2', 'PLXNA1']
1071	GO:BP	GO:0048661	positive regulation of smooth muscle cell proliferation	0.0067278435729216	True	"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	85	99	6	21110	0.0606060606060606	0.0705882352941176	query_1	['GO:0008284', 'GO:0048659', 'GO:0048660']	['PDGFB', 'SRC', 'ITGB3', 'PDGFRB', 'THBS1', 'ITGA2']
1072	GO:BP	GO:0048483	autonomic nervous system development	0.0067948046209733	True	"""The process whose specific outcome is the progression of the autonomic nervous system over time, from its formation to the mature structure. The autonomic nervous system is composed of neurons that are not under conscious control, and is comprised of two antagonistic components, the sympathetic and parasympathetic nervous systems. The autonomic nervous system regulates key functions including the activity of the cardiac (heart) muscle, smooth muscles (e.g. of the gut), and glands."" [FMA:9905, GOC:jid, GOC:sr]"	48	99	5	21110	0.0505050505050505	0.1041666666666666	query_1	['GO:0007399', 'GO:0048731']	['FN1', 'CTNNB1', 'NRP2', 'VCAM1', 'NRP1']
1073	HP	HP:0002960	Autoimmunity	0.006862967660479	True	The occurrence of an immune reaction against the organism's own cells or tissues.	201	51	11	4851	0.2156862745098039	0.0547263681592039	query_1	['HP:0010978']	['SPP1', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'LAT', 'ZAP70', 'LCP2', 'LCK', 'SEMA4D', 'FLT1']
1074	GO:BP	GO:0043062	extracellular structure organization	0.0068693445958586	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	325	99	10	21110	0.101010101010101	0.0307692307692307	query_1	['GO:0016043']	['ITGB1', 'ITGB3', 'COL3A1', 'COL1A2', 'P4HA1', 'COL10A1', 'COL1A1', 'VTN', 'ADAM15', 'PDGFRA']
1075	KEGG	KEGG:04640	Hematopoietic cell lineage	0.006981999954251	True	Hematopoietic cell lineage	95	91	7	8161	0.0769230769230769	0.0736842105263157	query_1	['KEGG:00000']	['ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'FCGR1A', 'ITGA3', 'ITGA2']
1076	GO:MF	GO:0043236	laminin binding	0.007057735922213	True	"""Binding to a laminin, a major glycoprotein constituent of the basement membrane of cells."" [GOC:ecd]"	28	99	4	20195	0.0404040404040404	0.1428571428571428	query_1	['GO:0005515', 'GO:0050840']	['ITGB1', 'THBS1', 'ITGA3', 'ITGA2']
1077	GO:BP	GO:0030900	forebrain development	0.0071453630277576	True	"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]"	405	99	11	21110	0.1111111111111111	0.0271604938271604	query_1	['GO:0007420', 'GO:0048856']	['SRC', 'CRK', 'CTNNB1', 'COL3A1', 'FYN', 'NRP2', 'EGFR', 'CDH1', 'CRKL', 'NRP1', 'PLXNA1']
1078	GO:CC	GO:0030139	endocytic vesicle	0.0071840239164068	True	"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]"	343	99	9	22122	0.0909090909090909	0.0262390670553935	query_1	['GO:0031410']	['RAPGEF1', 'ITGB5', 'ITGAV', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'SH3KBP1', 'SH3GL2']
1079	REAC	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	0.0071847707129078	True	Signaling by the B Cell Receptor (BCR)	163	98	9	10790	0.0918367346938775	0.0552147239263803	query_1	['REAC:R-HSA-1280218']	['NCK1', 'PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1']
1080	GO:BP	GO:0045229	external encapsulating structure organization	0.0072541935905947	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	327	99	10	21110	0.101010101010101	0.0305810397553516	query_1	['GO:0016043']	['ITGB1', 'ITGB3', 'COL3A1', 'COL1A2', 'P4HA1', 'COL10A1', 'COL1A1', 'VTN', 'ADAM15', 'PDGFRA']
1081	GO:BP	GO:0099173	postsynapse organization	0.0074723325913583	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]"	191	99	8	21110	0.0808080808080808	0.0418848167539267	query_1	['GO:0016043', 'GO:0050808']	['ITGB3', 'CRK', 'FYN', 'NRP2', 'PTK2B', 'CRKL', 'NRP1', 'ITGA3']
1082	GO:CC	GO:0031594	neuromuscular junction	0.0075203584638936	True	"""The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential."" [GOC:nln]"	77	99	5	22122	0.0505050505050505	0.0649350649350649	query_1	['GO:0045202']	['ITGB1', 'CRK', 'ERBB2', 'CRKL', 'ITGA3']
1083	GO:MF	GO:0097367	carbohydrate derivative binding	0.0075718851969469	True	"""Binding to a carbohydrate derivative."" [GOC:pr]"	2301	99	27	20195	0.2727272727272727	0.0117340286831812	query_1	['GO:0005488']	['MET', 'VEGFB', 'FN1', 'SRC', 'ITK', 'FLT4', 'FYN', 'ZAP70', 'LYN', 'PDGFRB', 'TNC', 'NRP2', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'VTN', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF']
1084	GO:BP	GO:0001701	in utero embryonic development	0.0076684053542395	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	408	99	11	21110	0.1111111111111111	0.0269607843137254	query_1	['GO:0043009']	['ITGB1', 'PDGFB', 'TGFB3', 'CTNNB1', 'COL3A1', 'SH3PXD2A', 'GRB2', 'EGFR', 'PLCG1', 'VEGFA', 'PDGFRA']
