Keppen-Lubinsky syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
577	GO:BP	GO:0023056	positive regulation of signaling	0.0366815516100749	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1640	100	18	17376	0.18	0.0109756097560975	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['GNA11', 'PLXNB1', 'PRKCA', 'GNAI2', 'PLCB1', 'GABBR1', 'PTK7', 'FYN', 'ADRA2C', 'PDCL', 'RHOA', 'P2RY12', 'GNAS', 'OCIAD1', 'NRP1', 'SEMA4D', 'ADRA2A', 'RGS14']
578	GO:BP	GO:0071800	podosome assembly	0.0366815516100749	True	"""The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell."" [GOC:mah, GOC:sl]"	19	100	2	17376	0.02	0.1052631578947368	query_1	['GO:0065003', 'GO:0140694']	['RHOA', 'FARP2']
579	GO:BP	GO:0030336	negative regulation of cell migration	0.0366815516100749	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell migration."" [GOC:go_curators]"	276	100	6	17376	0.06	0.0217391304347826	query_1	['GO:0016477', 'GO:0030334', 'GO:2000146']	['TBXA2R', 'PLCB1', 'RHOA', 'GNA13', 'GNA12', 'S1PR2']
580	GO:BP	GO:0014861	regulation of skeletal muscle contraction via regulation of action potential	0.0366815516100749	True	"""Any process that modulates the frequency, rate or extent of skeletal muscle contraction by depolarization of muscle membrane and ionic fluxes."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:mtg_muscle]"	1	100	1	17376	0.01	1.0	query_1	['GO:0014819', 'GO:0098900', 'GO:0100001']	['KCNJ2']
581	GO:BP	GO:0007162	negative regulation of cell adhesion	0.0366815516100749	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	277	100	6	17376	0.06	0.0216606498194945	query_1	['GO:0007155', 'GO:0030155', 'GO:0048523']	['PLXNB1', 'PLXNA2', 'RHOA', 'BTN2A2', 'SEMA4D', 'PLXNA1']
582	GO:BP	GO:0000304	response to singlet oxygen	0.0366815516100749	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a singlet oxygen stimulus. Singlet oxygen is a dioxygen (O2) molecule in which two 2p electrons have similar spin. Singlet oxygen is more highly reactive than the form in which these electrons are of opposite spin, and it is produced in mutant chloroplasts lacking carotenoids and by leukocytes during metabolic burst."" [GOC:krc, ISBN:0124325653, ISBN:0198506732]"	1	100	1	17376	0.01	1.0	query_1	['GO:0000302', 'GO:0010035']	['FYN']
583	GO:BP	GO:0003245	cardiac muscle tissue growth involved in heart morphogenesis	0.0366815516100749	True	"""The developmental growth of cardiac muscle tissue that contributes to the shaping of the heart."" [GOC:mtg_heart]"	1	100	1	17376	0.01	1.0	query_1	['GO:0003241', 'GO:0055008', 'GO:0055017']	['S1PR1']
584	GO:BP	GO:1902605	heterotrimeric G-protein complex assembly	0.0366815516100749	True	"""The aggregation, arrangement and bonding together of a set of components to form a heterotrimeric G-protein complex."" [GO_REF:0000079, GOC:dph, GOC:TermGenie, PMID:23637185]"	1	100	1	17376	0.01	1.0	query_1	['GO:0065003']	['PDCL']
585	GO:BP	GO:0021806	initiation of movement involved in cerebral cortex radial glia guided migration	0.0366815516100749	True	"""The initial stages of cell motility involved in the glial-mediated movement of cells in the developing cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001667', 'GO:0021814', 'GO:0048869']	['P2RY12']
586	GO:BP	GO:1902378	VEGF-activated neuropilin signaling pathway involved in axon guidance	0.0366815516100749	True	"""Any VEGF-activated neuropilin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21658587]"	1	100	1	17376	0.01	1.0	query_1	['GO:0007411', 'GO:0038190']	['NRP1']
587	GO:BP	GO:0006837	serotonin transport	0.0366815516100749	True	"""The directed movement of serotonin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Serotonin (5-hydroxytryptamine) is a monoamine neurotransmitter occurring in the peripheral and central nervous systems."" [GOC:ai]"	19	100	2	17376	0.02	0.1052631578947368	query_1	['GO:0015844', 'GO:0015850']	['HTR1B', 'HTR1A']
588	GO:BP	GO:0038193	thromboxane A2 signaling pathway	0.0366815516100749	True	"""A G protein-coupled receptor signaling pathway initiated by thromboxane A2 binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:nhn, PMID:15893915]"	1	100	1	17376	0.01	1.0	query_1	['GO:0007186']	['TBXA2R']
589	GO:BP	GO:0035724	CD24 biosynthetic process	0.0366815516100749	True	"""The chemical reactions and pathways resulting in the formation of CD24, a CD marker and cell adhesion molecule that occurs on many B-lineage cells and mature granulocytes, and is involved in B cell activation and differentiation as well as T cell co-stimulation."" [GOC:BHF]"	1	100	1	17376	0.01	1.0	query_1	['GO:0009101']	['PLCB1']
590	GO:BP	GO:0071882	phospholipase C-activating adrenergic receptor signaling pathway	0.0366815516100749	True	"""A phospholipase C-activating receptor G protein-coupled receptor signaling pathway initiated by ligand binding to an adrenergic receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	1	100	1	17376	0.01	1.0	query_1	['GO:0007200', 'GO:0071875']	['ADRA2A']
591	GO:BP	GO:1904442	negative regulation of thyroid gland epithelial cell proliferation	0.0366815516100749	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of thyroid gland epithelial cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:17646383]"	1	100	1	17376	0.01	1.0	query_1	['GO:0050680', 'GO:0051093', 'GO:0051241', 'GO:1904441', 'GO:1990789']	['RAP1GAP']
592	GO:BP	GO:1903697	negative regulation of microvillus assembly	0.0366815516100749	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of microvillus assembly."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:22797597]"	1	100	1	17376	0.01	1.0	query_1	['GO:0030033', 'GO:0032534', 'GO:0120033']	['RAP1GAP']
593	GO:BP	GO:0150153	positive regulation of interleukin-17A production	0.0366815516100749	True	"""Any process that activates or increases the frequency, rate or extent of interleukin-17A production."" [GOC:aruk]"	1	100	1	17376	0.01	1.0	query_1	['GO:0032740', 'GO:0097087', 'GO:0150151']	['BTK']
594	GO:BP	GO:1903673	mitotic cleavage furrow formation	0.0366815516100749	True	"""Any cleavage furrow formation that is involved in mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	1	100	1	17376	0.01	1.0	query_1	['GO:0036089', 'GO:1902410']	['RHOA']
595	GO:BP	GO:0002368	B cell cytokine production	0.0366815516100749	True	"""Any process that contributes to cytokine production by a B cell."" [GOC:add, ISBN:0781735149]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002367', 'GO:0019724']	['BTK']
596	GO:BP	GO:0150151	regulation of interleukin-17A production	0.0366815516100749	True	"""Any process that modulates the frequency, rate or extent of interleukin-17A production."" [GOC:aruk, PMID:27901018]"	1	100	1	17376	0.01	1.0	query_1	['GO:0032660', 'GO:0097087']	['BTK']
597	GO:BP	GO:0061516	monocyte proliferation	0.0366815516100749	True	"""The expansion of a monocyte population by cell division."" [GOC:dph, PMID:18467591]"	1	100	1	17376	0.01	1.0	query_1	['GO:0070661']	['BTK']
598	GO:BP	GO:1904441	regulation of thyroid gland epithelial cell proliferation	0.0366815516100749	True	"""Any process that modulates the frequency, rate or extent of thyroid gland epithelial cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:17646383]"	1	100	1	17376	0.01	1.0	query_1	['GO:0050678', 'GO:1990789']	['RAP1GAP']
599	GO:BP	GO:0001998	angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure	0.0366815516100749	True	"""The decrease in blood vessel diameter as a result of the release of angiotensin into the blood stream."" [GOC:mtg_cardio, GOC:pr, ISBN:0721643949]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002034', 'GO:0003084', 'GO:0042310']	['RHOA']
600	GO:BP	GO:0001812	positive regulation of type I hypersensitivity	0.0366815516100749	True	"""Any process that activates or increases the frequency, rate or extent of type I hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001810', 'GO:0002885', 'GO:0002891', 'GO:0016068']	['BTK']
601	GO:BP	GO:0021808	cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration	0.0366815516100749	True	"""The process that results in the fluctuations in intracellular calcium that are responsible for the initiation of movement as a component of the process of cerebral cortex glial-mediated radial migration."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	1	100	1	17376	0.01	1.0	query_1	['GO:0019722', 'GO:0021806']	['P2RY12']
602	GO:BP	GO:0002721	regulation of B cell cytokine production	0.0366815516100749	True	"""Any process that modulates the frequency, rate, or extent of B cell cytokine production."" [GOC:add]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002368', 'GO:0002712', 'GO:0002718']	['BTK']
603	REAC	REAC:R-HSA-2172127	DAP12 interactions	0.0368725308111025	True	DAP12 interactions	33	100	2	17376	0.02	0.0606060606060606	query_1	['REAC:R-HSA-168249']	['FYN', 'BTK']
604	GO:BP	GO:0035089	establishment of apical/basal cell polarity	0.0370267267547632	True	"""The specification and formation of the polarity of a cell along its apical/basal axis."" [GOC:bf]"	20	100	2	17376	0.02	0.1	query_1	['GO:0035088', 'GO:0061162']	['PTK7', 'RHOA']
605	GO:BP	GO:0060322	head development	0.0371724781520152	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	793	100	11	17376	0.11	0.0138713745271122	query_1	['GO:0048856']	['PLXNA2', 'PLCB1', 'GNB4', 'FYN', 'RHOA', 'P2RY12', 'GNAI3', 'S1PR1', 'NRP1', 'RGS7', 'PLXNA1']
606	REAC	REAC:R-HSA-111933	Calmodulin induced events	0.0380797372702719	True	Calmodulin induced events	34	100	2	17376	0.02	0.0588235294117647	query_1	['REAC:R-HSA-111997']	['PRKCA', 'ADCY3']
607	REAC	REAC:R-HSA-111997	CaM pathway	0.0380797372702719	True	CaM pathway	34	100	2	17376	0.02	0.0588235294117647	query_1	['REAC:R-HSA-111996', 'REAC:R-HSA-1489509']	['PRKCA', 'ADCY3']
608	REAC	REAC:R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	0.0380797372702719	True	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	34	100	2	17376	0.02	0.0588235294117647	query_1	['REAC:R-HSA-983705']	['FYN', 'BTK']
609	GO:BP	GO:0008285	negative regulation of cell population proliferation	0.0386548047677647	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	686	100	10	17376	0.1	0.0145772594752186	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['PLXNB1', 'GABBR1', 'RAP1GAP', 'RHOA', 'BTN2A2', 'BTK', 'PTGIR', 'GNA13', 'GNA12', 'S1PR2']
610	REAC	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.0390201129713025	True	VEGFA-VEGFR2 Pathway	94	100	3	17376	0.03	0.0319148936170212	query_1	['REAC:R-HSA-194138']	['PRKCA', 'FYN', 'RHOA']
611	REAC	REAC:R-HSA-2187338	Visual phototransduction	0.0390201129713025	True	Visual phototransduction	94	100	3	17376	0.03	0.0319148936170212	query_1	['REAC:R-HSA-9709957']	['PRKCA', 'GNB1', 'GNGT1']
612	GO:BP	GO:0043271	negative regulation of monoatomic ion transport	0.0392566086396329	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	127	100	4	17376	0.04	0.0314960629921259	query_1	['GO:0006811', 'GO:0043269', 'GO:0051051']	['GNB5', 'MTNR1B', 'HTR1B', 'ADRA2A']
613	REAC	REAC:R-HSA-114604	GPVI-mediated activation cascade	0.039279799487189	True	GPVI-mediated activation cascade	35	100	2	17376	0.02	0.0571428571428571	query_1	['REAC:R-HSA-76002']	['FYN', 'RHOA']
614	GO:CC	GO:0099154	serotonergic synapse	0.0393059502295979	True	"""A synapse that uses serotonin as a neurotransmitter."" [GOC:dos]"	2	100	1	17376	0.01	0.5	query_1	['GO:0045202']	['HTR1B']
615	GO:BP	GO:0061564	axon development	0.0393624794521184	True	"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]"	477	100	8	17376	0.08	0.0167714884696016	query_1	['GO:0031175']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'NRP1', 'SEMA4D', 'PLXNA1']
616	GO:BP	GO:0030859	polarized epithelial cell differentiation	0.0398077158687138	True	"""The process in which a relatively unspecialized cell acquires specialized features of a polarized epithelial cell. The polarized epithelial cell can be any of the cells within an epithelium where the epithelial sheet is oriented with respect to the planar axis."" [GOC:mah]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0001738', 'GO:0030855']	['PTK7', 'RHOA']
617	GO:BP	GO:0046039	GTP metabolic process	0.0398077158687138	True	"""The chemical reactions and pathways involving GTP, guanosine triphosphate."" [GOC:go_curators]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0009150', 'GO:0009205']	['RHOA', 'GNAI3']
618	GO:BP	GO:0015874	norepinephrine transport	0.0398077158687138	True	"""The directed movement of norepinephrine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Norepinephrine (3,4-dihydroxyphenyl-2-aminoethanol) is a hormone secreted by the adrenal medulla and a neurotransmitter in the sympathetic peripheral nervous system and in some tracts of the CNS. It is also the biosynthetic precursor of epinephrine."" [GOC:ai, ISBN:0198506732]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0015695', 'GO:0051937']	['ADRA2C', 'ADRA2A']
619	GO:BP	GO:0032928	regulation of superoxide anion generation	0.0398077158687138	True	"""Any process that modulates the frequency, rate or extent of enzymatic generation of superoxide by a cell."" [GOC:mah]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0042554', 'GO:0090322']	['GNAI2', 'GNAI3']
620	GO:BP	GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	0.0398077158687138	True	"""The series of events required for a bitter taste stimulus to be received and converted to a molecular signal."" [GOC:go_curators]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0050912', 'GO:0050913']	['GNAT2', 'GNAT3']
621	GO:BP	GO:0060445	branching involved in salivary gland morphogenesis	0.0398077158687138	True	"""The process in which the branching structure of the salivary gland is generated and organized."" [GOC:dph]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0007435', 'GO:0061138']	['NRP1', 'PLXNA1']
622	GO:BP	GO:0050709	negative regulation of protein secretion	0.0403224834802339	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]"	66	100	3	17376	0.03	0.0454545454545454	query_1	['GO:0009306', 'GO:0050708', 'GO:0051224', 'GO:1903531']	['MTNR1B', 'GNAZ', 'ADRA2A']
623	REAC	REAC:R-HSA-111996	Ca-dependent events	0.0411099590386051	True	Ca-dependent events	36	100	2	17376	0.02	0.0555555555555555	query_1	['REAC:R-HSA-112043']	['PRKCA', 'ADCY3']
624	GO:BP	GO:0046888	negative regulation of hormone secretion	0.041939640754851	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	67	100	3	17376	0.03	0.044776119402985	query_1	['GO:0010648', 'GO:0023057', 'GO:0046879', 'GO:0046883', 'GO:1903531']	['MTNR1B', 'GNAZ', 'ADRA2A']
625	GO:BP	GO:2000146	negative regulation of cell motility	0.042068567557549	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell motility."" [GOC:mah]"	292	100	6	17376	0.06	0.0205479452054794	query_1	['GO:0040013', 'GO:0048523', 'GO:0048870', 'GO:2000145']	['TBXA2R', 'PLCB1', 'RHOA', 'GNA13', 'GNA12', 'S1PR2']
