Vascular Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1302	GO:BP	GO:0050922	negative regulation of chemotaxis	0.0181098180652744	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	60	99	3	15719	0.0303030303030303	0.05	query_1	['GO:0006935', 'GO:0032102', 'GO:0040013', 'GO:0050920']	['NRP1', 'THBS1', 'SEMA4D']
1303	GO:BP	GO:0032655	regulation of interleukin-12 production	0.0181098180652744	True	"""Any process that modulates the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]"	60	99	3	15719	0.0303030303030303	0.05	query_1	['GO:0001817', 'GO:0032615']	['PLCG2', 'SYK', 'THBS1']
1306	GO:BP	GO:0008104	protein localization	0.0182865453058611	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	99	25	15719	0.2525252525252525	0.0104210087536473	query_1	['GO:0070727']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'CTNNB1', 'FYN', 'ITGA4', 'MADCAM1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'NRP1', 'ITGB7', 'ITGA3', 'PTPN11', 'ITGA2']
140	GO:CC	GO:0031258	lamellipodium membrane	0.0185034128528916	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	99	2	16420	0.0202020202020202	0.0952380952380952	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3']
1307	GO:BP	GO:0046632	alpha-beta T cell differentiation	0.0185734920465104	True	"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]"	118	99	4	15719	0.0404040404040404	0.0338983050847457	query_1	['GO:0030217', 'GO:0046631']	['ITK', 'ZAP70', 'SHB', 'SYK']
1310	GO:BP	GO:0032233	positive regulation of actin filament bundle assembly	0.0188882884610322	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	61	99	3	15719	0.0303030303030303	0.0491803278688524	query_1	['GO:0032231', 'GO:0044089', 'GO:0051017', 'GO:0051495', 'GO:1902905']	['TGFB3', 'PXN', 'NRP1']
1309	GO:BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	0.0188882884610322	True	"""Any process that modulates the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	61	99	3	15719	0.0303030303030303	0.0491803278688524	query_1	['GO:0048660', 'GO:1990874']	['PDGFB', 'SRC', 'TGFB3']
1308	GO:BP	GO:0032481	positive regulation of type I interferon production	0.0188882884610322	True	"""Any process that activates or increases the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	61	99	3	15719	0.0303030303030303	0.0491803278688524	query_1	['GO:0001819', 'GO:0032479', 'GO:0032606']	['PLCG2', 'SYK', 'PTPN11']
1311	GO:BP	GO:0045862	positive regulation of proteolysis	0.018918927874051	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	351	99	7	15719	0.0707070707070707	0.0199430199430199	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['SRC', 'FYN', 'LYN', 'SYK', 'PTK2B', 'PTK2', 'LCK']
1312	GO:BP	GO:0070727	cellular macromolecule localization	0.0191977409332865	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	99	25	15719	0.2525252525252525	0.0103777501037775	query_1	['GO:0033036', 'GO:0051641']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'CTNNB1', 'FYN', 'ITGA4', 'MADCAM1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'NRP1', 'ITGB7', 'ITGA3', 'PTPN11', 'ITGA2']
1316	GO:BP	GO:0046629	gamma-delta T cell activation	0.0193832873668869	True	"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0042110']	['ITK', 'SYK']
1313	GO:BP	GO:0035313	wound healing, spreading of epidermal cells	0.0193832873668869	True	"""The migration of an epidermal cell along or through a wound gap that contributes to the reestablishment of a continuous epidermis."" [GOC:bf, PMID:15269788]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0044319']	['ITGB1', 'ITGA5']
1315	GO:BP	GO:2000047	regulation of cell-cell adhesion mediated by cadherin	0.0193832873668869	True	"""Any process that modulates the frequency, rate or extent of cell-cell adhesion mediated by cadherin."" [GOC:obol]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0022407', 'GO:0044331']	['ADAM19', 'VEGFA']
1317	GO:BP	GO:0071498	cellular response to fluid shear stress	0.0193832873668869	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0033554', 'GO:0034405']	['SRC', 'PTK2B']
1318	GO:BP	GO:0048569	post-embryonic animal organ development	0.0193832873668869	True	"""Development, taking place during the post-embryonic phase of an animal tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0048513']	['KDR', 'VEGFA']
1319	GO:BP	GO:0048670	regulation of collateral sprouting	0.0193832873668869	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0048638', 'GO:0048668', 'GO:0050770', 'GO:0061387']	['SPP1', 'SEMA4D']
1320	GO:BP	GO:0097062	dendritic spine maintenance	0.0193832873668869	True	"""The organization process that preserves a dendritic spine in a stable functional or structural state. A dendritic spine is a specialized protrusion from a neuronal dendrite and is involved in synaptic transmission."" [GOC:BHF, PMID:20410104]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0043954', 'GO:0097061']	['FYN', 'ITGA3']
1314	GO:BP	GO:1900120	regulation of receptor binding	0.0193832873668869	True	"""Any process that modulates the frequency, rate or extent of a protein or other molecule binding to a receptor."" [GOC:signaling, GOC:TermGenie]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0043393']	['NRP1', 'ADAM15']
1321	GO:BP	GO:0014856	skeletal muscle cell proliferation	0.0193832873668869	True	"""The multiplication or reproduction of skeletal muscle cells, resulting in the expansion of a cell population."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0014855']	['SRC', 'HGF']
1323	GO:BP	GO:0048706	embryonic skeletal system development	0.0194560434433333	True	"""The process, occurring during the embryonic phase, whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]"	120	99	4	15719	0.0404040404040404	0.0333333333333333	query_1	['GO:0001501', 'GO:0043009']	['TGFB3', 'CTNNB1', 'COL1A1', 'PDGFRA']
1322	GO:BP	GO:0046660	female sex differentiation	0.0194560434433333	True	"""The establishment of the sex of a female organism by physical differentiation."" [GOC:bf]"	120	99	4	15719	0.0404040404040404	0.0333333333333333	query_1	['GO:0007275', 'GO:0007548']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
253	REAC	REAC:R-HSA-2214320	Anchoring fibril formation	0.0195506361809358	True	Anchoring fibril formation	15	98	2	10022	0.0204081632653061	0.1333333333333333	query_1	['REAC:R-HSA-2022090']	['COL1A2', 'COL1A1']
254	REAC	REAC:R-HSA-5654693	FRS-mediated FGFR1 signaling	0.0195506361809358	True	FRS-mediated FGFR1 signaling	15	98	2	10022	0.0204081632653061	0.1333333333333333	query_1	['REAC:R-HSA-5654687']	['SOS1', 'PTPN11']
1324	GO:BP	GO:0032271	regulation of protein polymerization	0.0195555277837863	True	"""Any process that modulates the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	190	99	5	15719	0.0505050505050505	0.0263157894736842	query_1	['GO:0043254', 'GO:0051258']	['MET', 'NCK1', 'GRB2', 'PTK2B', 'NCK2']
1325	GO:BP	GO:0002758	innate immune response-activating signaling pathway	0.0199680068161366	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]"	191	99	5	15719	0.0505050505050505	0.0261780104712041	query_1	['GO:0002218', 'GO:0002757']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK']
1329	GO:BP	GO:1905330	regulation of morphogenesis of an epithelium	0.0203585427656293	True	"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	63	99	3	15719	0.0303030303030303	0.0476190476190476	query_1	['GO:0002009', 'GO:0022603']	['HGF', 'CTNNB1', 'VEGFA']
1326	GO:BP	GO:1990874	vascular associated smooth muscle cell proliferation	0.0203585427656293	True	"""The multiplication or reproduction of vascular smooth muscle cells, resulting in the expansion of a cell population. A vascular smooth muscle cell is a non-striated, elongated, spindle-shaped cell found lining the blood vessels."" [PMID:23246467]"	63	99	3	15719	0.0303030303030303	0.0476190476190476	query_1	['GO:0048659']	['PDGFB', 'SRC', 'TGFB3']
1327	GO:BP	GO:0021885	forebrain cell migration	0.0203585427656293	True	"""The orderly movement of a cell from one site to another at least one of which is located in the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	63	99	3	15719	0.0303030303030303	0.0476190476190476	query_1	['GO:0016477', 'GO:0030900']	['CTNNB1', 'COL3A1', 'EGFR']
1328	GO:BP	GO:0006801	superoxide metabolic process	0.0203585427656293	True	"""The chemical reactions and pathways involving superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species."" [GOC:jl]"	63	99	3	15719	0.0303030303030303	0.0476190476190476	query_1	['GO:0072593']	['SHC1', 'SH3PXD2A', 'SYK']
259	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.0204186804356087	True	PDGFR mutants bind TKIs	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
258	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.0204186804356087	True	Sorafenib-resistant PDGFR mutants	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
257	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.0204186804356087	True	Imatinib-resistant PDGFR mutants	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
256	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.0204186804356087	True	Regorafenib-resistant PDGFR mutants	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
255	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.0204186804356087	True	Drug resistance of PDGFR mutants	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
260	REAC	REAC:R-HSA-9674401	Sunitinib-resistant PDGFR mutants	0.0204186804356087	True	Sunitinib-resistant PDGFR mutants	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1330	GO:BP	GO:0014902	myotube differentiation	0.0204826419599142	True	"""The process in which a relatively unspecialized cell acquires specialized features of a myotube cell. Myotube differentiation starts with myoblast fusion and the appearance of specific cell markers (this is the cell development step). Then individual myotubes can fuse to form bigger myotubes and start to contract. Myotubes are multinucleated cells that are formed when proliferating myoblasts exit the cell cycle, differentiate and fuse."" [GOC:mtg_muscle]"	122	99	4	15719	0.0404040404040404	0.0327868852459016	query_1	['GO:0051146']	['ITGB1', 'DOCK1', 'ADAM12', 'JAM2']
1331	GO:BP	GO:0098773	skin epidermis development	0.0204826419599142	True	"""The process whose specific outcome is the progression of the skin epidermis over time, from its formation to the mature structure."" [GOC:dos]"	122	99	4	15719	0.0404040404040404	0.0327868852459016	query_1	['GO:0008544', 'GO:0043588', 'GO:0060429']	['MET', 'CTNNB1', 'SOS1', 'EGFR']
1332	GO:BP	GO:0044057	regulation of system process	0.0204967910548088	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	99	9	15719	0.0909090909090909	0.0165137614678899	query_1	['GO:0003008', 'GO:0051239']	['PDGFB', 'SRC', 'SPP1', 'HGF', 'DOCK4', 'PTK2B', 'JAM2', 'PTPN11', 'ITGA2']
1333	GO:BP	GO:0051258	protein polymerization	0.0209996570740508	True	"""The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein."" [GOC:ai]"	273	99	6	15719	0.0606060606060606	0.0219780219780219	query_1	['GO:0065003']	['MET', 'NCK1', 'GRB2', 'PTK2B', 'VTN', 'NCK2']
1336	GO:BP	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.0210496319915637	True	"""The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population contributing to sprouting angiogenesis."" [GOC:dph, GOC:tb, PMID:16391003]"	21	99	2	15719	0.0202020202020202	0.0952380952380952	query_1	['GO:0001935', 'GO:0002040']	['VEGFA', 'THBS1']
1334	GO:BP	GO:0010888	negative regulation of lipid storage	0.0210496319915637	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	99	2	15719	0.0202020202020202	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['ITGAV', 'ITGB3']
1339	GO:BP	GO:0031290	retinal ganglion cell axon guidance	0.0210496319915637	True	"""The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:ejs]"	21	99	2	15719	0.0202020202020202	0.0952380952380952	query_1	['GO:0007411']	['VEGFA', 'NRP1']
