Noonan syndrome with multiple lentigines	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1738	TF	TF:M04595	Factor: SALL2; motif: GGGTGGG	0.0272811262442968	True	Factor: SALL2; motif: GGGTGGG	13292	103	88	20011	0.8543689320388349	0.006620523623232	query_1	['TF:M00000']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'GRB2', 'TGFB1', 'BRAF', 'NRP2', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'ADAM12', 'CRKL', 'VTN', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ITGB7', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
1739	HP	HP:0001048	Cavernous hemangioma	0.0275038427469699	True	The presence of a cavernous hemangioma. A hemangioma characterized by large endothelial spaces (caverns) is called a cavernous hemangioma.	33	52	5	4851	0.0961538461538461	0.1515151515151515	query_1	['HP:0001028']	['BRAF', 'MAP2K1', 'PIK3CA', 'HRAS', 'MAP2K2']
1740	HP	HP:0001065	Striae distensae	0.0275038427469699	True	Thinned, erythematous, depressed bands of atrophic skin. Initially, striae appear as flattened and thinned, pinkish linear regions of the skin. Striae tend to enlarge in length and become reddish or purplish. Later, striae tend to appear as white, depressed bands that are parallel to the lines of skin tension. Striae distensae occur most often in areas that have been subject to distension such as the lower back, buttocks, thighs, breast, abdomen, and shoulders.	33	52	5	4851	0.0961538461538461	0.1515151515151515	query_1	['HP:0004334', 'HP:0100679']	['CTNNB1', 'TGFBR2', 'BRAF', 'TGFBR1', 'SMAD3']
1741	GO:BP	GO:0086100	endothelin receptor signaling pathway	0.0275093769164451	True	"""A G protein-coupled receptor signaling pathway initiated by endothelin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:10977869]"	10	103	3	21110	0.029126213592233	0.3	query_1	['GO:0007186']	['BCAR1', 'PTK2B', 'CRKL']
1742	GO:BP	GO:0060502	epithelial cell proliferation involved in lung morphogenesis	0.0275093769164451	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the shaping of the lung."" [GOC:dph]"	10	103	3	21110	0.029126213592233	0.3	query_1	['GO:0050673', 'GO:0060425', 'GO:0060428']	['FGFR2', 'MAP2K1', 'MAP2K2']
1743	REAC	REAC:R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.0277278921846674	True	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	24	101	4	10790	0.0396039603960396	0.1666666666666666	query_1	['REAC:R-HSA-9009391']	['MAPK1', 'MAPK3', 'EGFR', 'PTK2']
1744	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	0.0277278921846674	True	Sema4D in semaphorin signaling	24	101	4	10790	0.0396039603960396	0.1666666666666666	query_1	['REAC:R-HSA-373755']	['MET', 'PLXNB1', 'ERBB2', 'SEMA4D']
1745	GO:BP	GO:0001776	leukocyte homeostasis	0.02790273089863	True	"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]"	106	103	6	21110	0.058252427184466	0.0566037735849056	query_1	['GO:0002376', 'GO:0048872']	['PIK3CB', 'SOS1', 'PIK3CD', 'LAT', 'LYN', 'TGFB1']
1746	TF	TF:M07395_1	Factor: Sp1; motif: NGGGGCGGGGN; match class: 1	0.0279380416447015	True	Factor: Sp1; motif: NGGGGCGGGGN; match class: 1	6534	103	55	20011	0.5339805825242718	0.0084175084175084	query_1	['TF:M07395']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'FGFR2', 'PIK3R1', 'MAPK1', 'VEGFC', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'PIK3CD', 'PXN', 'FYN', 'SH3PXD2A', 'LAMTOR3', 'GRB2', 'TGFB1', 'NRP2', 'MAP2K1', 'CD44', 'YWHAB', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'SH3KBP1', 'VEGFA', 'SH3GL2', 'ADAM12', 'LAMTOR2', 'TLN1', 'TGFBR1', 'L1CAM', 'ADAM15', 'PTPN11', 'CBL', 'FLT1', 'PGF', 'PLXNA1']
1747	HP	HP:0004841	Reduced factor XII activity	0.0284019205118306	True	Decreased activity of coagulation factor XII. Factor XII (fXII) is part of the intrinsic coagulation pathway and binds to exposed collagen at site of vessel wall injury, activated by high-MW kininogen and kallikrein, thereby initiating the coagulation cascade.	6	52	3	4851	0.0576923076923076	0.5	query_1	['HP:0010989']	['BRAF', 'MAP2K1', 'PTPN11']
1748	HP	HP:0008357	Reduced factor XIII activity	0.0284019205118306	True	Decreased activity of coagulation factor XIII (also known as fibrin stabilizing factor). Activated Factor XIII cross-links fibrin polymers solidifying the clot.	6	52	3	4851	0.0576923076923076	0.5	query_1	['HP:0010990']	['BRAF', 'MAP2K1', 'PTPN11']
1749	HP	HP:0004859	Amegakaryocytic thrombocytopenia	0.0284019205118306	True	Thrombocytopenia related to lack of or severe reduction in the count of megakaryocytes.	6	52	3	4851	0.0576923076923076	0.5	query_1	['HP:0001873']	['BRAF', 'MAP2K1', 'PTPN11']
1750	GO:BP	GO:0048738	cardiac muscle tissue development	0.0286338288430745	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	223	103	8	21110	0.0776699029126213	0.0358744394618834	query_1	['GO:0007507', 'GO:0014706']	['ITGB1', 'SMAD7', 'FGFR2', 'TGFBR2', 'TGFB1', 'VEGFA', 'TGFBR1', 'PDGFRA']
1751	GO:BP	GO:0009314	response to radiation	0.0289143434902994	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	455	103	11	21110	0.1067961165048543	0.0241758241758241	query_1	['GO:0009628']	['ITGB1', 'ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'BRAF', 'EGFR', 'HRAS', 'VCAM1', 'ITGB6', 'CBL']
1752	GO:BP	GO:0003279	cardiac septum development	0.0294443825840556	True	"""The progression of a cardiac septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	107	103	6	21110	0.058252427184466	0.0560747663551401	query_1	['GO:0003205', 'GO:0048856']	['SMAD7', 'FGFR2', 'TGFBR2', 'NRP2', 'TGFBR1', 'NRP1']
1753	TF	TF:M08878_1	Factor: EGR; motif: CGCCCCCGCNN; match class: 1	0.0294638337088471	True	Factor: EGR; motif: CGCCCCCGCNN; match class: 1	3303	103	35	20011	0.3398058252427184	0.0105964274901604	query_1	['TF:M08878']	['ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'MAPK1', 'VEGFC', 'KSR1', 'MAPK3', 'ITGA5', 'PXN', 'FYN', 'MADCAM1', 'TGFB1', 'NRP2', 'EGFR', 'HSP90AA1', 'VCL', 'HRAS', 'PLCG1', 'SMURF1', 'SH3KBP1', 'CDH1', 'VEGFA', 'LAMTOR2', 'TGFBR1', 'PTK2', 'SMAD3', 'PTPN11', 'CBL']
1754	MIRNA	MIRNA:hsa-miR-200a-3p	hsa-miR-200a-3p	0.0295357305874737	True	hsa-miR-200a-3p	150	95	7	14850	0.0736842105263157	0.0466666666666666	query_1	['MIRNA:000000']	['HGF', 'SHC1', 'CTNNB1', 'GRB2', 'EGFR', 'VCAM1', 'SMAD3']
1755	KEGG	KEGG:04726	Serotonergic synapse	0.0299276160427386	True	Serotonergic synapse	112	97	7	8161	0.0721649484536082	0.0625	query_1	['KEGG:00000']	['MAPK1', 'MAPK3', 'BRAF', 'MAP2K1', 'ARAF', 'HRAS', 'RAF1']
1756	GO:MF	GO:0005488	binding	0.0302364271800161	True	"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]"	18338	103	103	20195	1.0	0.0056167520994655	query_1	['GO:0003674']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ITGB7', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
1757	HP	HP:0100679	Lack of skin elasticity	0.0304335899885943	True	Lack of skin elasticity	56	52	6	4851	0.1153846153846153	0.1071428571428571	query_1	['HP:0010647']	['CTNNB1', 'TGFBR2', 'BRAF', 'HRAS', 'TGFBR1', 'SMAD3']
1758	GO:BP	GO:0097191	extrinsic apoptotic signaling pathway	0.0305437830351259	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"	225	103	8	21110	0.0776699029126213	0.0355555555555555	query_1	['GO:0007166', 'GO:0097190']	['ITGAV', 'SRC', 'PIK3R1', 'HGF', 'RAF1', 'TGFBR1', 'NRP1', 'SMAD3']
1759	GO:BP	GO:0050727	regulation of inflammatory response	0.0307665305933145	True	"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]"	374	103	10	21110	0.0970873786407767	0.0267379679144385	query_1	['GO:0006954', 'GO:0031347', 'GO:0032101']	['SRC', 'HGF', 'PLCG2', 'FYN', 'LYN', 'TNC', 'SYK', 'PLCG1', 'FCGR1A', 'SMAD3']
1760	REAC	REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0307937778667629	True	Interleukin-4 and Interleukin-13 signaling	110	101	7	10790	0.0693069306930693	0.0636363636363636	query_1	['REAC:R-HSA-449147']	['ITGB1', 'FN1', 'PIK3R1', 'HGF', 'HSP90AA1', 'VEGFA', 'VCAM1']
1761	TF	TF:M07289_1	Factor: GKLF; motif: NNNRGGNGNGGSN; match class: 1	0.0313727462044728	True	Factor: GKLF; motif: NNNRGGNGNGGSN; match class: 1	10824	103	77	20011	0.7475728155339806	0.0071138211382113	query_1	['TF:M07289']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'VEGFC', 'KSR1', 'SHC1', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'GRB2', 'BRAF', 'NRP2', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'ADAM12', 'VTN', 'LAMTOR2', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'ITGB7', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
1762	GO:CC	GO:0097060	synaptic membrane	0.0314934389823413	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	397	103	9	22122	0.087378640776699	0.0226700251889168	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA5', 'NRP2', 'ERBB2', 'CRKL', 'NRP1']
1763	HP	HP:0010310	Chylothorax	0.0315192860211056	True	Accumulation of excessive amounts of lymphatic fluid (chyle) in the pleural cavity.	17	52	4	4851	0.0769230769230769	0.2352941176470588	query_1	['HP:0002202']	['BRAF', 'MAP2K1', 'PTPN11', 'CBL']
1764	GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	0.0315472772548362	True	"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]"	99	103	5	22122	0.0485436893203883	0.0505050505050505	query_1	['GO:0045202']	['ITGB1', 'CTNNB1', 'FYN', 'PLCG1', 'PTK2B']
1765	GO:BP	GO:0051491	positive regulation of filopodium assembly	0.0316591856485952	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	31	103	4	21110	0.0388349514563106	0.1290322580645161	query_1	['GO:0046847', 'GO:0051489', 'GO:0120034']	['TGFB3', 'PIK3R1', 'TGFBR1', 'NRP1']
1766	GO:CC	GO:0014704	intercalated disc	0.0317761849994536	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	52	103	4	22122	0.0388349514563106	0.0769230769230769	query_1	['GO:0044291']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
1767	HP	HP:0002862	Bladder carcinoma	0.0319857282447237	True	The presence of a carcinoma of the urinary bladder.	34	52	5	4851	0.0961538461538461	0.1470588235294117	query_1	['HP:0009725']	['SRC', 'CTNNB1', 'BRAF', 'PIK3CA', 'HRAS']
1768	HP	HP:0100633	Esophagitis	0.0319857282447237	True	Inflammation of the esophagus.	34	52	5	4851	0.0961538461538461	0.1470588235294117	query_1	['HP:0002031', 'HP:0004386']	['TGFB3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
1769	GO:MF	GO:0001727	lipid kinase activity	0.0324618274366169	True	"""Catalysis of the phosphorylation of a simple or complex lipid."" [GOC:hjd]"	40	103	4	20195	0.0388349514563106	0.1	query_1	['GO:0016301']	['PIK3CB', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1770	HP	HP:0001634	Mitral valve prolapse	0.0328010138582645	True	One or both of the leaflets (cusps) of the mitral valve bulges back into the left atrium upon contraction of the left ventricle.	116	52	8	4851	0.1538461538461538	0.0689655172413793	query_1	['HP:0001633']	['MAPK1', 'TGFBR2', 'BRAF', 'HRAS', 'RAF1', 'TGFBR1', 'SMAD3', 'PTPN11']
1771	HP	HP:0010978	Abnormality of immune system physiology	0.0332476201027976	True	A functional abnormality of the immune system.	1618	52	32	4851	0.6153846153846154	0.0197775030902348	query_1	['HP:0002715']	['MET', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'LAT', 'ZAP70', 'TGFB1', 'BRAF', 'LCP2', 'EGFR', 'PIK3CA', 'SYK', 'ERBB2', 'SH3KBP1', 'CDH1', 'CRKL', 'LAMTOR2', 'TGFBR1', 'LCK', 'SMAD3', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
1772	GO:BP	GO:1905330	regulation of morphogenesis of an epithelium	0.0342043314341707	True	"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	65	103	5	21110	0.0485436893203883	0.0769230769230769	query_1	['GO:0002009', 'GO:0022603']	['HGF', 'CTNNB1', 'PIK3CD', 'TGFB1', 'VEGFA']
1773	WP	WP:WP5284	Cell interactions of the pancreatic cancer microenvironment	0.0343566979617031	True	Cell interactions of the pancreatic cancer microenvironment	26	96	4	8133	0.0416666666666666	0.1538461538461538	query_1	['WP:000000']	['TGFB1', 'KDR', 'VEGFA', 'NRP1']
1774	REAC	REAC:R-HSA-9006931	Signaling by Nuclear Receptors	0.0348498081233358	True	Signaling by Nuclear Receptors	291	101	11	10790	0.1089108910891089	0.0378006872852233	query_1	['REAC:R-HSA-162582']	['PIK3R2', 'SRC', 'PIK3R1', 'MAPK1', 'MAPK3', 'EGFR', 'PIK3CA', 'HSP90AA1', 'HRAS', 'PIK3R3', 'PTK2']
1775	HP	HP:0000363	Abnormal earlobe morphology	0.0349218178412717	True	An abnormality of the lobule of pinna.	117	52	8	4851	0.1538461538461538	0.0683760683760683	query_1	['HP:0000377']	['FN1', 'FGFR2', 'MAPK1', 'BRAF', 'PIK3CA', 'HRAS', 'CRKL', 'PLXNA1']
1776	TF	TF:M10026	Factor: PATZ; motif: GGGGNGGGGGMKGGRRNGGNRN	0.0355497154168997	True	Factor: PATZ; motif: GGGGNGGGGGMKGGRRNGGNRN	8619	103	66	20011	0.6407766990291263	0.0076575008701705	query_1	['TF:M00000']	['MET', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'FLT4', 'MAPK3', 'SOS1', 'PIK3CD', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'TGFB1', 'BRAF', 'MAP2K1', 'CD44', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'VCL', 'HRAS', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'LAMTOR2', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'SEMA4D', 'FLT1', 'PLXNA1']
1777	HP	HP:0001167	Abnormality of finger	0.0356295950785142	True	An anomaly of a finger.	1145	52	26	4851	0.5	0.022707423580786	query_1	['HP:0001155', 'HP:0011297']	['MET', 'FN1', 'PIK3R2', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'TGFB1', 'BRAF', 'MAP2K1', 'PIK3CA', 'KDR', 'HRAS', 'RAF1', 'ERBB2', 'CRKL', 'TGFBR1', 'L1CAM', 'SMAD3', 'PTPN11', 'CBL']
1778	HP	HP:0001367	Abnormal joint morphology	0.0356295950785142	True	An abnormal structure or form of the joints, i.e., one or more of the articulations where two bones join.	1145	52	26	4851	0.5	0.022707423580786	query_1	['HP:0011842']	['MET', 'FN1', 'PIK3R2', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'FLT4', 'SOS1', 'TGFBR2', 'PIK3CD', 'TGFB1', 'BRAF', 'MAP2K1', 'HRAS', 'SYK', 'RAF1', 'SH3KBP1', 'CRKL', 'TGFBR1', 'L1CAM', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL']
1779	GO:MF	GO:0016307	phosphatidylinositol phosphate kinase activity	0.0359424332758705	True	"""Catalysis of the reaction: ATP + a phosphatidylinositol phosphate = ADP + a phosphatidylinositol bisphosphate."" [EC:2.7.1.-, PMID:9759495]"	15	103	3	20195	0.029126213592233	0.2	query_1	['GO:0001727', 'GO:0016773']	['PIK3CB', 'PIK3CD', 'PIK3CA']
1780	WP	WP:WP5083	Neuroinflammation and glutamatergic signaling	0.0359680121352818	True	Neuroinflammation and glutamatergic signaling	140	96	8	8133	0.0833333333333333	0.0571428571428571	query_1	['WP:000000']	['SMAD7', 'TGFB3', 'MAPK1', 'MAPK3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
1781	GO:BP	GO:0060325	face morphogenesis	0.0360465923903954	True	"""The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head."" [GOC:dph]"	32	103	4	21110	0.0388349514563106	0.125	query_1	['GO:0009653', 'GO:0060323', 'GO:0060324']	['TGFB3', 'TGFB1', 'PTPN11', 'PDGFRA']
1782	GO:BP	GO:0010464	regulation of mesenchymal cell proliferation	0.0360465923903954	True	"""Any process that modulates the frequency, rate or extent of mesenchymal cell proliferation. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:dph, GOC:tb]"	32	103	4	21110	0.0388349514563106	0.125	query_1	['GO:0010463', 'GO:0042127']	['FGFR2', 'CTNNB1', 'TGFBR2', 'KDR']
1783	TF	TF:M08878	Factor: EGR; motif: CGCCCCCGCNN	0.0360911758201424	True	Factor: EGR; motif: CGCCCCCGCNN	7674	103	61	20011	0.5922330097087378	0.0079489184258535	query_1	['TF:M00000']	['RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'FLT4', 'MAPK3', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAZ', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'ADAM12', 'LAMTOR2', 'TGFBR1', 'PTK2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'PLXNA1']
