Transaldolase deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
538	HPA	HPA:0620221	vagina; squamous epithelial cells[≥Low]	0.0034983771904307	True	vagina; squamous epithelial cells[≥Low]	5992	83	64	11006	0.7710843373493976	0.0106809078771695	query_1	['HPA:0620000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
539	HPA	HPA:0620000	vagina	0.0034983771904307	True	vagina	5992	83	64	11006	0.7710843373493976	0.0106809078771695	query_1	['HPA:0000000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
540	GO:BP	GO:0035518	histone H2A monoubiquitination	0.0035169903676594	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	96	4	21110	0.0416666666666666	0.2105263157894736	query_1	['GO:0010390', 'GO:0033522']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
541	GO:BP	GO:0090308	regulation of DNA methylation-dependent heterochromatin formation	0.0035169903676594	True	"""Any process that modulates the rate, frequency, or extent of DNA methylation-dependent heterochromatin formation."" [GOC:BHF]"	19	96	4	21110	0.0416666666666666	0.2105263157894736	query_1	['GO:0006346', 'GO:0031445']	['ATF7IP', 'SETDB2', 'SETDB1', 'TRIM28']
542	GO:BP	GO:0015986	proton motive force-driven ATP synthesis	0.0035472031821403	True	"""The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis."" [ISBN:0716731363]"	78	96	6	21110	0.0625	0.0769230769230769	query_1	['GO:0006754']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
543	REAC	REAC:R-HSA-5693548	Sensing of DNA Double Strand Breaks	0.0036095238871137	True	Sensing of DNA Double Strand Breaks	6	84	3	10790	0.0357142857142857	0.5	query_1	['REAC:R-HSA-5693606']	['NBN', 'RAD50', 'MRE11']
544	WP	WP:WP1971	Integrated cancer pathway	0.0036316271882161	True	Integrated cancer pathway	48	60	5	8133	0.0833333333333333	0.1041666666666666	query_1	['WP:000000']	['RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
545	WP	WP:WP4686	Leucine, isoleucine and valine metabolism	0.0037347988303196	True	Leucine, isoleucine and valine metabolism	24	60	4	8133	0.0666666666666666	0.1666666666666666	query_1	['WP:000000']	['DBT', 'BCKDHB', 'DLD', 'BCKDHA']
546	HPA	HPA:0400053	rectum; glandular cells[High]	0.0037639983912352	True	rectum; glandular cells[High]	2573	83	37	11006	0.4457831325301205	0.0143801010493587	query_1	['HPA:0400052']	['PDK4', 'GCSH', 'ADSL', 'MAIP1', 'DLST', 'HSPA9', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'MDC1', 'PMPCA', 'MCU', 'PDHA1', 'SUMO1', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'AFG3L2', 'ISCU', 'SDHB', 'FAF2', 'NFS1', 'NDUFAB1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
547	HPA	HPA:0080131	caudate; neuronal cells[≥Low]	0.003815721615857	True	caudate; neuronal cells[≥Low]	6154	83	65	11006	0.7831325301204819	0.0105622359441013	query_1	['HPA:0080000']	['UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'HSPD1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
548	REAC	REAC:R-HSA-3232118	SUMOylation of transcription factors	0.0038809496761865	True	SUMOylation of transcription factors	18	84	4	10790	0.0476190476190476	0.2222222222222222	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'TP53BP1', 'SUMO1', 'PIAS1']
549	HPA	HPA:0330222	oral mucosa; squamous epithelial cells[≥Medium]	0.0039257020583421	True	oral mucosa; squamous epithelial cells[≥Medium]	4353	83	52	11006	0.6265060240963856	0.0119457845164254	query_1	['HPA:0330221']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'SDHD', 'SIL1', 'BCKDHB', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'GPD1', 'SDHB', 'NFS1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'MFN1', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
550	KEGG	KEGG:03460	Fanconi anemia pathway	0.0041339675199119	True	Fanconi anemia pathway	53	63	5	8161	0.0793650793650793	0.0943396226415094	query_1	['KEGG:00000']	['BRCA2', 'RPA1', 'BLM', 'RAD51', 'BRCA1']
551	GO:BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	0.0041531993260809	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	181	96	8	21110	0.0833333333333333	0.0441988950276243	query_1	['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
552	HP	HP:0009594	Retinal hamartoma	0.0042483082138222	True	A hamartoma (a benign, focal malformation consisting of a disorganized mixture of cells and tissues) of the retina.	22	54	5	4851	0.0925925925925925	0.2272727272727272	query_1	['HP:0000479', 'HP:0010568']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
553	REAC	REAC:R-HSA-1268020	Mitochondrial protein import	0.0042880946176931	True	Mitochondrial protein import	65	84	6	10790	0.0714285714285714	0.0923076923076923	query_1	['REAC:R-HSA-9609507']	['OTC', 'HSPA9', 'PMPCA', 'HSPD1', 'VDAC1', 'PMPCB']
554	HPA	HPA:0490691	smooth muscle; smooth muscle cells[≥Low]	0.0044267188524354	True	smooth muscle; smooth muscle cells[≥Low]	5446	83	60	11006	0.7228915662650602	0.0110172603745868	query_1	['HPA:0490000']	['RBBP8', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'DBT', 'MCU', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
555	HPA	HPA:0490000	smooth muscle	0.0044267188524354	True	smooth muscle	5446	83	60	11006	0.7228915662650602	0.0110172603745868	query_1	['HPA:0000000']	['RBBP8', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'DBT', 'MCU', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
556	HPA	HPA:0310443	lymph node; non-germinal center cells[High]	0.0045724195320179	True	lymph node; non-germinal center cells[High]	1209	83	23	11006	0.2771084337349397	0.0190239867659222	query_1	['HPA:0310442']	['UBE2I', 'ADSL', 'CDK5RAP3', 'HSPA9', 'TP53BP1', 'XRCC6', 'PAXIP1', 'SETDB2', 'PMPCA', 'RPA1', 'FLYWCH1', 'PIAS1', 'MRE11', 'AFG3L2', 'SDHB', 'MICU1', 'STAT5A', 'DLD', 'NDUFV3', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
557	HPA	HPA:0271133	kidney; distal tubules[High]	0.0046311358477473	True	kidney; distal tubules[High]	310	83	11	11006	0.1325301204819277	0.0354838709677419	query_1	['HPA:0271132']	['DLST', 'DLAT', 'PDHB', 'H2AX', 'DBT', 'HSPD1', 'VDAC1', 'SDHB', 'SDHA', 'NDUFV3', 'PHB1']
558	GO:MF	GO:0036094	small molecule binding	0.0050372299869267	True	"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]"	2584	97	29	20195	0.2989690721649484	0.0112229102167182	query_1	['GO:0005488']	['UBE2I', 'PDK4', 'SPG7', 'OTC', 'HSPA9', 'RAD50', 'XRCC6', 'TALDO1', 'DBT', 'SIL1', 'BCKDK', 'HSPD1', 'PDK3', 'BLM', 'VDAC1', 'RAD51', 'AFG3L2', 'MOCS3', 'GPD1', 'PDK1', 'NFS1', 'NDUFAB1', 'SDHA', 'DLD', 'PDK2', 'MBD1', 'MFN1', 'UBA5', 'OGDH']
559	HPA	HPA:0430051	seminal vesicle; glandular cells[≥Low]	0.0052083552731609	True	seminal vesicle; glandular cells[≥Low]	6821	83	69	11006	0.8313253012048193	0.0101158187948981	query_1	['HPA:0430000']	['SNX6', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
560	HPA	HPA:0430000	seminal vesicle	0.0052083552731609	True	seminal vesicle	6821	83	69	11006	0.8313253012048193	0.0101158187948981	query_1	['HPA:0000000']	['SNX6', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
561	GO:CC	GO:0034704	calcium channel complex	0.0052618334446427	True	"""An ion channel complex through which calcium ions pass."" [GOC:mah]"	74	97	5	22122	0.0515463917525773	0.0675675675675675	query_1	['GO:0034703']	['MCUB', 'MCU', 'MICU1', 'SMDT1', 'MICU2']
562	HP	HP:0003528	Elevated calcitonin	0.0053827082144796	True	Elevated calcitonin	23	54	5	4851	0.0925925925925925	0.217391304347826	query_1	['HP:0100530']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
563	GO:CC	GO:0035632	mitochondrial prohibitin complex	0.0054059392392693	True	"""A complex composed of two proteins, prohibitin 1 and prohibitin 2 (PHB1/PHB-1 and PHB2/PHB-2) that is highly conserved amongst eukaryotes and associated with the inner mitochondrial membrane. The mitochondrial prohibitin complex is a macromolecular supercomplex composed of repeating heterodimeric subunits of PHB1 and PHB2. The mitochondrial prohibitin complex plays a role in a number of biological processes, including mitochondrial biogenesis and function, development, replicative senescence, and cell death."" [GOC:kmv, PMID:12237468, PMID:21164222]"	2	97	2	22122	0.0206185567010309	1.0	query_1	['GO:0098800']	['PHB2', 'PHB1']
564	GO:CC	GO:0017087	mitochondrial processing peptidase complex	0.0054059392392693	True	"""A protein complex consisting of a regulatory subunit (alpha-MPP) and a catalytic subunit (beta-MPP) that catalyzes the release of N-terminal targeting peptides from precursor proteins imported into the mitochondrion."" [GOC:mah]"	2	97	2	22122	0.0206185567010309	1.0	query_1	['GO:0005759', 'GO:0098798', 'GO:1902494']	['PMPCA', 'PMPCB']
565	GO:CC	GO:0005745	m-AAA complex	0.0054059392392693	True	"""Protease complex of the mitochondrial inner membrane that is involved in mitochondrial protein turnover and in processing of proteins imported into mitochondria."" [GOC:mcc, PMID:12417197, PMID:21147776]"	2	97	2	22122	0.0206185567010309	1.0	query_1	['GO:0098800', 'GO:1905368']	['SPG7', 'AFG3L2']
566	GO:BP	GO:0000018	regulation of DNA recombination	0.0054105767575281	True	"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]"	131	96	7	21110	0.0729166666666666	0.0534351145038167	query_1	['GO:0006310', 'GO:0051052']	['RBBP8', 'TP53BP1', 'RAD50', 'PAXIP1', 'BLM', 'MRE11', 'RAD51']
567	WP	WP:WP5316	Primary ovarian insufficiency	0.0054290954115069	True	Primary ovarian insufficiency	174	60	8	8133	0.1333333333333333	0.0459770114942528	query_1	['WP:000000']	['NBN', 'XRCC6', 'BRCA2', 'SIL1', 'BCKDHB', 'BLM', 'RAD51', 'BRCA1']
568	HPA	HPA:0590053	thyroid gland; glandular cells[High]	0.0054463495027553	True	thyroid gland; glandular cells[High]	1882	83	30	11006	0.3614457831325301	0.0159404888416578	query_1	['HPA:0590052']	['GCSH', 'LYRM4', 'ADSL', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'PDHA1', 'RPA1', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'ISCU', 'NFS1', 'MICU1', 'DLD', 'TRIM28', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
569	REAC	REAC:R-HSA-69620	Cell Cycle Checkpoints	0.0055444333029686	True	Cell Cycle Checkpoints	289	84	11	10790	0.1309523809523809	0.0380622837370242	query_1	['REAC:R-HSA-1640170']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'RPA1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
570	GO:BP	GO:0046395	carboxylic acid catabolic process	0.0058803949633285	True	"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]"	255	96	9	21110	0.09375	0.0352941176470588	query_1	['GO:0016054', 'GO:0019752']	['GCSH', 'OTC', 'DLST', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
571	GO:BP	GO:0016054	organic acid catabolic process	0.0058803949633285	True	"""The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]"	255	96	9	21110	0.09375	0.0352941176470588	query_1	['GO:0006082', 'GO:0044248', 'GO:0044282', 'GO:1901575']	['GCSH', 'OTC', 'DLST', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
572	GO:BP	GO:0044773	mitotic DNA damage checkpoint signaling	0.005887554044663	True	"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	85	96	6	21110	0.0625	0.0705882352941176	query_1	['GO:0000077', 'GO:0044774']	['CDK5RAP3', 'NBN', 'MDC1', 'BLM', 'MRE11', 'BRCA1']
573	REAC	REAC:R-HSA-9006931	Signaling by Nuclear Receptors	0.0059145787377288	True	Signaling by Nuclear Receptors	291	84	11	10790	0.1309523809523809	0.0378006872852233	query_1	['REAC:R-HSA-162582']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'H2AX', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
574	REAC	REAC:R-HSA-1430728	Metabolism	0.0059441089552149	True	Metabolism	2072	84	33	10790	0.3928571428571428	0.0159266409266409	query_1	['REAC:0000000']	['UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'OTC', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'SDHD', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'MOCS3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'OGDH', 'BCKDHA']
575	GO:BP	GO:0007346	regulation of mitotic cell cycle	0.0060358665223815	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	495	96	12	21110	0.125	0.0242424242424242	query_1	['GO:0000278', 'GO:0051726']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'MDC1', 'PHB2', 'BRCA2', 'BLM', 'MRE11', 'BRCA1', 'BARD1', 'STAT5B']
576	GO:BP	GO:0071478	cellular response to radiation	0.0062048020584196	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	191	96	8	21110	0.0833333333333333	0.0418848167539267	query_1	['GO:0009314', 'GO:0071214']	['TP53BP1', 'XRCC6', 'H2AX', 'BRCA2', 'BLM', 'RAD51', 'BRCA1', 'BARD1']
577	GO:BP	GO:0032200	telomere organization	0.0062048020584196	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	191	96	8	21110	0.0833333333333333	0.0418848167539267	query_1	['GO:0051276']	['NBN', 'RAD50', 'XRCC6', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51']
578	CORUM	CORUM:5400	BRCC complex	0.0065243230970504	True	BRCC complex	5	47	3	3383	0.0638297872340425	0.6	query_1	['CORUM:0000000']	['BRCA2', 'RAD51', 'BRCA1']
579	CORUM	CORUM:1189	DNA double-strand break end-joining complex	0.0065243230970504	True	DNA double-strand break end-joining complex	5	47	3	3383	0.0638297872340425	0.6	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
580	GO:MF	GO:0003678	DNA helicase activity	0.0067097876957777	True	"""Unwinding of a DNA helix, driven by ATP hydrolysis."" [GOC:jl]"	59	97	5	20195	0.0515463917525773	0.0847457627118644	query_1	['GO:0004386', 'GO:0008094']	['RAD50', 'XRCC6', 'BLM', 'MRE11', 'RAD51']
581	HPA	HPA:0301373	lung; alveolar cells type II[High]	0.0067853310855953	True	lung; alveolar cells type II[High]	662	83	16	11006	0.1927710843373494	0.0241691842900302	query_1	['HPA:0301372']	['CDK5RAP3', 'NBN', 'TP53BP1', 'XRCC6', 'PAXIP1', 'H2AX', 'SUMO1', 'RPA1', 'PIAS1', 'MRE11', 'GPD1', 'NFS1', 'NDUFV3', 'TRIM28', 'PEPD', 'OGDH']
582	GO:BP	GO:0034641	cellular nitrogen compound metabolic process	0.0067891843120038	True	"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]"	8680	96	62	21110	0.6458333333333334	0.0071428571428571	query_1	['GO:0006807', 'GO:0044237']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
583	HP	HP:0030074	Chemodectoma	0.0068116773255808	True	A usually benign neoplasm originating in the chemoreceptor tissue of the carotid body, glomus jugulare, glomus tympanicum, aortic bodies, or the female genital tract.	4	54	3	4851	0.0555555555555555	0.75	query_1	['HP:0002668']	['SDHD', 'SDHB', 'SDHC']
584	HP	HP:0010787	Genital neoplasm	0.0069308729767107	True	A tumor (abnormal growth of tissue) of the genital system.	153	54	10	4851	0.1851851851851851	0.065359477124183	query_1	['HP:0000078', 'HP:0007379']	['NBN', 'RAD50', 'SDHD', 'BRCA2', 'MRE11', 'RAD51', 'SDHB', 'BRCA1', 'SDHC', 'BARD1']
585	KEGG	KEGG:01100	Metabolic pathways	0.007113889630149	True	Metabolic pathways	1532	63	25	8161	0.3968253968253968	0.0163185378590078	query_1	['KEGG:00000']	['GCSH', 'ADSL', 'OTC', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'MCAT', 'SDHD', 'DBT', 'SETDB1', 'BCKDHB', 'PDHA1', 'SDHB', 'NFS1', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3', 'OGDH', 'BCKDHA']
586	GO:BP	GO:0032446	protein modification by small protein conjugation	0.0071995059854487	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	905	96	16	21110	0.1666666666666666	0.0176795580110497	query_1	['GO:0070647']	['UBE2I', 'CDK5RAP3', 'PAXIP1', 'DDRGK1', 'UFL1', 'BRCA2', 'SUMO1', 'PIAS1', 'RAD51', 'HDAC6', 'MOCS3', 'BRCA1', 'TRIM28', 'BARD1', 'UBA5', 'UFM1']
587	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	0.0072293490819567	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	4061	96	38	21110	0.3958333333333333	0.0093573011573504	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'CDK5RAP3', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'PAXIP1', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'PHB2', 'BRCA2', 'SETDB1', 'SUMO1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'PDK1', 'CBX5', 'BRCA1', 'STAT5A', 'PDK2', 'MBD1', 'TRIM28', 'BARD1', 'PHB1', 'STAT5B']
