Rabson-Mendenhall syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1776	GO:BP	GO:0150102	negative regulation of monocyte activation	0.028226349393289	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of monocyte activation."" [GOC:aruk, PMID:15597323]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002695', 'GO:0042117']	['FN1']
1775	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.028226349393289	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	100	1	15719	0.01	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
1774	GO:BP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.028226349393289	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cysteine-type endopeptidase activity involved in the apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	76	100	3	15719	0.03	0.0394736842105263	query_1	['GO:0043066', 'GO:0043281', 'GO:2000117']	['SRC', 'HGF', 'VEGFA']
1773	GO:BP	GO:0032632	interleukin-3 production	0.028226349393289	True	"""The appearance of interleukin-3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001816']	['SYK']
1772	GO:BP	GO:0048668	collateral sprouting	0.028226349393289	True	"""The process in which outgrowths develop from the shafts of existing axons."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0007409', 'GO:0048588', 'GO:0060560']	['SPP1', 'SEMA4D']
1771	GO:BP	GO:1902761	positive regulation of chondrocyte development	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of chondrocyte development."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:16575901]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002063', 'GO:0010720', 'GO:0032332', 'GO:0061181']	['SMAD7']
1770	GO:BP	GO:0032672	regulation of interleukin-3 production	0.028226349393289	True	"""Any process that modulates the frequency, rate, or extent of interleukin-3 production."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001817', 'GO:0032632']	['SYK']
1769	GO:BP	GO:0060434	bronchus morphogenesis	0.028226349393289	True	"""The process in which the bronchus is generated and organized. The bronchus is the portion of the airway that connects to the lungs."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0009887', 'GO:0035239', 'GO:0060433']	['TGFBR2']
1787	GO:BP	GO:0001803	regulation of type III hypersensitivity	0.028226349393289	True	"""Any process that modulates the frequency, rate, or extent of type III hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001802', 'GO:0002883', 'GO:0002886', 'GO:0002889']	['FCGR1A']
1788	GO:BP	GO:0003169	coronary vein morphogenesis	0.028226349393289	True	"""The process in which the anatomical structures of veins of the heart are generated and organized."" [GOC:mtg_heart]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048845', 'GO:0060977']	['VEGFA']
1781	GO:BP	GO:1903141	negative regulation of establishment of endothelial barrier	0.028226349393289	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	2	100	1	15719	0.01	0.5	query_1	['GO:0061028', 'GO:1901551', 'GO:1903140']	['VEGFA']
1790	GO:BP	GO:0061582	intestinal epithelial cell migration	0.028226349393289	True	"""The orderly movement of an intestinal epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0010631']	['PTPN11']
1807	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.028226349393289	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
1789	GO:BP	GO:0050729	positive regulation of inflammatory response	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	140	100	4	15719	0.04	0.0285714285714285	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']	['C3', 'PLCG2', 'FCGR1A', 'CD81']
1805	GO:BP	GO:0097533	cellular stress response to acid chemical	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in cellular homeostasis caused by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:aa, GOC:BHF, GOC:go_curators, GOC:rl, PMID:10615049, PMID:19170886, Wikipedia:Acid]"	2	100	1	15719	0.01	0.5	query_1	['GO:0033554', 'GO:0071229', 'GO:0097532']	['VEGFA']
1804	GO:BP	GO:0048843	negative regulation of axon extension involved in axon guidance	0.028226349393289	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of axon extension involved in axon guidance."" [GOC:devbiol]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0030517', 'GO:0048841', 'GO:0048846', 'GO:0050922']	['NRP1', 'SEMA4D']
1803	GO:BP	GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis	0.028226349393289	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in outflow tract morphogenesis."" [GOC:dph, GOC:mtg_heart, GOC:TermGenie, PMID:21419760]"	2	100	1	15719	0.01	0.5	query_1	['GO:0061325', 'GO:2000136']	['CTNNB1']
1802	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.028226349393289	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	100	1	15719	0.01	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
1801	GO:BP	GO:0061441	renal artery morphogenesis	0.028226349393289	True	"""The process in which the anatomical structure of a renal artery is generated and organized. Renal arteries supply the kidneys with blood."" [GOC:mtg_kidney_jan10, PMID:11891195]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048844', 'GO:0061439']	['NRP1']
1800	GO:BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	0.028226349393289	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0007173', 'GO:0042058', 'GO:1901185']	['EGFR', 'CBL']
1799	GO:BP	GO:0001805	positive regulation of type III hypersensitivity	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of type III hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001802', 'GO:0001803', 'GO:0002885', 'GO:0002888', 'GO:0002891']	['FCGR1A']
1806	GO:BP	GO:0097532	stress response to acid chemical	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis caused by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:aa, GOC:BHF, GOC:go_curators, GOC:rl, PMID:10615049, PMID:19170886, Wikipedia:Acid]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001101', 'GO:0006950']	['VEGFA']
1797	GO:BP	GO:0070168	negative regulation of biomineral tissue development	0.028226349393289	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0031214', 'GO:0051093', 'GO:0070167']	['TGFB1', 'PTK2B']
1796	GO:BP	GO:1901551	negative regulation of endothelial cell development	0.028226349393289	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001885', 'GO:0010721', 'GO:0045602', 'GO:1901550']	['VEGFA']
1798	GO:BP	GO:0001783	B cell apoptotic process	0.028226349393289	True	"""Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [CL:0000236, GOC:add, GOC:mtg_apoptosis, ISBN:0781735149]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0070227']	['LYN', 'CRKL']
1795	GO:BP	GO:1901492	positive regulation of lymphangiogenesis	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of lymphangiogenesis."" [GOC:dph, GOC:TermGenie, PMID:20133819]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001946', 'GO:0051094', 'GO:1901490']	['VEGFC']
1794	GO:BP	GO:0001802	type III hypersensitivity	0.028226349393289	True	"""An inflammatory response resulting from recognition of immune complexes via complement or Fc receptors on effector cells leading to activation of neutrophils and other leukocytes and damage to bystander tissue."" [GOC:add, ISBN:0781735149]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002444', 'GO:0002524', 'GO:0016064']	['FCGR1A']
1809	GO:BP	GO:0036023	embryonic skeletal limb joint morphogenesis	0.028226349393289	True	"""The process, occurring in the embryo, in which the anatomical structures of a skeletal limb joint are generated and organized. A skeletal limb joint is the connecting structure between the bones of a limb."" [GOC:bf, Wikipedia:Joint]"	2	100	1	15719	0.01	0.5	query_1	['GO:0030326', 'GO:0036022', 'GO:0060272']	['CTNNB1']
1793	GO:BP	GO:1901184	regulation of ERBB signaling pathway	0.028226349393289	True	"""Any process that modulates the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	76	100	3	15719	0.03	0.0394736842105263	query_1	['GO:0009966', 'GO:0038127']	['SOS1', 'EGFR', 'CBL']
1792	GO:BP	GO:0034505	tooth mineralization	0.028226349393289	True	"""The process in which calcium salts are deposited into calcareous tooth structures such as dental enamel, dentin and cementum."" [GOC:mah, MP:0002817, MSH:D014074]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0031214', 'GO:0042476']	['TGFB1', 'ITGB6']
1791	GO:BP	GO:0036345	platelet maturation	0.028226349393289	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for a platelet to attain its fully functional state. A platelet is a non-nucleated disk-shaped cell formed by extrusion from megakaryocytes, found in the blood of all mammals, and mainly involved in blood coagulation."" [CL:0000233, GOC:BHF, GOC:vk]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048469']	['FGG']
142	GO:CC	GO:0019814	immunoglobulin complex	0.0285373796753385	True	"""A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."" [GOC:add, GOC:jl, ISBN:0781765196]"	26	101	2	16420	0.0198019801980198	0.0769230769230769	query_1	['GO:0032991']	['SYK', 'IGHM']
1854	GO:BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.0285377097646573	True	"""Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol]"	142	100	4	15719	0.04	0.028169014084507	query_1	['GO:0010950', 'GO:2000116']	['FYN', 'SYK', 'LCK', 'SMAD3']
1855	GO:BP	GO:0031016	pancreas development	0.0288882084756214	True	"""The process whose specific outcome is the progression of the pancreas over time, from its formation to the mature structure. The pancreas is an endoderm derived structure that produces precursors of digestive enzymes and blood glucose regulating hormones."" [GOC:cvs]"	77	100	3	15719	0.03	0.0389610389610389	query_1	['GO:0048513']	['MET', 'INSR', 'CTNNB1']
1856	GO:BP	GO:0051899	membrane depolarization	0.0288882084756214	True	"""The process in which membrane potential decreases with respect to its steady-state potential, usually from negative potential to a more positive potential. For example, the initial depolarization during the rising phase of an action potential is in the direction from the negative steady-state resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:dh, Wikipedia:Depolarization]"	77	100	3	15719	0.03	0.0389610389610389	query_1	['GO:0042391']	['SRC', 'SMAD7', 'KDR']
1857	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.0288882084756214	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	100	3	15719	0.03	0.0389610389610389	query_1	['GO:0035710', 'GO:0046634']	['SMAD7', 'TGFBR2', 'CD81']
153	GO:CC	GO:0070436	Grb2-EGFR complex	0.0290105144495355	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0098797']	['GRB2']
152	GO:CC	GO:1990711	beta-catenin-ICAT complex	0.0290105144495355	True	"""Transcription factor complex that inhibits binding of Tcf to beta-catenin while preserving interaction of catenin with cadherin thus inhibiting transcription mediated by beta-catenin-Tcf complex."" [GOC:bhm, PMID:12408824]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0090571']	['CTNNB1']
143	GO:CC	GO:0034667	integrin alpha3-beta1 complex	0.0290105144495355	True	"""An integrin complex that comprises one alpha3 subunit and one beta1 subunit."" [PMID:12297042]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0008305']	['ITGB1']
151	GO:CC	GO:0038143	ERBB3:ERBB2 complex	0.0290105144495355	True	"""A heterodimeric complex between the tyrosine kinase receptor ERBB2 and a ligand-activated receptor ERBB3. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as ERBB3."" [GOC:signaling, PMID:16460914, PMID:8665853, Reactome:R-HSA-1247502, Reactome:R-HSA-1963573, Reactome:R-HSA-1963589]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0098802']	['ERBB2']
