Branchioskeletogenital syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1424	GO:BP	GO:0002274	myeloid leukocyte activation	0.0099789864009281	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	231	99	6	15719	0.0606060606060606	0.0259740259740259	query_1	['GO:0045321']	['ADAM10', 'PSEN1', 'NR1H3', 'RBPJ', 'NOTCH2', 'APP']
1433	GO:BP	GO:0048368	lateral mesoderm development	0.0099789864009281	True	"""The process whose specific outcome is the progression of the lateral mesoderm over time, from its formation to the mature structure."" [GOC:go_curators]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0007498', 'GO:0060485']	['SMAD2', 'FOXH1']
1427	GO:BP	GO:1900369	negative regulation of post-transcriptional gene silencing by RNA	0.0099789864009281	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of post-transcriptional gene silencing by RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0035194', 'GO:0060149', 'GO:0060967', 'GO:1900368']	['STAT3', 'TP53']
1434	GO:BP	GO:0060967	negative regulation of gene silencing by RNA	0.0099789864009281	True	"""Any process that decreases the rate, frequency, or extent of gene silencing by RNA. Gene silencing by RNA is the process in which RNA molecules inactivate expression of target genes."" [GOC:dph, GOC:tb]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0010628', 'GO:0031047', 'GO:0048519', 'GO:0060966']	['STAT3', 'TP53']
1431	GO:BP	GO:0031348	negative regulation of defense response	0.0099789864009281	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."" [GOC:mah]"	231	99	6	15719	0.0606060606060606	0.0259740259740259	query_1	['GO:0006952', 'GO:0031347', 'GO:0048585']	['SRC', 'NR1H2', 'NR1H3', 'GPS2', 'CDH5', 'SMAD3']
1436	GO:BP	GO:0046677	response to antibiotic	0.0100068985811536	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0042221']	['TP53', 'KDM1A', 'SKIL']
1437	GO:BP	GO:0007411	axon guidance	0.0101615214103192	True	"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]"	232	99	6	15719	0.0606060606060606	0.0258620689655172	query_1	['GO:0007409', 'GO:0097485']	['NOTCH3', 'FOXG1', 'SMAD4', 'NOTCH1', 'NOTCH2', 'APP']
1438	GO:BP	GO:0021915	neural tube development	0.0102338222161306	True	"""The process whose specific outcome is the progression of the neural tube over time, from its formation to the mature structure. The mature structure of the neural tube exists when the tube has been segmented into the forebrain, midbrain, hindbrain and spinal cord regions. In addition neural crest has budded away from the epithelium."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	161	99	5	15719	0.0505050505050505	0.031055900621118	query_1	['GO:0007399', 'GO:0035295', 'GO:0043009', 'GO:0060429']	['PSEN1', 'KAT2A', 'NOTCH1', 'SKI', 'RARA']
1441	GO:BP	GO:0030316	osteoclast differentiation	0.0103077186454178	True	"""The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:add, ISBN:0781735149, PMID:12161749]"	99	99	4	15719	0.0404040404040404	0.0404040404040404	query_1	['GO:0002573']	['SRC', 'PIK3R1', 'CTNNB1', 'NOTCH2']
1439	GO:BP	GO:0045833	negative regulation of lipid metabolic process	0.0103077186454178	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	99	99	4	15719	0.0404040404040404	0.0404040404040404	query_1	['GO:0006629', 'GO:0009892', 'GO:0019216']	['REST', 'AKT1', 'SIRT1', 'NCOR1']
1440	GO:BP	GO:0099175	regulation of postsynapse organization	0.0103077186454178	True	"""Any process that modulates the physical form of a postsynapse."" [GOC:ai, GOC:dph, GOC:tb]"	99	99	4	15719	0.0404040404040404	0.0404040404040404	query_1	['GO:0050807', 'GO:0099173']	['AKT1', 'ADAM10', 'PSEN1', 'CDH2']
1442	GO:BP	GO:0097485	neuron projection guidance	0.0103420245629014	True	"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]"	233	99	6	15719	0.0606060606060606	0.0257510729613733	query_1	['GO:0006935', 'GO:0031175', 'GO:0048812']	['NOTCH3', 'FOXG1', 'SMAD4', 'NOTCH1', 'NOTCH2', 'APP']
1443	GO:BP	GO:0001764	neuron migration	0.0104715636714146	True	"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]"	162	99	5	15719	0.0505050505050505	0.0308641975308641	query_1	['GO:0016477', 'GO:0048699']	['PSEN1', 'STAT3', 'CTNNB1', 'FOXG1', 'CTNNA2']
203	REAC	REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	0.0104747352387787	True	RHO GTPases activate IQGAPs	30	98	3	10022	0.0306122448979591	0.1	query_1	['REAC:R-HSA-195258']	['CTNNB1', 'CTNNA1', 'CDH1']
101	GO:CC	GO:0099092	postsynaptic density, intracellular component	0.0105363684639795	True	"""A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:dos]"	13	100	2	16420	0.02	0.1538461538461538	query_1	['GO:0014069', 'GO:0099091']	['CTNNB1', 'CTNND1']
1445	GO:BP	GO:0050982	detection of mechanical stimulus	0.0105452238322359	True	"""The series of events by which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0009581', 'GO:0009582', 'GO:0009612']	['CTNNB1', 'CDH2', 'JUP']
1444	GO:BP	GO:0060324	face development	0.0105452238322359	True	"""The biological process whose specific outcome is the progression of a face from an initial condition to its mature state. The face is the ventral division of the head."" [GOC:dph]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0048856', 'GO:0060322']	['EP300', 'SKI', 'RARA']
1446	GO:BP	GO:0150115	cell-substrate junction organization	0.0106491548971218	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	100	99	4	15719	0.0404040404040404	0.04	query_1	['GO:0034330']	['SRC', 'PIK3R1', 'CDH11', 'SMAD3']
1447	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	0.0108131716366435	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	682	99	11	15719	0.1111111111111111	0.0161290322580645	query_1	['GO:0009057']	['UBE2I', 'AKT1', 'PSEN1', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SIRT1', 'TBL1XR1', 'SMARCC1', 'HIPK2']
1448	GO:BP	GO:0032787	monocarboxylic acid metabolic process	0.0109435381429366	True	"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]"	585	99	10	15719	0.101010101010101	0.017094017094017	query_1	['GO:0019752']	['AKT1', 'PSEN1', 'STAT3', 'NR1H2', 'NR1H3', 'SIRT1', 'EP300', 'NCOR1', 'APP', 'TP53']
204	REAC	REAC:R-HSA-3215018	Processing and activation of SUMO	0.0109599081603356	True	Processing and activation of SUMO	9	98	2	10022	0.0204081632653061	0.2222222222222222	query_1	['REAC:R-HSA-2990846']	['UBE2I', 'SUMO1']
205	REAC	REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	0.0109599081603356	True	Regulation of gene expression by Hypoxia-inducible Factor	9	98	2	10022	0.0204081632653061	0.2222222222222222	query_1	['REAC:R-HSA-1234174']	['CREBBP', 'EP300']
206	REAC	REAC:R-HSA-6811555	PI5P Regulates TP53 Acetylation	0.0109599081603356	True	PI5P Regulates TP53 Acetylation	9	98	2	10022	0.0204081632653061	0.2222222222222222	query_1	['REAC:R-HSA-6804758']	['EP300', 'TP53']
208	REAC	REAC:R-HSA-9683610	Maturation of nucleoprotein	0.0109599081603356	True	Maturation of nucleoprotein	9	98	2	10022	0.0204081632653061	0.2222222222222222	query_1	['REAC:R-HSA-9683701']	['UBE2I', 'SUMO1']
207	REAC	REAC:R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.0109599081603356	True	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	9	98	2	10022	0.0204081632653061	0.2222222222222222	query_1	['REAC:R-HSA-8864260']	['UBE2I', 'SUMO1']
1449	GO:BP	GO:0043409	negative regulation of MAPK cascade	0.0109879875924102	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade."" [GOC:go_curators]"	164	99	5	15719	0.0505050505050505	0.0304878048780487	query_1	['GO:0000165', 'GO:0043408', 'GO:1902532']	['SMAD4', 'GPS2', 'NCOR1', 'HDAC3', 'FOXO1']
1450	GO:BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.0110050840645585	True	"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]"	101	99	4	15719	0.0404040404040404	0.0396039603960396	query_1	['GO:0071900', 'GO:1904029']	['AKT1', 'SRC', 'EGFR', 'KAT2B']
209	REAC	REAC:R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	0.0110275533219156	True	Constitutive Signaling by Aberrant PI3K in Cancer	63	98	4	10022	0.0408163265306122	0.0634920634920634	query_1	['REAC:R-HSA-2219528']	['SRC', 'PIK3R1', 'EGFR', 'ESR1']
1457	GO:BP	GO:0070169	positive regulation of biomineral tissue development	0.0110756403600301	True	"""Any process that activates or increases the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0031214', 'GO:0051094', 'GO:0070167']	['RXRA', 'RXRB', 'SMAD3']
1456	GO:BP	GO:0010883	regulation of lipid storage	0.0110756403600301	True	"""Any process that modulates the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0019915', 'GO:0032879']	['NR1H2', 'NR1H3', 'SIRT1']
1454	GO:BP	GO:0070647	protein modification by small protein conjugation or removal	0.0110756403600301	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]"	998	99	14	15719	0.1414141414141414	0.0140280561122244	query_1	['GO:0036211']	['UBE2I', 'AKT1', 'CBFB', 'PSEN1', 'KAT2A', 'CTNNB1', 'CBLL1', 'WWTR1', 'SUMO1', 'SIRT1', 'GPS2', 'HDAC3', 'KAT2B', 'KDM1A']
1453	GO:BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	0.0110756403600301	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0045582', 'GO:0046632', 'GO:0046635', 'GO:0046637']	['CBFB', 'RUNX1', 'RARA']
1452	GO:BP	GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	0.0110756403600301	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin-dependent protein catabolic process."" [GOC:BHF]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0006511', 'GO:0009895', 'GO:1903051', 'GO:2000058']	['PSEN1', 'SMARCC1', 'HIPK2']
1451	GO:BP	GO:0051972	regulation of telomerase activity	0.0110756403600301	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0051338', 'GO:2000278']	['SRC', 'CTNNB1', 'TP53']
1455	GO:BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	0.0110756403600301	True	"""Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0010595', 'GO:0043534', 'GO:0043535']	['AKT1', 'SIRT1', 'SP1']
102	GO:CC	GO:0015629	actin cytoskeleton	0.0111192923810802	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]"	488	100	9	16420	0.09	0.0184426229508196	query_1	['GO:0005856']	['NOTCH3', 'SRC', 'CTNNA1', 'CDH2', 'CDH1', 'KAT2B', 'CTNNA2', 'RARA', 'JUP']
1458	GO:BP	GO:0042391	regulation of membrane potential	0.0111237936901383	True	"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]"	402	99	8	15719	0.0808080808080808	0.0199004975124378	query_1	['GO:0065008']	['AKT1', 'SRC', 'PSEN1', 'KMT2A', 'SUMO1', 'MECP2', 'APP', 'JUP']
1459	GO:BP	GO:0043254	regulation of protein-containing complex assembly	0.0111237936901383	True	"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"	402	99	8	15719	0.0808080808080808	0.0199004975124378	query_1	['GO:0044087', 'GO:0051128', 'GO:0065003']	['SRC', 'NR1H2', 'SUMO1', 'EP300', 'MECP2', 'ESR1', 'TP53', 'CDH5']
210	REAC	REAC:R-HSA-192105	Synthesis of bile acids and bile salts	0.0111334394628808	True	Synthesis of bile acids and bile salts	31	98	3	10022	0.0306122448979591	0.0967741935483871	query_1	['REAC:R-HSA-194068']	['RXRA', 'NCOA2', 'NCOA1']
1460	GO:BP	GO:0034349	glial cell apoptotic process	0.0112018830686332	True	"""Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."" [CL:0000125, GOC:mtg_apoptosis, GOC:sart]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0006915']	['DLL1', 'TP53']
1469	GO:BP	GO:0030852	regulation of granulocyte differentiation	0.0112018830686332	True	"""Any process that modulates the frequency, rate or extent of granulocyte differentiation."" [GOC:mah]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0002761', 'GO:0030851']	['RUNX1', 'RARA']
1468	GO:BP	GO:0045820	negative regulation of glycolytic process	0.0112018830686332	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of glycolysis."" [GOC:go_curators]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0006096', 'GO:0006110', 'GO:0009895', 'GO:0031324', 'GO:0045912', 'GO:0062014']	['STAT3', 'NCOR1']
1467	GO:BP	GO:0043374	CD8-positive, alpha-beta T cell differentiation	0.0112018830686332	True	"""The process in which a relatively unspecialized T cell acquires specialized features of a mature CD8-positive, alpha-beta T cell."" [ISBN:0781735149]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0036037', 'GO:0046632']	['CBFB', 'RUNX1']
