Autosomal dominant cutis laxa	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1439	GO:BP	GO:0001818	negative regulation of cytokine production	0.0219215160946867	True	"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]"	270	102	6	15719	0.0588235294117647	0.0222222222222222	query_1	['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']	['FN1', 'SMAD7', 'TGFB3', 'HGF', 'TGFB1', 'THBS1']
1437	GO:BP	GO:0045669	positive regulation of osteoblast differentiation	0.0219215160946867	True	"""Any process that activates or increases the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	64	102	3	15719	0.0294117647058823	0.046875	query_1	['GO:0001649', 'GO:0045597', 'GO:0045667']	['HGF', 'CTNNB1', 'FBN2']
1440	GO:BP	GO:0001655	urogenital system development	0.0219215160946867	True	"""The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure."" [GOC:go_curators]"	64	102	3	15719	0.0294117647058823	0.046875	query_1	['GO:0048731']	['CTNNB1', 'TNC', 'CRKL']
258	REAC	REAC:R-HSA-877300	Interferon gamma signaling	0.0221764962995066	True	Interferon gamma signaling	86	99	4	10022	0.0404040404040404	0.0465116279069767	query_1	['REAC:R-HSA-913531']	['SMAD7', 'FCGR1A', 'VCAM1', 'PTPN11']
260	REAC	REAC:R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	0.0226405834389456	True	Gastrin-CREB signalling pathway via PKC and MAPK	16	99	2	10022	0.0202020202020202	0.125	query_1	['REAC:R-HSA-416476']	['SOS1', 'EGFR']
259	REAC	REAC:R-HSA-5218921	VEGFR2 mediated cell proliferation	0.0226405834389456	True	VEGFR2 mediated cell proliferation	16	99	2	10022	0.0202020202020202	0.125	query_1	['REAC:R-HSA-4420097']	['KDR', 'PLCG1']
261	REAC	REAC:R-HSA-5654720	PI-3K cascade:FGFR4	0.0226405834389456	True	PI-3K cascade:FGFR4	16	99	2	10022	0.0202020202020202	0.125	query_1	['REAC:R-HSA-5654716']	['PIK3R1', 'PTPN11']
262	REAC	REAC:R-HSA-446728	Cell junction organization	0.0227217771609793	True	Cell junction organization	87	99	4	10022	0.0404040404040404	0.0459770114942528	query_1	['REAC:R-HSA-1500931']	['ITGB1', 'CTNNB1', 'PXN', 'CDH1']
1442	GO:BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	0.0228121733897456	True	"""Any process that activates or increases the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	65	102	3	15719	0.0294117647058823	0.0461538461538461	query_1	['GO:0007264', 'GO:0051056', 'GO:1902533']	['ITGAV', 'SRC', 'SOS1']
1443	GO:BP	GO:0071695	anatomical structure maturation	0.0228121733897456	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state."" [GOC:mah]"	65	102	3	15719	0.0294117647058823	0.0461538461538461	query_1	['GO:0021700', 'GO:0048856']	['PLXNB1', 'CTNNB1', 'SEMA4D']
1444	GO:BP	GO:0021987	cerebral cortex development	0.0228121733897456	True	"""The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	124	102	4	15719	0.0392156862745098	0.032258064516129	query_1	['GO:0021543', 'GO:0048856']	['CRK', 'CTNNB1', 'EGFR', 'CRKL']
1441	GO:BP	GO:0045670	regulation of osteoclast differentiation	0.0228121733897456	True	"""Any process that modulates the frequency, rate or extent of osteoclast differentiation."" [GOC:go_curators]"	65	102	3	15719	0.0294117647058823	0.0461538461538461	query_1	['GO:0002761', 'GO:0030316']	['PIK3R1', 'CTNNB1', 'FBN1']
1446	GO:BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	0.0232307108490913	True	"""Any process that activates or increases the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	22	102	2	15719	0.0196078431372549	0.0909090909090909	query_1	['GO:0033627', 'GO:0033628', 'GO:0045785']	['ITGB3', 'SYK']
1445	GO:BP	GO:1902883	negative regulation of response to oxidative stress	0.0232307108490913	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	22	102	2	15719	0.0196078431372549	0.0909090909090909	query_1	['GO:0006979', 'GO:0048585', 'GO:1902882']	['MET', 'HGF']
1449	GO:BP	GO:0090189	regulation of branching involved in ureteric bud morphogenesis	0.0232307108490913	True	"""Any process that modulates the rate, frequency or extent of branching involved in ureteric bud morphogenesis, the process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, GOC:tb, GOC:yaf]"	22	102	2	15719	0.0196078431372549	0.0909090909090909	query_1	['GO:0001658', 'GO:0060688', 'GO:0090183', 'GO:1905330', 'GO:2000027']	['TGFB1', 'VEGFA']
1448	GO:BP	GO:2000831	regulation of steroid hormone secretion	0.0232307108490913	True	"""Any process that modulates the frequency, rate or extent of steroid hormone secretion."" [GOC:sl]"	22	102	2	15719	0.0196078431372549	0.0909090909090909	query_1	['GO:0032368', 'GO:0035929', 'GO:0044060', 'GO:0046883']	['SPP1', 'PTPN11']
1447	GO:BP	GO:0060571	morphogenesis of an epithelial fold	0.0232307108490913	True	"""The morphogenetic process in which an epithelial sheet bends along a linear axis."" [GOC:dph]"	22	102	2	15719	0.0196078431372549	0.0909090909090909	query_1	['GO:0002009']	['CTNNB1', 'EGFR']
1450	GO:BP	GO:0003231	cardiac ventricle development	0.0233363654368269	True	"""The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."" [GOC:mtg_heart]"	125	102	4	15719	0.0392156862745098	0.032	query_1	['GO:0003205']	['SMAD7', 'TGFBR2', 'TGFB1', 'TGFBR1']
1451	GO:BP	GO:2000241	regulation of reproductive process	0.0235731725969035	True	"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]"	196	102	5	15719	0.0490196078431372	0.0255102040816326	query_1	['GO:0022414', 'GO:0050789']	['SMURF2', 'SRC', 'ITGB3', 'CTNNB1', 'VEGFA']
1452	GO:BP	GO:1902075	cellular response to salt	0.0235731725969035	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."" [GOC:mls, GOC:TermGenie, PMID:16666921]"	196	102	5	15719	0.0490196078431372	0.0255102040816326	query_1	['GO:0070887', 'GO:1902074']	['PLCG2', 'FYN', 'CDH1', 'AGRN', 'CRKL']
1454	GO:BP	GO:0045806	negative regulation of endocytosis	0.0236240188006832	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	66	102	3	15719	0.0294117647058823	0.0454545454545454	query_1	['GO:0006897', 'GO:0030100', 'GO:0051051', 'GO:0051129']	['ITGAV', 'ITGB3', 'TGFB1']
1453	GO:BP	GO:0043954	cellular component maintenance	0.0236240188006832	True	"""The organization process that preserves a cellular component in a stable functional or structural state."" [GOC:dph, GOC:jl, GOC:mah]"	66	102	3	15719	0.0294117647058823	0.0454545454545454	query_1	['GO:0016043']	['ITGB3', 'FYN', 'ITGA3']
1455	GO:BP	GO:0010467	gene expression	0.0236610155825776	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5541	102	48	15719	0.4705882352941176	0.0086626962642122	query_1	['GO:0043170']	['MET', 'SMURF2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'PXN', 'FYN', 'LAT', 'ADAM19', 'LYN', 'TNC', 'TGFB1', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'TGFBR1', 'ITGB6', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'PDGFRA', 'SEMA4D']
1456	GO:BP	GO:1990266	neutrophil migration	0.0238359260551637	True	"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]"	126	102	4	15719	0.0392156862745098	0.0317460317460317	query_1	['GO:0097530']	['ITGA9', 'JAM3', 'VAV1', 'SYK']
1457	GO:BP	GO:0007498	mesoderm development	0.0238359260551637	True	"""The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue."" [GOC:dph, GOC:tb]"	126	102	4	15719	0.0392156862745098	0.0317460317460317	query_1	['GO:0009888']	['ITGB1', 'ITGB3', 'VEGFA', 'ITGA3']
1459	GO:BP	GO:0045471	response to ethanol	0.0238359260551637	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus."" [GOC:go_curators]"	126	102	4	15719	0.0392156862745098	0.0317460317460317	query_1	['GO:0097305']	['FYN', 'PTK2B', 'VCAM1', 'CBL']
1458	GO:BP	GO:0032874	positive regulation of stress-activated MAPK cascade	0.0238359260551637	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	126	102	4	15719	0.0392156862745098	0.0317460317460317	query_1	['GO:0032872', 'GO:0043410', 'GO:0051403', 'GO:0070304']	['CRK', 'FLT4', 'PTK2B', 'VEGFA']
1460	GO:BP	GO:0030336	negative regulation of cell migration	0.0239045683457774	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell migration."" [GOC:go_curators]"	276	102	6	15719	0.0588235294117647	0.0217391304347826	query_1	['GO:0016477', 'GO:0030334', 'GO:2000146']	['SMAD7', 'VCL', 'CDH1', 'EMILIN1', 'THBS1', 'ADAM15']
136	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	0.0241889802617515	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	103	3	16420	0.029126213592233	0.0434782608695652	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['EGFR', 'FCGR1A', 'SH3GL2']
267	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	0.0248320075121517	True	Signaling by FLT3 fusion proteins	17	99	2	10022	0.0202020202020202	0.1176470588235294	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1']
268	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.0248320075121517	True	Regulation of RUNX1 Expression and Activity	17	99	2	10022	0.0202020202020202	0.1176470588235294	query_1	['REAC:R-HSA-8878171']	['SRC', 'PTPN11']
265	REAC	REAC:R-HSA-167044	Signalling to RAS	0.0248320075121517	True	Signalling to RAS	17	99	2	10022	0.0202020202020202	0.1176470588235294	query_1	['REAC:R-HSA-187687']	['SHC1', 'SOS1']
266	REAC	REAC:R-HSA-5654712	FRS-mediated FGFR4 signaling	0.0248320075121517	True	FRS-mediated FGFR4 signaling	17	99	2	10022	0.0202020202020202	0.1176470588235294	query_1	['REAC:R-HSA-5654716']	['SOS1', 'PTPN11']
264	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0248320075121517	True	PI-3K cascade:FGFR2	17	99	2	10022	0.0202020202020202	0.1176470588235294	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'PTPN11']
263	REAC	REAC:R-HSA-9694614	Attachment and Entry	0.0248320075121517	True	Attachment and Entry	17	99	2	10022	0.0202020202020202	0.1176470588235294	query_1	['REAC:R-HSA-9772572']	['AGRN', 'NRP1']
1461	GO:BP	GO:0060444	branching involved in mammary gland duct morphogenesis	0.0250768795737063	True	"""The process in which the branching structure of the mammary gland duct is generated and organized. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]"	23	102	2	15719	0.0196078431372549	0.0869565217391304	query_1	['GO:0048754', 'GO:0060603']	['SRC', 'TGFB1']
1462	GO:BP	GO:0045621	positive regulation of lymphocyte differentiation	0.0250768795737063	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	128	102	4	15719	0.0392156862745098	0.03125	query_1	['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']	['TGFBR2', 'ZAP70', 'TGFB1', 'SYK']
1463	GO:BP	GO:0045089	positive regulation of innate immune response	0.0250768795737063	True	"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	279	102	6	15719	0.0588235294117647	0.021505376344086	query_1	['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK']
1464	GO:BP	GO:0002070	epithelial cell maturation	0.0250768795737063	True	"""The developmental process, independent of morphogenetic (shape) change, that is required for an epithelial cell to attain its fully functional state. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	23	102	2	15719	0.0196078431372549	0.0869565217391304	query_1	['GO:0002064', 'GO:0048469']	['TGFB1', 'KDR']
137	GO:CC	GO:0016342	catenin complex	0.0253587307949943	True	"""Complex of peripheral cytoplasmic proteins (alpha-, beta- and gamma-catenin) that interact with the cytoplasmic region of uvomorulin/E-cadherin to connect it to the actin cytoskeleton."" [ISBN:0198599323]"	24	103	2	16420	0.0194174757281553	0.0833333333333333	query_1	['GO:0019897', 'GO:0098797']	['CTNNB1', 'CDH1']
1465	GO:BP	GO:0046626	regulation of insulin receptor signaling pathway	0.0254409158237605	True	"""Any process that modulates the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"	68	102	3	15719	0.0294117647058823	0.0441176470588235	query_1	['GO:0008286', 'GO:0009966']	['SRC', 'PIK3R1', 'PTPN11']
1466	GO:BP	GO:0072659	protein localization to plasma membrane	0.0254448197998285	True	"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]"	280	102	6	15719	0.0588235294117647	0.0214285714285714	query_1	['GO:0072657', 'GO:1990778']	['ITGB1', 'PIK3R1', 'EGFR', 'SMURF1', 'CDH1', 'ITGA3']
1467	GO:BP	GO:1904375	regulation of protein localization to cell periphery	0.025694995388366	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell periphery."" [GO_REF:0000058, GOC:TermGenie, PMID:18216290]"	129	102	4	15719	0.0392156862745098	0.0310077519379844	query_1	['GO:0032880', 'GO:1990778']	['ITGB1', 'PIK3R1', 'EGFR', 'ITGA3']
1468	GO:BP	GO:0043269	regulation of monoatomic ion transport	0.0261598638015041	True	"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	556	102	9	15719	0.088235294117647	0.0161870503597122	query_1	['GO:0006811', 'GO:0051049']	['ITGB1', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
1469	GO:BP	GO:0007266	Rho protein signal transduction	0.0263454294141546	True	"""The series of molecular signals within the cell that are mediated by a member of the Rho family of proteins switching to a GTP-bound active state."" [GOC:bf]"	130	102	4	15719	0.0392156862745098	0.0307692307692307	query_1	['GO:0007265']	['MET', 'ITGB1', 'NRP1', 'ITGA3']
1472	GO:BP	GO:0046635	positive regulation of alpha-beta T cell activation	0.0263481301000088	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]"	69	102	3	15719	0.0294117647058823	0.0434782608695652	query_1	['GO:0046631', 'GO:0046634', 'GO:0050870']	['TGFBR2', 'ZAP70', 'SYK']
1470	GO:BP	GO:0050766	positive regulation of phagocytosis	0.0263481301000088	True	"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]"	69	102	3	15719	0.0294117647058823	0.0434782608695652	query_1	['GO:0006909', 'GO:0045807', 'GO:0050764']	['RAPGEF1', 'PLCG2', 'FCGR1A']
1471	GO:BP	GO:0072078	nephron tubule morphogenesis	0.0263481301000088	True	"""The process in which the anatomical structures of a nephron tubule are generated and organized. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]"	69	102	3	15719	0.0294117647058823	0.0434782608695652	query_1	['GO:0061333', 'GO:0072080', 'GO:0072088']	['CTNNB1', 'TGFB1', 'VEGFA']
