Rabson-Mendenhall syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1556	HP	HP:0012531	Pain	0.0203741140863221	True	An unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage.	769	59	23	4851	0.3898305084745763	0.0299089726918075	query_1	['HP:0025142']	['MET', 'FN1', 'SPP1', 'TGFB3', 'PLCG2', 'CTNNB1', 'TGFBR2', 'MS4A1', 'TGFB1', 'PIK3CA', 'SYK', 'ERBB2', 'ESR1', 'CD81', 'TGFBR1', 'CD19', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'CR2']
1557	REAC	REAC:R-HSA-194315	Signaling by Rho GTPases	0.0204714539348002	True	Signaling by Rho GTPases	702	97	18	10790	0.1855670103092783	0.0256410256410256	query_1	['REAC:R-HSA-9716542']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'PIK3R2', 'SRC', 'PIK3R1', 'CTNNB1', 'SOS1', 'SH3PXD2A', 'ZAP70', 'PIK3CA', 'VAV1', 'CDH1', 'PTK2B', 'PIK3R3', 'PTK2', 'LCK', 'PLXNA1']
1558	WP	WP:WP4823	Genes controlling nephrogenesis	0.0204850244043738	True	Genes controlling nephrogenesis	44	94	5	8133	0.0531914893617021	0.1136363636363636	query_1	['WP:000000']	['ITGB1', 'FGFR2', 'CTNNB1', 'KDR', 'VEGFA']
1559	GO:BP	GO:0090316	positive regulation of intracellular protein transport	0.0205854066937273	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	156	100	7	21110	0.07	0.0448717948717948	query_1	['GO:0006886', 'GO:0032388', 'GO:0033157', 'GO:0051222']	['PIK3R2', 'PIK3R1', 'FYN', 'ERBB2', 'CDH1', 'CD81', 'SMAD3']
1560	GO:CC	GO:0005902	microvillus	0.0206936626758433	True	"""Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."" [ISBN:0815316194]"	93	101	5	22122	0.0495049504950495	0.053763440860215	query_1	['GO:0098858']	['ITGAV', 'ITGB3', 'CTNNB1', 'VCAM1', 'PDGFRA']
1561	TF	TF:M00189_1	Factor: AP-2; motif: MKCCCSCNGGCG; match class: 1	0.0207816287390362	True	Factor: AP-2; motif: MKCCCSCNGGCG; match class: 1	6239	99	52	20011	0.5252525252525253	0.0083346690174707	query_1	['TF:M00189']	['RAPGEF1', 'ITGB1', 'ITGA9', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'INSR', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ITGA4', 'LAT', 'ADAM19', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'PIK3CA', 'IGF1R', 'VCL', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'IRS1', 'CRKL', 'ESR1', 'CD81', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'PTPN11', 'CBL', 'FLT1', 'PLXNA1']
1562	GO:CC	GO:0044297	cell body	0.0210224125734497	True	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"	580	101	11	22122	0.1089108910891089	0.0189655172413793	query_1	['GO:0110165']	['SRC', 'TGFB3', 'INSR', 'SOS1', 'FYN', 'ITGA4', 'TGFB1', 'IGF1R', 'SMURF1', 'PTK2B', 'L1CAM']
1563	GO:CC	GO:0098858	actin-based cell projection	0.021374030178959	True	"""A cell projection supported by an assembly of actin filaments, and which lacks microtubules."" [PMID:15661519]"	221	101	7	22122	0.0693069306930693	0.0316742081447963	query_1	['GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'CTNNB1', 'VCAM1', 'PDGFRA']
1564	REAC	REAC:R-HSA-8957275	Post-translational protein phosphorylation	0.0215326673869567	True	Post-translational protein phosphorylation	107	97	7	10790	0.0721649484536082	0.0654205607476635	query_1	['REAC:R-HSA-597592']	['C3', 'FN1', 'SPP1', 'FGA', 'TNC', 'APOA1', 'FGG']
1565	GO:MF	GO:0017076	purine nucleotide binding	0.0218123212391663	True	"""Binding to a purine nucleotide, a compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]"	2019	99	24	20195	0.2424242424242424	0.0118870728083209	query_1	['GO:0000166']	['MET', 'PIK3CB', 'SRC', 'FGFR2', 'INSR', 'ITK', 'FLT4', 'TGFBR2', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'ERBB2', 'PTK2B', 'TGFBR1', 'PTK2', 'LCK', 'PDGFRA', 'FLT1']
1566	GO:BP	GO:0030316	osteoclast differentiation	0.0220224284864156	True	"""The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:add, ISBN:0781735149, PMID:12161749]"	104	100	6	21110	0.06	0.0576923076923076	query_1	['GO:0002573']	['SRC', 'PIK3R1', 'CTNNB1', 'SH3PXD2A', 'TGFB1', 'CD81']
1567	TF	TF:M00986_1	Factor: Churchill; motif: CGGGNN; match class: 1	0.0223089165706963	True	Factor: Churchill; motif: CGGGNN; match class: 1	10654	99	74	20011	0.7474747474747475	0.00694574807584	query_1	['TF:M00986']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'SHC1', 'PLCG2', 'FLT4', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'TNC', 'NRP2', 'EGFR', 'APOA1', 'PIK3CA', 'ITGAE', 'IGF1R', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'IRS1', 'CRKL', 'CD81', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'CD19', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'FLT1', 'CR2', 'PGF', 'PLXNA1']
1568	GO:BP	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0223461235624515	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	29	100	4	21110	0.04	0.1379310344827586	query_1	['GO:0008625', 'GO:1902041', 'GO:2001237']	['FGA', 'HGF', 'FGB', 'FGG']
1569	GO:BP	GO:0002052	positive regulation of neuroblast proliferation	0.0223461235624515	True	"""Any process that activates or increases the rate of neuroblast proliferation."" [GOC:dph]"	29	100	4	21110	0.04	0.1379310344827586	query_1	['GO:0007405', 'GO:0050769', 'GO:1902692', 'GO:2000179']	['ITGB1', 'VEGFC', 'CTNNB1', 'VEGFA']
1570	MIRNA	MIRNA:hsa-miR-29a-3p	hsa-miR-29a-3p	0.0223685029131088	True	hsa-miR-29a-3p	264	92	9	14850	0.0978260869565217	0.034090909090909	query_1	['MIRNA:000000']	['ITGB1', 'FGA', 'TGFB3', 'PIK3R1', 'FGB', 'FGG', 'VEGFA', 'ADAM12', 'CRKL']
1571	TF	TF:M01073	Factor: HIC1; motif: NNNGGKTGCCCSNNNNNN	0.022428573721903	True	Factor: HIC1; motif: NNNGGKTGCCCSNNNNNN	4197	99	40	20011	0.404040404040404	0.0095306171074577	query_1	['TF:M00000']	['MET', 'ITGB1', 'ITGA9', 'SMURF2', 'PIK3R2', 'BCAR1', 'SMAD7', 'TGFB3', 'PIK3R1', 'PLCG2', 'TGFBR2', 'FYN', 'TGFB1', 'NRP2', 'EGFR', 'APOA1', 'IGF1R', 'VAV1', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'IRS1', 'VTN', 'CD81', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'CD19', 'ADAM15', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
1572	GO:BP	GO:0042306	regulation of protein import into nucleus	0.0226016015395159	True	"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]"	61	100	5	21110	0.05	0.081967213114754	query_1	['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']	['PIK3R2', 'PIK3R1', 'TGFB1', 'CDH1', 'SMAD3']
1573	REAC	REAC:R-HSA-190236	Signaling by FGFR	0.0230260654236136	True	Signaling by FGFR	74	97	6	10790	0.0618556701030927	0.081081081081081	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1', 'PTPN11', 'CBL']
1574	GO:BP	GO:0044085	cellular component biogenesis	0.0230744198548115	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]"	4930	100	43	21110	0.43	0.0087221095334685	query_1	['GO:0071840']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'PLXNB1', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PLCG2', 'CTNNB1', 'ITGA5', 'PXN', 'MS4A1', 'GRB2', 'TGFB1', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'SYK', 'FGG', 'SMURF1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'ESR1', 'VTN', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'PTPN11', 'PDGFRA', 'SEMA4D']
1575	GO:BP	GO:0008585	female gonad development	0.0232683142093629	True	"""The process whose specific outcome is the progression of the female gonad over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:tb]"	105	100	6	21110	0.06	0.0571428571428571	query_1	['GO:0008406', 'GO:0046545']	['SRC', 'INSR', 'KDR', 'VEGFA', 'ESR1', 'PDGFRA']
1576	GO:BP	GO:0001823	mesonephros development	0.0232683142093629	True	"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]"	105	100	6	21110	0.06	0.0571428571428571	query_1	['GO:0001822']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1577	MIRNA	MIRNA:hsa-miR-200a-3p	hsa-miR-200a-3p	0.0240138569490018	True	hsa-miR-200a-3p	150	92	7	14850	0.0760869565217391	0.0466666666666666	query_1	['MIRNA:000000']	['HGF', 'SHC1', 'CTNNB1', 'GRB2', 'EGFR', 'VCAM1', 'SMAD3']
1578	HP	HP:0011029	Internal hemorrhage	0.0240189256196889	True	The presence of hemorrhage within the body.	315	59	14	4851	0.2372881355932203	0.0444444444444444	query_1	['HP:0001892', 'HP:0011028']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'PIK3CA', 'FGB', 'FGG', 'TGFBR1', 'SMAD3', 'CBL', 'PDGFRA']
1579	GO:BP	GO:0048738	cardiac muscle tissue development	0.0240271540397414	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	223	100	8	21110	0.08	0.0358744394618834	query_1	['GO:0007507', 'GO:0014706']	['ITGB1', 'SMAD7', 'FGFR2', 'TGFBR2', 'TGFB1', 'VEGFA', 'TGFBR1', 'PDGFRA']
1580	GO:BP	GO:0001776	leukocyte homeostasis	0.0245706399494333	True	"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]"	106	100	6	21110	0.06	0.0566037735849056	query_1	['GO:0002376', 'GO:0048872']	['PIK3CB', 'SOS1', 'PIK3CD', 'LAT', 'LYN', 'TGFB1']
1581	GO:BP	GO:0044344	cellular response to fibroblast growth factor stimulus	0.0245706399494333	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an fibroblast growth factor stimulus."" [GOC:jl, GOC:yaf]"	106	100	6	21110	0.06	0.0566037735849056	query_1	['GO:0071363', 'GO:0071774']	['FGFR2', 'CTNNB1', 'SOS1', 'GRB2', 'CRKL', 'PTPN11']
1582	WP	WP:WP4566	Translation inhibitors in chronically activated PDGFRA cells	0.02538952218765	True	Translation inhibitors in chronically activated PDGFRA cells	46	94	5	8133	0.0531914893617021	0.108695652173913	query_1	['WP:000000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'PIK3R3']
1583	WP	WP:WP4535	Envelope proteins and their potential roles in EDMD physiopathology	0.02538952218765	True	Envelope proteins and their potential roles in EDMD physiopathology	46	94	5	8133	0.0531914893617021	0.108695652173913	query_1	['WP:000000']	['TGFB3', 'SOS1', 'GRB2', 'TGFB1', 'SMAD3']
1584	WP	WP:WP3668	Hypothesized pathways in pathogenesis of cardiovascular disease	0.0255473114455974	True	Hypothesized pathways in pathogenesis of cardiovascular disease	25	94	4	8133	0.0425531914893617	0.16	query_1	['WP:000000']	['SHC1', 'TGFBR2', 'TGFBR1', 'SMAD3']
1585	WP	WP:WP205	IL-7 signaling pathway	0.0255473114455974	True	IL-7 signaling pathway	25	94	4	8133	0.0425531914893617	0.16	query_1	['WP:000000']	['PIK3R2', 'PIK3R1', 'FYN', 'PTK2B']
1586	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	0.0255899315151971	True	Sema4D in semaphorin signaling	24	97	4	10790	0.0412371134020618	0.1666666666666666	query_1	['REAC:R-HSA-373755']	['MET', 'PLXNB1', 'ERBB2', 'SEMA4D']
1587	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.0256258756914805	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	97	3	10790	0.0309278350515463	0.3333333333333333	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1', 'CDH1']
1588	REAC	REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.0256258756914805	True	Constitutive Signaling by Overexpressed ERBB2	9	97	3	10790	0.0309278350515463	0.3333333333333333	query_1	['REAC:R-HSA-1227990']	['SHC1', 'SOS1', 'ERBB2']
1589	WP	WP:WP75	Toll-like receptor signaling pathway	0.0256940643707246	True	Toll-like receptor signaling pathway	103	94	7	8133	0.0744680851063829	0.0679611650485436	query_1	['WP:000000']	['PIK3CB', 'PIK3R2', 'SPP1', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1590	GO:BP	GO:0003279	cardiac septum development	0.0259313203808064	True	"""The progression of a cardiac septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	107	100	6	21110	0.06	0.0560747663551401	query_1	['GO:0003205', 'GO:0048856']	['SMAD7', 'FGFR2', 'TGFBR2', 'NRP2', 'TGFBR1', 'NRP1']
1591	HP	HP:0011890	Prolonged bleeding following procedure	0.0261403115966549	True	Prolonged or protracted bleeding following an invasive procedure or intervention.	28	59	5	4851	0.0847457627118644	0.1785714285714285	query_1	['HP:0001892']	['FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG']
1592	GO:CC	GO:0097060	synaptic membrane	0.0262174026181688	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	397	101	9	22122	0.0891089108910891	0.0226700251889168	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA5', 'NRP2', 'ERBB2', 'CRKL', 'NRP1']
1593	GO:BP	GO:0086100	endothelin receptor signaling pathway	0.0262658491021525	True	"""A G protein-coupled receptor signaling pathway initiated by endothelin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:10977869]"	10	100	3	21110	0.03	0.3	query_1	['GO:0007186']	['BCAR1', 'PTK2B', 'CRKL']
1594	HP	HP:0002110	Bronchiectasis	0.0263604261595315	True	Persistent abnormal dilatation of the bronchi owing to localized and irreversible destruction and widening of the large airways.	160	59	10	4851	0.1694915254237288	0.0625	query_1	['HP:0025426']	['PIK3R1', 'PIK3CD', 'LAT', 'MS4A1', 'TGFB1', 'SYK', 'CD81', 'CD19', 'BLNK', 'CR2']
1595	GO:BP	GO:0002090	regulation of receptor internalization	0.0265043543005467	True	"""Any process that modulates the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	63	100	5	21110	0.05	0.0793650793650793	query_1	['GO:0031623', 'GO:0048259']	['ITGB3', 'INSR', 'PLCG2', 'SYK', 'VEGFA']
1596	KEGG	KEGG:04725	Cholinergic synapse	0.0268216011614409	True	Cholinergic synapse	113	94	7	8161	0.0744680851063829	0.0619469026548672	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'FYN', 'PIK3CA', 'PIK3R3']
1597	WP	WP:WP4216	Chromosomal and microsatellite instability in colorectal cancer 	0.0269382203828519	True	Chromosomal and microsatellite instability in colorectal cancer 	73	94	6	8133	0.0638297872340425	0.0821917808219178	query_1	['WP:000000']	['TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
1598	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	0.0269775439666508	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	717	97	18	10790	0.1855670103092783	0.0251046025104602	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'PIK3R2', 'SRC', 'PIK3R1', 'CTNNB1', 'SOS1', 'SH3PXD2A', 'ZAP70', 'PIK3CA', 'VAV1', 'CDH1', 'PTK2B', 'PIK3R3', 'PTK2', 'LCK', 'PLXNA1']
1599	GO:BP	GO:0032147	activation of protein kinase activity	0.0273523125191539	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	108	100	6	21110	0.06	0.0555555555555555	query_1	['GO:0045860']	['SRC', 'ITGB3', 'INSR', 'TGFBR2', 'PTK2B', 'VEGFA']
1600	GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	0.0278700244377819	True	"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]"	99	101	5	22122	0.0495049504950495	0.0505050505050505	query_1	['GO:0045202']	['ITGB1', 'CTNNB1', 'FYN', 'PLCG1', 'PTK2B']
1601	WP	WP:WP1591	Heart development	0.0281546391191478	True	Heart development	47	94	5	8133	0.0531914893617021	0.1063829787234042	query_1	['WP:000000']	['VEGFB', 'VEGFC', 'CTNNB1', 'VEGFA', 'PTPN11']
1602	GO:MF	GO:0030546	signaling receptor activator activity	0.028238670433176	True	"""The function of interacting (directly or indirectly) with receptors such that the proportion of receptors in the active form is increased."" [GOC:ceb]"	510	99	11	20195	0.1111111111111111	0.0215686274509803	query_1	['GO:0030545', 'GO:0140677']	['VEGFB', 'SPP1', 'TGFB3', 'VEGFC', 'HGF', 'TGFB1', 'EGFR', 'APOA1', 'VEGFA', 'SEMA4D', 'PGF']
1603	GO:CC	GO:0014704	intercalated disc	0.0285484681109373	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	52	101	4	22122	0.0396039603960396	0.0769230769230769	query_1	['GO:0044291']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
1604	GO:BP	GO:0046545	development of primary female sexual characteristics	0.028835616093518	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	109	100	6	21110	0.06	0.055045871559633	query_1	['GO:0045137', 'GO:0046660']	['SRC', 'INSR', 'KDR', 'VEGFA', 'ESR1', 'PDGFRA']
1605	GO:CC	GO:0005788	endoplasmic reticulum lumen	0.0289397375841725	True	"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]"	313	101	8	22122	0.0792079207920792	0.0255591054313099	query_1	['GO:0005783', 'GO:0070013']	['C3', 'FN1', 'SPP1', 'FGA', 'TNC', 'APOA1', 'FGG', 'VTN']
