LMNA-related cardiocutaneous progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
444	GO:BP	GO:0006915	apoptotic process	0.0201976637552222	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	100	21	15719	0.21	0.0116731517509727	query_1	['GO:0012501']	['LMNA', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'MCM2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
136	REAC	REAC:R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.0202018200810446	True	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	14	96	2	10022	0.0208333333333333	0.1428571428571428	query_1	['REAC:R-HSA-6791312']	['CDK2', 'TP53']
445	GO:BP	GO:0007283	spermatogenesis	0.0205305835902938	True	"""The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."" [GOC:jid, ISBN:9780878933846, PMID:28073824, PMID:30990821]"	588	100	10	15719	0.1	0.0170068027210884	query_1	['GO:0003006', 'GO:0048232']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'KAT5', 'RNF8', 'MSH6']
446	GO:BP	GO:0046661	male sex differentiation	0.0213529412470555	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	100	5	15719	0.05	0.0297619047619047	query_1	['GO:0007275', 'GO:0007548']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
447	GO:BP	GO:0007275	multicellular organism development	0.0213666891121019	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	100	40	15719	0.4	0.0092635479388605	query_1	['GO:0032501', 'GO:0048856']	['RBBP8', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'H2AX', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'PMS2', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'POLB', 'WRN', 'TP53', 'POLE', 'RNF8', 'MSH6']
448	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0214172042147369	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	100	3	15719	0.03	0.0576923076923076	query_1	['GO:0030518']	['AR', 'PARP1', 'BRCA1']
450	GO:BP	GO:0051402	neuron apoptotic process	0.021652800984945	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	242	100	6	15719	0.06	0.024793388429752	query_1	['GO:0006915', 'GO:0070997']	['MSH2', 'LIG4', 'PARP1', 'ATM', 'POLB', 'TP53']
449	GO:BP	GO:0007568	aging	0.021652800984945	True	"""A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	169	100	5	15719	0.05	0.029585798816568	query_1	['GO:0032502']	['OGG1', 'ERCC1', 'APEX1', 'POLB', 'WRN']
451	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.021652800984945	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1934	100	22	15719	0.22	0.0113753877973112	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'PNKP']
452	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0218144276762834	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	100	2	15719	0.02	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['PARP1', 'TP53']
453	GO:BP	GO:1902036	regulation of hematopoietic stem cell differentiation	0.0218144276762834	True	"""Any process that modulates the frequency, rate or extent of hematopoietic stem cell differentiation."" [GOC:TermGenie, PMID:23403623]"	16	100	2	15719	0.02	0.125	query_1	['GO:0060218', 'GO:1901532', 'GO:2000736']	['PRKDC', 'KAT5']
454	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0220521431663254	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	100	5	15719	0.05	0.0294117647058823	query_1	['GO:0002449', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
455	GO:BP	GO:0007140	male meiotic nuclear division	0.0222516233234321	True	"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the male germline."" [GOC:dph, GOC:mah, GOC:vw]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0022412', 'GO:0048232', 'GO:0140013']	['MLH1', 'BRCA2', 'ATM']
456	GO:BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0230459217376766	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0002460', 'GO:0002821', 'GO:0002822']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
457	GO:BP	GO:0040029	epigenetic regulation of gene expression	0.0234788554003022	True	"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]"	173	100	5	15719	0.05	0.0289017341040462	query_1	['GO:0006338', 'GO:0010468']	['LMNA', 'POLE3', 'BRCA1', 'CDK2', 'TP53']
459	GO:BP	GO:0044093	positive regulation of molecular function	0.0234788554003022	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	100	18	15719	0.18	0.0122532334921715	query_1	['GO:0065009']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'MSH6']
458	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0234788554003022	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	100	5	15719	0.05	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
139	REAC	REAC:R-HSA-192814	vRNA Synthesis	0.0240138362269671	True	vRNA Synthesis	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-168273']	['PARP1']
138	REAC	REAC:R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	0.0240138362269671	True	Loss of function of TP53 in cancer due to loss of tetramerization ability	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-9723907']	['TP53']
140	REAC	REAC:R-HSA-9656255	Defective OGG1 Substrate Binding	0.0240138362269671	True	Defective OGG1 Substrate Binding	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
141	REAC	REAC:R-HSA-9656256	Defective OGG1 Substrate Processing	0.0240138362269671	True	Defective OGG1 Substrate Processing	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
142	REAC	REAC:R-HSA-9616334	Defective Base Excision Repair Associated with NEIL1	0.0240138362269671	True	Defective Base Excision Repair Associated with NEIL1	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-9605308']	['NEIL1']
137	REAC	REAC:R-HSA-9723907	Loss of Function of TP53 in Cancer	0.0240138362269671	True	Loss of Function of TP53 in Cancer	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-9734009']	['TP53']
143	REAC	REAC:R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	0.0240138362269671	True	Defective Base Excision Repair Associated with OGG1	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-9605308']	['OGG1']
461	GO:BP	GO:2000042	negative regulation of double-strand break repair via homologous recombination	0.0240903116682303	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of double-strand break repair via homologous recombination."" [GOC:vw]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0000724', 'GO:0010569', 'GO:0045910', 'GO:2000780']	['TP53BP1', 'RMI2']
462	GO:BP	GO:0000028	ribosomal small subunit assembly	0.0240903116682303	True	"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."" [GOC:jl, PMID:30467428]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0022618', 'GO:0042255', 'GO:0042274']	['XRCC5', 'PRKDC']
463	GO:BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	0.0240903116682303	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine deoxyribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0006244', 'GO:0009219', 'GO:0009264', 'GO:0046386']	['OGG1', 'NEIL1']
460	GO:BP	GO:1900034	regulation of cellular response to heat	0.0240903116682303	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['ATR', 'ATM']
464	GO:BP	GO:0072089	stem cell proliferation	0.0241825916409774	True	"""The multiplication or reproduction of stem cells, resulting in the expansion of a stem cell population. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]"	109	100	4	15719	0.04	0.036697247706422	query_1	['GO:0008283']	['LIG4', 'BRCA2', 'XRCC5', 'TP53']
465	GO:BP	GO:0051251	positive regulation of lymphocyte activation	0.0250854835472427	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	333	100	7	15719	0.07	0.021021021021021	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC', 'KAT5']
144	REAC	REAC:R-HSA-2980766	Nuclear Envelope Breakdown	0.0253572027407744	True	Nuclear Envelope Breakdown	47	96	3	10022	0.03125	0.0638297872340425	query_1	['REAC:R-HSA-68875']	['VRK1', 'EMD', 'BANF1']
466	GO:BP	GO:0031060	regulation of histone methylation	0.0253596236079709	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0016571', 'GO:0031056']	['LMNA', 'PAXIP1', 'BRCA1']
467	GO:BP	GO:0012501	programmed cell death	0.0265530506635883	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	100	21	15719	0.21	0.0113513513513513	query_1	['GO:0008219']	['LMNA', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'MCM2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
469	GO:BP	GO:0065009	regulation of molecular function	0.0265886292763996	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	100	26	15719	0.26	0.0104838709677419	query_1	['GO:0065007']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'PRIM2', 'MCM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'MSH6']
470	GO:BP	GO:0035092	sperm DNA condensation	0.0265886292763996	True	"""The progressive compaction of the spermatid chromatin so that it reaches a level of condensation that is not compatible with nuclear activities such as transcription or DNA replication."" [GOC:bf, PMID:11735001]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006325', 'GO:0007289', 'GO:0022412']	['KAT5', 'RNF8']
468	GO:BP	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	0.0265886292763996	True	"""Any process that activates, maintains or increases the rate of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0030330', 'GO:0043516', 'GO:1901798']	['ATR', 'ATM']
104	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.026936288015601	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0000307']	['CDK2']
101	GO:CC	GO:0000806	Y chromosome	0.026936288015601	True	"""The sex chromosome present in males of species in which the male is the heterogametic sex; generally, the sex chromosome that pairs with the X chromosome in the heterogametic sex. The Y chromosome is absent from the cells of females and present in one copy in the somatic cells of males."" [GOC:mah, GOC:mr, ISBN:0582227089, PMID:20622855, Wikipedia:XY_sex-determination_system]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0000803']	['CDK2']
102	GO:CC	GO:0070557	PCNA-p21 complex	0.026936288015601	True	"""A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."" [GOC:mah, PMID:7911228, PMID:7915843]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0140513']	['PCNA']
106	GO:CC	GO:0005713	recombination nodule	0.026936288015601	True	"""An electron dense structure that is associated with meiotic chromosomes."" [GOC:elh]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0000794', 'GO:0110165']	['MLH1']
105	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.026936288015601	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0000307']	['CDK2']
103	GO:CC	GO:0005712	chiasma	0.026936288015601	True	"""A connection formed between chromatids, visible during meiosis, thought to be the point of the interchange involved in crossing-over."" [ISBN:0198506732]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0000794', 'GO:0110165']	['MLH1']
471	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.0270474576702637	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	100	4	15719	0.04	0.0353982300884955	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
496	GO:BP	GO:0097551	mitochondrial double-strand break repair	0.0273918183160775	True	"""The repair of double-strand breaks in mitochondrial DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:di, PMID:22214610]"	1	100	1	15719	0.01	1.0	query_1	['GO:0006302']	['MRE11']
486	GO:BP	GO:1904331	regulation of error-prone translesion synthesis	0.0273918183160775	True	"""Any process that modulates the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	100	1	15719	0.01	1.0	query_1	['GO:0006282', 'GO:0042276', 'GO:2000278']	['USP1']
487	GO:BP	GO:1904333	positive regulation of error-prone translesion synthesis	0.0273918183160775	True	"""Any process that activates or increases the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	100	1	15719	0.01	1.0	query_1	['GO:0042276', 'GO:0045739', 'GO:1904331', 'GO:2000573']	['USP1']
