GAPO syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
267	GO:BP	GO:0044403	biological process involved in symbiotic interaction	0.023121858600171	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	310	98	7	15719	0.0714285714285714	0.0225806451612903	query_1	['GO:0044419']	['CLEC4G', 'CHMP2A', 'IGF2R', 'RAB9A', 'HSPA8', 'VAMP8', 'FURIN']
147	GO:CC	GO:0005795	Golgi stack	0.0234014271480065	True	"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]"	134	101	4	16420	0.0396039603960396	0.0298507462686567	query_1	['GO:0098791']	['GOSR1', 'B4GALNT4', 'BET1', 'STX16']
268	GO:BP	GO:0036230	granulocyte activation	0.0235385387040579	True	"""The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [CL:0000094, GOC:nhn]"	48	98	3	15719	0.0306122448979591	0.0625	query_1	['GO:0002274']	['VAMP7', 'VAMP2', 'STX4']
269	GO:BP	GO:0072672	neutrophil extravasation	0.0235748465118009	True	"""The migration of a neutrophil from the blood vessels into the surrounding tissue."" [CL:0000775, GOC:BHF]"	14	98	2	15719	0.0204081632653061	0.1428571428571428	query_1	['GO:0045123', 'GO:1990266']	['CD99L2', 'CD99']
270	GO:BP	GO:0032984	protein-containing complex disassembly	0.0242317460869357	True	"""The disaggregation of a protein-containing macromolecular complex into its constituent components."" [GOC:mah]"	234	98	6	15719	0.0612244897959183	0.0256410256410256	query_1	['GO:0022411', 'GO:0043933']	['CHMP2A', 'SH3BP1', 'HSPA8', 'VAMP8', 'SNAP29', 'NAPA']
63	REAC	REAC:R-HSA-177504	Retrograde neurotrophin signalling	0.0254077077909537	True	Retrograde neurotrophin signalling	14	82	2	10022	0.024390243902439	0.1428571428571428	query_1	['REAC:R-HSA-187037']	['CLTC', 'DNM2']
271	GO:BP	GO:1902414	protein localization to cell junction	0.0265726045754597	True	"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]"	102	98	4	15719	0.0408163265306122	0.0392156862745098	query_1	['GO:0008104']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
272	GO:BP	GO:1905048	regulation of metallopeptidase activity	0.0265990251516139	True	"""Any process that modulates the frequency, rate or extent of metallopeptidase activity."" [GO_REF:0000059, GOC:TermGenie, PMID:26473732]"	15	98	2	15719	0.0204081632653061	0.1333333333333333	query_1	['GO:0052547']	['PICALM', 'ANTXR1']
274	GO:BP	GO:0045176	apical protein localization	0.0265990251516139	True	"""Any process in which a protein is transported to, or maintained in, apical regions of the cell."" [GOC:bf]"	15	98	2	15719	0.0204081632653061	0.1333333333333333	query_1	['GO:0008104']	['ATP8B1', 'NAPA']
273	GO:BP	GO:0097212	lysosomal membrane organization	0.0265990251516139	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosomal membrane. A lysosomal membrane is the lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:yaf, PMID:20544854]"	15	98	2	15719	0.0204081632653061	0.1333333333333333	query_1	['GO:0007040', 'GO:0061024']	['CHMP2A', 'ATP10B']
275	GO:BP	GO:0046883	regulation of hormone secretion	0.0286066328582225	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	243	98	6	15719	0.0612244897959183	0.0246913580246913	query_1	['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']	['VAMP7', 'STX1A', 'STX4', 'SNAP25', 'VAMP8', 'EIPR1']
150	GO:CC	GO:0098922	extrinsic component of dense core granule membrane	0.0296932608315315	True	"""The component of the dense core granule membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0031312', 'GO:0032127']	['STXBP5']
149	GO:CC	GO:0098575	lumenal side of lysosomal membrane	0.0296932608315315	True	"""The side (leaflet) of the lysosomal membrane that faces the lumen."" [GOC:dos]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0005765', 'GO:0098576']	['HSPA8']
148	GO:CC	GO:0098674	extrinsic component of neuronal dense core vesicle membrane	0.0296932608315315	True	"""The component of the neuronal dense core vesicle membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0098922', 'GO:0099012']	['STXBP5']
151	GO:CC	GO:0070381	endosome to plasma membrane transport vesicle	0.0296932608315315	True	"""A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane and to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah, PMID:10679016, PMID:12110576]"	2	101	1	16420	0.0099009900990099	0.5	query_1	['GO:0070382']	['PICALM']
276	GO:BP	GO:0048268	clathrin coat assembly	0.0300572535723816	True	"""The process that results in the assembly of clathrin triskelia into the ordered structure known as a clathrin cage."" [GOC:jid, PMID:11460887, PMID:11977118, PMID:9531549]"	16	98	2	15719	0.0204081632653061	0.125	query_1	['GO:0065003']	['PICALM', 'CLTC']
277	GO:BP	GO:0002252	immune effector process	0.0300711975808379	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	604	98	10	15719	0.1020408163265306	0.0165562913907284	query_1	['GO:0002376']	['VAMP7', 'CLEC4G', 'VAMP2', 'STX7', 'AP1G1', 'STX4', 'SNAP23', 'LITAF', 'STXBP1', 'VAMP8']
153	GO:CC	GO:0001891	phagocytic cup	0.03049302333415	True	"""An invagination of the cell membrane formed by an actin dependent process during phagocytosis. Following internalization it is converted into a phagosome."" [PMID:10358769]"	28	101	2	16420	0.0198019801980198	0.0714285714285714	query_1	['GO:0005886', 'GO:0110165']	['SH3BP1', 'DNM2']
152	GO:CC	GO:0032585	multivesicular body membrane	0.03049302333415	True	"""The lipid bilayer surrounding a multivesicular body."" [GOC:mah]"	28	101	2	16420	0.0198019801980198	0.0714285714285714	query_1	['GO:0005771', 'GO:0031902']	['CHMP2A', 'HGS']
64	REAC	REAC:R-HSA-177929	Signaling by EGFR	0.0310454813063971	True	Signaling by EGFR	48	82	3	10022	0.0365853658536585	0.0625	query_1	['REAC:R-HSA-9006934']	['HGS', 'STAM2', 'STAM']
278	GO:BP	GO:0010817	regulation of hormone levels	0.0313953153588248	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	98	9	15719	0.0918367346938775	0.0176125244618395	query_1	['GO:0065008']	['VAMP7', 'STX1A', 'STX4', 'SNAP25', 'SNAP23', 'VAMP8', 'EIPR1', 'FURIN', 'RAB3A']
279	GO:BP	GO:0097352	autophagosome maturation	0.0315687166963984	True	"""Removal of PI3P and Atg8/LC3 after the closure of the phagophore and before the fusion with the endosome/lysosome (e.g. mammals and insects) or vacuole (yeast), and that very likely destabilizes other Atg proteins and thus enables their efficient dissociation and recycling."" [GOC:autophagy, GOC:lf, PMID:28077293]"	54	98	3	15719	0.0306122448979591	0.0555555555555555	query_1	['GO:0016236', 'GO:0032984']	['CHMP2A', 'VAMP8', 'SNAP29']
280	GO:BP	GO:0002699	positive regulation of immune effector process	0.0316213158939982	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	249	98	6	15719	0.0612244897959183	0.0240963855421686	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['VAMP7', 'STX7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
154	GO:CC	GO:0008076	voltage-gated potassium channel complex	0.0323601401220448	True	"""A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."" [GOC:mah]"	81	101	3	16420	0.0297029702970297	0.037037037037037	query_1	['GO:0034705', 'GO:0098797']	['VAMP2', 'STX1A', 'SNAP25']
282	GO:BP	GO:0050433	regulation of catecholamine secretion	0.0328882629633386	True	"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]"	55	98	3	15719	0.0306122448979591	0.0545454545454545	query_1	['GO:0050432', 'GO:0051952', 'GO:1903530']	['SYT1', 'STX1A', 'RAB3A']
281	GO:BP	GO:0097479	synaptic vesicle localization	0.0328882629633386	True	"""Any process in which a synaptic vesicle or vesicles are transported to, and/or maintained in, a specific location."" [GOC:pr]"	55	98	3	15719	0.0306122448979591	0.0545454545454545	query_1	['GO:0051648']	['PICALM', 'DNM2', 'RAB3A']
283	GO:BP	GO:1903358	regulation of Golgi organization	0.0330908501474213	True	"""Any process that modulates the frequency, rate or extent of Golgi organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:17562788]"	17	98	2	15719	0.0204081632653061	0.1176470588235294	query_1	['GO:0007030', 'GO:0033043']	['DNM2', 'STX5']
284	GO:BP	GO:0034446	substrate adhesion-dependent cell spreading	0.0331768315259507	True	"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]"	110	98	4	15719	0.0408163265306122	0.0363636363636363	query_1	['GO:0031589']	['AP1AR', 'DNM2', 'ANTXR1', 'VAMP3']
67	REAC	REAC:R-HSA-5250982	Toxicity of tetanus toxin (tetX)	0.0346531747801913	True	Toxicity of tetanus toxin (tetX)	1	82	1	10022	0.0121951219512195	1.0	query_1	['REAC:R-HSA-168799']	['VAMP2']
66	REAC	REAC:R-HSA-171286	Synthesis and processing of ENV and VPU	0.0346531747801913	True	Synthesis and processing of ENV and VPU	1	82	1	10022	0.0121951219512195	1.0	query_1	['REAC:R-HSA-175474']	['FURIN']
65	REAC	REAC:R-HSA-9635644	Inhibition of membrane repair	0.0346531747801913	True	Inhibition of membrane repair	1	82	1	10022	0.0121951219512195	1.0	query_1	['REAC:R-HSA-9637690']	['HGS']
68	REAC	REAC:R-HSA-9694614	Attachment and Entry	0.0346652942233805	True	Attachment and Entry	17	82	2	10022	0.024390243902439	0.1176470588235294	query_1	['REAC:R-HSA-9772572']	['HSPG2', 'FURIN']
285	GO:BP	GO:0050432	catecholamine secretion	0.0359718142370187	True	"""The regulated release of catecholamines by a cell. The catecholamines are a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, GOC:ef]"	57	98	3	15719	0.0306122448979591	0.0526315789473684	query_1	['GO:0032940', 'GO:0051937']	['SYT1', 'STX1A', 'RAB3A']
287	GO:BP	GO:0002693	positive regulation of cellular extravasation	0.0363095748565229	True	"""Any process that activates or increases the frequency, rate, or extent of cellular extravasation."" [GOC:add]"	18	98	2	15719	0.0204081632653061	0.1111111111111111	query_1	['GO:0002687', 'GO:0002691', 'GO:0045123']	['CD99L2', 'CD99']
288	GO:BP	GO:2000010	positive regulation of protein localization to cell surface	0.0363095748565229	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to the cell surface."" [GOC:obol]"	18	98	2	15719	0.0204081632653061	0.1111111111111111	query_1	['GO:0034394', 'GO:1903829', 'GO:2000008']	['STX3', 'STX4']
289	GO:BP	GO:2000369	regulation of clathrin-dependent endocytosis	0.0363095748565229	True	"""Any process that modulates the frequency, rate or extent of clathrin-mediated endocytosis."" [GOC:mah]"	18	98	2	15719	0.0204081632653061	0.1111111111111111	query_1	['GO:0048259', 'GO:0072583']	['PICALM', 'DNM2']
286	GO:BP	GO:1900242	regulation of synaptic vesicle endocytosis	0.0363095748565229	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle endocytosis."" [GOC:BHF, GOC:TermGenie]"	18	98	2	15719	0.0204081632653061	0.1111111111111111	query_1	['GO:0030100', 'GO:0048488', 'GO:1903421']	['SLC17A7', 'VAMP4']
290	GO:BP	GO:0031503	protein-containing complex localization	0.0368573857163439	True	"""A localization process that acts on a protein complex; the complex is transported to, or maintained in, a specific location."" [GOC:mah]"	182	98	5	15719	0.0510204081632653	0.0274725274725274	query_1	['GO:0051179']	['STX7', 'STX3', 'STX1B', 'SNAP25', 'SNAP47']
155	GO:CC	GO:0005789	endoplasmic reticulum membrane	0.0378611570625522	True	"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]"	1090	101	13	16420	0.1287128712871287	0.0119266055045871	query_1	['GO:0031090', 'GO:0042175', 'GO:0098827']	['VAMP7', 'VTI1B', 'VTI1A', 'ATP10D', 'ATP10A', 'GOSR2', 'ATP11A', 'ATP10B', 'SCARA3', 'BET1', 'RAB9A', 'SEC22B', 'STX5']
292	GO:BP	GO:1904764	chaperone-mediated autophagy translocation complex disassembly	0.0382689636254374	True	"""The disaggregation of a chaperone-mediated autophagy translocation complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:18644871]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032984']	['HSPA8']
293	GO:BP	GO:1990832	slow axonal transport	0.0382689636254374	True	"""The directed slow movement of non-membranous molecules in nerve cell axons. It is comprised of a Slow Component a (SCa) and a Slow Component b (SCb) which differ in transport rates and protein composition."" [PMID:6378920]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0008088']	['HSPA8']
294	GO:BP	GO:1904050	positive regulation of spontaneous neurotransmitter secretion	0.0382689636254374	True	"""Any process that activates or increases the frequency, rate or extent of spontaneous neurotransmitter secretion."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:22314364]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0001956', 'GO:0061669', 'GO:1904048']	['STX1B']
295	GO:BP	GO:0071346	cellular response to type II interferon	0.0382689636254374	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]"	117	98	4	15719	0.0408163265306122	0.0341880341880341	query_1	['GO:0034341', 'GO:0071345']	['STX4', 'VAMP3', 'STXBP1', 'STX8']
296	GO:BP	GO:0106022	positive regulation of vesicle docking	0.0382689636254374	True	"""Any process that activates or increases the frequency, rate or extent of vesicle docking."" [PMID:22810233]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048278', 'GO:0048522', 'GO:0106020']	['STXBP1']
297	GO:BP	GO:1903235	positive regulation of calcium ion-dependent exocytosis of neurotransmitter	0.0382689636254374	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis of neurotransmitter."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0045956', 'GO:0048791', 'GO:1903233', 'GO:2000302']	['SYT1']
298	GO:BP	GO:1901394	positive regulation of transforming growth factor beta1 activation	0.0382689636254374	True	"""Any process that activates or increases the frequency, rate or extent of transforming growth factor beta1 activation."" [GOC:sl, GOC:TermGenie]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032914', 'GO:0036364', 'GO:1901390', 'GO:1901392']	['FURIN']
299	GO:BP	GO:1901392	regulation of transforming growth factor beta1 activation	0.0382689636254374	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta1 activation."" [GOC:sl, GOC:TermGenie]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0036364', 'GO:1901388']	['FURIN']
300	GO:BP	GO:0071245	cellular response to carbon monoxide	0.0382689636254374	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbon monoxide (CO) stimulus."" [GOC:mah]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0034465', 'GO:0071241', 'GO:1901701']	['DNM2']
291	GO:BP	GO:1905302	negative regulation of macropinocytosis	0.0382689636254374	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of macropinocytosis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:18691641]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0044351', 'GO:0048550', 'GO:1905301']	['STX1B']
301	GO:BP	GO:1901202	negative regulation of extracellular matrix assembly	0.0382689636254374	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extracellular matrix assembly."" [GOC:BHF, GOC:TermGenie]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0085029', 'GO:1901201', 'GO:1903054']	['ANTXR1']
303	GO:BP	GO:0071911	synchronous neurotransmitter secretion	0.0382689636254374	True	"""Release of neurotransmitter at the synapse that lasts for just a few milliseconds after action potential invasion."" [GOC:dsf, PMID:19477156, PMID:20643933]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0007269']	['SYT1']
302	GO:BP	GO:0007439	ectodermal digestive tract development	0.0382689636254374	True	"""The process whose specific outcome is the progression of the ectodermal digestive tract over time, from its formation to the mature structure. The ectodermal digestive tract includes those portions that are derived from ectoderm."" [GOC:curators]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048565', 'GO:0048729']	['VPS52']
310	GO:BP	GO:0097753	membrane bending	0.0382689636254374	True	"""A membrane organization process resulting in the bending of a membrane."" [GOC:krc, GOC:pr, GOC:vw, Wikipedia:Membrane_curvature]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0061024']	['PICALM']
309	GO:BP	GO:0098746	fast, calcium ion-dependent exocytosis of neurotransmitter	0.0382689636254374	True	"""The fast, initial phase of calcium ion-induced neurotransmitter release, via exocytosis, into the synaptic cleft. This depends on low affinity calcium sensors and typically begins a fraction of a millisecond after Ca2+ influx, and decays rapidly (1-10ms) with a decay constant of around 5-10ms. The underlying molecular mechanisms of this process are distinct from those of the later, slow phase of release."" [GOC:dos, GOC:pad, GOC:PARL, PMID:4405553, PMID:7809151, PMID:7954835]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048791']	['SYT1']
