GAPO syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
488	GO:CC	GO:0005795	Golgi stack	0.0185478182460356	True	"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]"	133	101	4	17376	0.0396039603960396	0.0300751879699248	query_1	['GO:0098791']	['GOSR1', 'B4GALNT4', 'BET1', 'STX16']
489	GO:BP	GO:0002252	immune effector process	0.019210973612224	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	605	101	10	17376	0.099009900990099	0.0165289256198347	query_1	['GO:0002376']	['VAMP7', 'CLEC4G', 'VAMP2', 'STX7', 'AP1G1', 'STX4', 'SNAP23', 'LITAF', 'STXBP1', 'VAMP8']
490	GO:BP	GO:0036230	granulocyte activation	0.019210973612224	True	"""The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [CL:0000094, GOC:nhn]"	48	101	3	17376	0.0297029702970297	0.0625	query_1	['GO:0002274']	['VAMP7', 'VAMP2', 'STX4']
491	REAC	REAC:R-HSA-9694614	Attachment and Entry	0.0195394356881816	True	Attachment and Entry	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['REAC:R-HSA-9772572']	['HSPG2', 'FURIN']
492	GO:BP	GO:0072672	neutrophil extravasation	0.0204144440412675	True	"""The migration of a neutrophil from the blood vessels into the surrounding tissue."" [CL:0000775, GOC:BHF]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0045123', 'GO:1990266']	['CD99L2', 'CD99']
493	GO:BP	GO:0010817	regulation of hormone levels	0.020419171349968	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	101	9	17376	0.0891089108910891	0.0176125244618395	query_1	['GO:0065008']	['VAMP7', 'STX1A', 'STX4', 'SNAP25', 'SNAP23', 'VAMP8', 'EIPR1', 'FURIN', 'RAB3A']
494	GO:BP	GO:0046883	regulation of hormone secretion	0.0205193322787618	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	243	101	6	17376	0.0594059405940594	0.0246913580246913	query_1	['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']	['VAMP7', 'STX1A', 'STX4', 'SNAP25', 'VAMP8', 'EIPR1']
495	GO:BP	GO:1902414	protein localization to cell junction	0.0205193322787618	True	"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]"	102	101	4	17376	0.0396039603960396	0.0392156862745098	query_1	['GO:0008104']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
496	GO:BP	GO:0009987	cellular process	0.021763457978703	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	101	94	17376	0.9306930693069309	0.0064966480060819	query_1	['GO:0008150']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'CLEC4G', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'CD99L2', 'COLEC12', 'PICALM', 'STAM2', 'CD99', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'PILRA', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'PILRB', 'SYNRG', 'STAM', 'ZFAND5', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'NID2', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
497	GO:BP	GO:0002699	positive regulation of immune effector process	0.0224742235113903	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	248	101	6	17376	0.0594059405940594	0.0241935483870967	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['VAMP7', 'STX7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
498	REAC	REAC:R-HSA-171286	Synthesis and processing of ENV and VPU	0.0226220695833948	True	Synthesis and processing of ENV and VPU	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-175474']	['FURIN']
499	REAC	REAC:R-HSA-5250982	Toxicity of tetanus toxin (tetX)	0.0226220695833948	True	Toxicity of tetanus toxin (tetX)	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-168799']	['VAMP2']
500	REAC	REAC:R-HSA-9635644	Inhibition of membrane repair	0.0226220695833948	True	Inhibition of membrane repair	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9637690']	['HGS']
501	REAC	REAC:R-HSA-449147	Signaling by Interleukins	0.0227837345196845	True	Signaling by Interleukins	468	101	8	17376	0.0792079207920792	0.017094017094017	query_1	['REAC:R-HSA-1280215']	['VAMP7', 'VAMP2', 'STX1A', 'STX3', 'STX4', 'SNAP25', 'TXLNA', 'HSPA8']
502	GO:BP	GO:1905048	regulation of metallopeptidase activity	0.0227956548045629	True	"""Any process that modulates the frequency, rate or extent of metallopeptidase activity."" [GO_REF:0000059, GOC:TermGenie, PMID:26473732]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0052547']	['PICALM', 'ANTXR1']
503	GO:BP	GO:0097212	lysosomal membrane organization	0.0227956548045629	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosomal membrane. A lysosomal membrane is the lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:yaf, PMID:20544854]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0007040', 'GO:0061024']	['CHMP2A', 'ATP10B']
504	GO:BP	GO:0045176	apical protein localization	0.0227956548045629	True	"""Any process in which a protein is transported to, or maintained in, apical regions of the cell."" [GOC:bf]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0008104']	['ATP8B1', 'NAPA']
505	GO:CC	GO:0005789	endoplasmic reticulum membrane	0.0257139489854058	True	"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]"	1092	101	13	17376	0.1287128712871287	0.0119047619047619	query_1	['GO:0031090', 'GO:0042175', 'GO:0098827']	['VAMP7', 'VTI1B', 'VTI1A', 'ATP10D', 'ATP10A', 'GOSR2', 'ATP11A', 'ATP10B', 'SCARA3', 'BET1', 'RAB9A', 'SEC22B', 'STX5']
506	GO:BP	GO:0048268	clathrin coat assembly	0.0258182495416753	True	"""The process that results in the assembly of clathrin triskelia into the ordered structure known as a clathrin cage."" [GOC:jid, PMID:11460887, PMID:11977118, PMID:9531549]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0065003']	['PICALM', 'CLTC']
507	GO:BP	GO:0097352	autophagosome maturation	0.0258182495416753	True	"""Removal of PI3P and Atg8/LC3 after the closure of the phagophore and before the fusion with the endosome/lysosome (e.g. mammals and insects) or vacuole (yeast), and that very likely destabilizes other Atg proteins and thus enables their efficient dissociation and recycling."" [GOC:autophagy, GOC:lf, PMID:28077293]"	54	101	3	17376	0.0297029702970297	0.0555555555555555	query_1	['GO:0016236', 'GO:0032984']	['CHMP2A', 'VAMP8', 'SNAP29']
508	GO:BP	GO:0034446	substrate adhesion-dependent cell spreading	0.026149474114316	True	"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]"	110	101	4	17376	0.0396039603960396	0.0363636363636363	query_1	['GO:0031589']	['AP1AR', 'DNM2', 'ANTXR1', 'VAMP3']
509	GO:CC	GO:0098827	endoplasmic reticulum subcompartment	0.0262854478502115	True	"""A distinct region of the endoplasmic reticulum."" [GOC:dos]"	1096	101	13	17376	0.1287128712871287	0.0118613138686131	query_1	['GO:0005783', 'GO:0031984']	['VAMP7', 'VTI1B', 'VTI1A', 'ATP10D', 'ATP10A', 'GOSR2', 'ATP11A', 'ATP10B', 'SCARA3', 'BET1', 'RAB9A', 'SEC22B', 'STX5']
510	REAC	REAC:R-HSA-446203	Asparagine N-linked glycosylation	0.0266829002708604	True	Asparagine N-linked glycosylation	291	101	6	17376	0.0594059405940594	0.0206185567010309	query_1	['REAC:R-HSA-597592']	['GOSR1', 'GOSR2', 'BET1', 'SEC22B', 'NAPA', 'STX5']
511	GO:BP	GO:0097479	synaptic vesicle localization	0.026907430175126	True	"""Any process in which a synaptic vesicle or vesicles are transported to, and/or maintained in, a specific location."" [GOC:pr]"	55	101	3	17376	0.0297029702970297	0.0545454545454545	query_1	['GO:0051648']	['PICALM', 'DNM2', 'RAB3A']
512	GO:BP	GO:0050433	regulation of catecholamine secretion	0.026907430175126	True	"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]"	55	101	3	17376	0.0297029702970297	0.0545454545454545	query_1	['GO:0050432', 'GO:0051952', 'GO:1903530']	['SYT1', 'STX1A', 'RAB3A']
513	GO:CC	GO:0070381	endosome to plasma membrane transport vesicle	0.0269985675911329	True	"""A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane and to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah, PMID:10679016, PMID:12110576]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0070382']	['PICALM']
514	GO:CC	GO:0098674	extrinsic component of neuronal dense core vesicle membrane	0.0269985675911329	True	"""The component of the neuronal dense core vesicle membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0098922', 'GO:0099012']	['STXBP5']
515	GO:CC	GO:0098922	extrinsic component of dense core granule membrane	0.0269985675911329	True	"""The component of the dense core granule membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0031312', 'GO:0032127']	['STXBP5']
516	GO:CC	GO:0032585	multivesicular body membrane	0.0269985675911329	True	"""The lipid bilayer surrounding a multivesicular body."" [GOC:mah]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0005771', 'GO:0031902']	['CHMP2A', 'HGS']
517	GO:CC	GO:0098575	lumenal side of lysosomal membrane	0.0269985675911329	True	"""The side (leaflet) of the lysosomal membrane that faces the lumen."" [GOC:dos]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0005765', 'GO:0098576']	['HSPA8']
518	GO:CC	GO:0001891	phagocytic cup	0.0269985675911329	True	"""An invagination of the cell membrane formed by an actin dependent process during phagocytosis. Following internalization it is converted into a phagosome."" [PMID:10358769]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0005886', 'GO:0110165']	['SH3BP1', 'DNM2']
519	GO:CC	GO:0008076	voltage-gated potassium channel complex	0.0271284938302704	True	"""A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."" [GOC:mah]"	81	101	3	17376	0.0297029702970297	0.037037037037037	query_1	['GO:0034705', 'GO:0098797']	['VAMP2', 'STX1A', 'SNAP25']
520	GO:BP	GO:0031503	protein-containing complex localization	0.0280581741550653	True	"""A localization process that acts on a protein complex; the complex is transported to, or maintained in, a specific location."" [GOC:mah]"	182	101	5	17376	0.0495049504950495	0.0274725274725274	query_1	['GO:0051179']	['STX7', 'STX3', 'STX1B', 'SNAP25', 'SNAP47']
521	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	0.028141976614571	True	"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	1113	101	13	17376	0.1287128712871287	0.0116801437556154	query_1	['GO:0012505', 'GO:0016020']	['VAMP7', 'VTI1B', 'VTI1A', 'ATP10D', 'ATP10A', 'GOSR2', 'ATP11A', 'ATP10B', 'SCARA3', 'BET1', 'RAB9A', 'SEC22B', 'STX5']
522	GO:BP	GO:1903358	regulation of Golgi organization	0.0285885065296739	True	"""Any process that modulates the frequency, rate or extent of Golgi organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:17562788]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0007030', 'GO:0033043']	['DNM2', 'STX5']
523	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	0.0290681156668871	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	704	101	10	17376	0.099009900990099	0.0142045454545454	query_1	['REAC:R-HSA-162582']	['HGS', 'PICALM', 'STAM2', 'CLTC', 'SH3BP1', 'STAM', 'SNAP23', 'RAB9A', 'VAMP3', 'STX5']
524	REAC	REAC:R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.0290681156668871	True	Translocation of SLC2A4 (GLUT4) to the plasma membrane	70	101	3	17376	0.0297029702970297	0.0428571428571428	query_1	['REAC:R-HSA-199991']	['VAMP2', 'STX4', 'SNAP23']
525	GO:BP	GO:0050432	catecholamine secretion	0.0294498388141415	True	"""The regulated release of catecholamines by a cell. The catecholamines are a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, GOC:ef]"	57	101	3	17376	0.0297029702970297	0.0526315789473684	query_1	['GO:0032940', 'GO:0051937']	['SYT1', 'STX1A', 'RAB3A']
526	GO:BP	GO:0090150	establishment of protein localization to membrane	0.0297571620612419	True	"""The directed movement of a protein to a specific location in a membrane."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	265	101	6	17376	0.0594059405940594	0.0226415094339622	query_1	['GO:0045184', 'GO:0072657']	['VAMP2', 'STX3', 'STX1B', 'SNAP25', 'VAMP3', 'SNAP47']
527	GO:BP	GO:2000369	regulation of clathrin-dependent endocytosis	0.0313427173185964	True	"""Any process that modulates the frequency, rate or extent of clathrin-mediated endocytosis."" [GOC:mah]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0048259', 'GO:0072583']	['PICALM', 'DNM2']
528	GO:BP	GO:0002693	positive regulation of cellular extravasation	0.0313427173185964	True	"""Any process that activates or increases the frequency, rate, or extent of cellular extravasation."" [GOC:add]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0002687', 'GO:0002691', 'GO:0045123']	['CD99L2', 'CD99']
529	GO:BP	GO:1900242	regulation of synaptic vesicle endocytosis	0.0313427173185964	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle endocytosis."" [GOC:BHF, GOC:TermGenie]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0030100', 'GO:0048488', 'GO:1903421']	['SLC17A7', 'VAMP4']
530	GO:BP	GO:0071346	cellular response to type II interferon	0.0313427173185964	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]"	117	101	4	17376	0.0396039603960396	0.0341880341880341	query_1	['GO:0034341', 'GO:0071345']	['STX4', 'VAMP3', 'STXBP1', 'STX8']
531	GO:BP	GO:2000010	positive regulation of protein localization to cell surface	0.0313427173185964	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to the cell surface."" [GOC:obol]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0034394', 'GO:1903829', 'GO:2000008']	['STX3', 'STX4']
532	GO:CC	GO:0031091	platelet alpha granule	0.0334709775464547	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	88	101	3	17376	0.0297029702970297	0.034090909090909	query_1	['GO:0030141']	['VAMP7', 'VTI1B', 'STXBP1']
533	GO:BP	GO:0030073	insulin secretion	0.0340662239811685	True	"""The regulated release of proinsulin from secretory granules accompanied by cleavage of proinsulin to form mature insulin. In vertebrates, insulin is secreted from B granules in the B cells of the vertebrate pancreas and from insulin-producing cells in insects."" [GOC:mah, ISBN:0198506732]"	192	101	5	17376	0.0495049504950495	0.0260416666666666	query_1	['GO:0009306', 'GO:0030072']	['STX1A', 'STX4', 'SNAP25', 'EIPR1', 'RAB3A']
