Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
828	GO:BP	GO:2000142	regulation of DNA-templated transcription initiation	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of DNA-templated transcription initiation."" [GOC:mah, GOC:txnOH]"	80	102	3	17376	0.0294117647058823	0.0375	query_1	['GO:0006352', 'GO:0006355']	['PAXIP1', 'ERCC1', 'TP53']
829	GO:BP	GO:1990683	DNA double-strand break attachment to nuclear envelope	0.044521626965136	True	"""A process in which the DNA double-strand breaks are attached to the inner surface of the nuclear envelope proximal to the spindle pole body, or iMTOCs."" [PMID:24943839]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0097240']	['LMNA']
830	GO:BP	GO:0071707	immunoglobulin heavy chain V-D-J recombination	0.044521626965136	True	"""The process in which immunoglobulin heavy chain V, D, and J gene segments are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781735149]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0033152']	['POLB']
831	GO:BP	GO:1905221	positive regulation of platelet formation	0.044521626965136	True	"""Any process that activates or increases the frequency, rate or extent of platelet formation."" [GO_REF:0000058, GOC:TermGenie, PMID:10606160]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0010770', 'GO:0030220', 'GO:0045639', 'GO:1905219']	['PRKDC']
832	GO:BP	GO:0009651	response to salt stress	0.044521626965136	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."" [GOC:jl]"	28	102	2	17376	0.0196078431372549	0.0714285714285714	query_1	['GO:0006970']	['XRCC5', 'TP53']
833	GO:BP	GO:0051257	meiotic spindle midzone assembly	0.044521626965136	True	"""The formation of the spindle midzone, the area in the center of the spindle where the spindle microtubules from opposite poles overlap, as a part of the process of meiosis."" [GOC:ai, GOC:expert_rg, GOC:tb]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0051255', 'GO:0140013', 'GO:1903046']	['MLH1']
834	GO:BP	GO:1904882	regulation of telomerase catalytic core complex assembly	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0043254', 'GO:1904868']	['ATM']
835	GO:BP	GO:0062098	regulation of programmed necrotic cell death	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]"	28	102	2	17376	0.0196078431372549	0.0714285714285714	query_1	['GO:0010939', 'GO:0043067', 'GO:0097300']	['PARP1', 'TP53']
836	GO:BP	GO:1903109	positive regulation of mitochondrial transcription	0.044521626965136	True	"""Any process that activates or increases the frequency, rate or extent of transcription occuring in the mitochondrion."" [GO_REF:0000058, GOC:TermGenie, PMID:21357609]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0006390', 'GO:0045893', 'GO:1903108']	['CHCHD10']
837	GO:BP	GO:0032298	positive regulation of DNA-templated DNA replication initiation	0.044521626965136	True	"""Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."" [GOC:mah]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0006270', 'GO:0030174', 'GO:2000105']	['CDK2']
838	GO:BP	GO:1901859	negative regulation of mitochondrial DNA metabolic process	0.044521626965136	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mitochondrial DNA metabolic process."" [GOC:TermGenie, GOC:yaf, PMID:23150719]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0032042', 'GO:0051053', 'GO:1901858']	['LIG3']
839	GO:BP	GO:0051347	positive regulation of transferase activity	0.044521626965136	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	519	102	8	17376	0.0784313725490196	0.0154142581888246	query_1	['GO:0043085', 'GO:0051338']	['NBN', 'RAD50', 'XRCC6', 'PCNA', 'XRCC5', 'MRE11', 'PRIM2', 'PNKP']
840	GO:BP	GO:1905089	regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of a parkin-mediated process that positively regulates mitophagy in response to mitochondrial depolarization."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:26942284]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0061734', 'GO:0080135', 'GO:1901524']	['VDAC1']
841	GO:BP	GO:0031930	mitochondria-nucleus signaling pathway	0.044521626965136	True	"""The series of molecular signals that forms a pathway of communication from the mitochondria to the nucleus and initiates cellular changes in response to changes in mitochondrial function."" [GOC:jh, PMID:15068799]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0007165']	['CHCHD10']
842	GO:BP	GO:0061647	histone H3-K9 modification	0.044521626965136	True	"""The modification of histone H3 at a lysine in position 9 of the histone."" [GOC:vw]"	28	102	2	17376	0.0196078431372549	0.0714285714285714	query_1	['GO:0016570']	['LMNA', 'BRCA1']
843	GO:BP	GO:0033567	DNA replication, Okazaki fragment processing	0.044521626965136	True	"""The DNA metabolic process, occurring during lagging strand synthesis, by which RNA primers are removed from Okazaki fragments, the resulting gaps filled by DNA polymerization, and the ends ligated to form a continuous strand."" [GOC:mah, ISBN:0716720094]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0006259', 'GO:0006273']	['LIG1']
844	GO:BP	GO:1904357	negative regulation of telomere maintenance via telomere lengthening	0.044521626965136	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere maintenance via telomere lengthening."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	28	102	2	17376	0.0196078431372549	0.0714285714285714	query_1	['GO:0010833', 'GO:0032205', 'GO:1904356']	['PARP1', 'ERCC4']
845	GO:BP	GO:1904161	DNA synthesis involved in UV-damage excision repair	0.044521626965136	True	"""Any DNA synthesis that is involved in UV-damage excision repair."" [GO_REF:0000060, GOC:TermGenie, PMID:10704216]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0000731', 'GO:0070914']	['POLD3']
846	GO:BP	GO:0051311	meiotic metaphase plate congression	0.044521626965136	True	"""The cell cycle process in which chromosomes are aligned at the metaphase plate, a plane halfway between the poles of the meiotic spindle, during meiosis."" [GOC:ai]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0045132', 'GO:0051310', 'GO:1903046']	['MLH1']
847	GO:BP	GO:1904884	positive regulation of telomerase catalytic core complex assembly	0.044521626965136	True	"""Any process that activates or increases the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0031334', 'GO:1904868', 'GO:1904882']	['ATM']
848	GO:BP	GO:0110097	regulation of calcium import into the mitochondrion	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of calcium import into the mitochondrion."" [GOC:sl, PMID:24085037]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0036444', 'GO:1903169']	['VDAC1']
849	GO:BP	GO:1904743	negative regulation of telomeric DNA binding	0.044521626965136	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:24415760]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0043392', 'GO:1904742']	['ERCC4']
850	GO:BP	GO:1904868	telomerase catalytic core complex assembly	0.044521626965136	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase catalytic core complex."" [GO_REF:0000079, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:1905323']	['ATM']
851	GO:BP	GO:1904875	regulation of DNA ligase activity	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of DNA ligase activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:TermGenie, PMID:17389648]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0051105', 'GO:0051340']	['XRCC1']
852	GO:BP	GO:0043007	maintenance of rDNA	0.044521626965136	True	"""Any process involved in sustaining the fidelity and copy number of rDNA repeats."" [GOC:vw, PMID:14528010]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0043570']	['RMI2']
853	GO:BP	GO:0031441	negative regulation of mRNA 3'-end processing	0.044521626965136	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of mRNA 3'-end processing."" [GOC:mah]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0031124', 'GO:0031440', 'GO:0050686']	['BARD1']
854	GO:BP	GO:0010821	regulation of mitochondrion organization	0.0448012681429867	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion."" [GOC:dph, GOC:tb]"	150	102	4	17376	0.0392156862745098	0.0266666666666666	query_1	['GO:0007005', 'GO:0033043']	['LMNA', 'VDAC1', 'TP53', 'CHCHD10']
855	GO:BP	GO:0070828	heterochromatin organization	0.0456133684092909	True	"""Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."" [GOC:mah]"	81	102	3	17376	0.0294117647058823	0.037037037037037	query_1	['GO:0006338']	['LMNA', 'POLE3', 'CDK2']
856	GO:BP	GO:0007420	brain development	0.0461839058717769	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	746	102	10	17376	0.0980392156862745	0.0134048257372654	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53']
857	GO:BP	GO:0008219	cell death	0.0462756406383517	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2010	102	20	17376	0.196078431372549	0.0099502487562189	query_1	['GO:0009987']	['LMNA', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'VDAC1', 'APEX1', 'BRCA1', 'PRKDC', 'BARD1', 'POLB', 'TP53', 'CHCHD10', 'MSH6']
858	GO:CC	GO:0008623	CHRAC	0.0467381550050017	True	"""An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and additional small histone fold subunits (generally two of these, but Xenopus has only one and some additional non-conserved subunits). CHRAC plays roles in the regulation of RNA polymerase II transcription and in DNA replication and repair."" [GOC:bf, GOC:krc, PMID:15284901, PMID:16568949, PMID:21810179, PMID:9252192]"	4	102	1	17376	0.0098039215686274	0.25	query_1	['GO:0031010']	['POLE3']
859	GO:CC	GO:0097124	cyclin A2-CDK2 complex	0.0467381550050017	True	"""A protein complex consisting of cyclin A2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	4	102	1	17376	0.0098039215686274	0.25	query_1	['GO:0000307']	['CDK2']
860	GO:BP	GO:0051569	regulation of histone H3-K4 methylation	0.0470982284091245	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:ai]"	29	102	2	17376	0.0196078431372549	0.0689655172413793	query_1	['GO:0031060', 'GO:0051568']	['PAXIP1', 'BRCA1']
861	REAC	REAC:R-HSA-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	0.0471999944813357	True	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	4	102	1	17376	0.0098039215686274	0.25	query_1	['REAC:R-HSA-69202']	['CDK2']
862	REAC	REAC:R-HSA-69895	Transcriptional  activation of  cell cycle inhibitor p21 	0.0471999944813357	True	Transcriptional  activation of  cell cycle inhibitor p21 	4	102	1	17376	0.0098039215686274	0.25	query_1	['REAC:R-HSA-69560']	['TP53']
863	REAC	REAC:R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	0.0471999944813357	True	APOBEC3G mediated resistance to HIV-1 infection	4	102	1	17376	0.0098039215686274	0.25	query_1	['REAC:R-HSA-162909']	['BANF1']
864	REAC	REAC:R-HSA-69560	Transcriptional activation of p53 responsive genes  	0.0471999944813357	True	Transcriptional activation of p53 responsive genes  	4	102	1	17376	0.0098039215686274	0.25	query_1	['REAC:R-HSA-69563']	['TP53']
865	GO:BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	0.0483623823250671	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	83	102	3	17376	0.0294117647058823	0.036144578313253	query_1	['GO:0072331', 'GO:0097193']	['MSH2', 'BRCA2', 'TP53']
866	GO:BP	GO:0007292	female gamete generation	0.0484309051031359	True	"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]"	154	102	4	17376	0.0392156862745098	0.0259740259740259	query_1	['GO:0007276']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
867	GO:BP	GO:0050865	regulation of cell activation	0.0489353553520032	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	641	102	9	17376	0.088235294117647	0.0140405616224648	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC']
868	GO:BP	GO:0045814	negative regulation of gene expression, epigenetic	0.049677449017538	True	"""An epigenetic process that silences gene expression at specific genomic regions through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA."" [PMID:22243696]"	84	102	3	17376	0.0294117647058823	0.0357142857142857	query_1	['GO:0010629', 'GO:0040029']	['LMNA', 'POLE3', 'CDK2']
