Keppen-Lubinsky syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
395	GO:BP	GO:0051962	positive regulation of nervous system development	0.0415548702223473	True	"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	262	99	6	15719	0.0606060606060606	0.0229007633587786	query_1	['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']	['PLXNB1', 'PLXNA2', 'NRP1', 'SEMA4D', 'PLXNA1', 'RGS14']
396	GO:BP	GO:0038193	thromboxane A2 signaling pathway	0.0415548702223473	True	"""A G protein-coupled receptor signaling pathway initiated by thromboxane A2 binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:nhn, PMID:15893915]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007186']	['TBXA2R']
397	GO:BP	GO:2000559	regulation of CD24 production	0.0415548702223473	True	"""Any process that modulates the frequency, rate or extent of CD24 biosynthetic process."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0010559', 'GO:0035724']	['PLCB1']
389	GO:BP	GO:0071800	podosome assembly	0.0415548702223473	True	"""The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell."" [GOC:mah, GOC:sl]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0065003', 'GO:0140694']	['RHOA', 'FARP2']
378	GO:BP	GO:0001812	positive regulation of type I hypersensitivity	0.0415548702223473	True	"""Any process that activates or increases the frequency, rate or extent of type I hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001810', 'GO:0002885', 'GO:0002891', 'GO:0016068']	['BTK']
384	GO:BP	GO:0097087	interleukin-17A production	0.0415548702223473	True	"""The appearance of interleukin-17A due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rv, PMID:27901018]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0032620']	['BTK']
376	GO:BP	GO:0002368	B cell cytokine production	0.0415548702223473	True	"""Any process that contributes to cytokine production by a B cell."" [GOC:add, ISBN:0781735149]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0002367', 'GO:0019724']	['BTK']
356	GO:BP	GO:1903697	negative regulation of microvillus assembly	0.0415548702223473	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of microvillus assembly."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:22797597]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0030033', 'GO:0032534', 'GO:0120033']	['RAP1GAP']
358	GO:BP	GO:1904441	regulation of thyroid gland epithelial cell proliferation	0.0415548702223473	True	"""Any process that modulates the frequency, rate or extent of thyroid gland epithelial cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:17646383]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0050678', 'GO:1990789']	['RAP1GAP']
377	GO:BP	GO:0001998	angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure	0.0415548702223473	True	"""The decrease in blood vessel diameter as a result of the release of angiotensin into the blood stream."" [GOC:mtg_cardio, GOC:pr, ISBN:0721643949]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0002034', 'GO:0003084', 'GO:0042310']	['RHOA']
360	GO:BP	GO:1905630	response to glyceraldehyde	0.0415548702223473	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glyceraldehyde stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:11377826]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0034284']	['PLCB1']
361	GO:BP	GO:1905040	otic placode development	0.0415548702223473	True	"""The process whose specific outcome is the progression of an otic placode over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:bf, GOC:mat, GOC:PARL, GOC:TermGenie, PMID:18356247]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0071696']	['NRP1']
362	GO:BP	GO:1904442	negative regulation of thyroid gland epithelial cell proliferation	0.0415548702223473	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of thyroid gland epithelial cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:17646383]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0050680', 'GO:0051093', 'GO:0051241', 'GO:1904441', 'GO:1990789']	['RAP1GAP']
363	GO:BP	GO:0000304	response to singlet oxygen	0.0415548702223473	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a singlet oxygen stimulus. Singlet oxygen is a dioxygen (O2) molecule in which two 2p electrons have similar spin. Singlet oxygen is more highly reactive than the form in which these electrons are of opposite spin, and it is produced in mutant chloroplasts lacking carotenoids and by leukocytes during metabolic burst."" [GOC:krc, ISBN:0124325653, ISBN:0198506732]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0000302', 'GO:0010035']	['FYN']
364	GO:BP	GO:0150151	regulation of interleukin-17A production	0.0415548702223473	True	"""Any process that modulates the frequency, rate or extent of interleukin-17A production."" [GOC:aruk, PMID:27901018]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0032660', 'GO:0097087']	['BTK']
365	GO:BP	GO:0031344	regulation of cell projection organization	0.0415548702223473	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	630	99	10	15719	0.101010101010101	0.0158730158730158	query_1	['GO:0030030', 'GO:0051128']	['PLXNB1', 'PLXNA2', 'RAP1GAP', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'NRP1', 'SEMA4D', 'PLXNA1']
359	GO:BP	GO:1904695	positive regulation of vascular associated smooth muscle contraction	0.0415548702223473	True	"""Any process that activates or increases the frequency, rate or extent of vascular smooth muscle contraction."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22158624]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003056', 'GO:0014829', 'GO:0045907', 'GO:0045987']	['RHOA']
367	GO:BP	GO:0021808	cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration	0.0415548702223473	True	"""The process that results in the fluctuations in intracellular calcium that are responsible for the initiation of movement as a component of the process of cerebral cortex glial-mediated radial migration."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0019722', 'GO:0021806']	['P2RY12']
366	GO:BP	GO:0150153	positive regulation of interleukin-17A production	0.0415548702223473	True	"""Any process that activates or increases the frequency, rate or extent of interleukin-17A production."" [GOC:aruk]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0032740', 'GO:0097087', 'GO:0150151']	['BTK']
375	GO:BP	GO:0002721	regulation of B cell cytokine production	0.0415548702223473	True	"""Any process that modulates the frequency, rate, or extent of B cell cytokine production."" [GOC:add]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0002368', 'GO:0002712', 'GO:0002718']	['BTK']
374	GO:BP	GO:0003245	cardiac muscle tissue growth involved in heart morphogenesis	0.0415548702223473	True	"""The developmental growth of cardiac muscle tissue that contributes to the shaping of the heart."" [GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003241', 'GO:0055008', 'GO:0055017']	['S1PR1']
373	GO:BP	GO:0006837	serotonin transport	0.0415548702223473	True	"""The directed movement of serotonin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Serotonin (5-hydroxytryptamine) is a monoamine neurotransmitter occurring in the peripheral and central nervous systems."" [GOC:ai]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0015844', 'GO:0015850']	['HTR1B', 'HTR1A']
357	GO:BP	GO:1905631	cellular response to glyceraldehyde	0.0415548702223473	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glyceraldehyde stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:11377826]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0071326', 'GO:1905630']	['PLCB1']
371	GO:BP	GO:0031345	negative regulation of cell projection organization	0.0415548702223473	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	183	99	5	15719	0.0505050505050505	0.0273224043715847	query_1	['GO:0030030', 'GO:0031344', 'GO:0051129']	['RAP1GAP', 'FYN', 'RHOA', 'NRP1', 'SEMA4D']
370	GO:BP	GO:0010975	regulation of neuron projection development	0.0415548702223473	True	"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	430	99	8	15719	0.0808080808080808	0.0186046511627906	query_1	['GO:0031175', 'GO:0120035']	['PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'RHOA', 'NRP1', 'SEMA4D', 'PLXNA1']
369	GO:BP	GO:0014861	regulation of skeletal muscle contraction via regulation of action potential	0.0415548702223473	True	"""Any process that modulates the frequency, rate or extent of skeletal muscle contraction by depolarization of muscle membrane and ionic fluxes."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:mtg_muscle]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0014819', 'GO:0098900', 'GO:0100001']	['KCNJ2']
372	GO:BP	GO:0010070	zygote asymmetric cell division	0.0415548702223473	True	"""The division of the zygote into two daughter cells that will adopt developmentally distinct potentials."" [GOC:tb]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0008356']	['RGS14']
368	GO:BP	GO:0021806	initiation of movement involved in cerebral cortex radial glia guided migration	0.0415548702223473	True	"""The initial stages of cell motility involved in the glial-mediated movement of cells in the developing cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001667', 'GO:0021814', 'GO:0048869']	['P2RY12']
68	GO:CC	GO:0098978	glutamatergic synapse	0.0418329797566092	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	404	100	7	16420	0.07	0.0173267326732673	query_1	['GO:0045202']	['PLCB1', 'GABBR1', 'RHOA', 'KCNJ2', 'NRP1', 'ADRA2A', 'RGS14']
69	GO:CC	GO:1990351	transporter complex	0.0418329797566092	True	"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]"	403	100	7	16420	0.07	0.0173697270471464	query_1	['GO:0032991']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
398	GO:BP	GO:0010647	positive regulation of cell communication	0.0421077669199777	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	99	19	15719	0.1919191919191919	0.0115642118076688	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['GNA11', 'PLXNB1', 'PRKCA', 'GNAI2', 'PLCB1', 'MTNR1B', 'GABBR1', 'PTK7', 'FYN', 'ADRA2C', 'PDCL', 'RHOA', 'P2RY12', 'GNAS', 'OCIAD1', 'NRP1', 'SEMA4D', 'ADRA2A', 'RGS14']
399	GO:BP	GO:0010648	negative regulation of cell communication	0.0421736088492486	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	99	16	15719	0.1616161616161616	0.0124320124320124	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['GNAI2', 'MTNR1B', 'GABBR1', 'RHOA', 'BTN2A2', 'RGS12', 'RGS20', 'HTR1B', 'PTGIR', 'GNAI3', 'RGS17', 'NRP1', 'GNAZ', 'ADRA2A', 'RGS7', 'RGS14']
400	GO:BP	GO:0023057	negative regulation of signaling	0.0423766848024689	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1288	99	16	15719	0.1616161616161616	0.0124223602484472	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['GNAI2', 'MTNR1B', 'GABBR1', 'RHOA', 'BTN2A2', 'RGS12', 'RGS20', 'HTR1B', 'PTGIR', 'GNAI3', 'RGS17', 'NRP1', 'GNAZ', 'ADRA2A', 'RGS7', 'RGS14']
70	GO:CC	GO:0099154	serotonergic synapse	0.0427589679398655	True	"""A synapse that uses serotonin as a neurotransmitter."" [GOC:dos]"	2	100	1	16420	0.01	0.5	query_1	['GO:0045202']	['HTR1B']
110	REAC	REAC:R-HSA-9729555	Sensory perception of sour taste	0.0431629900002566	True	Sensory perception of sour taste	2	84	1	10022	0.0119047619047619	0.5	query_1	['REAC:R-HSA-9717189']	['KCNJ2']
111	REAC	REAC:R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	0.0435647397279419	True	Synthesis of IP3 and IP4 in the cytosol	24	84	2	10022	0.0238095238095238	0.0833333333333333	query_1	['REAC:R-HSA-1483249']	['PLCB1', 'PLCB3']
402	GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	0.0451524851410785	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	848	99	12	15719	0.1212121212121212	0.0141509433962264	query_1	['GO:0009653', 'GO:0050793']	['TBXA2R', 'PLXNB1', 'PLXNA2', 'PRKCA', 'PTK7', 'FYN', 'RHOA', 'GNA13', 'NRP1', 'SEMA4D', 'GNA12', 'PLXNA1']
401	GO:BP	GO:0035089	establishment of apical/basal cell polarity	0.0451524851410785	True	"""The specification and formation of the polarity of a cell along its apical/basal axis."" [GOC:bf]"	20	99	2	15719	0.0202020202020202	0.1	query_1	['GO:0035088', 'GO:0061162']	['PTK7', 'RHOA']
403	GO:BP	GO:0007420	brain development	0.0459396109336067	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	744	99	11	15719	0.1111111111111111	0.0147849462365591	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['PLXNA2', 'PLCB1', 'GNB4', 'FYN', 'RHOA', 'P2RY12', 'GNAI3', 'S1PR1', 'NRP1', 'RGS7', 'PLXNA1']
112	REAC	REAC:R-HSA-2424491	DAP12 signaling	0.0466813649576512	True	DAP12 signaling	25	84	2	10022	0.0238095238095238	0.08	query_1	['REAC:R-HSA-2172127']	['FYN', 'BTK']
404	GO:BP	GO:0030073	insulin secretion	0.0474332982089562	True	"""The regulated release of proinsulin from secretory granules accompanied by cleavage of proinsulin to form mature insulin. In vertebrates, insulin is secreted from B granules in the B cells of the vertebrate pancreas and from insulin-producing cells in insects."" [GOC:mah, ISBN:0198506732]"	192	99	5	15719	0.0505050505050505	0.0260416666666666	query_1	['GO:0009306', 'GO:0030072']	['GNA11', 'PLCB1', 'MTNR1B', 'GNAZ', 'ADRA2A']
113	REAC	REAC:R-HSA-9675108	Nervous system development	0.0480258088077267	True	Nervous system development	564	84	10	10022	0.119047619047619	0.0177304964539007	query_1	['REAC:R-HSA-1266738']	['PLXNB1', 'PLXNA2', 'PRKCA', 'RAP1GAP', 'FYN', 'RHOA', 'NRP1', 'FARP2', 'SEMA4D', 'PLXNA1']
