Wiedemann-Rautenstrauch syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1314	GO:BP	GO:0097305	response to alcohol	0.0128115529471732	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	101	6	17376	0.0594059405940594	0.024	query_1	['GO:0010033', 'GO:1901700']	['FYN', 'CDH1', 'PTK2B', 'VCAM1', 'ADAM15', 'CBL']
1315	GO:BP	GO:0032147	activation of protein kinase activity	0.0128115529471732	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	101	4	17376	0.0396039603960396	0.0377358490566037	query_1	['GO:0045860']	['SRC', 'ITGB3', 'PTK2B', 'VEGFA']
1316	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0128115529471732	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	101	4	17376	0.0396039603960396	0.0377358490566037	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'HSP90AA1', 'AGRN']
1317	GO:BP	GO:0051496	positive regulation of stress fiber assembly	0.012917233888107	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	52	101	3	17376	0.0297029702970297	0.0576923076923076	query_1	['GO:0032233', 'GO:0043149', 'GO:0051492']	['TGFB3', 'PXN', 'APOA1']
1318	GO:BP	GO:0051656	establishment of organelle localization	0.0133171360456959	True	"""The directed movement of an organelle to a specific location."" [GOC:ai]"	429	101	8	17376	0.0792079207920792	0.0186480186480186	query_1	['GO:0051234', 'GO:0051640']	['ITGB1', 'ITGA4', 'LAT', 'LYN', 'LMNB2', 'SYK', 'UXT', 'CBL']
1319	GO:BP	GO:0003008	system process	0.0135586176978367	True	"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]"	1815	101	20	17376	0.198019801980198	0.0110192837465564	query_1	['GO:0032501']	['ITGB1', 'SRC', 'SPP1', 'FGA', 'ITGA5', 'FYN', 'JAM3', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'FGG', 'MUSK', 'PTK2B', 'VEGFA', 'EMILIN1', 'ITGA3', 'ELN', 'JAM2', 'PTPN11']
1320	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.0135907183580122	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	101	3	17376	0.0297029702970297	0.0566037735849056	query_1	['GO:0010517', 'GO:0060193']	['ITK', 'EGFR', 'PDGFRA']
1321	GO:BP	GO:0070661	leukocyte proliferation	0.0136168249067988	True	"""The expansion of a leukocyte population by cell division."" [GOC:add]"	339	101	7	17376	0.0693069306930693	0.0206489675516224	query_1	['GO:0008283']	['SOS1', 'FYN', 'LYN', 'SYK', 'ERBB2', 'VCAM1', 'PTK2']
1322	GO:BP	GO:0061387	regulation of extent of cell growth	0.0136168249067988	True	"""Any process that modulates the extent of cell growth."" [GOC:mah, GOC:vw]"	108	101	4	17376	0.0396039603960396	0.037037037037037	query_1	['GO:0001558', 'GO:0008361']	['FN1', 'SPP1', 'CDH1', 'VEGFA']
1323	GO:BP	GO:0003007	heart morphogenesis	0.0137306276541462	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	101	6	17376	0.0594059405940594	0.0236220472440944	query_1	['GO:0007507', 'GO:0009887']	['SOS1', 'VEGFA', 'CRKL', 'PTK2', 'ADAM15', 'ELN']
1324	GO:BP	GO:0045446	endothelial cell differentiation	0.0140368434124907	True	"""The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [CL:0000115, GOC:go_curators]"	109	101	4	17376	0.0396039603960396	0.036697247706422	query_1	['GO:0003158', 'GO:0030855']	['MET', 'RAPGEF1', 'VCL', 'VEGFA']
1325	GO:BP	GO:0051924	regulation of calcium ion transport	0.0141745126071689	True	"""Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	256	101	6	17376	0.0594059405940594	0.0234375	query_1	['GO:0006816', 'GO:0010959']	['ITGB3', 'PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B']
1326	GO:BP	GO:0055091	phospholipid homeostasis	0.0141745126071689	True	"""Any process involved in the maintenance of an internal steady state of phospholipid within an organism or cell."" [GOC:BHF, GOC:rl]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0055088']	['APOA1', 'ITGB6']
1327	GO:BP	GO:0036035	osteoclast development	0.0141745126071689	True	"""The process whose specific outcome is the progression of a osteoclast from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:bf, GOC:yaf]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0030316', 'GO:0061515', 'GO:0098751']	['SRC', 'FBN1']
1328	GO:BP	GO:0023035	CD40 signaling pathway	0.0141745126071689	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0007166']	['ITGB1', 'ITGA5']
1329	GO:BP	GO:0033623	regulation of integrin activation	0.0141745126071689	True	"""Any process that modulates the frequency, rate, or extent of integrin activation."" [GOC:add]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0033622', 'GO:0043254']	['SRC', 'JAM3']
1330	GO:BP	GO:0001954	positive regulation of cell-matrix adhesion	0.0141764476689195	True	"""Any process that activates or increases the rate or extent of cell adhesion to an extracellular matrix."" [GOC:hjd]"	54	101	3	17376	0.0297029702970297	0.0555555555555555	query_1	['GO:0001952', 'GO:0007160', 'GO:0010811']	['ITGB3', 'PTK2B', 'VEGFA']
1331	GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.0143784126822009	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	110	101	4	17376	0.0396039603960396	0.0363636363636363	query_1	['GO:0006913', 'GO:0032386']	['PIK3R1', 'HSP90AA1', 'CDH1', 'PTPN11']
1332	GO:BP	GO:0090630	activation of GTPase activity	0.0143784126822009	True	"""Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."" [GOC:dph, GOC:mah, GOC:tb]"	110	101	4	17376	0.0396039603960396	0.0363636363636363	query_1	['GO:0043547']	['RAPGEF1', 'CRK', 'PTK2B', 'CRKL']
1333	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	0.0146948161086549	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2639	101	26	17376	0.2574257425742574	0.0098522167487684	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'SHC1', 'PFDN1', 'FYN', 'LYN', 'LMNB2', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'VEGFA', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'UXT', 'EMILIN1', 'THBS1', 'CBL', 'PIH1D1']
1334	GO:BP	GO:0006887	exocytosis	0.0147938315552218	True	"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]"	345	101	7	17376	0.0693069306930693	0.0202898550724637	query_1	['GO:0016192', 'GO:0032940']	['FGA', 'LAT', 'LYN', 'FGB', 'SYK', 'FGG', 'CBL']
1335	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0148520842449194	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	101	3	17376	0.0297029702970297	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['ITGB1', 'LYN', 'VEGFA']
1336	REAC	REAC:R-HSA-74160	Gene expression (Transcription)	0.0151025587198975	True	Gene expression (Transcription)	1407	101	16	17376	0.1584158415841584	0.0113717128642501	query_1	['REAC:0000000']	['MET', 'SRC', 'SPP1', 'POLR3E', 'POLR3D', 'ITGA2B', 'ITGA5', 'ITGA4', 'EGFR', 'HSP90AA1', 'ERBB2', 'VEGFA', 'UXT', 'POLR3A', 'THBS1', 'PTPN11']
1337	REAC	REAC:R-HSA-5654732	Negative regulation of FGFR3 signaling	0.0152927216901441	True	Negative regulation of FGFR3 signaling	22	101	2	17376	0.0198019801980198	0.0909090909090909	query_1	['REAC:R-HSA-5654741']	['CBL', 'PTPN11']
1338	GO:CC	GO:0098984	neuron to neuron synapse	0.0153226499389123	True	"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]"	361	101	7	17376	0.0693069306930693	0.0193905817174515	query_1	['GO:0045202']	['ITGB1', 'SRC', 'LRP4', 'SOS1', 'FYN', 'LYN', 'PTK2B']
1339	REAC	REAC:R-HSA-5621481	C-type lectin receptors (CLRs)	0.0156671649544939	True	C-type lectin receptors (CLRs)	132	101	4	17376	0.0396039603960396	0.0303030303030303	query_1	['REAC:R-HSA-168249']	['PLCG2', 'FYN', 'LYN', 'SYK']
1340	GO:BP	GO:0051895	negative regulation of focal adhesion assembly	0.015721474614726	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0001953', 'GO:0048041', 'GO:0051893', 'GO:0150118', 'GO:1901889']	['SRC', 'THBS1']
1341	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.015721474614726	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['VCL', 'VEGFA']
1342	GO:BP	GO:0010759	positive regulation of macrophage chemotaxis	0.015721474614726	True	"""Any process that increases the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0002690', 'GO:0010758', 'GO:0048246', 'GO:0071622', 'GO:0071675', 'GO:1905523']	['PTK2', 'THBS1']
1343	GO:BP	GO:1903672	positive regulation of sprouting angiogenesis	0.015721474614726	True	"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0002040', 'GO:0045766', 'GO:1903670']	['ITGA5', 'VEGFA']
1344	GO:BP	GO:0031345	negative regulation of cell projection organization	0.015721474614726	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	183	101	5	17376	0.0495049504950495	0.0273224043715847	query_1	['GO:0030030', 'GO:0031344', 'GO:0051129']	['SPP1', 'LRP4', 'FYN', 'CDH1', 'ITGA3']
1345	GO:BP	GO:0043129	surfactant homeostasis	0.015721474614726	True	"""Any process involved in the maintenance of a steady-state level of a surface-active agent that maintains the surface tension of a liquid."" [PMID:23708874, PMID:9751757]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0140962']	['VEGFA', 'ITGB6']
1346	GO:BP	GO:0150118	negative regulation of cell-substrate junction organization	0.015721474614726	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0051129', 'GO:0150115', 'GO:0150116']	['SRC', 'THBS1']
1347	GO:BP	GO:0009886	post-embryonic animal morphogenesis	0.015721474614726	True	"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0009653', 'GO:0009791']	['FBN1', 'MFAP2']
1348	GO:BP	GO:0043200	response to amino acid	0.015721474614726	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	101	4	17376	0.0396039603960396	0.0353982300884955	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['FYN', 'LYN', 'EGFR', 'PDGFRA']
1349	GO:BP	GO:1901550	regulation of endothelial cell development	0.015721474614726	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['VCL', 'VEGFA']
1350	GO:BP	GO:0038065	collagen-activated signaling pathway	0.015721474614726	True	"""The series of molecular signals initiated by collagen binding to a cell surface receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:21568710]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0007166']	['SYK', 'MUSK']
1351	GO:BP	GO:0002718	regulation of cytokine production involved in immune response	0.0160542117911144	True	"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	114	101	4	17376	0.0396039603960396	0.0350877192982456	query_1	['GO:0001817', 'GO:0002367', 'GO:0002700']	['TGFB3', 'PLCG2', 'APOA1', 'SYK']
1352	GO:BP	GO:0002367	cytokine production involved in immune response	0.0160542117911144	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	114	101	4	17376	0.0396039603960396	0.0350877192982456	query_1	['GO:0001816', 'GO:0002440', 'GO:0006955']	['TGFB3', 'PLCG2', 'APOA1', 'SYK']
1353	GO:BP	GO:0070663	regulation of leukocyte proliferation	0.0161133924391138	True	"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	264	101	6	17376	0.0594059405940594	0.0227272727272727	query_1	['GO:0042127', 'GO:0070661']	['SOS1', 'LYN', 'SYK', 'ERBB2', 'VCAM1', 'PTK2']
1354	GO:BP	GO:0002011	morphogenesis of an epithelial sheet	0.0161679765149252	True	"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]"	57	101	3	17376	0.0297029702970297	0.0526315789473684	query_1	['GO:0002009']	['ITGB1', 'SOS1', 'ITGA5']
1355	GO:BP	GO:0045862	positive regulation of proteolysis	0.0162044000466489	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	352	101	7	17376	0.0693069306930693	0.0198863636363636	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['SRC', 'FYN', 'LYN', 'SYK', 'PTK2B', 'PTK2', 'LCK']
