COG7-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1053	GO:BP	GO:0006913	nucleocytoplasmic transport	0.0171142473486295	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	327	101	7	15719	0.0693069306930693	0.0214067278287461	query_1	['GO:0051169']	['GSK3B', 'AKT1', 'MALT1', 'HSP90AA1', 'SFN', 'NFKBIA', 'TP53']
1057	GO:BP	GO:1900117	regulation of execution phase of apoptosis	0.0173427196284157	True	"""Any process that modulates the frequency, rate or extent of execution phase of apoptosis."" [GOC:mtg_apoptosis, GOC:TermGenie]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0050794', 'GO:0097194']	['BCL2L1', 'TP53']
1055	GO:BP	GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.0173427196284157	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity involved in apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0043281']	['BAX', 'FAS']
1054	GO:BP	GO:0046827	positive regulation of protein export from nucleus	0.0173427196284157	True	"""Any process that activates or increases the frequency, rate or extent of directed movement of proteins from the nucleus into the cytoplasm."" [GOC:bf]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0006611', 'GO:0046824', 'GO:0046825', 'GO:0090316']	['GSK3B', 'SFN']
1058	GO:BP	GO:1900034	regulation of cellular response to heat	0.0173427196284157	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['GSK3B', 'CREBBP']
1056	GO:BP	GO:0060252	positive regulation of glial cell proliferation	0.0173427196284157	True	"""Any process that activates or increases the rate or extent of glial cell proliferation."" [GOC:dph, GOC:sl, GOC:tb]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0008284', 'GO:0014009', 'GO:0014015', 'GO:0060251']	['TNF', 'LTA']
1059	GO:BP	GO:0046456	icosanoid biosynthetic process	0.0175994644262563	True	"""The chemical reactions and pathways resulting in the formation of icosanoids, any of a group of C20 polyunsaturated fatty acids."" [ISBN:0198506732]"	55	101	3	15719	0.0297029702970297	0.0545454545454545	query_1	['GO:0006690', 'GO:0046394']	['NLRC4', 'PYCARD', 'CASP1']
229	REAC	REAC:R-HSA-9646399	Aggrephagy	0.0176353924061398	True	Aggrephagy	42	94	3	10022	0.0319148936170212	0.0714285714285714	query_1	['REAC:R-HSA-9663891']	['UBE2V1', 'HSP90AA1', 'UBE2N']
66	GO:CC	GO:0120293	dynein axonemal particle	0.0181100867936694	True	"""An aggregation of axonemal dyneins, their specific assembly factors, and broadly-acting chaperones that is located in the cytoplasm."" [GOC:krc, PMID:30561330, PMID:32898505, PMID:33263282]"	15	101	2	16420	0.0198019801980198	0.1333333333333333	query_1	['GO:0005737', 'GO:0043232']	['STIP1', 'HSP90AB1']
230	REAC	REAC:R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	0.0181285668021156	True	Transcriptional regulation of white adipocyte differentiation	82	94	4	10022	0.0425531914893617	0.048780487804878	query_1	['REAC:R-HSA-1266738']	['CREBBP', 'RELA', 'TNF', 'NFKB1']
231	REAC	REAC:R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	0.0181961046081932	True	Regulation of TP53 Activity through Association with Co-factors	14	94	2	10022	0.0212765957446808	0.1428571428571428	query_1	['REAC:R-HSA-5633007']	['AKT1', 'TP53']
232	REAC	REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	0.0181961046081932	True	Signaling by ERBB2 ECD mutants	14	94	2	10022	0.0212765957446808	0.1428571428571428	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'CDC37']
1061	GO:BP	GO:0042303	molting cycle	0.0182520727454555	True	"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]"	110	101	4	15719	0.0396039603960396	0.0363636363636363	query_1	['GO:0032501']	['BCL2', 'RELA', 'TNF', 'TRADD']
1060	GO:BP	GO:0042633	hair cycle	0.0182520727454555	True	"""The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:go_curators, PMID:12230507]"	110	101	4	15719	0.0396039603960396	0.0363636363636363	query_1	['GO:0042303']	['BCL2', 'RELA', 'TNF', 'TRADD']
1062	GO:BP	GO:0045580	regulation of T cell differentiation	0.0183498377843864	True	"""Any process that modulates the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	176	101	5	15719	0.0495049504950495	0.0284090909090909	query_1	['GO:0030217', 'GO:0045619', 'GO:0050863']	['CARD11', 'FOXO3', 'NLRP3', 'MALT1', 'BAD']
1063	GO:BP	GO:0033619	membrane protein proteolysis	0.0184403401359095	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains."" [GOC:pde]"	56	101	3	15719	0.0297029702970297	0.0535714285714285	query_1	['GO:0006508']	['TNFRSF1B', 'TNF', 'SNX33']
1064	GO:BP	GO:0040008	regulation of growth	0.0185425547486777	True	"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]"	607	101	10	15719	0.099009900990099	0.0164744645799011	query_1	['GO:0040007', 'GO:0050789']	['BCL2L11', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'BBC3', 'BCL2L1', 'SFN', 'APP', 'TP53']
1072	GO:BP	GO:2000810	regulation of bicellular tight junction assembly	0.019175720068249	True	"""Any process that modulates the frequency, rate or extent of tight junction assembly."" [GOC:BHF]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0070830', 'GO:1901888']	['IKBKB', 'TNF']
1071	GO:BP	GO:0042359	vitamin D metabolic process	0.019175720068249	True	"""The chemical reactions and pathways involving vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."" [GOC:mah, ISBN:0471331309]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0006775', 'GO:0008202', 'GO:1901615']	['TNF', 'NFKB1']
1070	GO:BP	GO:0042753	positive regulation of circadian rhythm	0.019175720068249	True	"""Any process that activates or increases the frequency, rate or extent of a circadian rhythm behavior."" [GOC:go_curators]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0007623', 'GO:0042752', 'GO:0048518']	['BTRC', 'FBXW11']
1069	GO:BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.019175720068249	True	"""Any positive regulation of transcription from RNA polymerase II promoter that is involved in cellular response to chemical stimulus."" [GOC:TermGenie, PMID:22840777]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0045944', 'GO:0070887']	['RELA', 'TP53']
1068	GO:BP	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	0.019175720068249	True	"""Any process that modulates the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."" [GOC:add]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0002455', 'GO:0002889', 'GO:0002920']	['TNF', 'LTA']
1066	GO:BP	GO:1902170	cellular response to reactive nitrogen species	0.019175720068249	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive nitrogen species stimulus."" [GOC:sl, GOC:TermGenie, PMID:22504638]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:1901699']	['CFLAR', 'TRAF2']
1065	GO:BP	GO:0035234	ectopic germ cell programmed cell death	0.019175720068249	True	"""Programmed cell death of an errant germ line cell that is outside the normal migratory path or ectopic to the gonad. This is an important mechanism of regulating germ cell survival within the embryo."" [PMID:12814944]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0003006', 'GO:0010623']	['BAX', 'BCL2L1']
1067	GO:BP	GO:1902004	positive regulation of amyloid-beta formation	0.019175720068249	True	"""Any process that activates or increases the frequency, rate or extent of amyloid-beta formation."" [GOC:dph, GOC:TermGenie, PMID:17098871]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0034205', 'GO:0034250', 'GO:1902003', 'GO:1902993']	['RELA', 'TNF']
1073	GO:BP	GO:0038093	Fc receptor signaling pathway	0.0191946867574536	True	"""The series of molecular signals initiated by the binding of the Fc portion of an immunoglobulin to an Fc receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, Wikipedia:Fc_receptor]"	57	101	3	15719	0.0297029702970297	0.0526315789473684	query_1	['GO:0002768']	['IKBKB', 'MAP3K7', 'TRAF6']
1074	GO:BP	GO:0002286	T cell activation involved in immune response	0.0192105318214152	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	112	101	4	15719	0.0396039603960396	0.0357142857142857	query_1	['GO:0002285', 'GO:0042110']	['NLRP3', 'MALT1', 'RELB', 'TP53']
233	REAC	REAC:R-HSA-6783783	Interleukin-10 signaling	0.0197301351537952	True	Interleukin-10 signaling	44	94	3	10022	0.0319148936170212	0.0681818181818181	query_1	['REAC:R-HSA-449147']	['TNFRSF1B', 'TNFRSF1A', 'TNF']
1075	GO:BP	GO:0044843	cell cycle G1/S phase transition	0.0197421077664153	True	"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]"	255	101	6	15719	0.0594059405940594	0.0235294117647058	query_1	['GO:0044770']	['AKT1', 'BCL2', 'BID', 'CUL1', 'FBXW7', 'TP53']
1078	GO:BP	GO:0043200	response to amino acid	0.019745484109777	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	101	4	15719	0.0396039603960396	0.0353982300884955	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['BCL2', 'TNF', 'BCL2L1', 'BAD']
1077	GO:BP	GO:0045582	positive regulation of T cell differentiation	0.019745484109777	True	"""Any process that activates or increases the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	113	101	4	15719	0.0396039603960396	0.0353982300884955	query_1	['GO:0030217', 'GO:0045580', 'GO:0045621', 'GO:0050870']	['FOXO3', 'NLRP3', 'MALT1', 'BAD']
1076	GO:BP	GO:0006690	icosanoid metabolic process	0.019745484109777	True	"""The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids."" [GOC:ma]"	113	101	4	15719	0.0396039603960396	0.0353982300884955	query_1	['GO:0019752']	['TNFRSF1A', 'NLRC4', 'PYCARD', 'CASP1']
1079	GO:BP	GO:0043405	regulation of MAP kinase activity	0.019833471243715	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	180	101	5	15719	0.0495049504950495	0.0277777777777777	query_1	['GO:0071900']	['TNF', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6']
1080	GO:BP	GO:0033365	protein localization to organelle	0.0200636209185384	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	101	13	15719	0.1287128712871287	0.014069264069264	query_1	['GO:0008104']	['BAX', 'GSK3B', 'AKT1', 'RNF31', 'BID', 'BBC3', 'SKP1', 'HSP90AA1', 'TNFAIP3', 'COG7', 'NFKBIA', 'FBXW7', 'TP53']
1101	GO:BP	GO:0071247	cellular response to chromate	0.0202005041512988	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chromate stimulus."" [GOC:mah]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0046687', 'GO:0071241', 'GO:1901701', 'GO:1902075']	['BAD']
1116	GO:BP	GO:0032649	regulation of type II interferon production	0.0202005041512988	True	"""Any process that modulates the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]"	114	101	4	15719	0.0396039603960396	0.0350877192982456	query_1	['GO:0001817', 'GO:0032609']	['TNF', 'FADD', 'LTA', 'PYCARD']
1115	GO:BP	GO:0070429	negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	0.0202005041512988	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of the nucleotide-binding oligomerization domain containing 1 (NOD1) pathway."" [GOC:add]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0070425', 'GO:0070427', 'GO:0070428']	['TNFAIP3']
1114	GO:BP	GO:0072639	interleukin-33 production	0.0202005041512988	True	"""The appearance of interleukin-33 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:mah, PMID:29778524]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0001816']	['TNF']
1113	GO:BP	GO:0048219	inter-Golgi cisterna vesicle-mediated transport	0.0202005041512988	True	"""The directed movement of substances from one Golgi cisterna to another, mediated by small transport vesicles."" [GOC:jid, GOC:mah, ISBN:0716731363, PMID:10219233]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006891']	['COG5']
1112	GO:BP	GO:2000158	positive regulation of ubiquitin-specific protease activity	0.0202005041512988	True	"""Any process that activates or increases the frequency, rate or extent of ubiquitin-specific protease (deubiquitinase) activity."" [GOC:obol]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0010952', 'GO:2000152']	['TANK']
1111	GO:BP	GO:1902380	positive regulation of endoribonuclease activity	0.0202005041512988	True	"""Any process that activates or increases the frequency, rate or extent of endoribonuclease activity."" [GOC:bf, GOC:TermGenie]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0032075', 'GO:0060699']	['HSPA1A']
1110	GO:BP	GO:0150127	regulation of interleukin-33 production	0.0202005041512988	True	"""Any process that modulates the frequency, rate or extent of interleukin-33 production."" [GOC:aruk, PMID:29778524]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0001817', 'GO:0072639']	['TNF']
1108	GO:BP	GO:0072573	tolerance induction to lipopolysaccharide	0.0202005041512988	True	"""Tolerance induction directed at lipopolysaccharide antigens."" [GOC:BHF, GOC:mah]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0002507', 'GO:0031665', 'GO:0071222']	['TNFAIP3']
1117	GO:BP	GO:1904784	NLRP1 inflammasome complex assembly	0.0202005041512988	True	"""The aggregation, arrangement and bonding together of a set of components to form a NLRP1 inflammasome complex."" [GO_REF:0000079, GOC:TermGenie, PMID:19124602]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0140632']	['NLRP1']
1107	GO:BP	GO:1903451	negative regulation of G1 to G0 transition	0.0202005041512988	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of G1 to G0 transition."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24088570]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0010948', 'GO:0070314', 'GO:1903450']	['TP53']
1106	GO:BP	GO:1902443	negative regulation of ripoptosome assembly involved in necroptotic process	0.0202005041512988	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ripoptosome assembly involved in a necroptotic process."" [GOC:dph, GOC:mtg_apoptosis, GOC:TermGenie, PMID:21052097]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0031333', 'GO:1901026', 'GO:1902442']	['BIRC2']
