Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
641	GO:BP	GO:0072171	mesonephric tubule morphogenesis	0.04362505400842	True	"""The process in which the anatomical structures of a mesonephric tubule are generated and organized. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	63	101	3	17376	0.0297029702970297	0.0476190476190476	query_1	['GO:0072078', 'GO:0072164']	['PTCH1', 'SHH', 'PKD2']
642	GO:BP	GO:0072195	kidney smooth muscle cell differentiation	0.04362505400842	True	"""The process in which a relatively unspecialized cell acquires specialized features of a smooth muscle cell in the kidney."" [GOC:mtg_kidney_jan10]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051145', 'GO:0061005', 'GO:0072194']	['SHH']
643	GO:BP	GO:0060010	Sertoli cell fate commitment	0.04362505400842	True	"""The process in which the cellular identity of Sertoli cells is acquired and determined."" [GOC:dph]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0003006', 'GO:0060008', 'GO:0072148']	['RARA']
644	GO:BP	GO:2000730	regulation of termination of RNA polymerase I transcription	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of termination of RNA polymerase I transcription."" [GOC:obol]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0006356', 'GO:0006363', 'GO:0031554']	['ZMPSTE24']
645	GO:BP	GO:2000358	positive regulation of kidney smooth muscle cell differentiation	0.04362505400842	True	"""Any process that activates or increases the frequency, rate or extent of kidney smooth muscle cell differentiation."" [GOC:obol]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051152', 'GO:0072195', 'GO:2000356']	['SHH']
646	GO:BP	GO:0080164	regulation of nitric oxide metabolic process	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:DHL]"	60	101	3	17376	0.0297029702970297	0.05	query_1	['GO:0046209', 'GO:0051171']	['SELENOS', 'HSP90AB1', 'PKD2']
647	GO:BP	GO:0045821	positive regulation of glycolytic process	0.04362505400842	True	"""Any process that activates or increases the frequency, rate or extent of glycolysis."" [GOC:go_curators]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0006096', 'GO:0006110', 'GO:0031331', 'GO:0045913', 'GO:0062013']	['HIF1A', 'ARNT']
648	GO:BP	GO:0046552	photoreceptor cell fate commitment	0.04362505400842	True	"""The process in which the developmental fate of a cell becomes restricted such that it will develop into a photoreceptor cell. A photoreceptor cell is a cell that responds to incident electromagnetic radiation. Different classes of photoreceptor have different spectral sensitivities and express different photosensitive pigments."" [GOC:mtg_sensu]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0046530', 'GO:0048663']	['IHH']
649	GO:BP	GO:1901389	negative regulation of transforming growth factor beta activation	0.04362505400842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0010648', 'GO:0023057', 'GO:0036363', 'GO:0071635', 'GO:1901388']	['HSP90AB1']
650	GO:BP	GO:0090262	regulation of transcription-coupled nucleotide-excision repair	0.04362505400842	True	"""Any process that modulates the frequency, rate, or extent of the nucleotide-excision repair process that carries out preferential repair of DNA lesions on the actively transcribed strand of the DNA duplex. In addition, the transcription-coupled nucleotide-excision repair pathway is required for the recognition and repair of a small subset of lesions that are not recognized by the global genome nucleotide excision repair pathway."" [GOC:tb]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0006283', 'GO:2000819']	['ERCC8']
651	GO:BP	GO:0048074	negative regulation of eye pigmentation	0.04362505400842	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of establishment of a pattern of pigment in the eye of an organism."" [GOC:jid]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0048069', 'GO:0048073', 'GO:0048086']	['IHH']
652	GO:BP	GO:0140067	peptidyl-lysine butyrylation	0.04362505400842	True	"""The butyrylation of a lysine residue in a protein. Butyryl is the univalent radical C3H7COO- derived from butyric acid."" [PMID:27105113, Wikipedia:butyryl]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0043543']	['EP300']
653	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.04362505400842	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0002220', 'GO:1990858']	['CREBBP', 'EP300']
654	GO:CC	GO:0060205	cytoplasmic vesicle lumen	0.0442424569973842	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	101	6	17376	0.0594059405940594	0.0189873417721519	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['HSP90AB1', 'VCP', 'FAF2', 'CAND1', 'HSPA8', 'FABP5']
655	GO:BP	GO:1903828	negative regulation of protein localization	0.0447964548902816	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	199	101	5	17376	0.0495049504950495	0.0251256281407035	query_1	['GO:0008104', 'GO:0032880', 'GO:0048523']	['DERL2', 'OS9', 'UBE2J1', 'ERLEC1', 'FAM3D']
656	GO:BP	GO:0001655	urogenital system development	0.0449249127423144	True	"""The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure."" [GOC:go_curators]"	64	101	3	17376	0.0297029702970297	0.046875	query_1	['GO:0048731']	['PTCH1', 'SHH', 'RARA']
657	GO:CC	GO:0031983	vesicle lumen	0.0449656577306846	True	"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]"	318	101	6	17376	0.0594059405940594	0.0188679245283018	query_1	['GO:0031982', 'GO:0043233']	['HSP90AB1', 'VCP', 'FAF2', 'CAND1', 'HSPA8', 'FABP5']
658	GO:BP	GO:0080135	regulation of cellular response to stress	0.0454389737535755	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	101	10	17376	0.099009900990099	0.0146842878120411	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['SELENOS', 'SYVN1', 'CREBBP', 'ZMPSTE24', 'VHL', 'HIF1A', 'EP300', 'ERCC8', 'COPS5', 'CUL4A']
659	REAC	REAC:R-HSA-9706574	RHOBTB GTPase Cycle	0.045947550541133	True	RHOBTB GTPase Cycle	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['REAC:R-HSA-9012999']	['CUL3', 'HSP90AB1']
660	REAC	REAC:R-HSA-432720	Lysosome Vesicle Biogenesis	0.045947550541133	True	Lysosome Vesicle Biogenesis	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['REAC:R-HSA-199992']	['ARF1', 'HSPA8']
661	GO:CC	GO:0002133	polycystin complex	0.0460911105369845	True	"""A stable heterodimeric complex composed of polycystin-1 and polycystin-2."" [GOC:hjd, PMID:11901144]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0032991']	['PKD2']
662	GO:CC	GO:0034998	oligosaccharyltransferase I complex	0.0460911105369845	True	"""An oligosaccharyltransferase (OST) complex that contains at least seven polypeptides and is the major OST complex in mammalian cells. Of the three forms of mammalian OST complex identified, the OSTI complex has the weakest affinity for ribosomes."" [PMID:15835887]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0008250']	['STT3B']
663	GO:CC	GO:0098575	lumenal side of lysosomal membrane	0.0460911105369845	True	"""The side (leaflet) of the lysosomal membrane that faces the lumen."" [GOC:dos]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0005765', 'GO:0098576']	['HSPA8']
664	GO:CC	GO:1990565	HSP90-CDC37 chaperone complex	0.0460911105369845	True	"""A protein kinase chaperone complex required for the proper folding, maturation and stabilization of target proteins (mostly signalling protein kinases, some steroid hormone receptors), usually during or immediately after completion of translation. The highly conserved, phosphorylated CDC37-Ser13 (vertebrates) or cdc37-Ser14 (yeast) is essential for complex assembly and target protein binding. CDC37-Ser13 (Ser14) is phosphorylated by Casein kinase II (CK2), which in turn is a target of CDC37 creating a positive feedback loop. Complex binding also prevents rapid ubiquitin-dependent proteosomal degradation of target proteins."" [GOC:bhm, GOC:pad, GOC:PARL, PMID:21855797, PMID:22939624]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0005737', 'GO:0101031']	['HSP90AB1']
665	GO:CC	GO:1990730	VCP-NSFL1C complex	0.0460911105369845	True	"""A protein complex between the ATPase VCP (p97) and its cofactor p47 (NSFL1C). In human, the protein complex consists of one homotrimer of NSFL1C/p47 per homohexamer of VCP/p97."" [GOC:bf, GOC:PARL, PMID:9214505]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0005737', 'GO:0032991']	['VCP']
666	GO:BP	GO:0090287	regulation of cellular response to growth factor stimulus	0.0464322138102241	True	"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]"	285	101	6	17376	0.0594059405940594	0.0210526315789473	query_1	['GO:0048583', 'GO:0071363']	['CREBBP', 'HSP90AB1', 'HIF1A', 'EP300', 'ARNT', 'HHIP']
667	GO:BP	GO:0008284	positive regulation of cell population proliferation	0.0466027716927046	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	101	12	17376	0.1188118811881188	0.0132013201320132	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['CUL3', 'IHH', 'PPARD', 'CDON', 'DERL2', 'HIF1A', 'SHH', 'ARNT', 'SELENOK', 'PKHD1', 'RARA', 'CUL4A']
668	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	0.0468779602792131	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	202	101	5	17376	0.0495049504950495	0.0247524752475247	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['IHH', 'HIF1A', 'SHH', 'ARNT', 'PKHD1']
669	GO:BP	GO:0032785	negative regulation of DNA-templated transcription, elongation	0.0468779602792131	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides catalyzed by a DNA-dependent RNA polymerase."" [GOC:mah, GOC:txnOH]"	21	101	2	17376	0.0198019801980198	0.0952380952380952	query_1	['GO:0006354', 'GO:0032784', 'GO:0045892']	['VHL', 'SHH']
670	GO:BP	GO:0010888	negative regulation of lipid storage	0.0468779602792131	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	101	2	17376	0.0198019801980198	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['PNPLA2', 'PPARD']
671	GO:BP	GO:0048643	positive regulation of skeletal muscle tissue development	0.0468779602792131	True	"""Any process that activates, maintains or increases the rate of skeletal muscle tissue development."" [GOC:go_curators]"	21	101	2	17376	0.0198019801980198	0.0952380952380952	query_1	['GO:0007519', 'GO:0048641', 'GO:1901863']	['CDON', 'SHH']
672	GO:BP	GO:1902894	negative regulation of miRNA transcription	0.0468779602792131	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	21	101	2	17376	0.0198019801980198	0.0952380952380952	query_1	['GO:0045892', 'GO:0061614', 'GO:1902893', 'GO:2000629']	['PPARD', 'RARA']
673	GO:BP	GO:0071310	cellular response to organic substance	0.0469749156938561	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:mah]"	1915	101	20	17376	0.198019801980198	0.010443864229765	query_1	['GO:0010033', 'GO:0070887']	['CUL3', 'RXRA', 'PTCH1', 'SELENOS', 'PPARD', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'DERL1', 'HSP90B1', 'HIF1A', 'EP300', 'AHR', 'ERLEC1', 'COPS5', 'RARA', 'HSPA8', 'PKD2']
674	GO:BP	GO:0060972	left/right pattern formation	0.0472302829428793	True	"""The pattern specification process that results in the subdivision of the left/right axis in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:mtg_heart]"	128	101	4	17376	0.0396039603960396	0.03125	query_1	['GO:0003002']	['IHH', 'HIF1A', 'SHH', 'PKD2']
675	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.0479019483359334	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1656	101	18	17376	0.1782178217821782	0.0108695652173913	query_1	['GO:0009966', 'GO:0035556']	['CUL3', 'SELENOS', 'SYVN1', 'PPARD', 'CYTH4', 'CDON', 'HSP90AB1', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'CYTH2', 'HIF1A', 'GBF1', 'EP300', 'SELENOK', 'COPS5', 'PKHD1', 'CUL4A']
676	REAC	REAC:R-HSA-9772572	Early SARS-CoV-2 Infection Events	0.0479174487848719	True	Early SARS-CoV-2 Infection Events	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['REAC:R-HSA-9694516']	['VCP', 'VHL']
677	REAC	REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	0.0479174487848719	True	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['REAC:R-HSA-9024446']	['RXRA', 'EP300']
678	REAC	REAC:R-HSA-5607764	CLEC7A (Dectin-1) signaling	0.048724967940254	True	CLEC7A (Dectin-1) signaling	97	101	3	17376	0.0297029702970297	0.0309278350515463	query_1	['REAC:R-HSA-5621481']	['SKP1', 'UBE2D2', 'CUL1']
679	GO:BP	GO:0007264	small GTPase mediated signal transduction	0.0488365076615883	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	480	101	8	17376	0.0792079207920792	0.0166666666666666	query_1	['GO:0035556']	['CUL3', 'CYTH4', 'CDON', 'CYTH3', 'CYTH1', 'CYTH2', 'ARFIP2', 'GBF1']
680	REAC	REAC:R-HSA-186712	Regulation of beta-cell development	0.049344577106025	True	Regulation of beta-cell development	37	101	2	17376	0.0198019801980198	0.054054054054054	query_1	['REAC:R-HSA-1266738']	['CREBBP', 'EP300']
681	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.049344577106025	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	101	2	17376	0.0198019801980198	0.054054054054054	query_1	['REAC:R-HSA-212436']	['CREBBP', 'EP300']
