Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1847	GO:BP	GO:1900110	negative regulation of histone H3-K9 dimethylation	0.0297185679565765	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of histone H3-K9 dimethylation."" [GOC:TermGenie, GOC:vw]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0036123', 'GO:0051573', 'GO:1900109']	['SMARCB1']
1848	GO:BP	GO:0060844	arterial endothelial cell fate commitment	0.0297185679565765	True	"""The commitment of a cell to an arterial endothelial cell fate and its capacity to differentiate into an arterial endothelial cell."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0060842', 'GO:0060846']	['RBPJ']
1849	GO:BP	GO:0035622	intrahepatic bile duct development	0.0297185679565765	True	"""The progression of the intrahepatic bile ducts over time, from their formation to the mature structure. Intrahepatic bile ducts (bile ducts within the liver) collect bile from bile canaliculi in the liver, and connect to the extrahepatic bile ducts (bile ducts outside the liver)."" [GOC:bf, PMID:20614624]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001889', 'GO:0061009']	['NOTCH2']
1850	GO:BP	GO:0036023	embryonic skeletal limb joint morphogenesis	0.0297185679565765	True	"""The process, occurring in the embryo, in which the anatomical structures of a skeletal limb joint are generated and organized. A skeletal limb joint is the connecting structure between the bones of a limb."" [GOC:bf, Wikipedia:Joint]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0030326', 'GO:0036022', 'GO:0060272']	['CTNNB1']
1851	GO:BP	GO:0000320	re-entry into mitotic cell cycle	0.0297185679565765	True	"""The resumption of the mitotic cell division cycle by cells that were in a quiescent or other non-dividing state."" [GOC:krc]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0022402']	['CCND1']
1852	GO:BP	GO:0001966	thigmotaxis	0.0297185679565765	True	"""The directed movement of an animal in response to touch."" [GOC:dph]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0007610']	['EP300']
1853	GO:BP	GO:0035262	gonad morphogenesis	0.0297185679565765	True	"""The process in which the anatomical structures of the gonads are generated and organized. A gonad is an animal organ producing gametes, e.g. the testes or the ovary in mammals."" [ISBN:0198612001]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003006', 'GO:0008406', 'GO:0009887']	['SMAD4']
1854	GO:BP	GO:0033598	mammary gland epithelial cell proliferation	0.0297185679565765	True	"""The multiplication or reproduction of mammary gland epithelial cells, resulting in the expansion of a cell population. Mammary gland epithelial cells make up the covering of surfaces of the mammary gland. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:mah]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0050673', 'GO:0061180']	['ESR1', 'CCND1']
1855	GO:BP	GO:0003252	negative regulation of cell proliferation involved in heart valve morphogenesis	0.0297185679565765	True	"""Any process that decreases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003249', 'GO:0003250', 'GO:2000137']	['NOTCH1']
1856	GO:BP	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry."" [GOC:BHF, GOC:TermGenie]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0032927', 'GO:0051240', 'GO:1900164', 'GO:1900175']	['SMAD2']
1857	GO:BP	GO:0003218	cardiac left ventricle formation	0.0297185679565765	True	"""The developmental process pertaining to the initial formation of a left cardiac ventricle from unspecified parts."" [GOC:mtg_heart]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003211', 'GO:0003214']	['TBX5']
1858	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0297185679565765	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0043543']	['EP300']
1859	GO:BP	GO:0007352	zygotic specification of dorsal/ventral axis	0.0297185679565765	True	"""The specification of the dorsal/ventral axis of the embryo, through the products of genes expressed in the zygote."" [GOC:bf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0000578', 'GO:0009950']	['SMAD2']
1860	GO:BP	GO:0071496	cellular response to external stimulus	0.0297185679565765	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:mah]"	323	101	6	17376	0.0594059405940594	0.0185758513931888	query_1	['GO:0009605']	['CDKN2B', 'CDKN1A', 'SNW1', 'SP1', 'FOXO1', 'TP53']
1861	GO:BP	GO:0051984	positive regulation of chromosome segregation	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0007059', 'GO:0051983', 'GO:0090068']	['CCNB1', 'KAT2B']
1862	GO:BP	GO:0045116	protein neddylation	0.0297185679565765	True	"""Covalent attachment of the ubiquitin-like protein NEDD8 (RUB1) to another protein."" [PMID:11698580]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0032446']	['RBX1', 'CDKN2A']
1863	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0297185679565765	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
1864	GO:BP	GO:0032298	positive regulation of DNA-templated DNA replication initiation	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0006270', 'GO:0030174', 'GO:2000105']	['CDK2']
1865	GO:BP	GO:1902435	regulation of male mating behavior	0.0297185679565765	True	"""Any process that modulates the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0050795', 'GO:0060179', 'GO:2000241']	['HDAC2']
1866	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
1867	GO:BP	GO:0007411	axon guidance	0.0297185679565765	True	"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]"	232	101	5	17376	0.0495049504950495	0.021551724137931	query_1	['GO:0007409', 'GO:0097485']	['CDK5', 'EGR2', 'SMAD4', 'NOTCH1', 'NOTCH2']
1868	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.0297185679565765	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
1869	GO:BP	GO:0051595	response to methylglyoxal	0.0297185679565765	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a methylglyoxal stimulus. Methylglyoxal is a 2-oxoaldehyde derived from propanal."" [GOC:ai]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:1901654']	['SIN3A']
1870	GO:BP	GO:1902437	positive regulation of male mating behavior	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048520', 'GO:0060179', 'GO:1902435', 'GO:2000243']	['HDAC2']
1871	GO:BP	GO:0071505	response to mycophenolic acid	0.0297185679565765	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mycophenolic acid stimulus."" [GOC:mah, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014070', 'GO:1901700', 'GO:1902074']	['EGR1']
1872	GO:BP	GO:0021658	rhombomere 3 morphogenesis	0.0297185679565765	True	"""The process in which the anatomical structure of rhombomere 3 is generated and organized. Rhombomeres are transverse segments of the developing rhombencephalon. Rhombomeres are lineage restricted, express different genes from one another, and adopt different developmental fates. Rhombomeres are numbered in an anterior to posterior order."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0021569', 'GO:0021593']	['EGR2']
1873	GO:BP	GO:0072076	nephrogenic mesenchyme development	0.0297185679565765	True	"""The biological process whose specific outcome is the progression of a nephrogenic mesenchyme from an initial condition to its mature state. This process begins with the formation of nephrogenic mesenchyme and ends with the mature structure. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072006', 'GO:0072074']	['SMAD4']
1874	GO:BP	GO:0060441	epithelial tube branching involved in lung morphogenesis	0.0297185679565765	True	"""The process in which a highly ordered sequence of patterning events generates the branched epithelial tubes of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:mtg_lung]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0048754', 'GO:0060425']	['CTNNB1', 'YAP1']
1875	GO:BP	GO:0072054	renal outer medulla development	0.0297185679565765	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1876	GO:BP	GO:2000740	negative regulation of mesenchymal stem cell differentiation	0.0297185679565765	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal stem cell differentiation."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072497', 'GO:2000737', 'GO:2000739']	['REST']
1877	GO:BP	GO:0021593	rhombomere morphogenesis	0.0297185679565765	True	"""The process in which the anatomical structure of the rhombomere is generated and organized. Rhombomeres are transverse segments of the developing rhombencephalon. Rhombomeres are lineage restricted, express different genes from one another, and adopt different developmental fates."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0009653', 'GO:0021546']	['EGR2']
1878	GO:BP	GO:0072053	renal inner medulla development	0.0297185679565765	True	"""The process whose specific outcome is the progression of the renal inner medulla over time, from its formation to the mature structure. The renal inner medulla is unique to mammalian kidneys and is the innermost region of the mammalian kidney."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1879	GO:BP	GO:2000974	negative regulation of pro-B cell differentiation	0.0297185679565765	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pro-B cell differentiation."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0002328', 'GO:1905457', 'GO:2000973']	['NOTCH1']
1880	GO:BP	GO:0072134	nephrogenic mesenchyme morphogenesis	0.0297185679565765	True	"""The process in which the anatomical structures of a nephrogenic mesenchymal tissue are generated and organized. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072076', 'GO:0072131']	['SMAD4']
1881	GO:BP	GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis	0.0297185679565765	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in outflow tract morphogenesis."" [GOC:dph, GOC:mtg_heart, GOC:TermGenie, PMID:21419760]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0061325', 'GO:2000136']	['CTNNB1']
1882	GO:BP	GO:0071506	cellular response to mycophenolic acid	0.0297185679565765	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mycophenolic acid stimulus."" [GOC:mah, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0071407', 'GO:0071505', 'GO:1901701', 'GO:1902075']	['EGR1']
1883	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.0297185679565765	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
1884	GO:BP	GO:0072301	regulation of metanephric glomerular mesangial cell proliferation	0.0297185679565765	True	"""Any process that modulates the frequency, rate or extent of metanephric glomerular mesangial cell proliferation."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072124', 'GO:0072262']	['EGR1']
1885	GO:BP	GO:1903849	positive regulation of aorta morphogenesis	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of aorta morphogenesis."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0035909', 'GO:1903847', 'GO:1905653']	['NOTCH1']
1886	GO:BP	GO:1905775	negative regulation of DNA helicase activity	0.0297185679565765	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ATP-dependent DNA helicase activity."" [GOC:rb, GOC:TermGenie, PMID:13679365, PMID:19734539]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0051097', 'GO:1905463', 'GO:1905774']	['MNAT1']
1887	GO:BP	GO:1901846	positive regulation of cell communication by electrical coupling involved in cardiac conduction	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of cell communication by electrical coupling involved in cardiac conduction."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17130302]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0010650', 'GO:0086064', 'GO:1901844']	['TBX5']
1888	GO:BP	GO:1903847	regulation of aorta morphogenesis	0.0297185679565765	True	"""Any process that modulates the frequency, rate or extent of aorta morphogenesis."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0035909', 'GO:1905651']	['NOTCH1']
1889	GO:BP	GO:0014040	positive regulation of Schwann cell differentiation	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate or extent of Schwann cell differentiation."" [GOC:ef]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014037', 'GO:0014038', 'GO:0045687']	['EGR2']
