Geroderma osteodysplastica	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1345	GO:BP	GO:0097094	craniofacial suture morphogenesis	0.0167072175324802	True	"""The process in which any suture between cranial and/or facial bones is generated and organized."" [GOC:pr, GOC:sl, Wikipedia:Cranial_sutures, Wikipedia:Head_and_neck_anatomy#Musculoskeletal_system]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0009653', 'GO:0060349', 'GO:1904888']	['TGFB3', 'TGFB1']
1343	GO:BP	GO:0010801	negative regulation of peptidyl-threonine phosphorylation	0.0167072175324802	True	"""Any process that decreases the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0001933', 'GO:0010799', 'GO:0018107']	['SMAD7', 'PARD3']
1342	GO:BP	GO:2000369	regulation of clathrin-dependent endocytosis	0.0167072175324802	True	"""Any process that modulates the frequency, rate or extent of clathrin-mediated endocytosis."" [GOC:mah]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0048259', 'GO:0072583']	['PIK3CB', 'WASL']
1341	GO:BP	GO:2000353	positive regulation of endothelial cell apoptotic process	0.0167072175324802	True	"""Any process that activates or increases the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0072577', 'GO:1904037', 'GO:2000351']	['PRKCI', 'PLCG1']
1340	GO:BP	GO:0061298	retina vasculature development in camera-type eye	0.0167072175324802	True	"""The process whose specific outcome is the progression of the vasculature of the retina over time, from its formation to the mature structure."" [GOC:BHF, GOC:dph]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0001944', 'GO:0060041']	['RHOJ', 'PDGFRA']
1338	GO:BP	GO:0060438	trachea development	0.0167072175324802	True	"""The process whose specific outcome is the progression of a trachea over time, from its formation to the mature structure. The trachea is the portion of the airway that attaches to the bronchi as it branches."" [GOC:dph]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0048513', 'GO:0060541']	['CTNNB1', 'TGFBR2']
1339	GO:BP	GO:0036499	PERK-mediated unfolded protein response	0.0167072175324802	True	"""The series of molecular signals mediated by the endoplasmic reticulum membrane stress sensor PERK (PKR-like ER kinase). Begins with activation of PERK in response to endoplasmic reticulum (ER) stress and ends with regulation of a downstream cellular process, e.g. transcription. The main substrate of PERK is the translation initiation factor eIF2alpha. Serine-phosphorylation of eIF2alpha by PERK inactivates eIF2alpha and inhibits general protein translation. In addition, eIF2alpha phosphorylation preferentially increases the translation of selective mRNAs such as ATF4 (activating transcription factor 4), which up regulates a subset of UPR genes required to restore folding capacity."" [GOC:bf, GOC:PARL, PMID:22013210, PMID:27629041]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006984', 'GO:0030968', 'GO:0140467']	['NCK1', 'NCK2']
1344	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.0167072175324802	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
115	GO:CC	GO:0031527	filopodium membrane	0.0167711733877342	True	"""The portion of the plasma membrane surrounding a filopodium."" [GOC:mah]"	18	100	2	16420	0.02	0.1111111111111111	query_1	['GO:0030175', 'GO:0031253']	['ITGAV', 'ITGB3']
1346	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0172932566411705	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	428	100	8	15719	0.08	0.0186915887850467	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['ITGB1', 'SRC', 'CTNNB1', 'SOS1', 'SHB', 'TGFB1', 'PTK2B', 'TGFBR1']
1350	GO:BP	GO:0051353	positive regulation of oxidoreductase activity	0.0173367949709918	True	"""Any process that activates or increases the frequency, rate or extent of oxidoreductase activity, the catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered."" [GOC:ai]"	58	100	3	15719	0.03	0.0517241379310344	query_1	['GO:0043085', 'GO:0051341']	['PIK3CB', 'ABL2', 'PTK2B']
1352	GO:BP	GO:0007611	learning or memory	0.0173367949709918	True	"""The acquisition and processing of information and/or the storage and retrieval of this information over time."" [GOC:jid, PMID:8938125]"	257	100	6	15719	0.06	0.0233463035019455	query_1	['GO:0007610', 'GO:0050890']	['ITGB1', 'SRC', 'ITGA5', 'FYN', 'EGFR', 'PRKCZ']
1351	GO:BP	GO:0051145	smooth muscle cell differentiation	0.0173367949709918	True	"""The process in which a relatively unspecialized cell acquires specialized features of a smooth muscle cell; smooth muscle lacks transverse striations in its constituent fibers and are almost always involuntary."" [CL:0000192, GOC:ai]"	58	100	3	15719	0.03	0.0517241379310344	query_1	['GO:0042692']	['FGFR2', 'CTNNB1', 'TGFB1']
1349	GO:BP	GO:0031099	regeneration	0.0173367949709918	True	"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]"	181	100	5	15719	0.05	0.0276243093922651	query_1	['GO:0048856']	['SPP1', 'HGF', 'TGFBR2', 'TGFB1', 'VTN']
1348	GO:BP	GO:0071478	cellular response to radiation	0.0173367949709918	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	181	100	5	15719	0.05	0.0276243093922651	query_1	['GO:0009314', 'GO:0071214']	['PIK3R1', 'GRB2', 'TGFB1', 'HRAS', 'ITGB6']
1347	GO:BP	GO:0009994	oocyte differentiation	0.0173367949709918	True	"""The process in which a relatively unspecialized immature germ cell acquires the specialized features of a mature female gamete."" [GOC:go_curators, GOC:mtg_sensu]"	58	100	3	15719	0.03	0.0517241379310344	query_1	['GO:0003006', 'GO:0022412', 'GO:0030154', 'GO:0048477']	['CTNNB1', 'SHB', 'PTK2B']
1353	GO:BP	GO:0002708	positive regulation of lymphocyte mediated immunity	0.0174624571571105	True	"""Any process that activates or increases the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	114	100	4	15719	0.04	0.0350877192982456	query_1	['GO:0002449', 'GO:0002705', 'GO:0002706']	['VAV1', 'FCGR1A', 'TRAF6', 'PRKCZ']
1354	GO:BP	GO:0010506	regulation of autophagy	0.0175849839275298	True	"""Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"	341	100	7	15719	0.07	0.0205278592375366	query_1	['GO:0006914', 'GO:0031329']	['MET', 'PIK3CB', 'PIK3R2', 'HGF', 'ABL2', 'PIK3CA', 'KDR']
1355	GO:BP	GO:0048469	cell maturation	0.0176774052628161	True	"""The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."" [GOC:go_curators]"	182	100	5	15719	0.05	0.0274725274725274	query_1	['GO:0021700', 'GO:0048468', 'GO:0048869']	['CTNNB1', 'SHB', 'TGFB1', 'KDR', 'PTK2B']
1411	GO:BP	GO:0060602	branch elongation of an epithelium	0.0177265401429085	True	"""The growth process in which a branch increases in length from its base to its tip."" [GOC:dph]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0003401', 'GO:0061138']	['FGFR2', 'TGFB1']
1377	GO:BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	0.0177265401429085	True	"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte mediated immunity."" [GOC:add]"	59	100	3	15719	0.03	0.0508474576271186	query_1	['GO:0002444', 'GO:0002703']	['LYN', 'SYK', 'FCGR1A']
1378	GO:BP	GO:0002281	macrophage activation involved in immune response	0.0177265401429085	True	"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0002275', 'GO:0042116']	['PLCG2', 'SYK']
1379	GO:BP	GO:1904702	regulation of protein localization to adherens junction	0.0177265401429085	True	"""Any process that modulates the frequency, rate or extent of protein localization to adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:kmv, GOC:TermGenie, PMID:26412237]"	1	100	1	15719	0.01	1.0	query_1	['GO:0071896', 'GO:0150106']	['VCL']
1380	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0177265401429085	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	100	1	15719	0.01	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
1381	GO:BP	GO:0150103	reactive gliosis	0.0177265401429085	True	"""A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells."" [GOC:aruk, GOC:bc, PMID:24462092]"	1	100	1	15719	0.01	1.0	query_1	['GO:0150076']	['ITGB1']
1384	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0177265401429085	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
1382	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0177265401429085	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
1391	GO:BP	GO:1903041	regulation of chondrocyte hypertrophy	0.0177265401429085	True	"""Any process that modulates the frequency, rate or extent of chondrocyte hypertrophy."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:23928032]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001558', 'GO:0003415', 'GO:0048638', 'GO:0061181']	['SMAD7']
1390	GO:BP	GO:0002651	positive regulation of tolerance induction to self antigen	0.0177265401429085	True	"""Any process that activates or increases the frequency, rate, or extent of tolerance induction to self antigen."" [GOC:add]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002513', 'GO:0002645', 'GO:0002649']	['TGFBR2']
1389	GO:BP	GO:1905313	transforming growth factor beta receptor signaling pathway involved in heart development	0.0177265401429085	True	"""Any transforming growth factor beta receptor signaling pathway that is involved in heart development."" [GO_REF:0000060, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16140292]"	1	100	1	15719	0.01	1.0	query_1	['GO:0007179', 'GO:0061311']	['TGFB1']
1383	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0177265401429085	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
1387	GO:BP	GO:0085017	entry into host cell by a symbiont-containing vacuole	0.0177265401429085	True	"""The invasion by a symbiont of a cell of a host organism, forming a vacuole in which the symbiont resides. The vacuole membrane is formed from lipids and proteins derived from both host and symbiont. Begins when the symbiont attaches on to the host cell membrane which invaginates and deepens as the symbiont enters, and ends when the host cell membrane closes behind the newly-formed vacuole."" [GOC:jl, PMID:18665841, PMID:8690024, PMID:9580555]"	1	100	1	15719	0.01	1.0	query_1	['GO:0044409']	['ITGAV']
1386	GO:BP	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	0.0177265401429085	True	"""Any process that increases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0002042', 'GO:0043536', 'GO:0090049']	['RHOJ', 'KDR']
1392	GO:BP	GO:1903043	positive regulation of chondrocyte hypertrophy	0.0177265401429085	True	"""Any process that activates or increases the frequency, rate or extent of chondrocyte hypertrophy."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:23928032]"	1	100	1	15719	0.01	1.0	query_1	['GO:0003415', 'GO:0030307', 'GO:0048639', 'GO:1902761', 'GO:1903041']	['SMAD7']
1388	GO:BP	GO:0002649	regulation of tolerance induction to self antigen	0.0177265401429085	True	"""Any process that modulates the frequency, rate, or extent of tolerance induction to self antigen."" [GOC:add]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002513', 'GO:0002643']	['TGFBR2']
1385	GO:BP	GO:1901622	positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.0177265401429085	True	"""Any process that activates or increases the frequency, rate or extent of smoothened signaling pathway involved in dorsal/ventral neural tube patterning."" [GOC:TermGenie]"	1	100	1	15719	0.01	1.0	query_1	['GO:0045880', 'GO:0060831', 'GO:1901620']	['GORAB']
1393	GO:BP	GO:0071800	podosome assembly	0.0177265401429085	True	"""The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell."" [GOC:mah, GOC:sl]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0065003', 'GO:0140694']	['SRC', 'DOCK5']
1408	GO:BP	GO:0007398	ectoderm development	0.0177265401429085	True	"""The process whose specific outcome is the progression of the ectoderm over time, from its formation to the mature structure. In animal embryos, the ectoderm is the outer germ layer of the embryo, formed during gastrulation."" [GOC:dph, GOC:tb]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0009888']	['CTNNB1', 'SMURF1']
1407	GO:BP	GO:0060039	pericardium development	0.0177265401429085	True	"""The process whose specific outcome is the progression of the pericardium over time, from its formation to the mature structure. The pericardium is a double-walled sac that contains the heart and the roots of the aorta, vena cava and the pulmonary artery."" [GOC:dph, GOC:rph, PMID:15138308, PMID:16376438]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0007507', 'GO:0060429']	['SOS1', 'SMAD3']
1406	GO:BP	GO:0060391	positive regulation of SMAD protein signal transduction	0.0177265401429085	True	"""Any process that increases the rate, frequency or extent of SMAD protein signal transduction. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways."" [GOC:BHF, GOC:dph, GOC:tb]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0060390', 'GO:0060395', 'GO:0090100', 'GO:1902533']	['TGFB3', 'TGFBR1']
1405	GO:BP	GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.0177265401429085	True	"""The canonical Wnt signaling pathway that contributes to the modulation of the expansion of a population of cardiac outflow tract cells."" [GOC:dph, GOC:mtg_heart]"	1	100	1	15719	0.01	1.0	query_1	['GO:0044340', 'GO:0061316', 'GO:1901963']	['CTNNB1']
1404	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0177265401429085	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
