Vogt-Koyanagi-Harada disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
884	GO:BP	GO:0032729	positive regulation of type II interferon production	0.0037426147762152	True	"""Any process that activates or increases the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]"	76	101	6	21110	0.0594059405940594	0.0789473684210526	query_1	['GO:0001819', 'GO:0032609', 'GO:0032649']	['PTPN22', 'TLR4', 'TNF', 'FADD', 'LTA', 'CD14']
885	GO:MF	GO:0016772	transferase activity, transferring phosphorus-containing groups	0.0037535690970662	True	"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]"	966	101	17	20195	0.1683168316831683	0.0175983436853002	query_1	['GO:0016740']	['CARD11', 'MAP3K8', 'GSK3B', 'MAP3K14', 'IRAK3', 'CHUK', 'IKBKB', 'IKBKE', 'IRAK4', 'TBK1', 'IRAK2', 'RIPK1', 'IRAK1', 'IKBKG', 'TAB1', 'MAP3K7', 'PTGES3']
886	HPA	HPA:0010011	adipose tissue; adipocytes[≥Low]	0.0037737307323993	True	adipose tissue; adipocytes[≥Low]	3934	73	44	11006	0.6027397260273972	0.0111845449923741	query_1	['HPA:0010000']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'TBKBP1', 'IKBKE', 'AZI2', 'BTRC', 'IRF7', 'RIPK1', 'SKP1', 'TRADD', 'NFKB2', 'FBXW11', 'SNX33', 'MAP3K7', 'CAND1', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'FBXW7', 'LRSAM1', 'TNFAIP3', 'CDC37']
887	HPA	HPA:0010000	adipose tissue	0.0037737307323993	True	adipose tissue	3934	73	44	11006	0.6027397260273972	0.0111845449923741	query_1	['HPA:0000000']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'TBKBP1', 'IKBKE', 'AZI2', 'BTRC', 'IRF7', 'RIPK1', 'SKP1', 'TRADD', 'NFKB2', 'FBXW11', 'SNX33', 'MAP3K7', 'CAND1', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'FBXW7', 'LRSAM1', 'TNFAIP3', 'CDC37']
888	GO:MF	GO:0051087	protein-folding chaperone binding	0.0038231720498876	True	"""Binding to a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport."" [PMID:10585443]"	137	101	7	20195	0.0693069306930693	0.0510948905109489	query_1	['GO:0005515']	['STIP1', 'DNAJA2', 'DNAJA4', 'BIRC2', 'HSPA8', 'PTGES3', 'CDC37']
889	GO:BP	GO:0044238	primary metabolic process	0.0039522288895732	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	12729	101	83	21110	0.8217821782178217	0.0065205436405059	query_1	['GO:0008152']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'RBCK1', 'SPOP', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'LIPF', 'UBE2N', 'TNFAIP3', 'CDC37']
890	GO:MF	GO:0061630	ubiquitin protein ligase activity	0.00396530531537	True	"""Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues."" [GOC:BioGRID, GOC:dph, GOC:mah, GOC:tb, PMID:22863777]"	329	101	10	20195	0.099009900990099	0.0303951367781155	query_1	['GO:0004842', 'GO:0061659']	['CUL3', 'RBX1', 'BTRC', 'RNF31', 'PELI1', 'FBXW11', 'BIRC3', 'TRAF6', 'BIRC2', 'LRSAM1']
891	HP	HP:0410243	Abnormal circulating IgM level	0.0039682931534937	True	An abnormal deviation from normal levels of IgM immunoglobulin in blood.	92	49	8	4851	0.1632653061224489	0.0869565217391304	query_1	['HP:0010701']	['CARD11', 'MYD88', 'CASP10', 'FASLG', 'FAS', 'NFKB2', 'IKBKG', 'CASP8']
892	HP	HP:0410240	Abnormal circulating IgA level	0.0039682931534937	True	An abnormal deviation from normal levels of IgA immunoglobulin in blood.	92	49	8	4851	0.1632653061224489	0.0869565217391304	query_1	['HP:0010701']	['CARD11', 'CASP10', 'FASLG', 'FAS', 'NFKB2', 'IKBKG', 'REL', 'CASP8']
893	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0039759223934866	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	173	101	8	21110	0.0792079207920792	0.0462427745664739	query_1	['GO:0002449', 'GO:0002703']	['TNFRSF1B', 'TNF', 'FADD', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
894	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	0.0039795801152486	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	301	101	10	21110	0.099009900990099	0.0332225913621262	query_1	['GO:0035556', 'GO:0097190']	['CUL3', 'HSPA1A', 'TNFRSF1B', 'TNFRSF1A', 'IKBKE', 'TNF', 'TRAF2', 'CUL1', 'FBXW7', 'CUL4A']
895	GO:BP	GO:0002250	adaptive immune response	0.0040018550509573	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	726	101	15	21110	0.1485148514851485	0.0206611570247933	query_1	['GO:0006955']	['TNFRSF1B', 'MYD88', 'TLR4', 'TNF', 'FADD', 'IRF7', 'LTA', 'MALT1', 'NFKB2', 'TRAF2', 'MAP3K7', 'RELB', 'TRAF6', 'BCL10', 'TNFAIP3']
896	GO:BP	GO:1904407	positive regulation of nitric oxide metabolic process	0.0041097110509492	True	"""Any process that activates or increases the frequency, rate or extent of nitric oxide metabolic process."" [GO_REF:0000058, GOC:TermGenie, PMID:11991626]"	43	101	5	21110	0.0495049504950495	0.1162790697674418	query_1	['GO:0046209', 'GO:0051173', 'GO:0080164']	['HSP90AB1', 'TLR4', 'TNF', 'HSP90AA1', 'TICAM1']
897	HPA	HPA:0320101	nasopharynx; respiratory epithelial cells[≥Low]	0.0041305444830675	True	nasopharynx; respiratory epithelial cells[≥Low]	5787	73	56	11006	0.7671232876712328	0.0096768619319163	query_1	['HPA:0320000']	['PTPN22', 'SHARPIN', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'IKBKE', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'FBXW11', 'SNX33', 'TAB1', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'BCL10', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
898	HPA	HPA:0040000	bone marrow	0.0042552095803254	True	bone marrow	6486	73	60	11006	0.821917808219178	0.0092506938020351	query_1	['HPA:0000000']	['CUL3', 'PTPN22', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'TBKBP1', 'FASLG', 'IKBKE', 'TLR4', 'AZI2', 'BTRC', 'SKAP2', 'TNF', 'RNF31', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'NFKB2', 'FBXW11', 'SNX33', 'TAB1', 'BIRC3', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'PTGES3', 'FBXW7', 'CD14', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
899	HPA	HPA:0040081	bone marrow; hematopoietic cells[≥Low]	0.0042552095803254	True	bone marrow; hematopoietic cells[≥Low]	6486	73	60	11006	0.821917808219178	0.0092506938020351	query_1	['HPA:0040000']	['CUL3', 'PTPN22', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'TBKBP1', 'FASLG', 'IKBKE', 'TLR4', 'AZI2', 'BTRC', 'SKAP2', 'TNF', 'RNF31', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'NFKB2', 'FBXW11', 'SNX33', 'TAB1', 'BIRC3', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'PTGES3', 'FBXW7', 'CD14', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
900	GO:BP	GO:0014070	response to organic cyclic compound	0.0043905060940036	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	935	101	17	21110	0.1683168316831683	0.0181818181818181	query_1	['GO:0010033']	['HSPA1A', 'GSK3B', 'MYD88', 'IRAK3', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'PELI1', 'CFLAR', 'HSP90AA1', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'PTGES3']
901	GO:MF	GO:0002020	protease binding	0.0044100870097098	True	"""Binding to a protease or a peptidase."" [GOC:hjd]"	140	101	7	20195	0.0693069306930693	0.05	query_1	['GO:0019899']	['GSK3B', 'TNF', 'FADD', 'CFLAR', 'MALT1', 'BCL10', 'TNFAIP3']
902	WP	WP:WP4659	Gastrin signaling pathway	0.0045455762290489	True	Gastrin signaling pathway	114	88	8	8133	0.0909090909090909	0.0701754385964912	query_1	['WP:000000']	['GSK3B', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'BIRC3', 'BIRC2', 'NFKBIA']
903	GO:BP	GO:0097039	protein linear polyubiquitination	0.0045738482260667	True	"""A protein ubiquitination process in which a linear polymer of ubiquitin, formed by the amino-terminal methionine (M1) of one ubiquitin molecule and by the carboxy-terminal glycine (G76) of the next, is added to a protein."" [GOC:jsg, GOC:sp, PMID:21455173, PMID:21455180, PMID:21455181]"	6	101	3	21110	0.0297029702970297	0.5	query_1	['GO:0000209']	['SHARPIN', 'RBCK1', 'RNF31']
904	GO:BP	GO:1905323	telomerase holoenzyme complex assembly	0.0045738482260667	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase holoenzyme complex."" [GO_REF:0000079, GOC:TermGenie, PMID:26305931]"	6	101	3	21110	0.0297029702970297	0.5	query_1	['GO:0022618']	['HSP90AB1', 'HSP90AA1', 'PTGES3']
905	GO:BP	GO:0070427	nucleotide-binding oligomerization domain containing 1 signaling pathway	0.0045738482260667	True	"""The series of molecular signals initiated by the binding of a ligand (such as a bacterial peptidoglycan) to a cytoplasmic nucleotide-binding oligomerization domain containing 1 (NOD1) protein receptor, and ending with regulation of a downstream cellular process."" [GOC:add, PMID:17944960, PMID:18585455]"	6	101	3	21110	0.0297029702970297	0.5	query_1	['GO:0070423']	['TLR4', 'NFKBIA', 'TNFAIP3']
906	REAC	REAC:R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	0.0046619334025709	True	Regulation of PLK1 Activity at G2/M Transition	86	96	7	10790	0.0729166666666666	0.0813953488372093	query_1	['REAC:R-HSA-69275']	['OPTN', 'RAB8A', 'BTRC', 'SKP1', 'HSP90AA1', 'FBXW11', 'CUL1']
907	HPA	HPA:0210000	fallopian tube	0.0047332873410466	True	fallopian tube	7457	73	65	11006	0.8904109589041096	0.0087166420812659	query_1	['HPA:0000000']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'TBKBP1', 'FASLG', 'IKBKE', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'FBXW11', 'SNX33', 'BIRC3', 'MAP3K7', 'CAND1', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
908	GO:CC	GO:0071944	cell periphery	0.0047945581775516	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	6303	101	49	22122	0.4851485148514851	0.007774075836903	query_1	['GO:0110165']	['CUL3', 'PTPN22', 'CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'RAB8A', 'TRAF3', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RAB8B', 'IKBKB', 'FASLG', 'TLR4', 'FYB1', 'IRAK4', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'LTB', 'TICAM2', 'HSP90AA1', 'SNX33', 'TRAF2', 'MAP3K7', 'LTBR', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TAB3', 'CUL1', 'BCL10', 'CD14']
909	HP	HP:0011111	Abnormality of immune serum protein physiology	0.0048129845354401	True	An abnormality of the concentration or function of circulating immune proteins.	43	49	6	4851	0.1224489795918367	0.1395348837209302	query_1	['HP:0010978']	['PTPN22', 'CASP10', 'FASLG', 'FAS', 'FADD', 'NFKBIA']
910	GO:BP	GO:0050670	regulation of lymphocyte proliferation	0.0048304632115909	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	239	101	9	21110	0.0891089108910891	0.0376569037656903	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['PTPN22', 'CARD11', 'TNFRSF1B', 'MYD88', 'TLR4', 'FADD', 'PELI1', 'TRAF6', 'TICAM1']
911	GO:MF	GO:0004672	protein kinase activity	0.0048449957749477	True	"""Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."" [MetaCyc:PROTEIN-KINASE-RXN]"	587	101	13	20195	0.1287128712871287	0.0221465076660988	query_1	['GO:0016301', 'GO:0016773', 'GO:0140096']	['MAP3K8', 'GSK3B', 'MAP3K14', 'IRAK3', 'CHUK', 'IKBKB', 'IKBKE', 'IRAK4', 'TBK1', 'IRAK2', 'RIPK1', 'IRAK1', 'MAP3K7']
912	GO:BP	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	0.0049013526984116	True	"""Any process that increases the rate, frequency or extent of a type I interferon-mediated signaling pathway."" [GOC:dph]"	20	101	4	21110	0.0396039603960396	0.2	query_1	['GO:0001961', 'GO:0045089', 'GO:0060337', 'GO:0060338']	['IKBKE', 'TBK1', 'FADD', 'IRF7']
913	GO:BP	GO:0032495	response to muramyl dipeptide	0.0049013526984116	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a muramyl dipeptide stimulus. Muramyl dipeptide is derived from peptidoglycan."" [GOC:add]"	20	101	4	21110	0.0396039603960396	0.2	query_1	['GO:1901652']	['PTPN22', 'RELA', 'NFKBIA', 'TNFAIP3']
914	GO:BP	GO:1903209	positive regulation of oxidative stress-induced cell death	0.0049013526984116	True	"""Any process that activates or increases the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:20969476]"	20	101	4	21110	0.0396039603960396	0.2	query_1	['GO:0010942', 'GO:0036473', 'GO:1903201']	['TLR4', 'TNF', 'RIPK1', 'FBXW7']
915	GO:BP	GO:0034162	toll-like receptor 9 signaling pathway	0.0049013526984116	True	"""The series of molecular signals initiated by a ligand binding to the endolysosomal toll-like receptor 9."" [GOC:add, PMID:16551253, PMID:17328678]"	20	101	4	21110	0.0396039603960396	0.2	query_1	['GO:0140894']	['PTPN22', 'IRAK4', 'TNIP2', 'IRAK1']
916	GO:CC	GO:0005776	autophagosome	0.0049372179498969	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	117	101	6	22122	0.0594059405940594	0.0512820512820512	query_1	['GO:0005773']	['OPTN', 'HTT', 'TAX1BP1', 'TBC1D17', 'HSPA8', 'TICAM1']
917	GO:BP	GO:0030097	hemopoiesis	0.0049968844304137	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	944	101	17	21110	0.1683168316831683	0.0180084745762711	query_1	['GO:0048468']	['PTPN22', 'CARD11', 'HSPA1A', 'TLR4', 'AZI2', 'TNF', 'FADD', 'IRF7', 'RIPK1', 'MALT1', 'LTBR', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7', 'CUL4A']
918	HP	HP:0100533	Inflammatory abnormality of the eye	0.0051104620307119	True	Inflammation of the eye, parts of the eye or the periorbital region.	203	49	11	4851	0.2244897959183673	0.0541871921182266	query_1	['HP:0012373', 'HP:0012649']	['PTPN22', 'CASP10', 'TNFRSF1A', 'FASLG', 'TLR4', 'FAS', 'MALT1', 'IKBKG', 'BIRC3', 'BCL10', 'TNFAIP3']
919	HPA	HPA:0100131	cerebral cortex; neuronal cells[≥Low]	0.0053779453891916	True	cerebral cortex; neuronal cells[≥Low]	6704	73	61	11006	0.8356164383561644	0.009099045346062	query_1	['HPA:0100000']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'NFKBIE', 'CREBBP', 'MYD88', 'OPTN', 'MAP3K14', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'FASLG', 'IKBKE', 'TLR4', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'IRF7', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'TRADD', 'IRAK1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'MAP3K7', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
920	GO:MF	GO:0061659	ubiquitin-like protein ligase activity	0.0054267778026193	True	"""Catalysis of the transfer of a ubiquitin-like protein (ULP) to a substrate protein via the reaction X-ULP + S --> X + S-ULP, where X is either an E2 or E3 enzyme, the X-ULP linkage is a thioester bond, and the S-ULP linkage is an isopeptide bond between the C-terminal glycine of ULP and the epsilon-amino group of lysine residues in the substrate."" [GOC:dph]"	341	101	10	20195	0.099009900990099	0.0293255131964809	query_1	['GO:0019787']	['CUL3', 'RBX1', 'BTRC', 'RNF31', 'PELI1', 'FBXW11', 'BIRC3', 'TRAF6', 'BIRC2', 'LRSAM1']
921	HP	HP:0000155	Oral ulcer	0.0055305114573856	True	Erosion of the mucous mebrane of the mouth with local excavation of the surface, resulting from the sloughing of inflammatory necrotic tissue.	44	49	6	4851	0.1224489795918367	0.1363636363636363	query_1	['HP:0011830']	['RELA', 'TLR4', 'FAS', 'RIPK1', 'IRAK1', 'TNFAIP3']
922	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0055352519333373	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	243	101	9	21110	0.0891089108910891	0.037037037037037	query_1	['GO:0032943', 'GO:0070663']	['PTPN22', 'CARD11', 'TNFRSF1B', 'MYD88', 'TLR4', 'FADD', 'PELI1', 'TRAF6', 'TICAM1']
923	GO:BP	GO:0022612	gland morphogenesis	0.0056504226007715	True	"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]"	127	101	7	21110	0.0693069306930693	0.0551181102362204	query_1	['GO:0009887', 'GO:0048732']	['CUL3', 'BTRC', 'TNF', 'NFKB1', 'CFLAR', 'FBXW7', 'TNFAIP3']
924	REAC	REAC:R-HSA-2262752	Cellular responses to stress	0.0056527862292607	True	Cellular responses to stress	778	96	20	10790	0.2083333333333333	0.0257069408740359	query_1	['REAC:R-HSA-8953897']	['CUL3', 'STIP1', 'HSPA1A', 'GSK3B', 'CREBBP', 'HSP90AB1', 'HSPH1', 'RELA', 'DNAJA2', 'FKBP5', 'RBX1', 'TLR4', 'BTRC', 'NFKB1', 'SKP1', 'DNAJA4', 'HSP90AA1', 'HSPA8', 'CUL1', 'PTGES3']
925	HP	HP:0004386	Gastrointestinal inflammation	0.0056771918367937	True	Inflammation of the alimentary part of the gastrointestinal system.	129	49	9	4851	0.1836734693877551	0.0697674418604651	query_1	['HP:0012649', 'HP:0012719']	['CASP10', 'FASLG', 'RBCK1', 'FAS', 'RIPK1', 'MAP3K7', 'REL', 'BCL10', 'TNFAIP3']
926	REAC	REAC:R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	0.0057357091880844	True	Negative regulators of DDX58/IFIH1 signaling	35	96	5	10790	0.0520833333333333	0.1428571428571428	query_1	['REAC:R-HSA-168928']	['TRAF3', 'IKBKE', 'TBK1', 'TAX1BP1', 'TNFAIP3']
927	GO:BP	GO:0051128	regulation of cellular component organization	0.0058907075818087	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2462	101	29	21110	0.2871287128712871	0.0117790414297319	query_1	['GO:0016043', 'GO:0050794']	['CUL3', 'PTPN22', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'SARM1', 'HTT', 'IRAK3', 'TNFRSF1A', 'RAB8B', 'IKBKB', 'FASLG', 'IKBKE', 'TLR4', 'TNF', 'CFLAR', 'TNFSF14', 'DNAJA4', 'HSP90AA1', 'SNX33', 'TRAF2', 'CAND1', 'BIRC2', 'HSPA8', 'TICAM1', 'FBXW7', 'CD14', 'LRSAM1']
