Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1075	GO:BP	GO:0014812	muscle cell migration	0.0078195534129718	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	87	100	6	21110	0.06	0.0689655172413793	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'DOCK4', 'VTN', 'DOCK5']
1076	GO:CC	GO:0098978	glutamatergic synapse	0.0079315400632779	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	433	100	10	22122	0.1	0.023094688221709	query_1	['GO:0045202']	['ITGB1', 'SRC', 'ITGB3', 'WASL', 'ITGA5', 'LYN', 'PLCG1', 'USP8', 'PTK2B', 'SH3GL2']
1077	GO:BP	GO:0007369	gastrulation	0.0080134818327325	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	192	100	8	21110	0.08	0.0416666666666666	query_1	['GO:0048598']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'ITGA5', 'GRB2', 'VTN']
1078	GO:BP	GO:1904951	positive regulation of establishment of protein localization	0.0080275562950804	True	"""Any process that activates or increases the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]"	329	100	10	21110	0.1	0.0303951367781155	query_1	['GO:0045184', 'GO:0070201', 'GO:1903829']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'PTPN23', 'FYN', 'FGB', 'FGG', 'ERBB2']
1079	HP	HP:0003010	Prolonged bleeding time	0.0082218609992081	True	Prolongation of the time taken for a standardized skin cut of fixed depth and length to stop bleeding.	47	49	6	4851	0.1224489795918367	0.1276595744680851	query_1	['HP:0001892']	['ITGB3', 'ADAMTSL2', 'WIPF1', 'ITGA2B', 'WAS', 'ADAMTS2']
1080	REAC	REAC:R-HSA-5655253	Signaling by FGFR2 in disease	0.0082748057553822	True	Signaling by FGFR2 in disease	37	97	5	10790	0.0515463917525773	0.1351351351351351	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1']
1081	HP	HP:0000988	Skin rash	0.0082748699615027	True	A red eruption of the skin.	135	49	9	4851	0.1836734693877551	0.0666666666666666	query_1	['HP:0011123']	['SPP1', 'FGA', 'PIK3R1', 'ZAP70', 'LCP2', 'SYK', 'BLNK', 'CBL', 'PDGFRA']
1082	GO:BP	GO:0030195	negative regulation of blood coagulation	0.0083879783641795	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]"	50	100	5	21110	0.05	0.1	query_1	['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']	['FGA', 'FGB', 'FGG', 'VTN', 'PDGFRA']
1083	GO:BP	GO:0140352	export from cell	0.0084489940082602	True	"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]"	884	100	16	21110	0.16	0.0180995475113122	query_1	['GO:0006810', 'GO:0009987']	['PIK3CG', 'SPP1', 'FGA', 'HGS', 'TGFB3', 'PTPN23', 'PIK3CD', 'LAT', 'LYN', 'STAM', 'FGB', 'SYK', 'FGG', 'GAB2', 'PTPN11', 'CBL']
1084	GO:BP	GO:0038083	peptidyl-tyrosine autophosphorylation	0.0085149986234747	True	"""The phosphorylation by a protein of one or more of its own tyrosine amino acid residues, or a tyrosine residue on an identical protein."" [PMID:10037737, PMID:10068444, PMID:10940390]"	23	100	4	21110	0.04	0.1739130434782608	query_1	['GO:0018108', 'GO:0046777']	['SRC', 'EGFR', 'PTK2B', 'LCK']
1085	HPA	HPA:0380201	placenta; endothelial cells[≥Low]	0.0089757465374576	True	placenta; endothelial cells[≥Low]	405	81	12	11006	0.1481481481481481	0.0296296296296296	query_1	['HPA:0380000']	['ITGB1', 'ITGAV', 'FN1', 'STAM2', 'WASL', 'WIPF1', 'ITGA5', 'PXN', 'WIPF2', 'LAT', 'SH3GL2', 'VTN']
1086	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	0.0089874970091617	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	195	100	8	21110	0.08	0.041025641025641	query_1	['GO:0045860', 'GO:0071900']	['PIK3R5', 'PIK3CG', 'SRC', 'PIK3R6', 'EGFR', 'SYK', 'ERBB2', 'PTK2B']
1087	GO:BP	GO:0008654	phospholipid biosynthetic process	0.0091281043465069	True	"""The chemical reactions and pathways resulting in the formation of a phospholipid, a lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]"	261	100	9	21110	0.09	0.0344827586206896	query_1	['GO:0006644', 'GO:0008610', 'GO:0090407']	['PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1088	GO:BP	GO:1900047	negative regulation of hemostasis	0.0092649397924533	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	51	100	5	21110	0.05	0.0980392156862745	query_1	['GO:0007599', 'GO:0048519', 'GO:1900046']	['FGA', 'FGB', 'FGG', 'VTN', 'PDGFRA']
1089	GO:BP	GO:0048667	cell morphogenesis involved in neuron differentiation	0.009290651964703	True	"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]"	590	100	13	21110	0.13	0.0220338983050847	query_1	['GO:0000904', 'GO:0048666']	['ITGB1', 'FN1', 'SPP1', 'RET', 'WASL', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'PTK2', 'ARTN', 'PTPN11']
1090	GO:BP	GO:0010942	positive regulation of cell death	0.009290651964703	True	"""Any process that increases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	590	100	13	21110	0.13	0.0220338983050847	query_1	['GO:0008219', 'GO:0010941', 'GO:0048522']	['ITGB1', 'NCK1', 'PIK3CB', 'SRC', 'TGFB3', 'RET', 'PIK3CD', 'FYN', 'LYN', 'SYK', 'PLCG1', 'LCK', 'NCK2']
1091	KEGG	KEGG:00562	Inositol phosphate metabolism	0.0093128623572832	True	Inositol phosphate metabolism	73	85	6	8161	0.0705882352941176	0.0821917808219178	query_1	['KEGG:00000']	['PIK3CB', 'PIK3CG', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PLCG1']
1092	HP	HP:0031404	Impaired antigen-specific response	0.0093248900801102	True	An impaired immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory).	48	49	6	4851	0.1224489795918367	0.125	query_1	['HP:0010978']	['PIK3CD', 'WAS', 'ZAP70', 'LCP2', 'CD247', 'DOCK2']
1093	HP	HP:0011890	Prolonged bleeding following procedure	0.0095202687448042	True	Prolonged or protracted bleeding following an invasive procedure or intervention.	28	49	5	4851	0.1020408163265306	0.1785714285714285	query_1	['HP:0001892']	['FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG']
1094	HP	HP:0100763	Abnormality of the lymphatic system	0.0096270324151137	True	An anomaly of the lymphatic system, a network of lymphatic vessels that carry a clear fluid called lymph unidirectionally towards either the right lymphatic duct or the thoracic duct, which in turn drain into the right and left subclavian veins respectively.	713	49	20	4851	0.4081632653061224	0.0280504908835904	query_1	['HP:0002597', 'HP:0002715']	['PIK3CG', 'SPP1', 'FGA', 'PIK3R1', 'ITK', 'SOS1', 'PIK3CD', 'WIPF1', 'WAS', 'LAT', 'ZAP70', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'CD247', 'CD3E', 'PTPN11', 'CBL', 'PDGFRA']
1095	HPA	HPA:0381191	placenta; cytotrophoblasts[≥Low]	0.0096458041587379	True	placenta; cytotrophoblasts[≥Low]	476	81	13	11006	0.1604938271604938	0.0273109243697479	query_1	['HPA:0380000']	['ITGB1', 'ITGAV', 'FN1', 'STAM2', 'PIK3AP1', 'WASL', 'ITGA2B', 'PXN', 'WIPF2', 'LYN', 'EGFR', 'SH3GL2', 'GRAP2']
1096	HPA	HPA:0030072	appendix; lymphoid tissue[≥Medium]	0.0097506349525634	True	appendix; lymphoid tissue[≥Medium]	2983	81	39	11006	0.4814814814814814	0.0130740864901106	query_1	['HPA:0030071']	['RAPGEF1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'PIK3R1', 'STAM2', 'PIK3R6', 'PTPN23', 'SHC1', 'PIK3AP1', 'PLCG2', 'WASL', 'PIK3CD', 'WIPF1', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'GFRA3', 'GRB2', 'LCP2', 'AKAP10', 'VCL', 'SYK', 'PLCG1', 'SH3KBP1', 'PTK2B', 'CD247', 'TLN1', 'PTK2', 'DOCK2', 'CD3E', 'DOCK5', 'PTPN11', 'CBL']
1097	HP	HP:0001878	Hemolytic anemia	0.0099184251817014	True	A type of anemia caused by premature destruction of red blood cells (hemolysis).	138	49	9	4851	0.1836734693877551	0.0652173913043478	query_1	['HP:0011895']	['PIK3CG', 'SPP1', 'ITK', 'WIPF1', 'WAS', 'LAT', 'ZAP70', 'LCP2', 'CD247']
1098	WP	WP:WP2828	Bladder cancer	0.0099667904717473	True	Bladder cancer	40	88	5	8133	0.0568181818181818	0.125	query_1	['WP:000000']	['PIK3R2', 'SRC', 'PIK3R1', 'EGFR', 'ERBB2']
1099	GO:BP	GO:0051492	regulation of stress fiber assembly	0.0101654394103929	True	"""Any process that modulates the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	91	100	6	21110	0.06	0.0659340659340659	query_1	['GO:0032231', 'GO:0043149', 'GO:0110020']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'WAS']
1100	GO:BP	GO:0046849	bone remodeling	0.0101654394103929	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	91	100	6	21110	0.06	0.0659340659340659	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'SYK', 'PTK2B', 'DOCK5']
1101	GO:BP	GO:0036119	response to platelet-derived growth factor	0.0101808979103872	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	100	4	21110	0.04	0.1666666666666666	query_1	['GO:0070848']	['SRC', 'ITGB3', 'FYN', 'CBL']
1102	GO:BP	GO:0034114	regulation of heterotypic cell-cell adhesion	0.0101808979103872	True	"""Any process that modulates the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]"	24	100	4	21110	0.04	0.1666666666666666	query_1	['GO:0022407', 'GO:0034113']	['FGA', 'FGB', 'FGG', 'LCK']
1103	GO:MF	GO:0004714	transmembrane receptor protein tyrosine kinase activity	0.0103198279196421	True	"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP + a protein-L-tyrosine = ADP + a protein-L-tyrosine phosphate."" [EC:2.7.10.1, GOC:mah]"	63	100	5	20195	0.05	0.0793650793650793	query_1	['GO:0004713', 'GO:0019199']	['MET', 'RET', 'EGFR', 'ERBB2', 'PDGFRA']
1104	HP	HP:0410242	Abnormal circulating IgG level	0.0107670085282723	True	An abnormal deviation from normal levels of IgG immunoglobulin in blood.	105	49	8	4851	0.1632653061224489	0.0761904761904762	query_1	['HP:0010701']	['PIK3CG', 'PIK3R1', 'ITK', 'PIK3CD', 'SYK', 'CD247', 'BLNK', 'CD3E']
1105	REAC	REAC:R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	0.0108181620785061	True	Erythropoietin activates Phospholipase C gamma (PLCG)	7	97	3	10790	0.0309278350515463	0.4285714285714285	query_1	['REAC:R-HSA-9006335']	['PLCG2', 'LYN', 'PLCG1']
1106	GO:BP	GO:0017157	regulation of exocytosis	0.0108339164747481	True	"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	200	100	8	21110	0.08	0.04	query_1	['GO:0006887', 'GO:0060627', 'GO:1903530']	['FGA', 'HGS', 'LYN', 'STAM', 'FGB', 'SYK', 'FGG', 'GAB2']
1107	GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.0108339164747481	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	200	100	8	21110	0.08	0.04	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']	['MET', 'NCK1', 'SRC', 'PLCG2', 'GRB2', 'SYK', 'PTK2B', 'NCK2']
1108	GO:BP	GO:0097190	apoptotic signaling pathway	0.0109449497854851	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	599	100	13	21110	0.13	0.021702838063439	query_1	['GO:0006915', 'GO:0007165']	['NCK1', 'PIK3CB', 'ITGAV', 'SRC', 'FGA', 'PIK3R1', 'HGF', 'RET', 'FGB', 'FGG', 'LCK', 'CD3E', 'NCK2']
1109	GO:BP	GO:0070663	regulation of leukocyte proliferation	0.0109764037263498	True	"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	267	100	9	21110	0.09	0.0337078651685393	query_1	['GO:0042127', 'GO:0070661']	['NCK1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'PTK2', 'CD3E', 'NCK2']
1110	KEGG	KEGG:04931	Insulin resistance	0.0110545778692555	True	Insulin resistance	108	85	7	8161	0.0823529411764705	0.0648148148148148	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3', 'PTPN11']
1111	GO:CC	GO:0072562	blood microparticle	0.0110595867677027	True	"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]"	137	100	6	22122	0.06	0.0437956204379562	query_1	['GO:0005615', 'GO:0110165']	['FN1', 'FGA', 'ITGA2B', 'FGB', 'FGG', 'VTN']
1112	GO:BP	GO:0034614	cellular response to reactive oxygen species	0.0110963953508272	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]"	142	100	7	21110	0.07	0.0492957746478873	query_1	['GO:0000302', 'GO:0034599', 'GO:1901701']	['MET', 'SRC', 'HGF', 'PXN', 'FYN', 'EGFR', 'PDGFRA']
1113	GO:BP	GO:0061564	axon development	0.0113104844814396	True	"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]"	509	100	12	21110	0.12	0.0235756385068762	query_1	['GO:0031175']	['ITGB1', 'FN1', 'SPP1', 'RET', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'PTK2', 'ARTN', 'PTPN11']
1114	GO:BP	GO:0060249	anatomical structure homeostasis	0.0113137424325106	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]"	268	100	9	21110	0.09	0.0335820895522388	query_1	['GO:0048871']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'VCL', 'SYK', 'PTK2B', 'SH3GL2', 'PTPN11']
1115	GO:BP	GO:0001894	tissue homeostasis	0.0113137424325106	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]"	268	100	9	21110	0.09	0.0335820895522388	query_1	['GO:0048871', 'GO:0060249']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'VCL', 'SYK', 'PTK2B', 'SH3GL2', 'PTPN11']
1116	HPA	HPA:0381223	placenta; syncytiotrophoblasts - microvilli[High]	0.0113640165291918	True	placenta; syncytiotrophoblasts - microvilli[High]	178	81	8	11006	0.0987654320987654	0.0449438202247191	query_1	['HPA:0381222']	['ITGAV', 'STAM2', 'WASL', 'ITGA5', 'WIPF2', 'LAT', 'LYN', 'EGFR']
1117	HP	HP:0025354	Abnormal cellular phenotype	0.0114639541769656	True	An anomaly of cellular morphology or physiology.	593	49	18	4851	0.3673469387755102	0.0303541315345699	query_1	['HP:0000118']	['PIK3CG', 'PIK3R1', 'ITK', 'PLCG2', 'PIK3CD', 'WIPF1', 'WAS', 'LAT', 'ZAP70', 'LCP2', 'PIK3CA', 'VCL', 'SYK', 'SH3KBP1', 'CD247', 'DOCK2', 'BLNK', 'CD3E']
1118	HP	HP:0031379	Abnormal T cell proliferation	0.0115438773083602	True	Any abnormality in the multiplication or reproduction of T cells, which results in the expansion of a cell population.	14	49	4	4851	0.0816326530612244	0.2857142857142857	query_1	['HP:0011840', 'HP:0031378']	['WIPF1', 'LCP2', 'DOCK2', 'CD3E']
1119	GO:BP	GO:0080135	regulation of cellular response to stress	0.0117631857140604	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	700	100	14	21110	0.14	0.02	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['MET', 'RAPGEF1', 'NCK1', 'PIK3CB', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'FYN', 'WAS', 'LYN', 'EGFR', 'PTK2B', 'NCK2']
1120	HPA	HPA:0641471	endometrium; lymphocytes[≥Low]	0.0117713304389083	True	endometrium; lymphocytes[≥Low]	28	81	4	11006	0.0493827160493827	0.1428571428571428	query_1	['HPA:0640000']	['WIPF1', 'CD247', 'CD3E', 'PDGFRA']
1121	HP	HP:0011895	Anemia due to reduced life span of red cells	0.0118347644849319	True	A type of anemia related to a reduction in the average life span of red blood cells in the peripheral circulation, which is normally around 120 days.	141	49	9	4851	0.1836734693877551	0.0638297872340425	query_1	['HP:0001903']	['PIK3CG', 'SPP1', 'ITK', 'WIPF1', 'WAS', 'LAT', 'ZAP70', 'LCP2', 'CD247']
1122	REAC	REAC:R-HSA-389513	CTLA4 inhibitory signaling	0.0119942089533362	True	CTLA4 inhibitory signaling	20	97	4	10790	0.0412371134020618	0.2	query_1	['REAC:R-HSA-388841']	['FYN', 'LYN', 'LCK', 'PTPN11']
1123	HP	HP:0011029	Internal hemorrhage	0.0120038482871658	True	The presence of hemorrhage within the body.	315	49	13	4851	0.2653061224489796	0.0412698412698412	query_1	['HP:0001892', 'HP:0011028']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'RET', 'WIPF1', 'ITGA2B', 'WAS', 'PIK3CA', 'FGB', 'FGG', 'CBL', 'PDGFRA']
1124	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	0.0120761148333175	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	100	4	21110	0.04	0.16	query_1	['GO:0007169', 'GO:0038179']	['BCAR1', 'SRC', 'SOS1', 'PTPN11']
1125	GO:BP	GO:0050819	negative regulation of coagulation	0.0123338870975243	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]"	54	100	5	21110	0.05	0.0925925925925925	query_1	['GO:0050817', 'GO:0050818', 'GO:0051241']	['FGA', 'FGB', 'FGG', 'VTN', 'PDGFRA']
