Progeroid syndrome, Petty type	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1705	GO:CC	GO:0060205	cytoplasmic vesicle lumen	0.0249384682809264	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	98	6	17376	0.0612244897959183	0.0189873417721519	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['FN1', 'TGFB3', 'HGF', 'VCL', 'OSCAR', 'DOCK2']
1706	GO:CC	GO:1902911	protein kinase complex	0.0249384682809264	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	144	98	4	17376	0.0408163265306122	0.0277777777777777	query_1	['GO:0061695']	['TGFBR2', 'PARD6A', 'PARD3', 'TGFBR1']
1707	GO:BP	GO:0006812	monoatomic cation transport	0.0251056095454647	True	"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]"	979	98	12	17376	0.1224489795918367	0.0122574055158324	query_1	['GO:0006811']	['ITGB1', 'ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'CACNA2D2', 'PKD1', 'LCK']
1708	GO:BP	GO:0030509	BMP signaling pathway	0.0251861757063337	True	"""The series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, ISBN:0878932437, PMID:17428827]"	144	98	4	17376	0.0408163265306122	0.0277777777777777	query_1	['GO:0007178', 'GO:0071773']	['SMURF2', 'SMAD7', 'TGFB3', 'SMURF1']
1709	GO:BP	GO:1901184	regulation of ERBB signaling pathway	0.0255004943732512	True	"""Any process that modulates the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	76	98	3	17376	0.0306122448979591	0.0394736842105263	query_1	['GO:0009966', 'GO:0038127']	['SOS1', 'EGFR', 'CBL']
1710	GO:BP	GO:0048644	muscle organ morphogenesis	0.0255004943732512	True	"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]"	76	98	3	17376	0.0306122448979591	0.0394736842105263	query_1	['GO:0007517', 'GO:0009887']	['SMAD7', 'TGFB1', 'TGFBR1']
1711	GO:BP	GO:0008584	male gonad development	0.0257300579763889	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	98	4	17376	0.0408163265306122	0.0275862068965517	query_1	['GO:0008406', 'GO:0046546']	['CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1712	GO:BP	GO:0050769	positive regulation of neurogenesis	0.0259470167204552	True	"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	227	98	5	17376	0.0510204081632653	0.0220264317180616	query_1	['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']	['ITGB1', 'FN1', 'LYN', 'TGFB1', 'SMURF1']
1713	GO:BP	GO:0006886	intracellular protein transport	0.0259822912921616	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	863	98	11	17376	0.1122448979591836	0.0127462340672074	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['PIK3R1', 'FYN', 'PARD3', 'TGFB1', 'SYK', 'SMURF1', 'ERBB2', 'PKD1', 'SMAD3', 'PTPN11', 'ZDHHC2']
1714	REAC	REAC:R-HSA-388396	GPCR downstream signalling	0.0260856273471966	True	GPCR downstream signalling	564	98	8	17376	0.0816326530612244	0.0141843971631205	query_1	['REAC:R-HSA-372790']	['ITGB1', 'FN1', 'SRC', 'PIK3R1', 'SOS1', 'ITGA5', 'EGFR', 'VAV1']
1715	GO:BP	GO:0014829	vascular associated smooth muscle contraction	0.0261181589064394	True	"""A process, occurring in the vascular tissue, whereby actin/myosin complex activity generates force through ATP hydrolysis resulting in a change in smooth muscle geometry. This process is always coupled to chemo-mechanical energy conversion."" [GOC:mtg_muscle, MA:0002718]"	26	98	2	17376	0.0204081632653061	0.0769230769230769	query_1	['GO:0006939', 'GO:0042310']	['DOCK4', 'DOCK5']
1716	GO:BP	GO:0033081	regulation of T cell differentiation in thymus	0.0261181589064394	True	"""Any process that modulates the frequency, rate or extent of T cell differentiation in the thymus."" [GOC:add, GOC:mah]"	26	98	2	17376	0.0204081632653061	0.0769230769230769	query_1	['GO:0033077', 'GO:0045580']	['SOS1', 'ERBB2']
1717	GO:BP	GO:0072012	glomerulus vasculature development	0.0261181589064394	True	"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	26	98	2	17376	0.0204081632653061	0.0769230769230769	query_1	['GO:0001568', 'GO:0032835', 'GO:0061440']	['ITGB3', 'PDGFRA']
1718	GO:BP	GO:0002092	positive regulation of receptor internalization	0.0261181589064394	True	"""Any process that activates or increases the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	26	98	2	17376	0.0204081632653061	0.0769230769230769	query_1	['GO:0002090', 'GO:0031623', 'GO:0048260']	['PLCG2', 'SYK']
1719	GO:BP	GO:0007420	brain development	0.0261181589064394	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	746	98	10	17376	0.1020408163265306	0.0134048257372654	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['ITGB1', 'SRC', 'CRK', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'FYN', 'EGFR', 'CRKL', 'PTPN11']
1720	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0261181589064394	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	98	2	17376	0.0204081632653061	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['TGFB3', 'TGFB1']
1721	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0261576487163121	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	98	4	17376	0.0408163265306122	0.0273972602739726	query_1	['GO:0045137', 'GO:0046661']	['CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1722	GO:BP	GO:0002532	production of molecular mediator involved in inflammatory response	0.0261802035054896	True	"""The synthesis or release of any molecular mediator of the inflammatory response following an inflammatory stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, GOC:dph, GOC:tb, ISBN:0781735149]"	77	98	3	17376	0.0306122448979591	0.0389610389610389	query_1	['GO:0006954', 'GO:0032501']	['LYN', 'SYK', 'SIRPA']
1723	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.0261802035054896	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	98	3	17376	0.0306122448979591	0.0389610389610389	query_1	['GO:0035710', 'GO:0046634']	['SMAD7', 'TGFBR2', 'SHB']
1724	GO:BP	GO:0045137	development of primary sexual characteristics	0.0266335617458991	True	"""The process whose specific outcome is the progression of the primary sexual characteristics over time, from their formation to the mature structures. The primary sexual characteristics are the testes in males and the ovaries in females and they develop in response to sex hormone secretion."" [GOC:ai]"	229	98	5	17376	0.0510204081632653	0.0218340611353711	query_1	['GO:0003006', 'GO:0007275', 'GO:0007548']	['SRC', 'CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1725	GO:BP	GO:0034764	positive regulation of transmembrane transport	0.0266335617458991	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]"	229	98	5	17376	0.0510204081632653	0.0218340611353711	query_1	['GO:0034762', 'GO:0048522', 'GO:0051050', 'GO:0055085']	['ITGB1', 'PIK3R1', 'PLCG2', 'PLCG1', 'PTPN11']
1726	GO:BP	GO:0009889	regulation of biosynthetic process	0.0266457106318557	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3823	98	32	17376	0.3265306122448979	0.0083703897462725	query_1	['GO:0009058', 'GO:0019222']	['MET', 'NCK1', 'SMURF2', 'SRC', 'SPP1', 'SMAD7', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'ZNF398', 'WASL', 'SOS1', 'FYN', 'PAX3', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'CD47', 'SYK', 'SIRPA', 'ERBB2', 'PTK2B', 'CC2D1B', 'TGFBR1', 'PKD1', 'SMAD3', 'NCK2']
1727	REAC	REAC:R-HSA-9013423	RAC3 GTPase cycle	0.0267503759697274	True	RAC3 GTPase cycle	91	98	3	17376	0.0306122448979591	0.0329670329670329	query_1	['REAC:R-HSA-9012999']	['RAPGEF1', 'ITGB1', 'PIK3R1']
1728	GO:BP	GO:0070168	negative regulation of biomineral tissue development	0.0277502056947836	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0031214', 'GO:0051093', 'GO:0070167']	['TGFB1', 'PTK2B']
1729	GO:BP	GO:0070570	regulation of neuron projection regeneration	0.0277502056947836	True	"""Any process that modulates the rate, frequency or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."" [GOC:mah]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0010975', 'GO:0031102', 'GO:0050793', 'GO:0080135']	['SPP1', 'HGF']
1730	GO:BP	GO:0001783	B cell apoptotic process	0.0277502056947836	True	"""Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [CL:0000236, GOC:add, GOC:mtg_apoptosis, ISBN:0781735149]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0070227']	['LYN', 'CRKL']
1731	GO:BP	GO:0010758	regulation of macrophage chemotaxis	0.0277502056947836	True	"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0002688', 'GO:0048246', 'GO:1905521']	['PTK2B', 'PTK2']
1732	GO:BP	GO:0071229	cellular response to acid chemical	0.0277502056947836	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of the dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:mah, Wikipedia:Acid]"	79	98	3	17376	0.0306122448979591	0.0379746835443038	query_1	['GO:0001101', 'GO:0070887']	['FYN', 'EGFR', 'PDGFRA']
1733	GO:BP	GO:0034505	tooth mineralization	0.0277502056947836	True	"""The process in which calcium salts are deposited into calcareous tooth structures such as dental enamel, dentin and cementum."" [GOC:mah, MP:0002817, MSH:D014074]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0031214', 'GO:0042476']	['TGFB1', 'ITGB6']
1734	GO:BP	GO:1904738	vascular associated smooth muscle cell migration	0.0277502056947836	True	"""The orderly movement of a vascular associated smooth muscle cell from one site to another."" [GO_REF:0000091, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20693317]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0014909']	['DOCK4', 'DOCK5']
1735	GO:BP	GO:0003151	outflow tract morphogenesis	0.0277502056947836	True	"""The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries."" [GOC:mtg_heart, UBERON:0004145]"	79	98	3	17376	0.0306122448979591	0.0379746835443038	query_1	['GO:0003007', 'GO:0009653']	['TGFBR2', 'DVL2', 'CRKL']
1736	GO:BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	0.0277502056947836	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0007173', 'GO:0042058', 'GO:1901185']	['EGFR', 'CBL']
1737	GO:BP	GO:0035929	steroid hormone secretion	0.0277502056947836	True	"""The regulated release of any steroid that acts as a hormone into the circulatory system."" [GOC:sl]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0060986', 'GO:0140353']	['SPP1', 'PTPN11']
1738	GO:BP	GO:1900078	positive regulation of cellular response to insulin stimulus	0.0277502056947836	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	27	98	2	17376	0.0204081632653061	0.074074074074074	query_1	['GO:0032869', 'GO:0048522', 'GO:0048584', 'GO:1900076']	['SRC', 'PTPN11']
1739	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0277502056947836	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	98	3	17376	0.0306122448979591	0.0379746835443038	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['MET', 'HGF', 'FYN']
1740	GO:BP	GO:0007276	gamete generation	0.0277721789665125	True	"""The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell."" [GOC:ems, GOC:mtg_sensu]"	755	98	10	17376	0.1020408163265306	0.0132450331125827	query_1	['GO:0019953', 'GO:0048609']	['ITGB1', 'SRC', 'WIPF3', 'SOS1', 'NPHP1', 'SHB', 'TGFB1', 'PTK2B', 'CRKL', 'TGFBR1']
1741	GO:CC	GO:0005901	caveola	0.027838350966983	True	"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"	79	98	3	17376	0.0306122448979591	0.0379746835443038	query_1	['GO:0044853']	['SRC', 'TGFBR2', 'CBL']
1742	GO:BP	GO:0051051	negative regulation of transport	0.0281284786454072	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	425	98	7	17376	0.0714285714285714	0.0164705882352941	query_1	['GO:0006810', 'GO:0048519', 'GO:0051049']	['ITGAV', 'ITGB3', 'TGFB1', 'CD47', 'SIRPA', 'PTK2B', 'PTPN11']
1743	REAC	REAC:R-HSA-6798695	Neutrophil degranulation	0.0281838529850722	True	Neutrophil degranulation	462	98	7	17376	0.0714285714285714	0.0151515151515151	query_1	['REAC:R-HSA-168249']	['ITGAV', 'CD47', 'VCL', 'OSCAR', 'SIRPA', 'CKAP4', 'DOCK2']
