Branchio-oculo-facial syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
996	GO:BP	GO:0051962	positive regulation of nervous system development	0.0226136989104373	True	"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	262	100	6	15719	0.06	0.0229007633587786	query_1	['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']	['CTNNB1', 'HDAC1', 'FOXG1', 'E2F1', 'HDAC2', 'KDM1A']
997	GO:BP	GO:0022029	telencephalon cell migration	0.0226472005924949	True	"""The orderly movement of a cell from one site to another at least one of which is located in the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	60	100	3	15719	0.03	0.05	query_1	['GO:0021537', 'GO:0021885']	['CDK5', 'CTNNB1', 'FOXG1']
998	GO:BP	GO:0003179	heart valve morphogenesis	0.0226472005924949	True	"""The process in which the structure of a heart valve is generated and organized."" [GOC:mtg_heart]"	60	100	3	15719	0.03	0.05	query_1	['GO:0003170', 'GO:0009653']	['RB1', 'SMAD2', 'SMAD4']
999	GO:BP	GO:0060420	regulation of heart growth	0.0226472005924949	True	"""Any process that modulates the rate or extent of heart growth. Heart growth is the increase in size or mass of the heart."" [GOC:dph, GOC:tb]"	60	100	3	15719	0.03	0.05	query_1	['GO:0046620', 'GO:0060419', 'GO:2000026']	['CITED2', 'YY1', 'CDK1']
1000	GO:BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	0.0236863626349195	True	"""Any process that modulates the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	61	100	3	15719	0.03	0.0491803278688524	query_1	['GO:0048660', 'GO:1990874']	['DNMT1', 'CDKN1A', 'CDKN1B']
284	REAC	REAC:R-HSA-73886	Chromosome Maintenance	0.023806675694584	True	Chromosome Maintenance	138	98	5	10022	0.0510204081632653	0.036231884057971	query_1	['REAC:R-HSA-1640170']	['CCNA1', 'RBBP4', 'CCNA2', 'RUVBL1', 'CDK2']
1005	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.0241640349254107	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	100	2	15719	0.02	0.1	query_1	['GO:0002220', 'GO:1990858']	['CREBBP', 'EP300']
1001	GO:BP	GO:1990858	cellular response to lectin	0.0241640349254107	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	100	2	15719	0.02	0.1	query_1	['GO:1990840']	['CREBBP', 'EP300']
1002	GO:BP	GO:0009605	response to external stimulus	0.0241640349254107	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	2649	100	27	15719	0.27	0.0101925254813137	query_1	['GO:0050896']	['CITED2', 'CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'EHMT2', 'MAX', 'FOXO3', 'CTNNB1', 'RB1', 'FOXG1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'SMAD4', 'EP300', 'SP1', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'CDK6', 'CCND1']
1003	GO:BP	GO:0032986	protein-DNA complex disassembly	0.0241640349254107	True	"""The disaggregation of a protein-DNA complex into its constituent components."" [GOC:mah]"	20	100	2	15719	0.02	0.1	query_1	['GO:0032984', 'GO:0071824']	['MYC', 'SMARCA4']
1004	GO:BP	GO:1990840	response to lectin	0.0241640349254107	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	100	2	15719	0.02	0.1	query_1	['GO:0009607']	['CREBBP', 'EP300']
1006	GO:BP	GO:0044030	regulation of DNA methylation	0.0241640349254107	True	"""Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."" [GOC:jl]"	20	100	2	15719	0.02	0.1	query_1	['GO:0006306', 'GO:0051052']	['MYC', 'EHMT2']
1007	GO:BP	GO:0045862	positive regulation of proteolysis	0.0242005340390161	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	351	100	7	15719	0.07	0.0199430199430199	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['REST', 'AKT1', 'MYC', 'RBX1', 'CDKN2A', 'SMAD3', 'HDAC2']
285	REAC	REAC:R-HSA-73772	RNA Polymerase I Promoter Escape	0.0244002494084387	True	RNA Polymerase I Promoter Escape	90	98	4	10022	0.0408163265306122	0.0444444444444444	query_1	['REAC:R-HSA-73854']	['CBX3', 'CDK7', 'CCNH', 'MNAT1']
1008	GO:BP	GO:0014015	positive regulation of gliogenesis	0.0245565531782265	True	"""Any process that activates or increases the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	62	100	3	15719	0.03	0.0483870967741935	query_1	['GO:0014013', 'GO:0042063', 'GO:0050769']	['HDAC1', 'E2F1', 'HDAC2']
1009	GO:BP	GO:0032507	maintenance of protein location in cell	0.0245565531782265	True	"""Any process in which a protein is maintained in a specific location within, or in the membrane of, a cell, and is prevented from moving elsewhere."" [GOC:isa_complete, GOC:mah]"	62	100	3	15719	0.03	0.0483870967741935	query_1	['GO:0045185', 'GO:0051651']	['AKT1', 'CDK5', 'SKP1']
286	REAC	REAC:R-HSA-210745	Regulation of gene expression in beta cells	0.0245798644072058	True	Regulation of gene expression in beta cells	17	98	2	10022	0.0204081632653061	0.1176470588235294	query_1	['REAC:R-HSA-186712']	['AKT1', 'FOXO1']
1010	GO:BP	GO:0045667	regulation of osteoblast differentiation	0.0252685473583355	True	"""Any process that modulates the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	121	100	4	15719	0.04	0.0330578512396694	query_1	['GO:0001649', 'GO:0045595']	['REST', 'CTNNB1', 'SMAD3', 'CDK6']
1011	GO:BP	GO:0003206	cardiac chamber morphogenesis	0.0252685473583355	True	"""The process in which a cardiac chamber is generated and organized. A cardiac chamber is an enclosed cavity within the heart."" [GOC:mtg_heart]"	121	100	4	15719	0.04	0.0330578512396694	query_1	['GO:0003007', 'GO:0003205', 'GO:0009653']	['CITED2', 'SMAD4', 'FOXH1', 'TP53']
1012	GO:BP	GO:0000302	response to reactive oxygen species	0.0253771478164075	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	191	100	5	15719	0.05	0.0261780104712041	query_1	['GO:0006979', 'GO:1901700']	['AKT1', 'EZH2', 'CDK1', 'PCGF2', 'HDAC2']
1013	GO:BP	GO:0034605	cellular response to heat	0.0254402350440263	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:mah]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0009408', 'GO:0033554']	['CREBBP', 'EP300', 'HDAC2']
1014	GO:BP	GO:0072171	mesonephric tubule morphogenesis	0.0254402350440263	True	"""The process in which the anatomical structures of a mesonephric tubule are generated and organized. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0072078', 'GO:0072164']	['MYC', 'CTNNB1', 'SMAD4']
1015	GO:BP	GO:0060675	ureteric bud morphogenesis	0.0254402350440263	True	"""The process in which the ureteric bud is generated and organized."" [GOC:dph, GOC:mtg_kidney_jan10]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0001657', 'GO:0072171']	['MYC', 'CTNNB1', 'SMAD4']
1016	GO:BP	GO:1905330	regulation of morphogenesis of an epithelium	0.0254402350440263	True	"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0002009', 'GO:0022603']	['CTNNB1', 'AR', 'ESR1']
1018	GO:BP	GO:0021885	forebrain cell migration	0.0254402350440263	True	"""The orderly movement of a cell from one site to another at least one of which is located in the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0016477', 'GO:0030900']	['CDK5', 'CTNNB1', 'FOXG1']
1017	GO:BP	GO:1990874	vascular associated smooth muscle cell proliferation	0.0254402350440263	True	"""The multiplication or reproduction of vascular smooth muscle cells, resulting in the expansion of a cell population. A vascular smooth muscle cell is a non-striated, elongated, spindle-shaped cell found lining the blood vessels."" [PMID:23246467]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0048659']	['DNMT1', 'CDKN1A', 'CDKN1B']
1021	GO:BP	GO:0098773	skin epidermis development	0.0257455343548259	True	"""The process whose specific outcome is the progression of the skin epidermis over time, from its formation to the mature structure."" [GOC:dos]"	122	100	4	15719	0.04	0.0327868852459016	query_1	['GO:0008544', 'GO:0043588', 'GO:0060429']	['CTNNB1', 'HDAC1', 'SMAD4', 'HDAC2']
1020	GO:BP	GO:0008286	insulin receptor signaling pathway	0.0257455343548259	True	"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]"	122	100	4	15719	0.04	0.0327868852459016	query_1	['GO:0007169', 'GO:0032869']	['AKT1', 'FOXO1', 'CCND3', 'CDK4']
1019	GO:BP	GO:0042542	response to hydrogen peroxide	0.0257455343548259	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [GOC:jl]"	122	100	4	15719	0.04	0.0327868852459016	query_1	['GO:0000302', 'GO:0010033', 'GO:0010035']	['EZH2', 'CDK1', 'PCGF2', 'HDAC2']
1024	GO:BP	GO:0032780	negative regulation of ATP-dependent activity	0.0260542193121807	True	"""Any process that stops or reduces the rate of an ATP-dependent activity."" [GOC:mah]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0043462', 'GO:0044092']	['MNAT1', 'TP53']
1027	GO:BP	GO:0055093	response to hyperoxia	0.0260542193121807	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating increased oxygen tension."" [GOC:kmv]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0006950', 'GO:0036296']	['FOXO1', 'HDAC2']
1023	GO:BP	GO:0048485	sympathetic nervous system development	0.0260542193121807	True	"""The process whose specific outcome is the progression of the sympathetic nervous system over time, from its formation to the mature structure. The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter."" [FMA:9906, GOC:jid, GOC:sr]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0048483', 'GO:0048731']	['CTNNB1', 'TFAP2B']
1025	GO:BP	GO:0002089	lens morphogenesis in camera-type eye	0.0260542193121807	True	"""The process in which the anatomical structures of the lens are generated and organized. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, GOC:mtg_sensu]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0002088', 'GO:0009653', 'GO:0048593']	['CITED2', 'CTNNB1']
1022	GO:BP	GO:1903204	negative regulation of oxidative stress-induced neuron death	0.0260542193121807	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced neuron death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0036475', 'GO:1901215', 'GO:1903202', 'GO:1903203']	['REST', 'CTNNB1']
1026	GO:BP	GO:0051571	positive regulation of histone H3-K4 methylation	0.0260542193121807	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0031062', 'GO:0051568', 'GO:0051569']	['CTNNB1', 'SMAD4']
1028	GO:BP	GO:0043687	post-translational protein modification	0.0262351492145763	True	"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]"	64	100	3	15719	0.03	0.046875	query_1	['GO:0036211']	['RBX1', 'CCNA2', 'CDK2']
1030	GO:BP	GO:0001947	heart looping	0.0262351492145763	True	"""The tube morphogenesis process in which the primitive heart tube loops asymmetrically. This looping brings the primitive heart chambers into alignment preceding their future integration. Heart looping begins with dextral-looping and ends when the main regional divisions of the mature heart and primordium of the great arterial trunks become established preceeding septation."" [GOC:dph, PMID:12094232]"	64	100	3	15719	0.03	0.046875	query_1	['GO:0003143', 'GO:0061371']	['CITED2', 'FOXH1', 'SMAD3']
1031	GO:BP	GO:0070192	chromosome organization involved in meiotic cell cycle	0.0262351492145763	True	"""A process of chromosome organization that is involved in a meiotic cell cycle."" [GOC:mah]"	64	100	3	15719	0.03	0.046875	query_1	['GO:0051276', 'GO:1903046']	['EHMT2', 'CCNE2', 'CCNE1']
1029	GO:BP	GO:0098781	ncRNA transcription	0.0262351492145763	True	"""The transcription of non (protein) coding RNA from a DNA template."" [GOC:dos]"	64	100	3	15719	0.03	0.046875	query_1	['GO:0006351']	['CDK7', 'SMARCA4', 'TP53']
1032	GO:BP	GO:0021987	cerebral cortex development	0.0268671257456369	True	"""The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	124	100	4	15719	0.04	0.032258064516129	query_1	['GO:0021543', 'GO:0048856']	['CDK5', 'CTNNB1', 'FOXG1', 'KDM1A']
1033	GO:BP	GO:0051146	striated muscle cell differentiation	0.0268671257456369	True	"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]"	274	100	6	15719	0.06	0.0218978102189781	query_1	['GO:0042692']	['AKT1', 'EZH2', 'RB1', 'SMAD4', 'YY1', 'CDK1']
1034	GO:BP	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0268671257456369	True	"""Any process that activates or increases the activity of a cysteine-type endopeptidase involved in the apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	124	100	4	15719	0.04	0.032258064516129	query_1	['GO:0043281', 'GO:2001056']	['REST', 'MYC', 'CDKN2A', 'SMAD3']
1035	GO:BP	GO:0045598	regulation of fat cell differentiation	0.0268671257456369	True	"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	124	100	4	15719	0.04	0.032258064516129	query_1	['GO:0045444', 'GO:0045595']	['AKT1', 'E2F1', 'FOXO1', 'SMAD3']
1036	GO:BP	GO:0043393	regulation of protein binding	0.0269872243398999	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	100	5	15719	0.05	0.0256410256410256	query_1	['GO:0051098']	['AKT1', 'CDK5', 'CDKN1A', 'EP300', 'KDM1A']
