KID syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1184	GO:BP	GO:0050803	regulation of synapse structure or activity	0.0104588907866738	True	"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]"	223	101	6	15719	0.0594059405940594	0.0269058295964125	query_1	['GO:0065008']	['ITGB1', 'CTNNB1', 'FYN', 'NRP2', 'PTK2B', 'SEMA4D']
118	GO:CC	GO:0030426	growth cone	0.010491002882239	True	"""The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic."" [GOC:aruk, GOC:bc, ISBN:0815316194, PMID:10082468]"	162	102	5	16420	0.0490196078431372	0.0308641975308641	query_1	['GO:0030427', 'GO:0150034']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'CBL']
1189	GO:BP	GO:0006958	complement activation, classical pathway	0.0105641349027332	True	"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	46	101	3	15719	0.0297029702970297	0.0652173913043478	query_1	['GO:0002455', 'GO:0006956']	['C3', 'IGHM', 'CR2']
1188	GO:BP	GO:2000273	positive regulation of signaling receptor activity	0.0105641349027332	True	"""Any process that activates or increases the frequency, rate or extent of signaling receptor activity."" [GOC:obol]"	46	101	3	15719	0.0297029702970297	0.0652173913043478	query_1	['GO:0010469', 'GO:0044093']	['ITGB1', 'HFE', 'NRP1']
1187	GO:BP	GO:0061383	trabecula morphogenesis	0.0105641349027332	True	"""The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	46	101	3	15719	0.0297029702970297	0.0652173913043478	query_1	['GO:0009653']	['PLXNB1', 'SOS1', 'SEMA4D']
1185	GO:BP	GO:1905953	negative regulation of lipid localization	0.0105641349027332	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	101	3	15719	0.0297029702970297	0.0652173913043478	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['ITGAV', 'ITGB3', 'PTPN11']
1186	GO:BP	GO:0046640	regulation of alpha-beta T cell proliferation	0.0105641349027332	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	46	101	3	15719	0.0297029702970297	0.0652173913043478	query_1	['GO:0042129', 'GO:0046633', 'GO:0046634']	['ZAP70', 'SYK', 'CD81']
263	REAC	REAC:R-HSA-190861	Gap junction assembly	0.0105800985215851	True	Gap junction assembly	34	100	3	10022	0.03	0.088235294117647	query_1	['REAC:R-HSA-190828']	['GJB6', 'GJB1', 'GJB2']
1190	GO:BP	GO:0008406	gonad development	0.0106380198371759	True	"""The process whose specific outcome is the progression of the gonad over time, from its formation to the mature structure. The gonad is an animal organ that produces gametes; in some species it also produces hormones."" [GOC:ems, ISBN:0198506732]"	224	101	6	15719	0.0594059405940594	0.0267857142857142	query_1	['GO:0045137', 'GO:0048513', 'GO:0048608']	['SRC', 'KDR', 'VEGFA', 'CRKL', 'CBL', 'PDGFRA']
1191	GO:BP	GO:0071241	cellular response to inorganic substance	0.0108645552330348	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	101	6	15719	0.0594059405940594	0.0266666666666666	query_1	['GO:0010035', 'GO:0070887']	['CRK', 'PLCG2', 'HFE', 'EGFR', 'TF', 'TFR2']
1192	GO:BP	GO:0051054	positive regulation of DNA metabolic process	0.0109562507987077	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	302	101	7	15719	0.0693069306930693	0.0231788079470198	query_1	['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']	['SRC', 'HGF', 'TFRC', 'CTNNB1', 'EGFR', 'PTK2B', 'VEGFA']
1193	GO:BP	GO:0060759	regulation of response to cytokine stimulus	0.0109562507987077	True	"""Any process that modulates the rate, frequency, or extent of a response to cytokine stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	156	101	5	15719	0.0495049504950495	0.032051282051282	query_1	['GO:0034097', 'GO:0048583']	['CXCR4', 'APOA1', 'SYK', 'PTPN11', 'HPX']
1194	GO:BP	GO:0033157	regulation of intracellular protein transport	0.011076014117695	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]"	226	101	6	15719	0.0594059405940594	0.0265486725663716	query_1	['GO:0006886', 'GO:0032386', 'GO:0051223']	['PIK3R2', 'PIK3R1', 'FYN', 'ERBB2', 'CD81', 'PTPN11']
1195	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0111223897710966	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	101	7	15719	0.0693069306930693	0.0231023102310231	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'HPX']
1196	GO:BP	GO:0018105	peptidyl-serine phosphorylation	0.0111223897710966	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	101	7	15719	0.0693069306930693	0.0231023102310231	query_1	['GO:0006468', 'GO:0018209']	['SRC', 'HGF', 'TFRC', 'EGFR', 'PIK3CA', 'SYK', 'VEGFA']
1199	GO:BP	GO:0031103	axon regeneration	0.0111293803885245	True	"""The regrowth of axons following their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]"	47	101	3	15719	0.0297029702970297	0.0638297872340425	query_1	['GO:0031102', 'GO:0048678', 'GO:0061564']	['SPP1', 'TNC', 'CERS2']
1200	GO:BP	GO:0010171	body morphogenesis	0.0111293803885245	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	101	3	15719	0.0297029702970297	0.0638297872340425	query_1	['GO:0009653']	['TGFB3', 'PTPN11', 'PDGFRA']
1198	GO:BP	GO:0060976	coronary vasculature development	0.0111293803885245	True	"""The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure."" [GOC:mtg_heart]"	47	101	3	15719	0.0297029702970297	0.0638297872340425	query_1	['GO:0001568', 'GO:0007507']	['VEGFB', 'VEGFA', 'NRP1']
1197	GO:BP	GO:0048806	genitalia development	0.0111293803885245	True	"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]"	47	101	3	15719	0.0297029702970297	0.0638297872340425	query_1	['GO:0007548', 'GO:0048513', 'GO:0048608']	['CTNNB1', 'PTPN11', 'PDGFRA']
1201	GO:BP	GO:0051668	localization within membrane	0.0113322759145157	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]"	662	101	11	15719	0.1089108910891089	0.0166163141993957	query_1	['GO:0051641']	['ITGB1', 'PIK3R2', 'ITGB3', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'EGFR', 'ERBB2', 'CRKL', 'CD81']
1207	GO:BP	GO:1903909	regulation of receptor clustering	0.0114983165166362	True	"""Any process that modulates the frequency, rate or extent of receptor clustering."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:23575248]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0043113', 'GO:1905475']	['CRKL', 'CD81']
1208	GO:BP	GO:0061450	trophoblast cell migration	0.0114983165166362	True	"""Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst."" [GOC:dph]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0001667', 'GO:0007566', 'GO:0022414']	['ITGB3', 'VEGFA']
1202	GO:BP	GO:0098883	synapse pruning	0.0114983165166362	True	"""A cellular process that results in the controlled breakdown of synapse. After it starts the process is continuous until the synapse has disappeared."" [GOC:dos, PMID:12062020, PMID:18083105, PMID:22632716, PMID:29844190]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0050808', 'GO:0150146']	['C3', 'ITGB1']
1206	GO:BP	GO:0002524	hypersensitivity	0.0114983165166362	True	"""An inflammatory response to an exogenous environmental antigen or an endogenous antigen initiated by the adaptive immune system."" [GOC:jal, ISBN:0781735149]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0002438']	['C3', 'FCGR1A']
1203	GO:BP	GO:1905155	positive regulation of membrane invagination	0.0114983165166362	True	"""Any process that activates or increases the frequency, rate or extent of membrane invagination."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0010324', 'GO:0051130', 'GO:1905153']	['C3', 'PLCG2']
1204	GO:BP	GO:0060100	positive regulation of phagocytosis, engulfment	0.0114983165166362	True	"""Any process that activates or increases the frequency, rate or extent of the internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis."" [GOC:dph]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0006911', 'GO:0050766', 'GO:0060099', 'GO:1905155']	['C3', 'PLCG2']
1205	GO:BP	GO:0061029	eyelid development in camera-type eye	0.0114983165166362	True	"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0043010', 'GO:0048856']	['SOS1', 'EGFR']
268	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0115175636301035	True	Leishmania parasite growth and survival	159	100	6	10022	0.06	0.0377358490566037	query_1	['REAC:R-HSA-9658195']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
266	REAC	REAC:R-HSA-179812	GRB2 events in EGFR signaling	0.0115175636301035	True	GRB2 events in EGFR signaling	11	100	2	10022	0.02	0.1818181818181818	query_1	['REAC:R-HSA-177929']	['SOS1', 'EGFR']
267	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0115175636301035	True	Anti-inflammatory response favouring Leishmania parasite infection	159	100	6	10022	0.06	0.0377358490566037	query_1	['REAC:R-HSA-9664433']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
265	REAC	REAC:R-HSA-1059683	Interleukin-6 signaling	0.0115175636301035	True	Interleukin-6 signaling	11	100	2	10022	0.02	0.1818181818181818	query_1	['REAC:R-HSA-6783589']	['CBL', 'PTPN11']
264	REAC	REAC:R-HSA-170968	Frs2-mediated activation	0.0115175636301035	True	Frs2-mediated activation	11	100	2	10022	0.02	0.1818181818181818	query_1	['REAC:R-HSA-169893']	['RAPGEF1', 'CRKL']
1209	GO:BP	GO:0045137	development of primary sexual characteristics	0.0116693211921357	True	"""The process whose specific outcome is the progression of the primary sexual characteristics over time, from their formation to the mature structures. The primary sexual characteristics are the testes in males and the ovaries in females and they develop in response to sex hormone secretion."" [GOC:ai]"	229	101	6	15719	0.0594059405940594	0.0262008733624454	query_1	['GO:0003006', 'GO:0007275', 'GO:0007548']	['SRC', 'KDR', 'VEGFA', 'CRKL', 'CBL', 'PDGFRA']
1210	GO:BP	GO:0043277	apoptotic cell clearance	0.0116707193553409	True	"""The recognition and removal of an apoptotic cell by a neighboring cell or by a phagocyte."" [GOC:rk, PMID:14685684]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0006909']	['C3', 'ITGAV', 'ITGB3']
1211	GO:BP	GO:0048546	digestive tract morphogenesis	0.0116707193553409	True	"""The process in which the anatomical structures of the digestive tract are generated and organized. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:dph, GOC:go_curators, PMID:12618131]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0035239', 'GO:0048565']	['CTNNB1', 'EGFR', 'PDGFRA']
1212	GO:BP	GO:0051489	regulation of filopodium assembly	0.0116707193553409	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'NRP1']
1213	GO:BP	GO:0048286	lung alveolus development	0.0116707193553409	True	"""The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways."" [GOC:mtg_lung, PMID:9751757]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0030324', 'GO:0048856']	['TGFB3', 'KDR', 'ITGB6']
1214	GO:BP	GO:0046677	response to antibiotic	0.0116707193553409	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0042221']	['GJB2', 'VKORC1', 'CBL']
1215	GO:BP	GO:0021872	forebrain generation of neurons	0.0116707193553409	True	"""The process in which nerve cells are generated in the forebrain. This includes the production of neuroblasts from and their differentiation into neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0030900', 'GO:0048699']	['NRP2', 'NRP1', 'PLXNA1']
120	GO:CC	GO:0030427	site of polarized growth	0.0117452191446019	True	"""Any part of a cell where non-isotropic growth takes place."" [GOC:mah]"	167	102	5	16420	0.0490196078431372	0.029940119760479	query_1	['GO:0110165']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'CBL']
119	GO:CC	GO:0005912	adherens junction	0.0117452191446019	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	167	102	5	16420	0.0490196078431372	0.029940119760479	query_1	['GO:0005911']	['CTNNB1', 'LYN', 'VCL', 'VEGFA', 'TLN1']
1216	GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	0.0118521849501298	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	230	101	6	15719	0.0594059405940594	0.0260869565217391	query_1	['GO:0052548']	['SRC', 'HGF', 'FYN', 'SYK', 'VEGFA', 'LCK']
1217	GO:BP	GO:0001701	in utero embryonic development	0.0118973074704505	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	101	8	15719	0.0792079207920792	0.0204603580562659	query_1	['GO:0043009']	['ITGB1', 'TGFB3', 'CTNNB1', 'GRB2', 'EGFR', 'PLCG1', 'VEGFA', 'PDGFRA']
1218	GO:BP	GO:1902105	regulation of leukocyte differentiation	0.0121516528253369	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	309	101	7	15719	0.0693069306930693	0.0226537216828478	query_1	['GO:0002521', 'GO:1903706']	['PIK3R1', 'CTNNB1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2']
1219	GO:BP	GO:0001933	negative regulation of protein phosphorylation	0.0121516528253369	True	"""Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	309	101	7	15719	0.0693069306930693	0.0226537216828478	query_1	['GO:0001932', 'GO:0006468', 'GO:0031400', 'GO:0042326']	['PIK3CB', 'HGF', 'LYN', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
1220	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0121996172142697	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	101	4	15719	0.0396039603960396	0.0404040404040404	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
