Ataxia-telangiectasia	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
841	GO:BP	GO:1904331	regulation of error-prone translesion synthesis	0.0235784413360666	True	"""Any process that modulates the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	100	1	17376	0.01	1.0	query_1	['GO:0006282', 'GO:0042276', 'GO:2000278']	['USP1']
842	GO:BP	GO:0043060	meiotic metaphase I plate congression	0.0235784413360666	True	"""The alignment of chromosomes at the metaphase plate, a plane halfway between the poles of the meiotic spindle, during meiosis I."" [GOC:cab1, PMID:10809666]"	1	100	1	17376	0.01	1.0	query_1	['GO:0045143', 'GO:0051311']	['MLH1']
843	GO:BP	GO:1904333	positive regulation of error-prone translesion synthesis	0.0235784413360666	True	"""Any process that activates or increases the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	100	1	17376	0.01	1.0	query_1	['GO:0042276', 'GO:0045739', 'GO:1904331', 'GO:2000573']	['USP1']
844	GO:BP	GO:1904877	positive regulation of DNA ligase activity	0.0235784413360666	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligase activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:TermGenie, PMID:17389648]"	1	100	1	17376	0.01	1.0	query_1	['GO:0051106', 'GO:0051351', 'GO:1904875']	['XRCC1']
845	GO:BP	GO:0060709	glycogen cell differentiation involved in embryonic placenta development	0.0235784413360666	True	"""The process in which a relatively unspecialized cell acquires specialized features of a glycogen cell of the placenta. A glycogen cell is a vacuolated glycogen-rich cell that appears in compact cell islets of the spongiotrophoblast layer."" [GOC:dph, PMID:16269175]"	1	100	1	17376	0.01	1.0	query_1	['GO:0060706', 'GO:0060712']	['AKT1']
846	GO:BP	GO:1904762	positive regulation of myofibroblast differentiation	0.0235784413360666	True	"""Any process that activates or increases the frequency, rate or extent of myofibroblast differentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20533548]"	1	100	1	17376	0.01	1.0	query_1	['GO:0036446', 'GO:0045597', 'GO:1904760']	['PARP1']
847	GO:BP	GO:1904631	response to glucoside	0.0235784413360666	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucoside stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:16842873]"	1	100	1	17376	0.01	1.0	query_1	['GO:1903416']	['RAD51']
848	GO:BP	GO:0044349	DNA excision	0.0235784413360666	True	"""The removal of a section of DNA from a larger DNA molecule by the making of dual incisions that flank the section to be excised."" [GOC:jl]"	1	100	1	17376	0.01	1.0	query_1	['GO:0006259']	['PNKP']
849	GO:BP	GO:2001228	regulation of response to gamma radiation	0.0235784413360666	True	"""Any process that modulates the frequency, rate or extent of response to gamma radiation."" [GOC:obol]"	1	100	1	17376	0.01	1.0	query_1	['GO:0010332', 'GO:0048583']	['ATM']
850	GO:BP	GO:0007066	female meiosis sister chromatid cohesion	0.0235784413360666	True	"""The joining of the sister chromatids of a replicated chromosome along the entire length of the chromosome that occurs during meiosis in a female."" [GOC:ai]"	1	100	1	17376	0.01	1.0	query_1	['GO:0051177']	['RAD51C']
851	GO:BP	GO:0060515	prostate field specification	0.0235784413360666	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	100	1	17376	0.01	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
852	GO:BP	GO:0000718	nucleotide-excision repair, DNA damage removal	0.0235784413360666	True	"""The removal of the oligonucleotide that contains the DNA damage. The oligonucleotide is formed by dual incisions that flank the site of DNA damage."" [GOC:elh, PMID:10197977]"	1	100	1	17376	0.01	1.0	query_1	['GO:0006289', 'GO:0044349']	['PNKP']
853	GO:BP	GO:0006288	base-excision repair, DNA ligation	0.0235784413360666	True	"""The ligation by DNA ligase of DNA strands. Ligation occurs after polymerase action to fill the gap left by the action of endonucleases during base-excision repair."" [ISBN:1550091131]"	1	100	1	17376	0.01	1.0	query_1	['GO:0006284', 'GO:0051103']	['LIG3']
854	GO:BP	GO:0060514	prostate induction	0.0235784413360666	True	"""The close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, PMID:18977204]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001759', 'GO:0060515', 'GO:0060685', 'GO:1905332', 'GO:2000243']	['AR']
855	GO:BP	GO:0060520	activation of prostate induction by androgen receptor signaling pathway	0.0235784413360666	True	"""The series of molecular signals initiated by androgen binding to its receptor in the urogenital sinus mesenchyme that initiates prostate induction. Prostate induction is the close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, GOC:tb, PMID:18977204]"	1	100	1	17376	0.01	1.0	query_1	['GO:0010647', 'GO:0023056', 'GO:0030521', 'GO:0042659', 'GO:0060514', 'GO:0060685', 'GO:0110110', 'GO:1905332', 'GO:2000243']	['AR']
856	GO:BP	GO:0045893	positive regulation of DNA-templated transcription	0.0235784413360666	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1638	100	18	17376	0.18	0.0109890109890109	query_1	['GO:0006351', 'GO:0006355', 'GO:1903508']	['AKT1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'AR', 'PARP1', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'KDM1A']
857	GO:BP	GO:1901291	negative regulation of double-strand break repair via single-strand annealing	0.0235784413360666	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-strand break repair via single-strand annealing."" [GOC:sart, GOC:TermGenie]"	1	100	1	17376	0.01	1.0	query_1	['GO:0045002', 'GO:2000780']	['OGG1']
858	GO:BP	GO:0060542	regulation of strand invasion	0.0235784413360666	True	"""Any process that modulates the rate, frequency or extent of strand invasion. Strand invasion is the process in which the nucleoprotein complex (composed of the broken single-strand DNA and the recombinase) searches and identifies a region of homology in intact duplex DNA. The broken single-strand DNA displaces the like strand and forms Watson-Crick base pairs with its complement, forming a duplex in which each strand is from one of the two recombining DNA molecules."" [GOC:dph, GOC:tb]"	1	100	1	17376	0.01	1.0	query_1	['GO:0042148', 'GO:0051052']	['WRN']
859	GO:BP	GO:0006244	pyrimidine nucleotide catabolic process	0.0237389914161895	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	20	100	2	17376	0.02	0.1	query_1	['GO:0006220', 'GO:0009166', 'GO:0072529']	['OGG1', 'NEIL1']
860	GO:BP	GO:0044030	regulation of DNA methylation	0.0237389914161895	True	"""Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."" [GOC:jl]"	20	100	2	17376	0.02	0.1	query_1	['GO:0006306', 'GO:0051052']	['PARP1', 'BRCA1']
861	GO:BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0237389914161895	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage and resulting in the stopping or reduction in rate of the cell cycle."" [GOC:go_curators]"	20	100	2	17376	0.02	0.1	query_1	['GO:0030330', 'GO:0031571']	['ATM', 'TP53']
862	REAC	REAC:R-HSA-1221632	Meiotic synapsis	0.0241741145666726	True	Meiotic synapsis	76	100	3	17376	0.03	0.0394736842105263	query_1	['REAC:R-HSA-1500620']	['H2AX', 'ATR', 'BRCA1']
863	GO:BP	GO:0016567	protein ubiquitination	0.0242936960502914	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	795	100	11	17376	0.11	0.0138364779874213	query_1	['GO:0032446']	['AKT1', 'FANCI', 'HLTF', 'WDR48', 'PAXIP1', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'KDM1A', 'RNF8']
864	REAC	REAC:R-HSA-1538133	G0 and Early G1	0.0243808977163905	True	G0 and Early G1	26	100	2	17376	0.02	0.0769230769230769	query_1	['REAC:R-HSA-453279']	['PCNA', 'CDK2']
865	GO:BP	GO:1901361	organic cyclic compound catabolic process	0.0253124679034555	True	"""The chemical reactions and pathways resulting in the breakdown of organic cyclic compound."" [GOC:TermGenie]"	477	100	8	17376	0.08	0.0167714884696016	query_1	['GO:1901360', 'GO:1901575']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NEIL1']
866	GO:BP	GO:0051568	histone H3-K4 methylation	0.0253124679034555	True	"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 4 of the histone."" [GOC:ai, GOC:pr]"	65	100	3	17376	0.03	0.0461538461538461	query_1	['GO:0034968']	['PAXIP1', 'BRCA1', 'KDM1A']
867	GO:BP	GO:0007623	circadian rhythm	0.0253124679034555	True	"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]"	202	100	5	17376	0.05	0.0247524752475247	query_1	['GO:0048511']	['PHLPP1', 'PARP1', 'PRKDC', 'KAT5', 'TP53']
868	REAC	REAC:R-HSA-8852135	Protein ubiquitination	0.0256253070626625	True	Protein ubiquitination	78	100	3	17376	0.03	0.0384615384615384	query_1	['REAC:R-HSA-597592']	['HLTF', 'PCNA', 'PRKDC']
869	GO:BP	GO:0032501	multicellular organismal process	0.025711166050647	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6818	100	52	17376	0.52	0.0076268700498679	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'MSH3', 'BRCA2', 'POLA1', 'PHLPP1', 'RAD1', 'PCNA', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'USP46', 'BRCA1', 'PRKDC', 'XRCC1', 'XRCC2', 'KAT5', 'POLB', 'BARD1', 'WRN', 'RAD51C', 'RMI1', 'TP53', 'PHLPP2', 'RAD51B', 'KDM1A', 'POLE', 'RNF8', 'PALB2', 'MSH6']
870	GO:BP	GO:0060284	regulation of cell development	0.0258319068580052	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	803	100	11	17376	0.11	0.0136986301369863	query_1	['GO:0045595', 'GO:0048468']	['AKT1', 'XRCC6', 'HLTF', 'LIG4', 'XRCC5', 'FANCD2', 'PRKDC', 'XRCC2', 'KAT5', 'TP53', 'KDM1A']
871	GO:BP	GO:0051567	histone H3-K9 methylation	0.0258319068580052	True	"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 9 of the histone."" [GOC:ai, GOC:pr]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0034968', 'GO:0061647']	['BRCA1', 'KDM1A']
872	GO:BP	GO:0051571	positive regulation of histone H3-K4 methylation	0.0258319068580052	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0031062', 'GO:0051568', 'GO:0051569']	['PAXIP1', 'BRCA1']
873	REAC	REAC:R-HSA-69205	G1/S-Specific Transcription	0.0259115018452363	True	G1/S-Specific Transcription	27	100	2	17376	0.02	0.074074074074074	query_1	['REAC:R-HSA-69206']	['POLA1', 'PCNA']
874	GO:CC	GO:0000806	Y chromosome	0.0262490958736992	True	"""The sex chromosome present in males of species in which the male is the heterogametic sex; generally, the sex chromosome that pairs with the X chromosome in the heterogametic sex. The Y chromosome is absent from the cells of females and present in one copy in the somatic cells of males."" [GOC:mah, GOC:mr, ISBN:0582227089, PMID:20622855, Wikipedia:XY_sex-determination_system]"	2	100	1	17376	0.01	0.5	query_1	['GO:0000803']	['CDK2']
875	GO:CC	GO:0070557	PCNA-p21 complex	0.0262490958736992	True	"""A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."" [GOC:mah, PMID:7911228, PMID:7915843]"	2	100	1	17376	0.01	0.5	query_1	['GO:0140513']	['PCNA']
876	GO:CC	GO:0005713	recombination nodule	0.0262490958736992	True	"""An electron dense structure that is associated with meiotic chromosomes."" [GOC:elh]"	2	100	1	17376	0.01	0.5	query_1	['GO:0000794', 'GO:0110165']	['MLH1']
877	GO:CC	GO:0005712	chiasma	0.0262490958736992	True	"""A connection formed between chromatids, visible during meiosis, thought to be the point of the interchange involved in crossing-over."" [ISBN:0198506732]"	2	100	1	17376	0.01	0.5	query_1	['GO:0000794', 'GO:0110165']	['MLH1']
878	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.0262490958736992	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	100	1	17376	0.01	0.5	query_1	['GO:0000307']	['CDK2']
879	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.0262490958736992	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	100	1	17376	0.01	0.5	query_1	['GO:0000307']	['CDK2']
880	GO:BP	GO:0051983	regulation of chromosome segregation	0.0270971722769991	True	"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]"	130	100	4	17376	0.04	0.0307692307692307	query_1	['GO:0007059', 'GO:0010564']	['ATM', 'KAT5', 'XRCC3', 'RMI2']
881	GO:BP	GO:0002702	positive regulation of production of molecular mediator of immune response	0.0277838649231937	True	"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	131	100	4	17376	0.04	0.0305343511450381	query_1	['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
882	REAC	REAC:R-HSA-9763198	Impaired BRCA2 binding to SEM1 (DSS1)	0.0278636566217962	True	Impaired BRCA2 binding to SEM1 (DSS1)	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-9701190']	['BRCA2']
883	REAC	REAC:R-HSA-9709275	Impaired BRCA2 translocation to the nucleus	0.0278636566217962	True	Impaired BRCA2 translocation to the nucleus	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-9701190']	['BRCA2']
884	REAC	REAC:R-HSA-6804754	Regulation of TP53 Expression	0.0278636566217962	True	Regulation of TP53 Expression	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-6806003']	['TP53']
885	GO:BP	GO:0009219	pyrimidine deoxyribonucleotide metabolic process	0.0280762585768234	True	"""The chemical reactions and pathways involving a pyrimidine deoxynucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	22	100	2	17376	0.02	0.0909090909090909	query_1	['GO:0006220', 'GO:0009394']	['OGG1', 'NEIL1']
886	GO:BP	GO:0048511	rhythmic process	0.0280762585768234	True	"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]"	294	100	6	17376	0.06	0.0204081632653061	query_1	['GO:0008150']	['PHLPP1', 'PCNA', 'PARP1', 'PRKDC', 'KAT5', 'TP53']
887	GO:BP	GO:0002320	lymphoid progenitor cell differentiation	0.0280762585768234	True	"""The process in which a precursor cell type acquires the specialized features of a lymphoid progenitor cell. Lymphoid progenitor cells include progenitor cells for any of the lymphoid lineages."" [GOC:add, PMID:16551251, PMID:16551264]"	22	100	2	17376	0.02	0.0909090909090909	query_1	['GO:0002244']	['LIG4', 'PRKDC']
