FG syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1140	GO:BP	GO:1904427	positive regulation of calcium ion transmembrane transport	0.0100520709296144	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:22910094]"	93	100	4	15719	0.04	0.043010752688172	query_1	['GO:0051928', 'GO:0070588', 'GO:1903169', 'GO:1904064']	['PLCG2', 'MS4A1', 'PLCG1', 'CD19']
114	GO:CC	GO:0015629	actin cytoskeleton	0.0100554368751018	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]"	488	101	9	16420	0.0891089108910891	0.0184426229508196	query_1	['GO:0005856']	['BCAR1', 'SRC', 'CRK', 'PXN', 'FYN', 'VCL', 'VCAM1', 'PTK2', 'FLT1']
1141	GO:BP	GO:0070486	leukocyte aggregation	0.0101868737257837	True	"""The adhesion of one leukocyte to one or more other leukocytes via adhesion molecules."" [GOC:sl, PMID:12972508]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0007159']	['ZAP70', 'SEMA4D']
1142	GO:BP	GO:0032486	Rap protein signal transduction	0.0101868737257837	True	"""The series of molecular signals within the cell that are mediated by a member of the Rap family of proteins switching to a GTP-bound active state."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0007265']	['RAPGEF1', 'CBL']
1143	GO:BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.0101868737257837	True	"""Any process that decreases the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0010742', 'GO:0010743', 'GO:0045596']	['ITGAV', 'ITGB3']
1144	GO:BP	GO:0097475	motor neuron migration	0.0101868737257837	True	"""The orderly movement of a motor neuron from one site to another. A motor neuron is an efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes movement."" [CL:0000100, GOC:yaf, PMID:20711475]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0001764']	['VEGFA', 'NRP1']
1145	GO:BP	GO:0033690	positive regulation of osteoblast proliferation	0.0101868737257837	True	"""Any process that activates or increases the rate or extent of osteoblast proliferation."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0008284', 'GO:0033687', 'GO:0033688']	['ITGAV', 'ITGB3']
1146	GO:BP	GO:0048880	sensory system development	0.0101868737257837	True	"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]"	381	100	8	15719	0.08	0.0209973753280839	query_1	['GO:0048731']	['C3', 'CTNNB1', 'SOS1', 'EGFR', 'VEGFA', 'NRP1', 'PDGFRA', 'FLT1']
1148	GO:BP	GO:0034333	adherens junction assembly	0.0101868737257837	True	"""The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GOC:aruk, GOC:bc, GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0007043', 'GO:0034332']	['CTNNB1', 'VCL']
1149	GO:BP	GO:0032957	inositol trisphosphate metabolic process	0.0101868737257837	True	"""The chemical reactions and pathways involving myo-inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0043647']	['PLCG2', 'PTK2B']
1150	GO:BP	GO:1901163	regulation of trophoblast cell migration	0.0101868737257837	True	"""Any process that modulates the frequency, rate or extent of trophoblast cell migration."" [GOC:BHF, GOC:TermGenie]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0030334', 'GO:0061450', 'GO:2000241']	['ITGB3', 'VEGFA']
1147	GO:BP	GO:0071696	ectodermal placode development	0.0101868737257837	True	"""The progression of an ectodermal placode over time from its initial formation until its mature state. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0048856']	['CTNNB1', 'NRP1']
1151	GO:BP	GO:0050803	regulation of synapse structure or activity	0.0102301878155413	True	"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]"	223	100	6	15719	0.06	0.0269058295964125	query_1	['GO:0065008']	['ITGB1', 'CTNNB1', 'FYN', 'NRP2', 'PTK2B', 'SEMA4D']
1152	GO:BP	GO:0090316	positive regulation of intracellular protein transport	0.0102756985771022	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	154	100	5	15719	0.05	0.0324675324675324	query_1	['GO:0006886', 'GO:0032388', 'GO:0033157', 'GO:0051222']	['PIK3R2', 'PIK3R1', 'FYN', 'ERBB2', 'CD81']
1153	GO:BP	GO:0014013	regulation of gliogenesis	0.0103290468244347	True	"""Any process that modulates the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	94	100	4	15719	0.04	0.0425531914893617	query_1	['GO:0042063', 'GO:0050767']	['CTNNB1', 'LYN', 'CXCR4', 'CERS2']
115	GO:CC	GO:0030426	growth cone	0.0103714685206169	True	"""The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic."" [GOC:aruk, GOC:bc, ISBN:0815316194, PMID:10082468]"	162	101	5	16420	0.0495049504950495	0.0308641975308641	query_1	['GO:0030427', 'GO:0150034']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'CBL']
1154	GO:BP	GO:0046640	regulation of alpha-beta T cell proliferation	0.0105379169184109	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	46	100	3	15719	0.03	0.0652173913043478	query_1	['GO:0042129', 'GO:0046633', 'GO:0046634']	['ZAP70', 'SYK', 'CD81']
1156	GO:BP	GO:0061383	trabecula morphogenesis	0.0105379169184109	True	"""The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	46	100	3	15719	0.03	0.0652173913043478	query_1	['GO:0009653']	['PLXNB1', 'SOS1', 'SEMA4D']
1157	GO:BP	GO:1905953	negative regulation of lipid localization	0.0105379169184109	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	100	3	15719	0.03	0.0652173913043478	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['ITGAV', 'ITGB3', 'PTPN11']
1158	GO:BP	GO:0006958	complement activation, classical pathway	0.0105379169184109	True	"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	46	100	3	15719	0.03	0.0652173913043478	query_1	['GO:0002455', 'GO:0006956']	['C3', 'IGHM', 'CR2']
1155	GO:BP	GO:2000273	positive regulation of signaling receptor activity	0.0105379169184109	True	"""Any process that activates or increases the frequency, rate or extent of signaling receptor activity."" [GOC:obol]"	46	100	3	15719	0.03	0.0652173913043478	query_1	['GO:0010469', 'GO:0044093']	['ITGB1', 'HFE', 'NRP1']
1159	GO:BP	GO:0071241	cellular response to inorganic substance	0.0106171467638141	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	100	6	15719	0.06	0.0266666666666666	query_1	['GO:0010035', 'GO:0070887']	['CRK', 'PLCG2', 'HFE', 'EGFR', 'TF', 'TFR2']
1160	GO:BP	GO:0051054	positive regulation of DNA metabolic process	0.010642885890046	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	302	100	7	15719	0.07	0.0231788079470198	query_1	['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']	['SRC', 'HGF', 'TFRC', 'CTNNB1', 'EGFR', 'PTK2B', 'VEGFA']
1161	GO:BP	GO:0060759	regulation of response to cytokine stimulus	0.0107771594748715	True	"""Any process that modulates the rate, frequency, or extent of a response to cytokine stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	156	100	5	15719	0.05	0.032051282051282	query_1	['GO:0034097', 'GO:0048583']	['CXCR4', 'APOA1', 'SYK', 'PTPN11', 'HPX']
1163	GO:BP	GO:0051668	localization within membrane	0.0108013716712737	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]"	662	100	11	15719	0.11	0.0166163141993957	query_1	['GO:0051641']	['ITGB1', 'PIK3R2', 'ITGB3', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'EGFR', 'ERBB2', 'CRKL', 'CD81']
1164	GO:BP	GO:0033157	regulation of intracellular protein transport	0.0108013716712737	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]"	226	100	6	15719	0.06	0.0265486725663716	query_1	['GO:0006886', 'GO:0032386', 'GO:0051223']	['PIK3R2', 'PIK3R1', 'FYN', 'ERBB2', 'CD81', 'PTPN11']
1165	GO:BP	GO:0018105	peptidyl-serine phosphorylation	0.0108013716712737	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	100	7	15719	0.07	0.0231023102310231	query_1	['GO:0006468', 'GO:0018209']	['SRC', 'HGF', 'TFRC', 'EGFR', 'PIK3CA', 'SYK', 'VEGFA']
1162	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0108013716712737	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	100	7	15719	0.07	0.0231023102310231	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'HPX']
1166	GO:BP	GO:0009894	regulation of catabolic process	0.0110691488373845	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	100	14	15719	0.14	0.0144181256436663	query_1	['GO:0009056', 'GO:0019222']	['MET', 'ITGB1', 'PIK3CB', 'ADRA1A', 'PIK3R2', 'HGF', 'HFE', 'FYN', 'EGFR', 'APOA1', 'PIK3CA', 'PTK2B', 'CD81', 'PTK2']
1170	GO:BP	GO:0048806	genitalia development	0.0110900803064643	True	"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]"	47	100	3	15719	0.03	0.0638297872340425	query_1	['GO:0007548', 'GO:0048513', 'GO:0048608']	['CTNNB1', 'PTPN11', 'PDGFRA']
1167	GO:BP	GO:0031103	axon regeneration	0.0110900803064643	True	"""The regrowth of axons following their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]"	47	100	3	15719	0.03	0.0638297872340425	query_1	['GO:0031102', 'GO:0048678', 'GO:0061564']	['SPP1', 'TNC', 'CERS2']
1168	GO:BP	GO:0060976	coronary vasculature development	0.0110900803064643	True	"""The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure."" [GOC:mtg_heart]"	47	100	3	15719	0.03	0.0638297872340425	query_1	['GO:0001568', 'GO:0007507']	['VEGFB', 'VEGFA', 'NRP1']
1169	GO:BP	GO:0010171	body morphogenesis	0.0110900803064643	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	100	3	15719	0.03	0.0638297872340425	query_1	['GO:0009653']	['TGFB3', 'PTPN11', 'PDGFRA']
263	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0110947076464015	True	Leishmania parasite growth and survival	159	99	6	10022	0.0606060606060606	0.0377358490566037	query_1	['REAC:R-HSA-9658195']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
262	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0110947076464015	True	Anti-inflammatory response favouring Leishmania parasite infection	159	99	6	10022	0.0606060606060606	0.0377358490566037	query_1	['REAC:R-HSA-9664433']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
266	REAC	REAC:R-HSA-179812	GRB2 events in EGFR signaling	0.0113785734731403	True	GRB2 events in EGFR signaling	11	99	2	10022	0.0202020202020202	0.1818181818181818	query_1	['REAC:R-HSA-177929']	['SOS1', 'EGFR']
265	REAC	REAC:R-HSA-1059683	Interleukin-6 signaling	0.0113785734731403	True	Interleukin-6 signaling	11	99	2	10022	0.0202020202020202	0.1818181818181818	query_1	['REAC:R-HSA-6783589']	['CBL', 'PTPN11']
264	REAC	REAC:R-HSA-170968	Frs2-mediated activation	0.0113785734731403	True	Frs2-mediated activation	11	99	2	10022	0.0202020202020202	0.1818181818181818	query_1	['REAC:R-HSA-169893']	['RAPGEF1', 'CRKL']
1176	GO:BP	GO:0061029	eyelid development in camera-type eye	0.0115544606403096	True	"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0043010', 'GO:0048856']	['SOS1', 'EGFR']
1172	GO:BP	GO:1905155	positive regulation of membrane invagination	0.0115544606403096	True	"""Any process that activates or increases the frequency, rate or extent of membrane invagination."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0010324', 'GO:0051130', 'GO:1905153']	['C3', 'PLCG2']
1173	GO:BP	GO:1903909	regulation of receptor clustering	0.0115544606403096	True	"""Any process that modulates the frequency, rate or extent of receptor clustering."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:23575248]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0043113', 'GO:1905475']	['CRKL', 'CD81']
1174	GO:BP	GO:0061450	trophoblast cell migration	0.0115544606403096	True	"""Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst."" [GOC:dph]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0001667', 'GO:0007566', 'GO:0022414']	['ITGB3', 'VEGFA']
1178	GO:BP	GO:0060100	positive regulation of phagocytosis, engulfment	0.0115544606403096	True	"""Any process that activates or increases the frequency, rate or extent of the internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis."" [GOC:dph]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0006911', 'GO:0050766', 'GO:0060099', 'GO:1905155']	['C3', 'PLCG2']
1177	GO:BP	GO:0002524	hypersensitivity	0.0115544606403096	True	"""An inflammatory response to an exogenous environmental antigen or an endogenous antigen initiated by the adaptive immune system."" [GOC:jal, ISBN:0781735149]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0002438']	['C3', 'FCGR1A']
1171	GO:BP	GO:0001701	in utero embryonic development	0.0115544606403096	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	100	8	15719	0.08	0.0204603580562659	query_1	['GO:0043009']	['ITGB1', 'TGFB3', 'CTNNB1', 'GRB2', 'EGFR', 'PLCG1', 'VEGFA', 'PDGFRA']
1175	GO:BP	GO:0098883	synapse pruning	0.0115544606403096	True	"""A cellular process that results in the controlled breakdown of synapse. After it starts the process is continuous until the synapse has disappeared."" [GOC:dos, PMID:12062020, PMID:18083105, PMID:22632716, PMID:29844190]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0050808', 'GO:0150146']	['C3', 'ITGB1']
116	GO:CC	GO:0005912	adherens junction	0.0116092658481204	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	167	101	5	16420	0.0495049504950495	0.029940119760479	query_1	['GO:0005911']	['CTNNB1', 'LYN', 'VCL', 'VEGFA', 'TLN1']
117	GO:CC	GO:0030427	site of polarized growth	0.0116092658481204	True	"""Any part of a cell where non-isotropic growth takes place."" [GOC:mah]"	167	101	5	16420	0.0495049504950495	0.029940119760479	query_1	['GO:0110165']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'CBL']
1179	GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	0.0116278179442949	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	230	100	6	15719	0.06	0.0260869565217391	query_1	['GO:0052548']	['SRC', 'HGF', 'FYN', 'SYK', 'VEGFA', 'LCK']
