Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1589	GO:BP	GO:0002585	positive regulation of antigen processing and presentation of peptide antigen	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate, or extent of antigen processing and presentation of peptide antigen."" [GOC:add]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002579', 'GO:0002583', 'GO:0048002']	['PYCARD']
1590	GO:BP	GO:0002588	positive regulation of antigen processing and presentation of peptide antigen via MHC class II	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate, or extent of antigen processing and presentation of peptide antigen via MHC class II."" [GOC:add]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002495', 'GO:0002582', 'GO:0002585', 'GO:0002586']	['PYCARD']
1591	REAC	REAC:R-HSA-196854	Metabolism of vitamins and cofactors	0.031564999136284	True	Metabolism of vitamins and cofactors	174	100	4	17376	0.04	0.0229885057471264	query_1	['REAC:R-HSA-1430728']	['AKT1', 'SHMT1', 'HSP90AA1', 'SHMT2']
1592	REAC	REAC:R-HSA-9607240	FLT3 Signaling	0.0315957891675764	True	FLT3 Signaling	36	100	2	17376	0.02	0.0555555555555555	query_1	['REAC:R-HSA-1280215']	['BCL2L11', 'AKT1']
1593	REAC	REAC:R-HSA-5693607	Processing of DNA double-strand break ends	0.0319581772940785	True	Processing of DNA double-strand break ends	97	100	3	17376	0.03	0.0309278350515463	query_1	['REAC:R-HSA-5693567']	['BABAM2', 'BRCC3', 'UBE2N']
1594	GO:BP	GO:0048592	eye morphogenesis	0.0322098491524582	True	"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]"	153	100	4	17376	0.04	0.0261437908496732	query_1	['GO:0001654', 'GO:0090596']	['BAX', 'BCL2', 'FASLG', 'BAK1']
1595	GO:BP	GO:0031397	negative regulation of protein ubiquitination	0.0322098491524582	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	82	100	3	17376	0.03	0.0365853658536585	query_1	['GO:0016567', 'GO:0031396', 'GO:1903321']	['HSPA1A', 'AKT1', 'TNFAIP3']
1596	GO:BP	GO:0032369	negative regulation of lipid transport	0.0325586856650076	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0006869', 'GO:0032368', 'GO:0051051', 'GO:1905953']	['AKT1', 'NFKB1']
1597	GO:BP	GO:1904666	regulation of ubiquitin protein ligase activity	0.0325586856650076	True	"""Any process that modulates the frequency, rate or extent of ubiquitin protein ligase activity."" [GO_REF:0000059, GOC:dph, GOC:TermGenie, GOC:vw, PMID:10921876, PMID:26216882]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0051438']	['BTRC', 'SKP1']
1598	GO:BP	GO:0042558	pteridine-containing compound metabolic process	0.0325586856650076	True	"""The chemical reactions and pathways involving any compound containing pteridine (pyrazino(2,3-dipyrimidine)), e.g. pteroic acid, xanthopterin and folic acid."" [GOC:jl, ISBN:0198506732]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0006725', 'GO:0046483', 'GO:1901360', 'GO:1901564']	['SHMT1', 'SHMT2']
1599	GO:BP	GO:0032107	regulation of response to nutrient levels	0.0325586856650076	True	"""Any process that modulates the frequency, rate or extent of a response to nutrient levels."" [GOC:mah]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0031667', 'GO:0032104']	['BAX', 'BCL2']
1600	GO:BP	GO:0010743	regulation of macrophage derived foam cell differentiation	0.0325586856650076	True	"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0010742', 'GO:0045595']	['NFKB1', 'NFKBIA']
1601	GO:BP	GO:0097205	renal filtration	0.0325586856650076	True	"""A renal system process in which fluid circulating through the body is filtered through a barrier system."" [GOC:pr, GOC:sart]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0003014']	['XPNPEP3', 'RHPN2']
1602	GO:BP	GO:0072539	T-helper 17 cell differentiation	0.0325586856650076	True	"""The process in which a relatively unspecialized T cell acquires the specialized features of a T-helper 17 (Th17) cell. A Th17 cell is a CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive that produces IL-17."" [CL:0000899, GOC:BHF, GOC:ebc]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0042093', 'GO:0072538']	['NLRP3', 'MALT1']
1603	GO:BP	GO:0008053	mitochondrial fusion	0.0325586856650076	True	"""Merging of two or more mitochondria within a cell to form a single compartment."" [PMID:11038192, PMID:12052774]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0007005', 'GO:0048284']	['BAX', 'BAK1']
1604	GO:BP	GO:0032104	regulation of response to extracellular stimulus	0.0325586856650076	True	"""Any process that modulates the frequency, rate or extent of a response to an extracellular stimulus."" [GOC:mah]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0009991', 'GO:0032101']	['BAX', 'BCL2']
1605	GO:BP	GO:0009185	ribonucleoside diphosphate metabolic process	0.0325586856650076	True	"""The chemical reactions and pathways involving a ribonucleoside diphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0009132']	['CARD11', 'BAD']
1606	GO:BP	GO:0060142	regulation of syncytium formation by plasma membrane fusion	0.0325586856650076	True	"""Any process that modulates the frequency, rate or extent of the formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane, by the fusion of the plasma membranes of two or more individual cells."" [GOC:dph]"	29	100	2	17376	0.02	0.0689655172413793	query_1	['GO:0000768', 'GO:0050793', 'GO:0051128']	['CFLAR', 'TNFSF14']
1607	GO:BP	GO:0032386	regulation of intracellular transport	0.0329737972412968	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	100	6	17376	0.06	0.0181268882175226	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['GSK3B', 'RNF31', 'BBC3', 'HSP90AA1', 'SFN', 'FBXW7']
1608	REAC	REAC:R-HSA-111465	Apoptotic cleavage of cellular proteins	0.033045623528888	True	Apoptotic cleavage of cellular proteins	37	100	2	17376	0.02	0.054054054054054	query_1	['REAC:R-HSA-75153']	['BIRC2', 'CASP8']
1609	GO:BP	GO:0065008	regulation of biological quality	0.0333966875510569	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2764	100	25	17376	0.25	0.0090448625180897	query_1	['GO:0065007']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'HSP90AB1', 'FASLG', 'IKBKE', 'BTRC', 'TNF', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'HSP90AA1', 'FBXW11', 'TRAF2', 'PYCARD', 'BCL2L1', 'BAK1', 'FBXW7', 'BAD', 'CDC37']
1610	GO:BP	GO:0048545	response to steroid hormone	0.0333966875510569	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]"	332	100	6	17376	0.06	0.0180722891566265	query_1	['GO:0009725', 'GO:0014070', 'GO:0033993']	['BCL2L11', 'HSPA1A', 'BCL2', 'TNF', 'CFLAR', 'BAD']
1611	GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	0.034441872085409	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	241	100	5	17376	0.05	0.0207468879668049	query_1	['GO:0071363', 'GO:0071559']	['HSPA1A', 'HSP90AB1', 'CFLAR', 'TAB1', 'MAP3K7']
1612	GO:BP	GO:1903715	regulation of aerobic respiration	0.0344493133448417	True	"""Any process that modulates the frequency, rate or extent of aerobic respiration."" [GO_REF:0000058, GOC:TermGenie, PMID:19266076]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0009060', 'GO:0043457']	['TNF', 'SHMT2']
1613	GO:BP	GO:1901889	negative regulation of cell junction assembly	0.0344493133448417	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0034329', 'GO:0051129', 'GO:1901888']	['IKBKB', 'TNF']
1614	GO:BP	GO:1990776	response to angiotensin	0.0344493133448417	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an angiotensin stimulus. Angiotensin is any of three physiologically active peptides (angiotensin II, III, or IV) processed from angiotensinogen."" [PMID:22982863]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0043434']	['RELA', 'NFKB1']
1615	GO:BP	GO:0014741	negative regulation of muscle hypertrophy	0.0344493133448417	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle hypertrophy."" [GOC:mtg_muscle]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0014743', 'GO:0014896', 'GO:0051241']	['TNFRSF1B', 'TNFRSF1A']
1616	GO:BP	GO:0034121	regulation of toll-like receptor signaling pathway	0.0344493133448417	True	"""Any process that modulates the frequency, rate, or extent of toll-like receptor signaling pathway."" [GOC:add, PMID:16551253, PMID:17328678]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0002224', 'GO:0062207']	['BIRC3', 'BIRC2']
1617	GO:BP	GO:0032770	positive regulation of monooxygenase activity	0.0344493133448417	True	"""Any process that activates or increases the activity of a monooxygenase."" [GOC:mah]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0032768', 'GO:0051353']	['AKT1', 'TNF']
1618	GO:BP	GO:0006921	cellular component disassembly involved in execution phase of apoptosis	0.0344493133448417	True	"""The breakdown of structures such as organelles, proteins, or other macromolecular structures during apoptosis."" [GOC:dph, GOC:mah, GOC:mtg_apoptosis, GOC:tb]"	30	100	2	17376	0.02	0.0666666666666666	query_1	['GO:0022411', 'GO:0097194']	['SHARPIN', 'BAX']
1619	GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	0.0347959459250003	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	85	100	3	17376	0.03	0.0352941176470588	query_1	['GO:0042476']	['BCL2L11', 'BAX', 'TRAF6']
1620	GO:BP	GO:0033077	T cell differentiation in thymus	0.0347959459250003	True	"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"	85	100	3	17376	0.03	0.0352941176470588	query_1	['GO:0030217']	['CARD11', 'BCL2', 'FADD']
1621	GO:BP	GO:0070301	cellular response to hydrogen peroxide	0.0358771089762053	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [CHEBI:16240, GOC:mah]"	86	100	3	17376	0.03	0.0348837209302325	query_1	['GO:0034614', 'GO:0042542']	['RELA', 'RIPK1', 'TNFAIP3']
1622	GO:BP	GO:0042326	negative regulation of phosphorylation	0.036324422699517	True	"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]"	339	100	6	17376	0.06	0.0176991150442477	query_1	['GO:0016310', 'GO:0042325', 'GO:0045936']	['BAX', 'AKT1', 'TNFAIP3', 'PYCARD', 'SFN', 'BAK1']
1623	GO:BP	GO:0032607	interferon-alpha production	0.0363400292069967	True	"""The appearance of interferon-alpha due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah, PMID:15546383]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0032606']	['CHUK', 'TBK1']
1624	GO:BP	GO:0032647	regulation of interferon-alpha production	0.0363400292069967	True	"""Any process that modulates the frequency, rate, or extent of interferon-alpha production."" [GOC:mah, PMID:15546383]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0032479', 'GO:0032607']	['CHUK', 'TBK1']
1625	GO:BP	GO:0048873	homeostasis of number of cells within a tissue	0.0363400292069967	True	"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells in a tissue."" [GOC:isa_complete]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0001894', 'GO:0048872']	['BAX', 'BCL2']
1626	GO:BP	GO:0035456	response to interferon-beta	0.0363400292069967	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-beta stimulus. Interferon-beta is a type I interferon."" [GOC:sl, PMID:9561374]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0034097']	['IKBKE', 'AIM2']
1627	GO:BP	GO:1903955	positive regulation of protein targeting to mitochondrion	0.0363400292069967	True	"""Any process that activates or increases the frequency, rate or extent of protein targeting to mitochondrion."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:24270810]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0006626', 'GO:0090316', 'GO:1903214', 'GO:1903749']	['RNF31', 'FBXW7']
1628	GO:BP	GO:0010390	histone monoubiquitination	0.0363400292069967	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0006513', 'GO:0016574']	['BABAM2', 'BRCC3']
1629	GO:BP	GO:2000316	regulation of T-helper 17 type immune response	0.0363400292069967	True	"""Any process that modulates the frequency, rate or extent of T-helper 17 type immune response."" [GOC:BHF, GOC:mah]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0002822', 'GO:0072538']	['NLRP3', 'MALT1']
1630	GO:BP	GO:2000352	negative regulation of endothelial cell apoptotic process	0.0363400292069967	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	31	100	2	17376	0.02	0.064516129032258	query_1	['GO:0072577', 'GO:1904036', 'GO:2000351']	['TNIP2', 'TNFAIP3']
1631	REAC	REAC:R-HSA-8853884	Transcriptional Regulation by VENTX	0.0363685279424809	True	Transcriptional Regulation by VENTX	39	100	2	17376	0.02	0.0512820512820512	query_1	['REAC:R-HSA-212436']	['RELA', 'NFKB1']
1632	GO:BP	GO:0032640	tumor necrosis factor production	0.0363728540667979	True	"""The appearance of tumor necrosis factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Tumor necrosis factor is an inflammatory cytokine produced by macrophages/monocytes during acute inflammation and which is responsible for a diverse range of signaling events within cells, leading to necrosis or apoptosis."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	100	4	17376	0.04	0.025	query_1	['GO:0071706']	['FADD', 'RIPK1', 'TNFAIP3', 'PYCARD']
