Progeroid syndrome, Petty type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1255	GO:BP	GO:0048644	muscle organ morphogenesis	0.0319087563369686	True	"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]"	76	96	3	15719	0.03125	0.0394736842105263	query_1	['GO:0007517', 'GO:0009887']	['SMAD7', 'TGFB1', 'TGFBR1']
1257	GO:BP	GO:0060537	muscle tissue development	0.0319087563369686	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	400	96	7	15719	0.0729166666666666	0.0175	query_1	['GO:0009888']	['ITGB1', 'SMAD7', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3', 'PDGFRA']
141	GO:CC	GO:0005581	collagen trimer	0.0322240909335903	True	"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."" [GOC:dos, GOC:mah, ISBN:0721639976, PMID:19693541, PMID:21421911]"	81	98	3	16420	0.0306122448979591	0.037037037037037	query_1	['GO:0032991']	['SFTPA1', 'SFTPD', 'SFTPA2']
1259	GO:BP	GO:0048659	smooth muscle cell proliferation	0.0323988001805613	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	96	4	15719	0.0416666666666666	0.0279720279720279	query_1	['GO:0033002']	['SRC', 'ITGB3', 'TGFB3', 'TGFBR2']
1258	GO:BP	GO:0010212	response to ionizing radiation	0.0323988001805613	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	96	4	15719	0.0416666666666666	0.0279720279720279	query_1	['GO:0009314']	['GRB2', 'TGFB1', 'ITGB6', 'CBL']
278	REAC	REAC:R-HSA-9008059	Interleukin-37 signaling	0.0328492851140597	True	Interleukin-37 signaling	21	94	2	10022	0.0212765957446808	0.0952380952380952	query_1	['REAC:R-HSA-446652']	['SMAD3', 'PTPN11']
277	REAC	REAC:R-HSA-5620916	VxPx cargo-targeting to cilium	0.0328492851140597	True	VxPx cargo-targeting to cilium	21	94	2	10022	0.0212765957446808	0.0952380952380952	query_1	['REAC:R-HSA-5620920']	['ASAP1', 'PKD1']
1261	GO:BP	GO:0035929	steroid hormone secretion	0.032906277620814	True	"""The regulated release of any steroid that acts as a hormone into the circulatory system."" [GOC:sl]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0060986', 'GO:0140353']	['SPP1', 'PTPN11']
1262	GO:BP	GO:0070168	negative regulation of biomineral tissue development	0.032906277620814	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0031214', 'GO:0051093', 'GO:0070167']	['TGFB1', 'PTK2B']
1263	GO:BP	GO:1904738	vascular associated smooth muscle cell migration	0.032906277620814	True	"""The orderly movement of a vascular associated smooth muscle cell from one site to another."" [GO_REF:0000091, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20693317]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0014909']	['DOCK4', 'DOCK5']
1264	GO:BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	0.032906277620814	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0007173', 'GO:0042058', 'GO:1901185']	['EGFR', 'CBL']
1265	GO:BP	GO:0030509	BMP signaling pathway	0.032906277620814	True	"""The series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, ISBN:0878932437, PMID:17428827]"	144	96	4	15719	0.0416666666666666	0.0277777777777777	query_1	['GO:0007178', 'GO:0071773']	['SMURF2', 'SMAD7', 'TGFB3', 'SMURF1']
1266	GO:BP	GO:0034505	tooth mineralization	0.032906277620814	True	"""The process in which calcium salts are deposited into calcareous tooth structures such as dental enamel, dentin and cementum."" [GOC:mah, MP:0002817, MSH:D014074]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0031214', 'GO:0042476']	['TGFB1', 'ITGB6']
1267	GO:BP	GO:0070570	regulation of neuron projection regeneration	0.032906277620814	True	"""Any process that modulates the rate, frequency or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."" [GOC:mah]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0010975', 'GO:0031102', 'GO:0050793', 'GO:0080135']	['SPP1', 'HGF']
1269	GO:BP	GO:1900078	positive regulation of cellular response to insulin stimulus	0.032906277620814	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0032869', 'GO:0048522', 'GO:0048584', 'GO:1900076']	['SRC', 'PTPN11']
1270	GO:BP	GO:0010758	regulation of macrophage chemotaxis	0.032906277620814	True	"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0002688', 'GO:0048246', 'GO:1905521']	['PTK2B', 'PTK2']
1271	GO:BP	GO:0001783	B cell apoptotic process	0.032906277620814	True	"""Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [CL:0000236, GOC:add, GOC:mtg_apoptosis, ISBN:0781735149]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0070227']	['LYN', 'CRKL']
1260	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.032906277620814	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	96	3	15719	0.03125	0.0389610389610389	query_1	['GO:0035710', 'GO:0046634']	['SMAD7', 'TGFBR2', 'SHB']
1268	GO:BP	GO:0001556	oocyte maturation	0.032906277620814	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an oocyte to attain its fully functional state. Oocyte maturation commences after reinitiation of meiosis commonly starting with germinal vesicle breakdown, and continues up to the second meiotic arrest prior to fertilization."" [GOC:devbiol, https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	27	96	2	15719	0.0208333333333333	0.074074074074074	query_1	['GO:0003006', 'GO:0022412', 'GO:0048469', 'GO:0048599']	['SHB', 'PTK2B']
1313	GO:BP	GO:1903526	negative regulation of membrane tubulation	0.0329663844889698	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of membrane tubulation."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:18388313]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0051129', 'GO:0097320', 'GO:1903525']	['WASL']
1299	GO:BP	GO:0002625	regulation of T cell antigen processing and presentation	0.0329663844889698	True	"""Any process that modulates the frequency, rate, or extent of T cell antigen processing and presentation."" [GOC:add]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0002457', 'GO:0002577', 'GO:0002709']	['WAS']
1292	GO:BP	GO:0090251	protein localization involved in establishment of planar polarity	0.0329663844889698	True	"""Any process in which a protein is transported to, and/or maintained in, a specific location in a cell that contributes to the establishment of planar polarity."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0001736', 'GO:0008104']	['NPHP1']
1293	GO:BP	GO:1990839	response to endothelin	0.0329663844889698	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an endothelin stimulus. Endothelin is any of three secretory vasoconstrictive peptides (endothelin-1, -2, -3)."" [PMID:16365184]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0043434']	['CRK']
1294	GO:BP	GO:1990646	cellular response to prolactin	0.0329663844889698	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prolactin stimulus."" [PMID:7760850]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0071375', 'GO:1990637']	['SRC']
1295	GO:BP	GO:1905938	positive regulation of germ cell proliferation	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of germ cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:15342467]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0008284', 'GO:0036093', 'GO:0051240', 'GO:1905936', 'GO:2000243']	['SRC']
1296	GO:BP	GO:1905751	positive regulation of endosome to plasma membrane protein transport	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of endosome to plasma membrane protein transport."" [GO_REF:0000058, GOC:TermGenie, PMID:22869721]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0090316', 'GO:0099638', 'GO:1903078', 'GO:1905749', 'GO:2001137']	['ZDHHC2']
1297	GO:BP	GO:1905450	negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	0.0329663844889698	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of Fc-gamma receptor signaling pathway involved in phagocytosis."" [GO_REF:0000058, GOC:TermGenie, PMID:18832707]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0002698', 'GO:0009968', 'GO:0038096', 'GO:0050765', 'GO:1905449']	['CD47']
1298	GO:BP	GO:1905223	epicardium morphogenesis	0.0329663844889698	True	"""The developmental process by which an epicardium is generated and organized."" [GO_REF:0000083, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18718461]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0009653']	['TGFBR1']
1300	GO:BP	GO:0002663	positive regulation of B cell tolerance induction	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate, or extent of B cell tolerance induction."" [GOC:add]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0002514', 'GO:0002645', 'GO:0002661']	['TGFBR2']
1301	GO:BP	GO:1904719	positive regulation of AMPA glutamate receptor clustering	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of AMPA glutamate receptor clustering."" [GO_REF:0000058, GOC:hjd, GOC:TermGenie, PMID:21558424]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0097113', 'GO:1901628', 'GO:1903911', 'GO:1904717']	['ZDHHC2']
1302	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.0329663844889698	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
1291	GO:BP	GO:0008406	gonad development	0.0329663844889698	True	"""The process whose specific outcome is the progression of the gonad over time, from its formation to the mature structure. The gonad is an animal organ that produces gametes; in some species it also produces hormones."" [GOC:ems, ISBN:0198506732]"	224	96	5	15719	0.0520833333333333	0.0223214285714285	query_1	['GO:0045137', 'GO:0048513', 'GO:0048608']	['SRC', 'CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1303	GO:BP	GO:0042704	uterine wall breakdown	0.0329663844889698	True	"""The sloughing of the endometrium and blood vessels during menstruation that results from a drop in progesterone levels."" [GOC:dph]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0022602']	['TGFB3']
1305	GO:BP	GO:0001802	type III hypersensitivity	0.0329663844889698	True	"""An inflammatory response resulting from recognition of immune complexes via complement or Fc receptors on effector cells leading to activation of neutrophils and other leukocytes and damage to bystander tissue."" [GOC:add, ISBN:0781735149]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0002444', 'GO:0002524', 'GO:0016064']	['FCGR1A']
1306	GO:BP	GO:0001803	regulation of type III hypersensitivity	0.0329663844889698	True	"""Any process that modulates the frequency, rate, or extent of type III hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0001802', 'GO:0002883', 'GO:0002886', 'GO:0002889']	['FCGR1A']
1307	GO:BP	GO:0002554	serotonin secretion by platelet	0.0329663844889698	True	"""The regulated release of serotonin by a platelet or group of platelets."" [GOC:add, ISBN:0781735149]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0002442', 'GO:0002576', 'GO:0051649', 'GO:0140029']	['SYK']
1308	GO:BP	GO:0002532	production of molecular mediator involved in inflammatory response	0.0329663844889698	True	"""The synthesis or release of any molecular mediator of the inflammatory response following an inflammatory stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, GOC:dph, GOC:tb, ISBN:0781735149]"	78	96	3	15719	0.03125	0.0384615384615384	query_1	['GO:0006954', 'GO:0032501']	['LYN', 'SYK', 'SIRPA']
1309	GO:BP	GO:0001805	positive regulation of type III hypersensitivity	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of type III hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0001802', 'GO:0001803', 'GO:0002885', 'GO:0002888', 'GO:0002891']	['FCGR1A']
1310	GO:BP	GO:0010730	negative regulation of hydrogen peroxide biosynthetic process	0.0329663844889698	True	"""Any process that decreases the rate, frequency or extent of hydrogen peroxide biosynthesis. The chemical reactions and pathways resulting in the formation of hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."" [GOC:dph, GOC:hjd, GOC:tb]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0010727', 'GO:0010728', 'GO:0031327', 'GO:0050665', 'GO:1903427']	['FYN']
1311	GO:BP	GO:2000256	positive regulation of male germ cell proliferation	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of male germ cell proliferation."" [GOC:obol]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0002176', 'GO:1905938', 'GO:2000254']	['SRC']
1316	GO:BP	GO:2000386	positive regulation of ovarian follicle development	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of ovarian follicle development."" [GOC:obol]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0001541', 'GO:0051094', 'GO:2000243', 'GO:2000354']	['SRC']
1315	GO:BP	GO:0022007	convergent extension involved in neural plate elongation	0.0329663844889698	True	"""The process of directed cell movement in the neural plate resulting in tissue elongation via intercalation of adjacent cells in an epithelial sheet at the midline, leading to narrowing and lengthening of the neural plate."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:13679871, PMID:15806586]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0014022', 'GO:0060027', 'GO:0060029']	['DVL2']
1314	GO:BP	GO:2000866	positive regulation of estradiol secretion	0.0329663844889698	True	"""Any process that activates or increases the frequency, rate or extent of estradiol secretion."" [GOC:sl]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0035938', 'GO:2000833', 'GO:2000864']	['SPP1']
1304	GO:BP	GO:0060434	bronchus morphogenesis	0.0329663844889698	True	"""The process in which the bronchus is generated and organized. The bronchus is the portion of the airway that connects to the lungs."" [GOC:dph]"	2	96	1	15719	0.0104166666666666	0.5	query_1	['GO:0009887', 'GO:0035239', 'GO:0060433']	['TGFBR2']
