FG syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2224	GO:BP	GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	0.0389725510602667	True	"""Any process that activates or increases the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0006931', 'GO:0010811', 'GO:0030335', 'GO:1904235']	['FN1']
2225	GO:BP	GO:1904235	regulation of substrate-dependent cell migration, cell attachment to substrate	0.0389725510602667	True	"""Any process that modulates the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0006931', 'GO:0010810', 'GO:0030334']	['FN1']
2226	GO:BP	GO:0001969	regulation of activation of membrane attack complex	0.0389725510602667	True	"""Any process that modulates the frequency, rate or extent of the activation of the membrane attack complex components of the complement cascade."" [GOC:hjd]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0001905', 'GO:0030449']	['C3']
2227	GO:BP	GO:1903392	negative regulation of adherens junction organization	0.0389725510602667	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of adherens junction organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:21724833]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0034332', 'GO:0051129', 'GO:1903391']	['VEGFA']
2228	GO:BP	GO:0021943	formation of radial glial scaffolds	0.0389725510602667	True	"""The formation of scaffolds from a radial glial cell. The scaffolds are used as a substrate for the radial migration of cells."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:15157725]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0000904', 'GO:0021932']	['ITGB1']
2229	GO:BP	GO:0036520	astrocyte-dopaminergic neuron signaling	0.0389725510602667	True	"""Cell-cell signaling that mediates the transfer of information from an astrocyte to a dopaminergic neuron."" [GOC:bf, GOC:PARL, PMID:12794311, PMID:21752258]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0150098']	['CTNNB1']
2230	GO:BP	GO:1904693	midbrain morphogenesis	0.0389725510602667	True	"""The developmental process by which a midbrain is generated and organized."" [GO_REF:0000083, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:21347250]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0009653', 'GO:0030901', 'GO:0048854']	['SOS1']
2231	GO:BP	GO:0044029	positive regulation of gene expression via CpG island demethylation	0.0389725510602667	True	"""An epigenetic gene regulation mechanism that positively regulates gene expression by demethylation of cytosine residues in chromosomal CpG islands. CpG islands are genomic regions that contain a high frequency of the CG dinucleotide and are often associated with the transcription start site of genes."" [GOC:jl, Wikipedia:Cpg_island]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0045815']	['PIK3CA']
2232	GO:BP	GO:0150019	basal dendrite morphogenesis	0.0389725510602667	True	"""The process in which the anatomical structures of a basal dendrite are generated and organized."" [GOC:aruk, GOC:bc, PMID:22683681]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0048813', 'GO:0150018']	['NRP1']
2233	GO:BP	GO:0060300	regulation of cytokine activity	0.0389725510602667	True	"""Any process that modulates the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010469', 'GO:1900120']	['NRP1']
2234	GO:BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	0.0389725510602667	True	"""Any process that modulates the rate, frequency, or extent of the production of a cytokine that contributes to the immune response."" [GOC:BHF, GOC:dph]"	34	101	2	17376	0.0198019801980198	0.0588235294117647	query_1	['GO:0002720', 'GO:0061082']	['PLCG2', 'SYK']
2235	GO:BP	GO:0086098	angiotensin-activated signaling pathway involved in heart process	0.0389725510602667	True	"""An angiotensin receptor signaling pathway which contributes to a circulatory system process carried out by the heart."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:17376402]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0038166', 'GO:0086103']	['SRC']
2236	GO:BP	GO:0010693	negative regulation of alkaline phosphatase activity	0.0389725510602667	True	"""Any process that decreases the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum."" [GOC:BHF, GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010692', 'GO:0010923']	['SEMA4D']
2237	GO:BP	GO:0072277	metanephric glomerular capillary formation	0.0389725510602667	True	"""The process that gives rise to a metanephric glomerular capillary. This process pertains to the initial formation of a structure from unspecified parts."" [GOC:mtg_kidney_jan10]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0072104', 'GO:0072276']	['PDGFRA']
2238	GO:BP	GO:0072276	metanephric glomerulus vasculature morphogenesis	0.0389725510602667	True	"""The process in which the anatomical structures of the metanephric glomerulus vasculature are generated and organized. The metanephric glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the metanephric glomerulus."" [GOC:mtg_kidney_jan10]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0072103', 'GO:0072239', 'GO:0072275']	['PDGFRA']
2239	GO:BP	GO:0072275	metanephric glomerulus morphogenesis	0.0389725510602667	True	"""The process in which the anatomical structures of the metanephric glomerulus are generated and organized. The metanephric glomerulus is a capillary tuft surrounded by Bowman's capsule in nephrons of the vertebrate kidney, or metanephros."" [GOC:mtg_kidney_jan10]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0072102', 'GO:0072224']	['PDGFRA']
2240	GO:BP	GO:0090077	foam cell differentiation	0.0389725510602667	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	34	101	2	17376	0.0198019801980198	0.0588235294117647	query_1	['GO:0030154']	['ITGAV', 'ITGB3']
2241	GO:BP	GO:0061198	fungiform papilla formation	0.0389725510602667	True	"""The developmental process pertaining to the initial formation of a spongiform papilla from unspecified parts. The fungiform papilla is a mushroom-shaped papilla of the tongue."" [GOC:dph]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0048646', 'GO:0061197']	['CTNNB1']
2242	GO:BP	GO:0010742	macrophage derived foam cell differentiation	0.0389725510602667	True	"""The process in which a monocyte acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:dph, GOC:tb]"	34	101	2	17376	0.0198019801980198	0.0588235294117647	query_1	['GO:0090077']	['ITGAV', 'ITGB3']
2243	GO:BP	GO:0071464	cellular response to hydrostatic pressure	0.0389725510602667	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrostatic pressure stimulus. Hydrostatic pressure is the force acting on an object in a system where the fluid is at rest (as opposed to moving). The weight of the fluid above the object creates pressure on it."" [GOC:mah]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0051599', 'GO:0062197', 'GO:0071462']	['PIK3CA']
2244	GO:BP	GO:0070447	positive regulation of oligodendrocyte progenitor proliferation	0.0389725510602667	True	"""Any process that activates or increases the rate or extent of oligodendrocyte progenitor proliferation."" [GOC:mah, GOC:sl]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0014015', 'GO:0070444', 'GO:0070445', 'GO:2000179']	['LYN']
2245	GO:BP	GO:0070494	regulation of thrombin-activated receptor signaling pathway	0.0389725510602667	True	"""Any process that modulates the frequency, rate or extent of a thrombin-activated receptor signaling pathway activity. A thrombin receptor signaling pathway is the series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands."" [GOC:mah]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0008277', 'GO:0070493']	['MET']
2246	GO:BP	GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	0.0389725510602667	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of thrombin-activated receptor protein signaling pathway activity. A thrombin receptor signaling pathway is the series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands."" [GOC:mah]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0045744', 'GO:0070493', 'GO:0070494']	['MET']
2247	GO:BP	GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	0.0389725510602667	True	"""Any process that increases the rate, frequency or extent of heparan sulfate proteoglycan biosynthesis. Heparan sulfate proteoglycan biosynthetic processes are the chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan, a glycosaminoglycan with repeat unit consisting of alternating alpha-(1->4)-linked hexuronic acid and glucosamine residues."" [GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010908', 'GO:0015012', 'GO:0031328', 'GO:0051176', 'GO:1902730']	['CTNNB1']
2248	GO:BP	GO:0014905	myoblast fusion involved in skeletal muscle regeneration	0.0389725510602667	True	"""A process in which non-proliferating myoblasts, after migrating to the site of injury, fuse into existing damaged fibers or fuse to myotubes to form new fibers, as part of the process of skeletal muscle regeneration. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:mtg_muscle]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0007520', 'GO:0014908']	['CD81']
2249	GO:BP	GO:1900148	negative regulation of Schwann cell migration	0.0389725510602667	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of Schwann cell migration."" [GOC:sjw, GOC:TermGenie]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0036135', 'GO:1900147', 'GO:1903976']	['CERS2']
2250	GO:BP	GO:0060948	cardiac vascular smooth muscle cell development	0.0389725510602667	True	"""The process whose specific outcome is the progression of a cardiac vascular smooth muscle cell over time, from its formation to the mature state."" [GOC:mtg_heart]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0055006', 'GO:0060947', 'GO:0097084']	['VEGFA']
2251	GO:BP	GO:0090716	adaptive immune memory response	0.0389725510602667	True	"""An immune response directed against a previously encountered antigen, being quicker and quantitatively better compared with the primary response."" [GOC:add, PMID:26831526]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0002250', 'GO:0090713']	['CD81']
2252	GO:BP	GO:0150106	regulation of protein localization to cell-cell junction	0.0389725510602667	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0032880', 'GO:0150105']	['VCL']
2253	GO:BP	GO:0150064	vertebrate eye-specific patterning	0.0389725510602667	True	"""Early postnatal vertebrate developmental process, during which axons of retinal ganglion cells (RGCs), transmitting overlapping inputs from both eyes, segregate into distinct eye-specific non-overlapping regions in the dorsal lateral geniculate nucleus (dLGN) of the thalamus."" [GOC:aruk, GOC:bc, PMID:16025107, PMID:22632727, PMID:29322522]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0003002', 'GO:0007417', 'GO:0150063']	['C3']
2254	GO:BP	GO:0150020	basal dendrite arborization	0.0389725510602667	True	"""The process in which the anatomical structures of a dendritic tree are generated on the basal neuron side and organized into dendritic branches."" [GOC:aruk, GOC:bc, PMID:22683681]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0140059', 'GO:0150019']	['NRP1']
2255	GO:BP	GO:1905430	cellular response to glycine	0.0389725510602667	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glycine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:18984164]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0071230', 'GO:1905429']	['FYN']
2256	GO:BP	GO:0150018	basal dendrite development	0.0389725510602667	True	"""The process whose specific outcome is the progression of a basal dendrite over time, from its formation to the mature structure."" [GOC:aruk, GOC:bc, PMID:22683681]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0016358']	['NRP1']
2257	GO:BP	GO:0018214	protein carboxylation	0.0389725510602667	True	"""The addition of a carboxy group to a protein amino acid."" [GOC:ai]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0036211']	['VKORC1']
2258	GO:BP	GO:0090505	epiboly involved in wound healing	0.0389725510602667	True	"""The expansion of one cell sheet over other cells involved in wound healing."" [GOC:dph, GOC:tb]"	34	101	2	17376	0.0198019801980198	0.0588235294117647	query_1	['GO:0042060', 'GO:0090504']	['ITGB1', 'ITGA5']
2259	GO:BP	GO:0017187	peptidyl-glutamic acid carboxylation	0.0389725510602667	True	"""The gamma-carboxylation of peptidyl-glutamic acid; catalyzed by the vitamin K dependent gamma-glutamyl carboxylase."" [RESID:AA0032]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0018200', 'GO:0018214']	['VKORC1']
2260	GO:BP	GO:0060424	lung field specification	0.0389725510602667	True	"""The process that results in the delineation of a specific region of the foregut into the area in which the lung will develop."" [GOC:dph, GOC:mtg_lung]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010092', 'GO:0060423', 'GO:0060431']	['CTNNB1']
2261	GO:BP	GO:0060492	lung induction	0.0389725510602667	True	"""The close range interaction of two or more cells or tissues that causes the cells of the foregut to change their fates and specify the development of the lung."" [GOC:dph]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0001759', 'GO:0045995', 'GO:0060424', 'GO:0061046']	['CTNNB1']
2262	GO:BP	GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	0.0389725510602667	True	"""Any process that modulates the rate, frequency, or extent of branching involved in salivary gland morphogenesis as a result of signals being generated by the mesenchyme and received and interpreted by the salivary gland epithelium."" [GOC:dph, PMID:17336109]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0060638', 'GO:0060693']	['HGF']
2263	GO:BP	GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	0.0389725510602667	True	"""Any process that increases the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0050679', 'GO:0051094', 'GO:0060767', 'GO:0060768', 'GO:2000243']	['CTNNB1']
