Branchioskeletogenital syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2329	GO:BP	GO:0001964	startle response	0.0250409232256087	True	"""An action or movement due to the application of a sudden unexpected stimulus."" [GOC:dph]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0009605', 'GO:0050905']	['MECP2', 'CTNNA2']
2330	GO:BP	GO:0001935	endothelial cell proliferation	0.0250409232256087	True	"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]"	151	100	4	17376	0.04	0.0264900662251655	query_1	['GO:0050673']	['AKT1', 'STAT3', 'SIRT1', 'SP1']
2331	GO:BP	GO:0001966	thigmotaxis	0.0250409232256087	True	"""The directed movement of an animal in response to touch."" [GOC:dph]"	2	100	1	17376	0.01	0.5	query_1	['GO:0007610']	['EP300']
2332	GO:BP	GO:0001545	primary ovarian follicle growth	0.0250409232256087	True	"""Increase in size of primary follicles including oocyte growth and granulosa and/or theca cell proliferation until more than one layer of granulosa cells is present (preantral follicle)."" [GOC:mtg_mpo, https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	2	100	1	17376	0.01	0.5	query_1	['GO:0001541', 'GO:0022602', 'GO:0048589']	['SRC']
2333	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.0250409232256087	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	100	1	17376	0.01	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
2334	GO:BP	GO:0097102	endothelial tip cell fate specification	0.0250409232256087	True	"""The process involved in the specification of identity of an endothelial tip cell. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment. An endothelial tip cell is a specialized endothelial cell localized to the leading edge of an angiogenic sprout that senses extracellular signals and guides the directed growth of blood vessels."" [CL:0000704, GOC:dgh, PMID:21521739]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002040', 'GO:0097101']	['DLL1']
2335	GO:BP	GO:1905066	regulation of canonical Wnt signaling pathway involved in heart development	0.0250409232256087	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in heart development."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:25034767]"	2	100	1	17376	0.01	0.5	query_1	['GO:0003307', 'GO:0060828', 'GO:0061316']	['RBPJ']
2336	GO:BP	GO:1905642	negative regulation of DNA methylation	0.0250409232256087	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of DNA methylation."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:27336847]"	2	100	1	17376	0.01	0.5	query_1	['GO:0006306', 'GO:0044030', 'GO:0051053']	['KMT2A']
2337	GO:BP	GO:0060599	lateral sprouting involved in mammary gland duct morphogenesis	0.0250409232256087	True	"""The process in which a branch forms along the side of a mammary duct."" [GOC:dph, PMID:17120154]"	2	100	1	17376	0.01	0.5	query_1	['GO:0060444', 'GO:0060601']	['AR']
2338	GO:BP	GO:1904567	response to wortmannin	0.0250409232256087	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	100	1	17376	0.01	0.5	query_1	['GO:0014070', 'GO:1901654']	['SP1']
2339	GO:BP	GO:1904685	positive regulation of metalloendopeptidase activity	0.0250409232256087	True	"""Any process that activates or increases the frequency, rate or extent of metalloendopeptidase activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:18591254]"	2	100	1	17376	0.01	0.5	query_1	['GO:0010950', 'GO:1904683', 'GO:1905050']	['STAT3']
2340	GO:BP	GO:1905938	positive regulation of germ cell proliferation	0.0250409232256087	True	"""Any process that activates or increases the frequency, rate or extent of germ cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:15342467]"	2	100	1	17376	0.01	0.5	query_1	['GO:0008284', 'GO:0036093', 'GO:0051240', 'GO:1905936', 'GO:2000243']	['SRC']
2341	GO:BP	GO:0014735	regulation of muscle atrophy	0.0250409232256087	True	"""Any process that modulates the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	100	1	17376	0.01	0.5	query_1	['GO:0014889', 'GO:0043502']	['FOXO3']
2342	GO:BP	GO:1900110	negative regulation of histone H3-K9 dimethylation	0.0250409232256087	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of histone H3-K9 dimethylation."" [GOC:TermGenie, GOC:vw]"	2	100	1	17376	0.01	0.5	query_1	['GO:0036123', 'GO:0051573', 'GO:1900109']	['SMARCB1']
2343	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0250409232256087	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	100	1	17376	0.01	0.5	query_1	['GO:0043543']	['EP300']
2344	GO:BP	GO:0045720	negative regulation of integrin biosynthetic process	0.0250409232256087	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins."" [GOC:go_curators]"	2	100	1	17376	0.01	0.5	query_1	['GO:0010558', 'GO:0045112', 'GO:0045113', 'GO:0051129']	['AR']
2345	GO:BP	GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly	0.0250409232256087	True	"""The receptor clustering process involved in assembly of the postsynaptic membrane in which neuroligins are localized to distinct domains in the cell membrane. Neuroligins are neuronal cell surface proteins on the postsynaptic membrane that mediate synapse formation between neurons."" [GOC:BHF, GOC:sjp, PMID:12796785]"	2	100	1	17376	0.01	0.5	query_1	['GO:0043113', 'GO:0097104']	['CDH2']
2346	GO:BP	GO:0071873	response to norepinephrine	0.0250409232256087	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a norepinephrine stimulus. Norepinephrine is a catecholamine that has the formula C8H11NO3; it acts as a hormone, and as a neurotransmitter in most of the sympathetic nervous system."" [GOC:BHF, GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0071869']	['APP']
2347	GO:BP	GO:0016358	dendrite development	0.0250409232256087	True	"""The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]"	233	100	5	17376	0.05	0.0214592274678111	query_1	['GO:0031175', 'GO:0048856']	['PSEN1', 'MECP2', 'CTNNA2', 'APP', 'HDAC2']
2348	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.0250409232256087	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
2349	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0250409232256087	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	100	1	17376	0.01	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
2350	GO:BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.0250409232256087	True	"""The attachment of one cell to another cell via adhesion molecules that are at least partially embedded in the plasma membrane."" [GOC:dos]"	234	100	5	17376	0.05	0.0213675213675213	query_1	['GO:0098609']	['CDH11', 'CDH2', 'CDH1', 'CDH5', 'CDH10']
2351	GO:BP	GO:1990646	cellular response to prolactin	0.0250409232256087	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prolactin stimulus."" [PMID:7760850]"	2	100	1	17376	0.01	0.5	query_1	['GO:0071375', 'GO:1990637']	['SRC']
2352	GO:BP	GO:0032907	transforming growth factor beta3 production	0.0250409232256087	True	"""The appearance of transforming growth factor-beta3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0071604']	['SMAD3']
2353	GO:BP	GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis	0.0250409232256087	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in outflow tract morphogenesis."" [GOC:dph, GOC:mtg_heart, GOC:TermGenie, PMID:21419760]"	2	100	1	17376	0.01	0.5	query_1	['GO:0061325', 'GO:2000136']	['CTNNB1']
2354	GO:BP	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0250409232256087	True	"""Any process that activates or increases the frequency, rate or extent of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry."" [GOC:BHF, GOC:TermGenie]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032927', 'GO:0051240', 'GO:1900164', 'GO:1900175']	['SMAD2']
2355	GO:BP	GO:0018993	somatic sex determination	0.0250409232256087	True	"""The determination of sex and sexual phenotypes in an organism's soma."" [GOC:ems]"	2	100	1	17376	0.01	0.5	query_1	['GO:0007275', 'GO:0007530']	['AR']
2356	GO:BP	GO:1903849	positive regulation of aorta morphogenesis	0.0250409232256087	True	"""Any process that activates or increases the frequency, rate or extent of aorta morphogenesis."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	2	100	1	17376	0.01	0.5	query_1	['GO:0035909', 'GO:1903847', 'GO:1905653']	['NOTCH1']
2357	GO:BP	GO:1903847	regulation of aorta morphogenesis	0.0250409232256087	True	"""Any process that modulates the frequency, rate or extent of aorta morphogenesis."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	2	100	1	17376	0.01	0.5	query_1	['GO:0035909', 'GO:1905651']	['NOTCH1']
2358	GO:BP	GO:0060487	lung epithelial cell differentiation	0.0250409232256087	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell that contributes to the epithelium of the lung."" [GOC:dph]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0030855', 'GO:0060428', 'GO:0060479']	['CTNNB1', 'RBPJ']
2359	GO:BP	GO:0014737	positive regulation of muscle atrophy	0.0250409232256087	True	"""Any process that activates or increases the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	100	1	17376	0.01	0.5	query_1	['GO:0014735', 'GO:0014744', 'GO:0014889']	['FOXO3']
2360	GO:BP	GO:0071874	cellular response to norepinephrine stimulus	0.0250409232256087	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a norepinephrine stimulus. Norepinephrine is a catecholamine that has the formula C8H11NO3; it acts as a hormone, and as a neurotransmitter in most of the sympathetic nervous system."" [GOC:BHF, GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0071870', 'GO:0071873']	['APP']
2361	GO:BP	GO:0060479	lung cell differentiation	0.0250409232256087	True	"""The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features of a mature cell found in the lung. Differentiation includes the processes involved in commitment of a cell to a specific fate."" [GOC:dph, GOC:mtg_lung]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0030154', 'GO:0030324']	['CTNNB1', 'RBPJ']
2362	GO:BP	GO:0060219	camera-type eye photoreceptor cell differentiation	0.0250409232256087	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a photoreceptor cell in a camera-type eye."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0001754', 'GO:0003407', 'GO:0060042']	['STAT3', 'NOTCH1']
2363	GO:BP	GO:0106230	protein depropionylation	0.0250409232256087	True	"""The removal of a propionyl group from a residue in a peptide or protein."" [GOC:sp, PMID:30026585]"	2	100	1	17376	0.01	0.5	query_1	['GO:0035601']	['SIRT1']
2364	GO:BP	GO:0045976	negative regulation of mitotic cell cycle, embryonic	0.0250409232256087	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the embryonic mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	2	100	1	17376	0.01	0.5	query_1	['GO:0009794', 'GO:0045448', 'GO:0045930']	['CTNNB1']
2365	GO:BP	GO:1904568	cellular response to wortmannin	0.0250409232256087	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	100	1	17376	0.01	0.5	query_1	['GO:0071407', 'GO:1901655', 'GO:1904567']	['SP1']
2366	GO:BP	GO:0003252	negative regulation of cell proliferation involved in heart valve morphogenesis	0.0250409232256087	True	"""Any process that decreases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	2	100	1	17376	0.01	0.5	query_1	['GO:0003249', 'GO:0003250', 'GO:2000137']	['NOTCH1']
2367	REAC	REAC:R-HSA-446652	Interleukin-1 family signaling	0.0251047205195391	True	Interleukin-1 family signaling	151	100	4	17376	0.04	0.0264900662251655	query_1	['REAC:R-HSA-449147']	['STAT3', 'APP', 'TP53', 'SMAD3']
2368	REAC	REAC:R-HSA-933541	TRAF6 mediated IRF7 activation	0.0251047205195391	True	TRAF6 mediated IRF7 activation	28	100	2	17376	0.02	0.0714285714285714	query_1	['REAC:R-HSA-168928']	['CREBBP', 'EP300']
2369	REAC	REAC:R-HSA-9013148	CDC42 GTPase cycle	0.0251047205195391	True	CDC42 GTPase cycle	151	100	4	17376	0.04	0.0264900662251655	query_1	['REAC:R-HSA-9012999']	['PIK3R1', 'ARHGAP10', 'ARHGAP26', 'JUP']
2370	GO:CC	GO:0016328	lateral plasma membrane	0.0251816424578372	True	"""The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells."" [GOC:hb, GOC:mah, GOC:pr]"	71	100	3	17376	0.03	0.0422535211267605	query_1	['GO:0005886', 'GO:0110165']	['CTNNB1', 'CDH1', 'JUP']
2371	REAC	REAC:R-HSA-6804754	Regulation of TP53 Expression	0.0252933173646738	True	Regulation of TP53 Expression	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-6806003']	['TP53']
2372	REAC	REAC:R-HSA-211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10	0.0252933173646738	True	Regulation of PAK-2p34 activity by PS-GAP/RHG10	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-169911']	['ARHGAP10']
2373	REAC	REAC:R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription	0.0252933173646738	True	RUNX3 regulates RUNX1-mediated transcription	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-8878159']	['CBFB']
2374	GO:BP	GO:0046889	positive regulation of lipid biosynthetic process	0.0257008862765401	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]"	82	100	3	17376	0.03	0.0365853658536585	query_1	['GO:0008610', 'GO:0009891', 'GO:0045834', 'GO:0046890']	['AKT1', 'NR1H2', 'NR1H3']
