Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
126	REAC	REAC:R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.0109844346668871	True	Regulation of HSF1-mediated heat shock response	67	96	4	10022	0.0416666666666666	0.0597014925373134	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1', 'ATM']
357	GO:BP	GO:0048583	regulation of response to stimulus	0.0111504937520223	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3723	100	37	15719	0.37	0.0099382218640881	query_1	['GO:0050789', 'GO:0050896']	['RBBP8', 'LMNA', 'MSH2', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'XRCC6', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'OGG1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'RAD9A', 'VDAC1', 'RAD51', 'CARD19', 'BRCA1', 'PRKDC', 'XRCC1', 'BARD1', 'EMD', 'RMI2', 'TP53', 'PNKP', 'BANF1', 'RNF8']
127	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.0117211497057638	True	Transcriptional Regulation by E2F6	34	96	3	10022	0.03125	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
98	GO:CC	GO:0005815	microtubule organizing center	0.0121087517066225	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	818	102	12	16420	0.1176470588235294	0.0146699266503667	query_1	['GO:0015630', 'GO:0110165']	['H2AX', 'BRCA2', 'PCNA', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'WRN', 'EMD', 'TP53', 'NEIL1']
361	GO:BP	GO:0034397	telomere localization	0.0123220525523164	True	"""Any process in which a telomere is transported to, and/or maintained in, a specific location."" [GOC:mah, GOC:vw]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0050000']	['MLH1', 'ATM']
360	GO:BP	GO:0072711	cellular response to hydroxyurea	0.0123220525523164	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0071241', 'GO:0072710', 'GO:1901699']	['BLM', 'RAD51']
359	GO:BP	GO:0090657	telomeric loop disassembly	0.0123220525523164	True	"""The telomere maintenance process in which telomeric loops are disassembled to permit efficient telomere replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:22579284]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0000723']	['BLM', 'WRN']
358	GO:BP	GO:0002328	pro-B cell differentiation	0.0123220525523164	True	"""The process in which a precursor cell type acquires the specialized features of a pro-B cell. Pro-B cells are the earliest stage of the B cell lineage and undergo heavy chain D and J gene rearrangements, although they are not fully committed."" [GOC:jal, ISBN:0781735149]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0002320']	['LIG4', 'PRKDC']
362	GO:BP	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0.0123220525523164	True	"""The directed movement of a chromosome to the nuclear envelope that contributes to homologous chromosome segregation and precedes synapsis."" [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:19913287]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0022414', 'GO:0045143', 'GO:0051303']	['MLH1', 'ATM']
363	GO:BP	GO:0006997	nucleus organization	0.0126699443080688	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nucleus."" [GOC:dph, GOC:ems, GOC:jl, GOC:mah]"	143	100	5	15719	0.05	0.0349650349650349	query_1	['GO:0006996']	['LMNA', 'VRK1', 'EMD', 'BANF1', 'RNF8']
99	GO:CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	0.0127969535897329	True	"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]"	111	102	4	16420	0.0392156862745098	0.036036036036036	query_1	['GO:0000428', 'GO:0140513']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
364	GO:BP	GO:0031062	positive regulation of histone methylation	0.0129003578662666	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	41	100	3	15719	0.03	0.073170731707317	query_1	['GO:0016571', 'GO:0031060', 'GO:0031401']	['LMNA', 'PAXIP1', 'BRCA1']
100	GO:CC	GO:0000785	chromatin	0.0134722735300475	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1279	102	16	16420	0.1568627450980392	0.0125097732603596	query_1	['GO:0005694', 'GO:0110165']	['FANCI', 'RAD51AP1', 'H2AX', 'RPA2', 'POLE4', 'POLA1', 'PCNA', 'PARP1', 'APTX', 'FANCD2', 'POLE3', 'RAD51', 'XRCC1', 'TP53', 'BANF1', 'MSH6']
128	REAC	REAC:R-HSA-6804757	Regulation of TP53 Degradation	0.0136869299397997	True	Regulation of TP53 Degradation	36	96	3	10022	0.03125	0.0833333333333333	query_1	['REAC:R-HSA-6806003']	['ATM', 'CDK2', 'TP53']
365	GO:BP	GO:0071763	nuclear membrane organization	0.0137912503223892	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear inner or outer membrane."" [GOC:mah]"	42	100	3	15719	0.03	0.0714285714285714	query_1	['GO:0006998', 'GO:0061024']	['VRK1', 'EMD', 'BANF1']
101	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	0.0142125158807299	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	102	4	16420	0.0392156862745098	0.0347826086956521	query_1	['GO:0030880']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
366	GO:BP	GO:0010035	response to inorganic substance	0.0143975393617308	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	100	10	15719	0.1	0.0182815356489945	query_1	['GO:0042221']	['LIG4', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'BLM', 'RAD51', 'APEX1', 'CDK2', 'TP53']
368	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0144858262011608	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
367	GO:BP	GO:0072710	response to hydroxyurea	0.0144858262011608	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
102	GO:CC	GO:0005715	late recombination nodule	0.0145520368114764	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0005713']	['MLH1']
107	GO:CC	GO:0043626	PCNA complex	0.0145520368114764	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
105	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0145520368114764	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0140535']	['BRCA2']
104	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0145520368114764	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
103	GO:CC	GO:0160045	TMEM240-body	0.0145520368114764	True	"""A multilamellar subcellular structure formed in the cytoplasm of developing neuron, composed of Tmem240 and Emd proteins."" [PMID:32535204]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0043231']	['EMD']
106	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0145520368114764	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0150005']	['PCNA']
108	GO:CC	GO:0030880	RNA polymerase complex	0.0145561509973429	True	"""Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits."" [GOC:mah]"	118	102	4	16420	0.0392156862745098	0.0338983050847457	query_1	['GO:0061695', 'GO:0140535']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
370	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.0145587891403509	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	100	3	15719	0.03	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
369	GO:BP	GO:2000378	negative regulation of reactive oxygen species metabolic process	0.0145587891403509	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	43	100	3	15719	0.03	0.0697674418604651	query_1	['GO:0031324', 'GO:0072593', 'GO:2000377']	['VDAC1', 'BRCA1', 'TP53']
129	REAC	REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0146784968337667	True	Regulation of TP53 Expression and Degradation	37	96	3	10022	0.03125	0.081081081081081	query_1	['REAC:R-HSA-5633007']	['ATM', 'CDK2', 'TP53']
372	GO:BP	GO:0019222	regulation of metabolic process	0.014794184522601	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	100	54	15719	0.54	0.0086469175340272	query_1	['GO:0008152', 'GO:0050789']	['RBBP8', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'BANF1', 'RNF8', 'MSH6']
371	GO:BP	GO:0035264	multicellular organism growth	0.014794184522601	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	100	5	15719	0.05	0.0335570469798657	query_1	['GO:0032501', 'GO:0048589']	['WDR48', 'ERCC1', 'ATM', 'RMI1', 'TP53']
130	REAC	REAC:R-HSA-5688426	Deubiquitination	0.0151531053796968	True	Deubiquitination	281	96	8	10022	0.0833333333333333	0.0284697508896797	query_1	['REAC:R-HSA-597592']	['WDR48', 'WDR20', 'USP12', 'VDAC1', 'BRCA1', 'BARD1', 'POLB', 'TP53']
373	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0154277613657003	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	100	3	15719	0.03	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
131	REAC	REAC:R-HSA-162906	HIV Infection	0.0154509707592099	True	HIV Infection	224	96	7	10022	0.0729166666666666	0.03125	query_1	['REAC:R-HSA-5663205']	['XRCC6', 'LIG4', 'FEN1', 'LIG1', 'XRCC4', 'XRCC5', 'BANF1']
132	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0154509707592099	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	96	2	10022	0.0208333333333333	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
374	GO:BP	GO:0009987	cellular process	0.0155787857572371	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	100	99	15719	0.99	0.0068304125845177	query_1	['GO:0008150']	['RBBP8', 'MICOS10', 'HUS1', 'RPA4', 'MTX3', 'MTX2', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MICOS13', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'MTX1', 'CHCHD3', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'PMS2', 'PARP1', 'APOOL', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'CARD19', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'APOO', 'CHCHD6', 'POLD1', 'BARD1', 'POLB', 'WRN', 'EMD', 'RMI2', 'POLE2', 'DNAJC11', 'RMI1', 'TP53', 'CHCHD10', 'SAMM50', 'PNKP', 'NEIL1', 'IMMT', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
375	GO:BP	GO:1903131	mononuclear cell differentiation	0.0160772795984091	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]"	466	100	9	15719	0.09	0.01931330472103	query_1	['GO:0002521']	['MSH2', 'DCLRE1C', 'XRCC6', 'LIG4', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'TP53']
377	GO:BP	GO:1901524	regulation of mitophagy	0.0166428646368988	True	"""Any process that modulates the frequency, rate or extent of macromitophagy."" [GOC:TermGenie]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0000423', 'GO:0016241', 'GO:1903146']	['VDAC1', 'TP53']
376	GO:BP	GO:0002327	immature B cell differentiation	0.0166428646368988	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
378	GO:BP	GO:0008406	gonad development	0.0170565754538653	True	"""The process whose specific outcome is the progression of the gonad over time, from its formation to the mature structure. The gonad is an animal organ that produces gametes; in some species it also produces hormones."" [GOC:ems, ISBN:0198506732]"	224	100	6	15719	0.06	0.0267857142857142	query_1	['GO:0045137', 'GO:0048513', 'GO:0048608']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'ERCC1', 'ATM']
379	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0171774513775034	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	100	11	15719	0.11	0.0166919575113808	query_1	['GO:0009790']	['RBBP8', 'HUS1', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'ATM', 'BRCA1', 'PRKDC', 'POLB', 'TP53']
380	GO:BP	GO:0071241	cellular response to inorganic substance	0.017343808460021	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	100	6	15719	0.06	0.0266666666666666	query_1	['GO:0010035', 'GO:0070887']	['LIG4', 'OGG1', 'PARP1', 'BLM', 'RAD51', 'CDK2']
