Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
969	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0210086467374094	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
965	GO:BP	GO:1904702	regulation of protein localization to adherens junction	0.0210086467374094	True	"""Any process that modulates the frequency, rate or extent of protein localization to adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:kmv, GOC:TermGenie, PMID:26412237]"	1	100	1	15719	0.01	1.0	query_1	['GO:0071896', 'GO:0150106']	['VCL']
966	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0210086467374094	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	100	1	15719	0.01	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
964	GO:BP	GO:0071800	podosome assembly	0.0210086467374094	True	"""The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell."" [GOC:mah, GOC:sl]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0065003', 'GO:0140694']	['SRC', 'DOCK5']
963	GO:BP	GO:0085017	entry into host cell by a symbiont-containing vacuole	0.0210086467374094	True	"""The invasion by a symbiont of a cell of a host organism, forming a vacuole in which the symbiont resides. The vacuole membrane is formed from lipids and proteins derived from both host and symbiont. Begins when the symbiont attaches on to the host cell membrane which invaginates and deepens as the symbiont enters, and ends when the host cell membrane closes behind the newly-formed vacuole."" [GOC:jl, PMID:18665841, PMID:8690024, PMID:9580555]"	1	100	1	15719	0.01	1.0	query_1	['GO:0044409']	['ITGAV']
962	GO:BP	GO:1903676	positive regulation of cap-dependent translational initiation	0.0210086467374094	True	"""Any process that activates or increases the frequency, rate or extent of cap-dependent translational initiation."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:11959995]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002191', 'GO:1903674', 'GO:1904690']	['NCK1']
961	GO:BP	GO:1903674	regulation of cap-dependent translational initiation	0.0210086467374094	True	"""Any process that modulates the frequency, rate or extent of cap-dependent translational initiation."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002191', 'GO:1904688']	['NCK1']
960	GO:BP	GO:1990859	cellular response to endothelin	0.0210086467374094	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an endothelin stimulus. Endothelin is any of three secretory vasoconstrictive peptides (endothelin-1, -2, -3)."" [PMID:16365184]"	1	100	1	15719	0.01	1.0	query_1	['GO:0071375', 'GO:1990839']	['CRK']
959	GO:BP	GO:0090303	positive regulation of wound healing	0.0210086467374094	True	"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]"	59	100	3	15719	0.03	0.0508474576271186	query_1	['GO:0042060', 'GO:0061041', 'GO:1903036']	['ITGB1', 'VTN', 'PTK2']
958	GO:BP	GO:0090667	cell chemotaxis to vascular endothelial growth factor	0.0210086467374094	True	"""The directed movement of a motile cell in response to the presence of vascular endothelial growth factor (VEGF)."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:21885851]"	1	100	1	15719	0.01	1.0	query_1	['GO:0035924', 'GO:0060326']	['GAB1']
957	GO:BP	GO:1903387	positive regulation of homophilic cell adhesion	0.0210086467374094	True	"""Any process that activates or increases the frequency, rate or extent of homophilic cell adhesion."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:21724833]"	1	100	1	15719	0.01	1.0	query_1	['GO:0007156', 'GO:0022409', 'GO:1903385']	['PTPN23']
956	GO:BP	GO:2000476	positive regulation of opioid receptor signaling pathway	0.0210086467374094	True	"""Any process that activates or increases the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	1	100	1	15719	0.01	1.0	query_1	['GO:0038003', 'GO:0045745', 'GO:2000474']	['ITGB3']
955	GO:BP	GO:0090668	endothelial cell chemotaxis to vascular endothelial growth factor	0.0210086467374094	True	"""The directed movement of an endothelial cell in response to the presence of vascular endothelial growth factor (VEGF)."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:21885851]"	1	100	1	15719	0.01	1.0	query_1	['GO:0090667']	['GAB1']
954	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0210086467374094	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
953	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0210086467374094	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
982	GO:BP	GO:0030324	lung development	0.0210314026919368	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	184	100	5	15719	0.05	0.0271739130434782	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']	['TGFB3', 'ADAMTSL2', 'ADAMTS2', 'ITGB6', 'PDGFRA']
282	REAC	REAC:R-HSA-195258	RHO GTPase Effectors	0.0210783980103416	True	RHO GTPase Effectors	316	97	8	10022	0.0824742268041237	0.0253164556962025	query_1	['REAC:R-HSA-194315']	['ITGB1', 'NCK1', 'WIPF3', 'WASL', 'WIPF1', 'WIPF2', 'WAS', 'PTK2']
281	REAC	REAC:R-HSA-3928664	Ephrin signaling	0.0210783980103416	True	Ephrin signaling	17	97	2	10022	0.0206185567010309	0.1176470588235294	query_1	['REAC:R-HSA-2682334']	['FYN', 'NCK2']
280	REAC	REAC:R-HSA-5654712	FRS-mediated FGFR4 signaling	0.0210783980103416	True	FRS-mediated FGFR4 signaling	17	97	2	10022	0.0206185567010309	0.1176470588235294	query_1	['REAC:R-HSA-5654716']	['SOS1', 'PTPN11']
279	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.0210783980103416	True	Regulation of RUNX1 Expression and Activity	17	97	2	10022	0.0206185567010309	0.1176470588235294	query_1	['REAC:R-HSA-8878171']	['SRC', 'PTPN11']
278	REAC	REAC:R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.0210783980103416	True	Toll Like Receptor 4 (TLR4) Cascade	140	97	5	10022	0.0515463917525773	0.0357142857142857	query_1	['REAC:R-HSA-168898']	['FGA', 'PLCG2', 'FGB', 'FGG', 'PTPN11']
283	REAC	REAC:R-HSA-9013423	RAC3 GTPase cycle	0.0212478260506368	True	RAC3 GTPase cycle	91	97	4	10022	0.0412371134020618	0.0439560439560439	query_1	['REAC:R-HSA-9012999']	['RAPGEF1', 'ITGB1', 'PIK3R2', 'PIK3R1']
983	GO:BP	GO:0002090	regulation of receptor internalization	0.0215700976654319	True	"""Any process that modulates the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	60	100	3	15719	0.03	0.05	query_1	['GO:0031623', 'GO:0048259']	['ITGB3', 'PLCG2', 'SYK']
984	GO:BP	GO:1903078	positive regulation of protein localization to plasma membrane	0.0215700976654319	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	60	100	3	15719	0.03	0.05	query_1	['GO:0072659', 'GO:1903076', 'GO:1904377', 'GO:1905477']	['ITGB1', 'PIK3R1', 'EGFR']
985	GO:BP	GO:0007186	G protein-coupled receptor signaling pathway	0.021822195526461	True	"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]"	835	100	12	15719	0.12	0.0143712574850299	query_1	['GO:0007165']	['MET', 'PIK3R5', 'PIK3CB', 'BCAR1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R6', 'VAV1', 'PTK2B', 'CRKL', 'CD3E']
986	GO:BP	GO:0046632	alpha-beta T cell differentiation	0.0222518202020212	True	"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]"	118	100	4	15719	0.04	0.0338983050847457	query_1	['GO:0030217', 'GO:0046631']	['ITK', 'ZAP70', 'SHB', 'SYK']
987	GO:BP	GO:0071887	leukocyte apoptotic process	0.0222518202020212	True	"""Any apoptotic process in a leukocyte, an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	118	100	4	15719	0.04	0.0338983050847457	query_1	['GO:0006915']	['PIK3CB', 'PIK3CD', 'LYN', 'CRKL']
988	GO:BP	GO:0030323	respiratory tube development	0.0223273724703038	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	100	5	15719	0.05	0.0267379679144385	query_1	['GO:0035295', 'GO:0048513']	['TGFB3', 'ADAMTSL2', 'ADAMTS2', 'ITGB6', 'PDGFRA']
989	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.0223273724703038	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	100	5	15719	0.05	0.0267379679144385	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'CRK', 'HGF', 'EGFR', 'PTK2B']
990	GO:BP	GO:0032481	positive regulation of type I interferon production	0.0224456719977762	True	"""Any process that activates or increases the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	61	100	3	15719	0.03	0.0491803278688524	query_1	['GO:0001819', 'GO:0032479', 'GO:0032606']	['PLCG2', 'SYK', 'PTPN11']
991	GO:BP	GO:0120032	regulation of plasma membrane bounded cell projection assembly	0.0227781021583574	True	"""Any process that modulates the rate, frequency, or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	188	100	5	15719	0.05	0.026595744680851	query_1	['GO:0060491', 'GO:0120031', 'GO:0120035']	['TGFB3', 'PIK3R1', 'WASL', 'WAS', 'PIK3CA']
993	GO:BP	GO:0071498	cellular response to fluid shear stress	0.022896947177744	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"	20	100	2	15719	0.02	0.1	query_1	['GO:0033554', 'GO:0034405']	['SRC', 'PTK2B']
996	GO:BP	GO:1903429	regulation of cell maturation	0.022896947177744	True	"""Any process that modulates the frequency, rate or extent of cell maturation."" [GO_REF:0000058, GOC:TermGenie, PMID:17459944]"	20	100	2	15719	0.02	0.1	query_1	['GO:0048469', 'GO:0060284']	['RET', 'SHB']
995	GO:BP	GO:0035313	wound healing, spreading of epidermal cells	0.022896947177744	True	"""The migration of an epidermal cell along or through a wound gap that contributes to the reestablishment of a continuous epidermis."" [GOC:bf, PMID:15269788]"	20	100	2	15719	0.02	0.1	query_1	['GO:0044319']	['ITGB1', 'ITGA5']
994	GO:BP	GO:0014856	skeletal muscle cell proliferation	0.022896947177744	True	"""The multiplication or reproduction of skeletal muscle cells, resulting in the expansion of a cell population."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	20	100	2	15719	0.02	0.1	query_1	['GO:0014855']	['SRC', 'HGF']
992	GO:BP	GO:1990182	exosomal secretion	0.022896947177744	True	"""The process whereby a membrane-bounded vesicle is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane."" [GOC:hjd, PMID:10572093, PMID:12154376, PMID:16773132, PMID:18617898]"	20	100	2	15719	0.02	0.1	query_1	['GO:0006887', 'GO:0051650', 'GO:0097734']	['HGS', 'STAM']
284	REAC	REAC:R-HSA-416476	G alpha (q) signalling events	0.0230049735925317	True	G alpha (q) signalling events	199	97	6	10022	0.0618556701030927	0.0301507537688442	query_1	['REAC:R-HSA-388396']	['PIK3R2', 'PIK3R1', 'SOS1', 'EGFR', 'PIK3CA', 'PIK3R3']
997	GO:BP	GO:0045216	cell-cell junction organization	0.0231415563840165	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	100	5	15719	0.05	0.0264550264550264	query_1	['GO:0034330']	['SRC', 'TGFB3', 'PTPN23', 'VCL', 'TLN1']
285	REAC	REAC:R-HSA-5654700	FRS-mediated FGFR2 signaling	0.0232365223611002	True	FRS-mediated FGFR2 signaling	18	97	2	10022	0.0206185567010309	0.1111111111111111	query_1	['REAC:R-HSA-5654696']	['SOS1', 'PTPN11']
286	REAC	REAC:R-HSA-446353	Cell-extracellular matrix interactions	0.0232365223611002	True	Cell-extracellular matrix interactions	18	97	2	10022	0.0206185567010309	0.1111111111111111	query_1	['REAC:R-HSA-446728']	['ITGB1', 'PXN']
998	GO:BP	GO:0031638	zymogen activation	0.0232914812466468	True	"""The proteolytic processing of an inactive enzyme to an active form."" [GOC:hjd]"	62	100	3	15719	0.03	0.0483870967741935	query_1	['GO:0016485']	['FGA', 'FGB', 'FGG']
999	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	0.0234598033717049	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	443	100	8	15719	0.08	0.0180586907449209	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['ITGB1', 'PIK3CG', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B']
1000	GO:BP	GO:0048878	chemical homeostasis	0.0237363206881446	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	954	100	13	15719	0.13	0.0136268343815513	query_1	['GO:0042592']	['PIK3CB', 'PIK3R2', 'ITGB3', 'PIK3R1', 'PLCG2', 'CYP4A11', 'LYN', 'PIK3CA', 'PLCG1', 'PTK2B', 'ITGB6', 'LCK', 'PTPN11']
1002	GO:BP	GO:0043244	regulation of protein-containing complex disassembly	0.0239184851464652	True	"""Any process that modulates the frequency, rate or extent of protein complex disassembly, the disaggregation of a protein complex into its constituent components."" [GOC:jl]"	121	100	4	15719	0.04	0.0330578512396694	query_1	['GO:0032984', 'GO:0051128']	['NCK1', 'SH3BP1', 'PIK3CA', 'NCK2']
