KID syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1690	GO:BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	0.0098793619375985	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	103	102	4	17376	0.0392156862745098	0.0388349514563106	query_1	['GO:0001819', 'GO:0071706', 'GO:1903555']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
1691	GO:BP	GO:0003015	heart process	0.0100375622860741	True	"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]"	245	102	6	17376	0.0588235294117647	0.0244897959183673	query_1	['GO:0003013']	['ADRA1A', 'VEGFB', 'SRC', 'FYN', 'CXCR4', 'PIK3CA']
1692	GO:CC	GO:0032279	asymmetric synapse	0.0100738998454772	True	"""A type of synapse occurring between an axon and a dendritic spine or dendritic shaft. Asymmetric synapses, the most abundant synapse type in the central nervous system, involve axons that contain predominantly spherical vesicles and contain a thickened postsynaptic density. Most or all synapses of this type are excitatory."" [GOC:dgh, GOC:ef]"	332	102	7	17376	0.0686274509803921	0.0210843373493975	query_1	['GO:0098984']	['ITGB1', 'SRC', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'PTK2B']
1693	GO:CC	GO:0043227	membrane-bounded organelle	0.0101190938776244	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12190	102	84	17376	0.8235294117647058	0.0068908941755537	query_1	['GO:0043226']	['RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'CXCL12', 'MS4A1', 'CERS6', 'LYN', 'GJB2', 'GRB2', 'TNC', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'KDR', 'FGB', 'VCL', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'FLT1', 'CR2', 'GOLGA5', 'PLXNA1', 'HPR', 'NANOG']
1694	GO:BP	GO:1903076	regulation of protein localization to plasma membrane	0.0102046083567277	True	"""Any process that modulates the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	104	102	4	17376	0.0392156862745098	0.0384615384615384	query_1	['GO:0072659', 'GO:1904375', 'GO:1905475']	['ITGB1', 'PIK3R2', 'PIK3R1', 'EGFR']
1695	GO:BP	GO:0001708	cell fate specification	0.0102046083567277	True	"""The cellular developmental process involved in cell fate commitment in which the cell is designated to follow a developmental path, unless they receive extrinsic cues that direct an alternative fate."" [GOC:go_curators]"	104	102	4	17376	0.0392156862745098	0.0384615384615384	query_1	['GO:0045165', 'GO:0048869']	['ITGB1', 'CTNNB1', 'NRP1', 'NANOG']
1696	GO:BP	GO:1902743	regulation of lamellipodium organization	0.0103250975922224	True	"""Any process that modulates the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	51	102	3	17376	0.0294117647058823	0.0588235294117647	query_1	['GO:0097581', 'GO:0120035']	['SRC', 'PIK3R1', 'PIK3CA']
1697	GO:BP	GO:0022602	ovulation cycle process	0.0103250975922224	True	"""A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [GOC:isa_complete]"	51	102	3	17376	0.0294117647058823	0.0588235294117647	query_1	['GO:0022414', 'GO:0042698', 'GO:0048511']	['SRC', 'TGFB3', 'PDGFRA']
1698	GO:BP	GO:0060688	regulation of morphogenesis of a branching structure	0.0103250975922224	True	"""Any process that modulates the rate, frequency, or extent of branching morphogenesis, the process in which the anatomical structures of branches are generated and organized."" [GOC:dph]"	51	102	3	17376	0.0294117647058823	0.0588235294117647	query_1	['GO:0001763', 'GO:0022603', 'GO:0051239']	['HGF', 'CTNNB1', 'VEGFA']
1699	GO:BP	GO:0007566	embryo implantation	0.0103250975922224	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	102	3	17376	0.0294117647058823	0.0588235294117647	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SPP1', 'ITGB3', 'VEGFA']
1700	GO:BP	GO:0032386	regulation of intracellular transport	0.0104147916012772	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	102	7	17376	0.0686274509803921	0.0211480362537764	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['PIK3R2', 'SRC', 'PIK3R1', 'FYN', 'ERBB2', 'CD81', 'PTPN11']
1701	GO:BP	GO:1905153	regulation of membrane invagination	0.0104657573854637	True	"""Any process that modulates the frequency, rate or extent of membrane invagination."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:26589353]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0010324', 'GO:0051128']	['C3', 'PLCG2']
1702	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0104657573854637	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	102	4	17376	0.0392156862745098	0.0380952380952381	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['PIK3R1', 'CTNNB1', 'LYN', 'ERBB2']
1703	GO:BP	GO:0060099	regulation of phagocytosis, engulfment	0.0104657573854637	True	"""Any process that modulates the frequency, rate or extent of the internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis."" [GOC:dph]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0006911', 'GO:0050764', 'GO:1905153']	['C3', 'PLCG2']
1704	GO:BP	GO:0032488	Cdc42 protein signal transduction	0.0104657573854637	True	"""The series of molecular signals within the cell that are mediated by the Cdc42 protein switching to a GTP-bound active state."" [GOC:mah, PMID:18558478]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0007266']	['APOA1', 'NRP1']
1705	GO:BP	GO:0033138	positive regulation of peptidyl-serine phosphorylation	0.0104657573854637	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]"	105	102	4	17376	0.0392156862745098	0.0380952380952381	query_1	['GO:0001934', 'GO:0018105', 'GO:0033135']	['TFRC', 'EGFR', 'PIK3CA', 'VEGFA']
1706	GO:BP	GO:0001711	endodermal cell fate commitment	0.0104657573854637	True	"""The cell differentiation process that results in commitment of a cell to become part of the endoderm."" [GOC:go_curators, ISBN:0878932437]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0035987', 'GO:0060795']	['CTNNB1', 'NANOG']
1707	GO:BP	GO:1904862	inhibitory synapse assembly	0.0104657573854637	True	"""The aggregation, arrangement and bonding together of a set of components to form an inhibitory synapse."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0007416']	['PLXNB1', 'SEMA4D']
1708	GO:BP	GO:0046545	development of primary female sexual characteristics	0.0104657573854637	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	105	102	4	17376	0.0392156862745098	0.0380952380952381	query_1	['GO:0045137', 'GO:0046660']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
1709	GO:BP	GO:0050965	detection of temperature stimulus involved in sensory perception of pain	0.0104657573854637	True	"""The series of events involved in the perception of pain in which a temperature stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0050961', 'GO:0062149']	['CXCL12', 'CXCR4']
1710	GO:BP	GO:0002864	regulation of acute inflammatory response to antigenic stimulus	0.0104657573854637	True	"""Any process that modulates the frequency, rate, or extent of an acute inflammatory response to an antigenic stimulus."" [GOC:add]"	15	102	2	17376	0.0196078431372549	0.1333333333333333	query_1	['GO:0002438', 'GO:0002673', 'GO:0002861']	['C3', 'FCGR1A']
1711	GO:BP	GO:0008037	cell recognition	0.0105709899145127	True	"""The process in which a cell in an organism interprets its surroundings."" [GOC:go_curators]"	172	102	5	17376	0.0490196078431372	0.0290697674418604	query_1	['GO:0009987']	['CXCR4', 'FCGR1A', 'IGHM', 'CD81', 'NRP1']
1712	GO:BP	GO:0007254	JNK cascade	0.0105709899145127	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	172	102	5	17376	0.0490196078431372	0.0290697674418604	query_1	['GO:0051403']	['RAPGEF1', 'CRK', 'EGFR', 'PTK2B', 'CRKL']
1713	GO:BP	GO:0003006	developmental process involved in reproduction	0.010586420603806	True	"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]"	943	102	13	17376	0.1274509803921568	0.0137857900318133	query_1	['GO:0022414', 'GO:0032502']	['C3', 'SRC', 'SPP1', 'CTNNB1', 'GJB2', 'TNC', 'KDR', 'PTK2B', 'VEGFA', 'CRKL', 'CBL', 'PTPN11', 'PDGFRA']
1714	GO:BP	GO:0010761	fibroblast migration	0.0107500203181906	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	52	102	3	17376	0.0294117647058823	0.0576923076923076	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'PTK2']
1715	GO:BP	GO:0014009	glial cell proliferation	0.0107500203181906	True	"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]"	52	102	3	17376	0.0294117647058823	0.0576923076923076	query_1	['GO:0008283', 'GO:0042063']	['LYN', 'CERS2', 'PTK2B']
1716	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0107500203181906	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	102	4	17376	0.0392156862745098	0.0377358490566037	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'PIK3CA', 'NRP1']
1717	GO:BP	GO:0002707	negative regulation of lymphocyte mediated immunity	0.0107500203181906	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	52	102	3	17376	0.0294117647058823	0.0576923076923076	query_1	['GO:0002449', 'GO:0002704', 'GO:0002706']	['CRK', 'HFE', 'CR2']
1718	GO:BP	GO:0032147	activation of protein kinase activity	0.0107500203181906	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	102	4	17376	0.0392156862745098	0.0377358490566037	query_1	['GO:0045860']	['SRC', 'ITGB3', 'PTK2B', 'VEGFA']
1719	GO:BP	GO:0046631	alpha-beta T cell activation	0.0107769314853011	True	"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	173	102	5	17376	0.0490196078431372	0.0289017341040462	query_1	['GO:0042110']	['ITK', 'HFE', 'ZAP70', 'SYK', 'CD81']
1720	GO:CC	GO:0005829	cytosol	0.0108709291691357	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5248	102	44	17376	0.4313725490196078	0.0083841463414634	query_1	['GO:0005737', 'GO:0110165']	['GJB6', 'RAPGEF1', 'PIK3CB', 'ADRA1A', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'PIK3CD', 'PXN', 'FYN', 'ZAP70', 'LYN', 'GJB2', 'GRB2', 'LCP2', 'CXCR4', 'APOA1', 'PIK3CA', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'TLN1', 'PTK2', 'NRP1', 'LCK', 'BLNK', 'CBL', 'PTPN11', 'PLXNA1']
1721	GO:BP	GO:0051099	positive regulation of binding	0.0110364305507754	True	"""Any process that activates or increases the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	174	102	5	17376	0.0490196078431372	0.028735632183908	query_1	['GO:0044093', 'GO:0051098']	['MET', 'CTNNB1', 'HFE', 'VTN', 'NRP1']
1722	GO:BP	GO:0043086	negative regulation of catalytic activity	0.0110871704452588	True	"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	624	102	10	17376	0.0980392156862745	0.016025641025641	query_1	['GO:0044092', 'GO:0050790']	['PIK3CB', 'SRC', 'HGF', 'LYN', 'APOA1', 'VEGFA', 'SERPINA1', 'VTN', 'CBL', 'SEMA4D']
1723	GO:CC	GO:0031092	platelet alpha granule membrane	0.0111572666765697	True	"""The lipid bilayer surrounding the platelet alpha granule."" [GOC:mah, PMID:8467233]"	16	102	2	17376	0.0196078431372549	0.125	query_1	['GO:0030667', 'GO:0031091']	['ITGB3', 'ITGA2B']
1724	GO:BP	GO:0042886	amide transport	0.0112970225496446	True	"""The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, ISBN:0198506732]"	337	102	7	17376	0.0686274509803921	0.0207715133531157	query_1	['GO:0071705']	['ITGB1', 'FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
1725	GO:BP	GO:0051656	establishment of organelle localization	0.0114194356326612	True	"""The directed movement of an organelle to a specific location."" [GOC:ai]"	429	102	8	17376	0.0784313725490196	0.0186480186480186	query_1	['GO:0051234', 'GO:0051640']	['ITGB1', 'CTNNB1', 'PIK3CD', 'ITGA4', 'LAT', 'LYN', 'SYK', 'CBL']
1726	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.0114383293954627	True	Drug resistance of PDGFR mutants	1	102	1	17376	0.0098039215686274	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
1727	REAC	REAC:R-HSA-9674401	Sunitinib-resistant PDGFR mutants	0.0114383293954627	True	Sunitinib-resistant PDGFR mutants	1	102	1	17376	0.0098039215686274	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1728	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.0114383293954627	True	Regorafenib-resistant PDGFR mutants	1	102	1	17376	0.0098039215686274	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1729	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.0114383293954627	True	Imatinib-resistant PDGFR mutants	1	102	1	17376	0.0098039215686274	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1730	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.0114383293954627	True	Sorafenib-resistant PDGFR mutants	1	102	1	17376	0.0098039215686274	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1731	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.0114383293954627	True	PDGFR mutants bind TKIs	1	102	1	17376	0.0098039215686274	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
1732	GO:BP	GO:0042326	negative regulation of phosphorylation	0.0116501300049524	True	"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]"	339	102	7	17376	0.0686274509803921	0.0206489675516224	query_1	['GO:0016310', 'GO:0042325', 'GO:0045936']	['PIK3CB', 'HGF', 'LYN', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
1733	GO:BP	GO:0015833	peptide transport	0.0116801812981999	True	"""The directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	254	102	6	17376	0.0588235294117647	0.0236220472440944	query_1	['GO:0042886', 'GO:0071702']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
