Hoyeraal-Hreidarsson syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
933	GO:BP	GO:0051298	centrosome duplication	0.0433708491045641	True	"""The replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."" [GOC:ai]"	73	104	3	15719	0.0288461538461538	0.0410958904109589	query_1	['GO:0007098', 'GO:0022402']	['BRCA2', 'BRCA1', 'CDK2']
934	GO:BP	GO:0044332	Wnt signaling pathway involved in dorsal/ventral axis specification	0.0433708491045641	True	"""The series of molecular signals initiated by binding of Wnt protein to a frizzled family receptor on the surface of the target cell contributing to the establishment, maintenance and elaboration of the dorsal/ventral axis."" [GOC:jl, GOC:yaf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0009950', 'GO:0016055']	['AXIN2']
935	GO:BP	GO:0051257	meiotic spindle midzone assembly	0.0433708491045641	True	"""The formation of the spindle midzone, the area in the center of the spindle where the spindle microtubules from opposite poles overlap, as a part of the process of meiosis."" [GOC:ai, GOC:expert_rg, GOC:tb]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0051255', 'GO:0140013', 'GO:1903046']	['MLH1']
936	GO:BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	0.0433708491045641	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the positive regulation of epithelial cell to mesenchymal cell transition."" [GOC:BHF, GOC:jl]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0010718', 'GO:0060070']	['CTNNB1']
937	GO:BP	GO:0007098	centrosome cycle	0.0433708491045641	True	"""The cell cycle process in which centrosome duplication and separation takes place. The centrosome cycle can operate with a considerable degree of independence from other processes of the cell cycle."" [ISBN:0815316194]"	135	104	4	15719	0.0384615384615384	0.0296296296296296	query_1	['GO:0022402', 'GO:0031023']	['CTNNB1', 'BRCA2', 'BRCA1', 'CDK2']
930	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0433708491045641	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
938	GO:BP	GO:0036023	embryonic skeletal limb joint morphogenesis	0.0433708491045641	True	"""The process, occurring in the embryo, in which the anatomical structures of a skeletal limb joint are generated and organized. A skeletal limb joint is the connecting structure between the bones of a limb."" [GOC:bf, Wikipedia:Joint]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0030326', 'GO:0036022', 'GO:0060272']	['CTNNB1']
940	GO:BP	GO:0072738	cellular response to diamide	0.0433708491045641	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a diamide (N,N,N',N'-tetramethyldiazene-1,2-dicarboxamide) stimulus."" [GOC:mah]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0072737', 'GO:1901699']	['DAXX']
941	GO:BP	GO:0035120	post-embryonic appendage morphogenesis	0.0433708491045641	True	"""The process, occurring after embryonic development, by which the anatomical structures of an appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0009886', 'GO:0035107']	['ATRX']
942	GO:BP	GO:0000710	meiotic mismatch repair	0.0433708491045641	True	"""A system for the identification and correction of base-base mismatches, small insertion-deletion loops, and regions of heterology that are present in duplex DNA formed with strands from two recombining molecules. Correction of the mismatch can result in non-Mendelian segregation of alleles following meiosis."" [GOC:elh, PMID:10357855]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0006298', 'GO:0061982']	['MSH6']
943	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	104	4	15719	0.0384615384615384	0.0291970802919708	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['FANCI', 'PAXIP1', 'AXIN1', 'BRCA1']
944	GO:BP	GO:0035127	post-embryonic limb morphogenesis	0.0433708491045641	True	"""The process, occurring after embryonic development, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping."" [ISBN:0395825172]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0035108', 'GO:0035120']	['ATRX']
904	GO:BP	GO:2000620	positive regulation of histone H4-K16 acetylation	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate or extent of histone H4-K16 acetylation."" [GOC:BHF]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0043984', 'GO:0090240']	['BRCA1']
945	GO:BP	GO:0031441	negative regulation of mRNA 3'-end processing	0.0433708491045641	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of mRNA 3'-end processing."" [GOC:mah]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0031124', 'GO:0031440', 'GO:0050686']	['BARD1']
939	GO:BP	GO:0035128	post-embryonic forelimb morphogenesis	0.0433708491045641	True	"""The process, occurring after embryonic development, by which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an organism."" [GOC:bf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0035127', 'GO:0035136']	['ATRX']
929	GO:BP	GO:0003170	heart valve development	0.0433708491045641	True	"""The progression of a heart valve over time, from its formation to the mature structure. A heart valve is a structure that restricts the flow of blood to different regions of the heart and forms from an endocardial cushion."" [GOC:mtg_heart]"	73	104	3	15719	0.0288461538461538	0.0410958904109589	query_1	['GO:0007507', 'GO:0048856']	['GSK3B', 'MDM2', 'AXIN2']
928	GO:BP	GO:0045720	negative regulation of integrin biosynthetic process	0.0433708491045641	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins."" [GOC:go_curators]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0010558', 'GO:0045112', 'GO:0045113', 'GO:0051129']	['AR']
927	GO:BP	GO:0060599	lateral sprouting involved in mammary gland duct morphogenesis	0.0433708491045641	True	"""The process in which a branch forms along the side of a mammary duct."" [GOC:dph, PMID:17120154]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0060444', 'GO:0060601']	['AR']
910	GO:BP	GO:2000077	negative regulation of type B pancreatic cell development	0.0433708491045641	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of pancreatic B cell development."" [GOC:obol, GOC:yaf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0003323', 'GO:0010721', 'GO:0051241', 'GO:2000074']	['GSK3B']
911	GO:BP	GO:0045004	DNA replication proofreading	0.0433708491045641	True	"""Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity."" [GOC:ai]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0006281', 'GO:0045005']	['POLD1']
912	GO:BP	GO:1904868	telomerase catalytic core complex assembly	0.0433708491045641	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase catalytic core complex."" [GO_REF:0000079, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:1905323']	['ATM']
913	GO:BP	GO:0036293	response to decreased oxygen levels	0.0433708491045641	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	290	104	6	15719	0.0576923076923076	0.0206896551724137	query_1	['GO:0070482']	['AKT1', 'MDM2', 'TERT', 'ATM', 'XRCC1', 'TP53']
914	GO:BP	GO:1904875	regulation of DNA ligase activity	0.0433708491045641	True	"""Any process that modulates the frequency, rate or extent of DNA ligase activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:TermGenie, PMID:17389648]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0051105', 'GO:0051340']	['XRCC1']
915	GO:BP	GO:0072737	response to diamide	0.0433708491045641	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a diamide (N,N,N',N'-tetramethyldiazene-1,2-dicarboxamide) stimulus."" [GOC:mah]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:1901698']	['DAXX']
916	GO:BP	GO:0072054	renal outer medulla development	0.0433708491045641	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
917	GO:BP	GO:0072053	renal inner medulla development	0.0433708491045641	True	"""The process whose specific outcome is the progression of the renal inner medulla over time, from its formation to the mature structure. The renal inner medulla is unique to mammalian kidneys and is the innermost region of the mammalian kidney."" [GOC:mtg_kidney_jan10]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
918	GO:BP	GO:0002696	positive regulation of leukocyte activation	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	380	104	7	15719	0.0673076923076923	0.0184210526315789	query_1	['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']	['AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC']
919	GO:BP	GO:0071826	ribonucleoprotein complex subunit organization	0.0433708491045641	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex."" [GOC:mah]"	210	104	5	15719	0.048076923076923	0.0238095238095238	query_1	['GO:0043933']	['SHQ1', 'XRCC5', 'ATM', 'NAF1', 'PRKDC']
920	GO:BP	GO:0071707	immunoglobulin heavy chain V-D-J recombination	0.0433708491045641	True	"""The process in which immunoglobulin heavy chain V, D, and J gene segments are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781735149]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0033152']	['POLB']
921	GO:BP	GO:0042635	positive regulation of hair cycle	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate or extent of the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair."" [GOC:go_curators, PMID:12230507]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0042633', 'GO:0042634', 'GO:0051240']	['TERT']
922	GO:BP	GO:0071573	shelterin complex assembly	0.0433708491045641	True	"""The aggregation, arrangement and bonding together of a set of components to form a shelterin complex. A shelterin complex is a nuclear telomere cap complex that is formed by the association of telomeric ssDNA- and dsDNA-binding proteins with telomeric DNA, and is involved in telomere protection and recruitment of telomerase."" [GOC:mah, GOC:vw]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0032200', 'GO:0065004']	['TERF1']
923	GO:BP	GO:0002705	positive regulation of leukocyte mediated immunity	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	135	104	4	15719	0.0384615384615384	0.0296296296296296	query_1	['GO:0002443', 'GO:0002699', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
924	GO:BP	GO:0043007	maintenance of rDNA	0.0433708491045641	True	"""Any process involved in sustaining the fidelity and copy number of rDNA repeats."" [GOC:vw, PMID:14528010]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0043570']	['RMI2']
925	GO:BP	GO:0071109	superior temporal gyrus development	0.0433708491045641	True	"""The process whose specific outcome is the progression of the superior temporal gyrus over time, from its formation to the mature structure. The superior temporal gyrus is a portion of the cerebral cortex that extends from the lateral sulcus to the superior temporal sulcus."" [FMA:61905, GOC:BHF, GOC:mah, PMID:11484000]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0021987', 'GO:0048856']	['GSK3B']
926	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.0433708491045641	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
946	GO:BP	GO:1904743	negative regulation of telomeric DNA binding	0.0433708491045641	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:24415760]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0043392', 'GO:1904742']	['TNKS']
909	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
908	GO:BP	GO:1905239	regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	0.0433708491045641	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in osteoblast differentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:19342382]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0044339', 'GO:0060828']	['GSK3B']
949	GO:BP	GO:0032298	positive regulation of DNA-templated DNA replication initiation	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."" [GOC:mah]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0006270', 'GO:0030174', 'GO:2000105']	['CDK2']
901	GO:BP	GO:2000053	regulation of Wnt signaling pathway involved in dorsal/ventral axis specification	0.0433708491045641	True	"""Any process that modulates the frequency, rate or extent of Wnt signaling pathway involved in dorsal/ventral axis specification."" [GOC:obol, GOC:yaf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0030111', 'GO:0044332']	['AXIN2']
906	GO:BP	GO:2000054	negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification	0.0433708491045641	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Wnt signaling pathway involved in dorsal/ventral axis specification."" [GOC:obol, GOC:yaf]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0030178', 'GO:0044332', 'GO:0051093', 'GO:0051241', 'GO:2000053']	['AXIN2']
907	GO:BP	GO:0006635	fatty acid beta-oxidation	0.0433708491045641	True	"""A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)."" [GOC:mah, ISBN:0198506732, MetaCyc:FAO-PWY]"	73	104	3	15719	0.0288461538461538	0.0410958904109589	query_1	['GO:0009062', 'GO:0019395']	['AKT1', 'HADHB', 'HADHA']
900	GO:BP	GO:1905221	positive regulation of platelet formation	0.0433708491045641	True	"""Any process that activates or increases the frequency, rate or extent of platelet formation."" [GO_REF:0000058, GOC:TermGenie, PMID:10606160]"	2	104	1	15719	0.0096153846153846	0.5	query_1	['GO:0010770', 'GO:0030220', 'GO:0045639', 'GO:1905219']	['PRKDC']
