Hutchinson-Gilford progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
477	GO:BP	GO:0007140	male meiotic nuclear division	0.0225955369026569	True	"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the male germline."" [GOC:dph, GOC:mah, GOC:vw]"	53	101	3	15719	0.0297029702970297	0.0566037735849056	query_1	['GO:0022412', 'GO:0048232', 'GO:0140013']	['MLH1', 'BRCA2', 'ATM']
478	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0226201715876381	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	101	5	15719	0.0495049504950495	0.0294117647058823	query_1	['GO:0002449', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
479	GO:BP	GO:0048144	fibroblast proliferation	0.0227612691949347	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	101	4	15719	0.0396039603960396	0.0377358490566037	query_1	['GO:0008283']	['ZMPSTE24', 'LIG4', 'EMD', 'TP53']
480	GO:BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0234815224229637	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	107	101	4	15719	0.0396039603960396	0.0373831775700934	query_1	['GO:0002460', 'GO:0002821', 'GO:0002822']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
138	REAC	REAC:R-HSA-9656256	Defective OGG1 Substrate Processing	0.0237126209662671	True	Defective OGG1 Substrate Processing	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
141	REAC	REAC:R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	0.0237126209662671	True	Defective Base Excision Repair Associated with OGG1	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-9605308']	['OGG1']
140	REAC	REAC:R-HSA-192814	vRNA Synthesis	0.0237126209662671	True	vRNA Synthesis	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-168273']	['PARP1']
135	REAC	REAC:R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	0.0237126209662671	True	Loss of function of TP53 in cancer due to loss of tetramerization ability	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-9723907']	['TP53']
136	REAC	REAC:R-HSA-9616334	Defective Base Excision Repair Associated with NEIL1	0.0237126209662671	True	Defective Base Excision Repair Associated with NEIL1	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-9605308']	['NEIL1']
137	REAC	REAC:R-HSA-9723907	Loss of Function of TP53 in Cancer	0.0237126209662671	True	Loss of Function of TP53 in Cancer	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-9734009']	['TP53']
139	REAC	REAC:R-HSA-9656255	Defective OGG1 Substrate Binding	0.0237126209662671	True	Defective OGG1 Substrate Binding	1	94	1	10022	0.0106382978723404	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
481	GO:BP	GO:0018394	peptidyl-lysine acetylation	0.0241429681563801	True	"""The acetylation of peptidyl-lysine."" [GOC:mah]"	173	101	5	15719	0.0495049504950495	0.0289017341040462	query_1	['GO:0006473', 'GO:0018205']	['ZMPSTE24', 'BRCA2', 'POLE3', 'BRCA1', 'KAT5']
482	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0241429681563801	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	101	5	15719	0.0495049504950495	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
142	REAC	REAC:R-HSA-2980766	Nuclear Envelope Breakdown	0.0241447300088524	True	Nuclear Envelope Breakdown	47	94	3	10022	0.0319148936170212	0.0638297872340425	query_1	['REAC:R-HSA-68875']	['VRK1', 'EMD', 'BANF1']
486	GO:BP	GO:2000042	negative regulation of double-strand break repair via homologous recombination	0.0242268419471772	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of double-strand break repair via homologous recombination."" [GOC:vw]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0000724', 'GO:0010569', 'GO:0045910', 'GO:2000780']	['TP53BP1', 'RMI2']
484	GO:BP	GO:0000028	ribosomal small subunit assembly	0.0242268419471772	True	"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."" [GOC:jl, PMID:30467428]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0022618', 'GO:0042255', 'GO:0042274']	['XRCC5', 'PRKDC']
483	GO:BP	GO:1900034	regulation of cellular response to heat	0.0242268419471772	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['ATR', 'ATM']
485	GO:BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	0.0242268419471772	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine deoxyribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	17	101	2	15719	0.0198019801980198	0.1176470588235294	query_1	['GO:0006244', 'GO:0009219', 'GO:0009264', 'GO:0046386']	['OGG1', 'NEIL1']
487	GO:BP	GO:0072089	stem cell proliferation	0.0247089576710902	True	"""The multiplication or reproduction of stem cells, resulting in the expansion of a stem cell population. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]"	109	101	4	15719	0.0396039603960396	0.036697247706422	query_1	['GO:0008283']	['LIG4', 'BRCA2', 'XRCC5', 'TP53']
488	GO:BP	GO:0044093	positive regulation of molecular function	0.0253834067027582	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	101	18	15719	0.1782178217821782	0.0122532334921715	query_1	['GO:0065009']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'MSH6']
489	GO:BP	GO:0031060	regulation of histone methylation	0.025723323493412	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	56	101	3	15719	0.0297029702970297	0.0535714285714285	query_1	['GO:0016571', 'GO:0031056']	['LMNA', 'PAXIP1', 'BRCA1']
490	GO:BP	GO:0051251	positive regulation of lymphocyte activation	0.0260155980355509	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	333	101	7	15719	0.0693069306930693	0.021021021021021	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC', 'KAT5']
491	GO:BP	GO:0035092	sperm DNA condensation	0.0268112515818978	True	"""The progressive compaction of the spermatid chromatin so that it reaches a level of condensation that is not compatible with nuclear activities such as transcription or DNA replication."" [GOC:bf, PMID:11735001]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0006325', 'GO:0007289', 'GO:0022412']	['KAT5', 'RNF8']
492	GO:BP	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	0.0268112515818978	True	"""Any process that activates, maintains or increases the rate of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	18	101	2	15719	0.0198019801980198	0.1111111111111111	query_1	['GO:0030330', 'GO:0043516', 'GO:1901798']	['ATR', 'ATM']
143	REAC	REAC:R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	0.0268800992270242	True	TP53 Regulates Transcription of Cell Cycle Genes	49	94	3	10022	0.0319148936170212	0.0612244897959183	query_1	['REAC:R-HSA-3700989']	['PCNA', 'CDK2', 'TP53']
508	GO:BP	GO:1904762	positive regulation of myofibroblast differentiation	0.0273986414710254	True	"""Any process that activates or increases the frequency, rate or extent of myofibroblast differentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20533548]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0036446', 'GO:0045597', 'GO:1904760']	['PARP1']
509	GO:BP	GO:1904631	response to glucoside	0.0273986414710254	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucoside stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:16842873]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:1903416']	['RAD51']
510	GO:BP	GO:1905768	negative regulation of double-stranded telomeric DNA binding	0.0273986414710254	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-stranded telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:18812185]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:1904743', 'GO:1905767']	['ERCC4']
511	GO:BP	GO:0090298	negative regulation of mitochondrial DNA replication	0.0273986414710254	True	"""Any process that decreases the rate, frequency or extent of the process in which new strands of DNA are synthesized in the mitochondrion."" [GOC:tb]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006264', 'GO:0090296', 'GO:1901859', 'GO:2000104']	['LIG3']
515	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.0273986414710254	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	101	4	15719	0.0396039603960396	0.0353982300884955	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
514	GO:BP	GO:0060514	prostate induction	0.0273986414710254	True	"""The close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, PMID:18977204]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0001759', 'GO:0060515', 'GO:0060685', 'GO:1905332', 'GO:2000243']	['AR']
519	GO:BP	GO:0019102	male somatic sex determination	0.0273986414710254	True	"""The determination of sex and sexual phenotypes in a male organism's soma."" [GOC:mah]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0018993', 'GO:0030238']	['AR']
516	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0273986414710254	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	428	101	8	15719	0.0792079207920792	0.0186915887850467	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['BRIP1', 'MSH2', 'MLH1', 'BRCA2', 'ERCC1', 'ATM', 'KAT5', 'RNF8']
517	GO:BP	GO:0044349	DNA excision	0.0273986414710254	True	"""The removal of a section of DNA from a larger DNA molecule by the making of dual incisions that flank the section to be excised."" [GOC:jl]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006259']	['PNKP']
518	GO:BP	GO:0060520	activation of prostate induction by androgen receptor signaling pathway	0.0273986414710254	True	"""The series of molecular signals initiated by androgen binding to its receptor in the urogenital sinus mesenchyme that initiates prostate induction. Prostate induction is the close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, GOC:tb, PMID:18977204]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0010647', 'GO:0023056', 'GO:0030521', 'GO:0042659', 'GO:0060514', 'GO:0060685', 'GO:0110110', 'GO:1905332', 'GO:2000243']	['AR']
513	GO:BP	GO:0060515	prostate field specification	0.0273986414710254	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
507	GO:BP	GO:1904877	positive regulation of DNA ligase activity	0.0273986414710254	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligase activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:TermGenie, PMID:17389648]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0051106', 'GO:0051351', 'GO:1904875']	['XRCC1']
503	GO:BP	GO:0043060	meiotic metaphase I plate congression	0.0273986414710254	True	"""The alignment of chromosomes at the metaphase plate, a plane halfway between the poles of the meiotic spindle, during meiosis I."" [GOC:cab1, PMID:10809666]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0045143', 'GO:0051311']	['MLH1']
505	GO:BP	GO:0000718	nucleotide-excision repair, DNA damage removal	0.0273986414710254	True	"""The removal of the oligonucleotide that contains the DNA damage. The oligonucleotide is formed by dual incisions that flank the site of DNA damage."" [GOC:elh, PMID:10197977]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006289', 'GO:0044349']	['PNKP']
504	GO:BP	GO:1905767	regulation of double-stranded telomeric DNA binding	0.0273986414710254	True	"""Any process that modulates the frequency, rate or extent of double-stranded telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:18812185]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:1904742']	['ERCC4']
502	GO:BP	GO:1905843	regulation of cellular response to gamma radiation	0.0273986414710254	True	"""Any process that modulates the frequency, rate or extent of cellular response to gamma radiation."" [GO_REF:0000058, GOC:TermGenie, PMID:23505386]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0050794', 'GO:0071480', 'GO:2001228']	['ATM']
501	GO:BP	GO:1905856	negative regulation of pentose-phosphate shunt	0.0273986414710254	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pentose-phosphate shunt."" [GO_REF:0000058, GOC:TermGenie, PMID:19015259]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006098', 'GO:0043456', 'GO:1900543']	['TP53']
500	GO:BP	GO:1904333	positive regulation of error-prone translesion synthesis	0.0273986414710254	True	"""Any process that activates or increases the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0042276', 'GO:0045739', 'GO:1904331', 'GO:2000573']	['USP1']
499	GO:BP	GO:0000715	nucleotide-excision repair, DNA damage recognition	0.0273986414710254	True	"""The identification of lesions in DNA, such as pyrimidine-dimers, intrastrand cross-links, and bulky adducts. The wide range of substrate specificity suggests the repair complex recognizes distortions in the DNA helix."" [GOC:elh, PMID:10197977]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006289', 'GO:0051276']	['XPA']
498	GO:BP	GO:1904331	regulation of error-prone translesion synthesis	0.0273986414710254	True	"""Any process that modulates the frequency, rate or extent of error-prone translesion synthesis."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22761594]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0006282', 'GO:0042276', 'GO:2000278']	['USP1']
497	GO:BP	GO:1903461	Okazaki fragment processing involved in mitotic DNA replication	0.0273986414710254	True	"""Any DNA replication, Okazaki fragment processing that is involved in mitotic cell cycle DNA replication."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie, PMID:1234]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0033567', 'GO:1902969', 'GO:1903047']	['LIG1']
496	GO:BP	GO:1901291	negative regulation of double-strand break repair via single-strand annealing	0.0273986414710254	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-strand break repair via single-strand annealing."" [GOC:sart, GOC:TermGenie]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0045002', 'GO:2000780']	['OGG1']
