Acquired partial lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2289	GO:BP	GO:0046330	positive regulation of JNK cascade	0.0391617115959519	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	96	101	3	17376	0.0297029702970297	0.03125	query_1	['GO:0007254', 'GO:0032874', 'GO:0046328']	['CRK', 'FLT4', 'PTK2B']
2290	REAC	REAC:R-HSA-1236975	Antigen processing-Cross presentation	0.0391895506295949	True	Antigen processing-Cross presentation	105	101	3	17376	0.0297029702970297	0.0285714285714285	query_1	['REAC:R-HSA-983169']	['ITGB5', 'ITGAV', 'FCGR1A']
2291	REAC	REAC:R-HSA-9696273	RND1 GTPase cycle	0.0396776919003869	True	RND1 GTPase cycle	41	101	2	17376	0.0198019801980198	0.048780487804878	query_1	['REAC:R-HSA-9012999']	['PIK3R1', 'PLXNA1']
2292	GO:BP	GO:0050801	monoatomic ion homeostasis	0.0397579404726058	True	"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	575	101	8	17376	0.0792079207920792	0.0139130434782608	query_1	['GO:0048878']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'KDR', 'PLCG1', 'PTK2B', 'LCK']
2293	GO:BP	GO:0097306	cellular response to alcohol	0.0400034629795904	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]"	97	101	3	17376	0.0297029702970297	0.0309278350515463	query_1	['GO:0071310', 'GO:0097305', 'GO:1901701']	['CTNNB1', 'CDH1', 'ADAM15']
2294	GO:BP	GO:0010952	positive regulation of peptidase activity	0.040220835095361	True	"""Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	175	101	4	17376	0.0396039603960396	0.0228571428571428	query_1	['GO:0045862', 'GO:0051345', 'GO:0052547']	['FYN', 'LYN', 'SYK', 'LCK']
2295	GO:BP	GO:0006996	organelle organization	0.0403562318769383	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3431	101	29	17376	0.2871287128712871	0.0084523462547362	query_1	['GO:0016043']	['MET', 'ITGB1', 'ITGB5', 'PLXNB1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'PXN', 'LMNB2', 'GRB2', 'TGFB1', 'JAM3', 'KDR', 'PTK2B', 'SH3KBP1', 'AGRN', 'CRKL', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'ELN', 'PDGFRA']
2296	GO:BP	GO:0031341	regulation of cell killing	0.0410052173417891	True	"""Any process that modulates the frequency, rate or extent of cell killing, the process in which a cell brings about the death of another cell, either in the same or a different organism."" [GOC:mah]"	98	101	3	17376	0.0297029702970297	0.0306122448979591	query_1	['GO:0001906', 'GO:0050794']	['CRK', 'VAV1', 'SYK']
2297	GO:BP	GO:0021549	cerebellum development	0.0410052173417891	True	"""The process whose specific outcome is the progression of the cerebellum over time, from its formation to the mature structure. The cerebellum is the portion of the brain in the back of the head between the cerebrum and the pons. In mice, the cerebellum controls balance for walking and standing, modulates the force and range of movement and is involved in the learning of motor skills."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	98	101	3	17376	0.0297029702970297	0.0306122448979591	query_1	['GO:0022037', 'GO:0048856']	['CRK', 'CRKL', 'PTPN11']
2298	GO:BP	GO:0060043	regulation of cardiac muscle cell proliferation	0.0410393036618693	True	"""Any process that modulates the frequency, rate or extent of cardiac muscle cell proliferation."" [GOC:dph, GOC:rph]"	37	101	2	17376	0.0198019801980198	0.054054054054054	query_1	['GO:0042127', 'GO:0055021', 'GO:0060038']	['TGFBR2', 'TGFBR1']
2299	GO:BP	GO:0014003	oligodendrocyte development	0.0410393036618693	True	"""The process aimed at the progression of an oligodendrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An oligodendrocyte is a type of glial cell involved in myelinating the axons in the central nervous system."" [GOC:dgh, GOC:ef]"	37	101	2	17376	0.0198019801980198	0.054054054054054	query_1	['GO:0021782', 'GO:0048709']	['LYN', 'TGFB1']
2300	GO:BP	GO:0050999	regulation of nitric-oxide synthase activity	0.0410393036618693	True	"""Any process that modulates the activity of the enzyme nitric-oxide synthase."" [GOC:ai]"	37	101	2	17376	0.0198019801980198	0.054054054054054	query_1	['GO:0032768']	['EGFR', 'PTK2B']
2301	GO:BP	GO:0031667	response to nutrient levels	0.0410649448218357	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	469	101	7	17376	0.0693069306930693	0.0149253731343283	query_1	['GO:0009991']	['SRC', 'SPP1', 'TGFBR2', 'TGFB1', 'VCAM1', 'CBL', 'ITGA2']
2302	GO:BP	GO:0009892	negative regulation of metabolic process	0.0412855411732128	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2845	101	25	17376	0.2475247524752475	0.0087873462214411	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['MET', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'CTNNB1', 'FYN', 'LYN', 'LMNB2', 'TGFB1', 'EGFR', 'KDR', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'EMILIN1', 'THBS1', 'CBL', 'SEMA4D']
2303	GO:BP	GO:0021543	pallium development	0.041535196177783	True	"""The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	177	101	4	17376	0.0396039603960396	0.0225988700564971	query_1	['GO:0021537', 'GO:0048856']	['CRK', 'CTNNB1', 'EGFR', 'CRKL']
2304	GO:CC	GO:0005856	cytoskeleton	0.041914899828949	True	"""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]"	2265	101	21	17376	0.2079207920792079	0.0092715231788079	query_1	['GO:0043232']	['BCAR1', 'SRC', 'SMAD7', 'CRK', 'CTNNB1', 'PXN', 'FYN', 'SH3PXD2A', 'LMNB2', 'JAM3', 'VCL', 'CDH1', 'PTK2B', 'SH3KBP1', 'TLN1', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'FLT1']
2305	GO:BP	GO:0032479	regulation of type I interferon production	0.0419262027244521	True	"""Any process that modulates the frequency, rate, or extent of interferon type I production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	99	101	3	17376	0.0297029702970297	0.0303030303030303	query_1	['GO:0001817', 'GO:0032606']	['PLCG2', 'SYK', 'PTPN11']
2306	GO:BP	GO:0032606	type I interferon production	0.0419262027244521	True	"""The appearance of type I interferon due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]"	99	101	3	17376	0.0297029702970297	0.0303030303030303	query_1	['GO:0001816']	['PLCG2', 'SYK', 'PTPN11']
2307	GO:BP	GO:1903708	positive regulation of hemopoiesis	0.0422122106680383	True	"""Any process that activates or increases the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	178	101	4	17376	0.0396039603960396	0.0224719101123595	query_1	['GO:0002684', 'GO:0010720', 'GO:0030097', 'GO:0051240', 'GO:1903706']	['TGFBR2', 'ZAP70', 'TGFB1', 'SYK']
2308	GO:BP	GO:1902107	positive regulation of leukocyte differentiation	0.0422122106680383	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	178	101	4	17376	0.0396039603960396	0.0224719101123595	query_1	['GO:0002521', 'GO:1902105', 'GO:1903708']	['TGFBR2', 'ZAP70', 'TGFB1', 'SYK']
2309	GO:BP	GO:0002335	mature B cell differentiation	0.0428083486674529	True	"""The process in which transitional stage B cells acquire the specialized features of mature B cells in the spleen."" [GOC:jal, ISBN:0781735149]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0030183']	['PLCG2', 'PTK2B']
2310	GO:BP	GO:0098926	postsynaptic signal transduction	0.0428083486674529	True	"""Signal transduction in which the initial step occurs in a postsynapse."" [GOC:dos]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0007165', 'GO:0099536']	['AGRN', 'CRKL']
2311	GO:BP	GO:0048477	oogenesis	0.0428083486674529	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	100	101	3	17376	0.0297029702970297	0.03	query_1	['GO:0007281', 'GO:0007292']	['SRC', 'CTNNB1', 'PTK2B']
2312	GO:BP	GO:1901186	positive regulation of ERBB signaling pathway	0.0428083486674529	True	"""Any process that activates or increases the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0009967', 'GO:0038127', 'GO:1901184']	['SOS1', 'CBL']
2313	GO:BP	GO:0043647	inositol phosphate metabolic process	0.0428083486674529	True	"""The chemical reactions and pathways involving inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with one or more phosphate groups attached."" [GOC:jl]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0006796', 'GO:0019637', 'GO:0019751']	['PLCG2', 'PTK2B']
2314	GO:BP	GO:1903426	regulation of reactive oxygen species biosynthetic process	0.0428083486674529	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species biosynthetic process."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0009889', 'GO:1903409', 'GO:2000377']	['PLCG2', 'FYN']
2315	GO:BP	GO:0099175	regulation of postsynapse organization	0.0428083486674529	True	"""Any process that modulates the physical form of a postsynapse."" [GOC:ai, GOC:dph, GOC:tb]"	100	101	3	17376	0.0297029702970297	0.03	query_1	['GO:0050807', 'GO:0099173']	['FYN', 'NRP2', 'PTK2B']
2316	GO:BP	GO:0042554	superoxide anion generation	0.0428083486674529	True	"""The enzymatic generation of superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species, by a cell in response to environmental stress, thereby mediating the activation of various stress-inducible signaling pathways."" [GOC:jl, PMID:12359750]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0006801']	['SH3PXD2A', 'SYK']
2317	REAC	REAC:R-HSA-1483249	Inositol phosphate metabolism	0.0432372677555666	True	Inositol phosphate metabolism	43	101	2	17376	0.0198019801980198	0.0465116279069767	query_1	['REAC:R-HSA-1430728']	['PLCG2', 'PLCG1']
2318	GO:BP	GO:0009749	response to glucose	0.0435596393864892	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus."" [GOC:jl]"	180	101	4	17376	0.0396039603960396	0.0222222222222222	query_1	['GO:0009746']	['TGFBR2', 'TGFB1', 'PTK2B', 'THBS1']
2319	GO:CC	GO:0097386	glial cell projection	0.0442914944555913	True	"""A prolongation or process extending from a glial cell."" [GOC:mc]"	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['GO:0120025']	['ITGB1', 'FYN']
2320	GO:BP	GO:0051258	protein polymerization	0.0448724850087803	True	"""The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein."" [GOC:ai]"	273	101	5	17376	0.0495049504950495	0.0183150183150183	query_1	['GO:0065003']	['MET', 'GRB2', 'PTK2B', 'VTN', 'ELN']
2321	GO:BP	GO:0002691	regulation of cellular extravasation	0.0448724850087803	True	"""Any process that modulates the frequency, rate, or extent of cellular extravasation."" [GOC:add]"	39	101	2	17376	0.0198019801980198	0.0512820512820512	query_1	['GO:0002685', 'GO:0045123']	['ITGA4', 'JAM3']
2322	GO:BP	GO:0044060	regulation of endocrine process	0.0448724850087803	True	"""Any process that modulates the frequency, rate or extent of an endocrine process, a process involving the secretion of or response to endocrine hormones. An endocrine hormone is a hormone released into the circulatory system."" [GOC:jl]"	39	101	2	17376	0.0198019801980198	0.0512820512820512	query_1	['GO:0044057', 'GO:0050886']	['SPP1', 'PTPN11']
2323	GO:BP	GO:0050773	regulation of dendrite development	0.0449089507486321	True	"""Any process that modulates the frequency, rate or extent of dendrite development."" [GOC:ai]"	102	101	3	17376	0.0297029702970297	0.0294117647058823	query_1	['GO:0010975', 'GO:0016358', 'GO:0050793']	['CRK', 'CRKL', 'SEMA4D']
2324	GO:BP	GO:1902414	protein localization to cell junction	0.0449089507486321	True	"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]"	102	101	3	17376	0.0297029702970297	0.0294117647058823	query_1	['GO:0008104']	['JAM3', 'VCL', 'ERBB2']
2325	GO:BP	GO:0060349	bone morphogenesis	0.0449089507486321	True	"""The process in which bones are generated and organized."" [GOC:dph]"	102	101	3	17376	0.0297029702970297	0.0294117647058823	query_1	['GO:0009887', 'GO:0048705', 'GO:0060348']	['TGFB3', 'TGFBR2', 'TGFB1']
2326	GO:BP	GO:0031503	protein-containing complex localization	0.0449778228460276	True	"""A localization process that acts on a protein complex; the complex is transported to, or maintained in, a specific location."" [GOC:mah]"	182	101	4	17376	0.0396039603960396	0.0219780219780219	query_1	['GO:0051179']	['SMAD7', 'ITGB3', 'LMNB2', 'ERBB2']
2327	GO:BP	GO:0051146	striated muscle cell differentiation	0.0453777871656649	True	"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]"	274	101	5	17376	0.0495049504950495	0.0182481751824817	query_1	['GO:0042692']	['ITGB1', 'VEGFA', 'ADAM12', 'JAM2', 'PDGFRA']
2328	GO:BP	GO:0099536	synaptic signaling	0.0456509601733122	True	"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	708	101	9	17376	0.0891089108910891	0.0127118644067796	query_1	['GO:0007267']	['ITGB1', 'SRC', 'CTNNB1', 'FYN', 'PLCG1', 'CDH1', 'PTK2B', 'AGRN', 'CRKL']
2329	GO:BP	GO:0002700	regulation of production of molecular mediator of immune response	0.0456835429070124	True	"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	183	101	4	17376	0.0396039603960396	0.0218579234972677	query_1	['GO:0002440', 'GO:0002697', 'GO:0010468']	['SMAD7', 'TGFB3', 'PLCG2', 'SYK']
