LMNA-related cardiocutaneous progeria syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
711	GO:CC	GO:0160045	TMEM240-body	0.0132617917359505	True	"""A multilamellar subcellular structure formed in the cytoplasm of developing neuron, composed of Tmem240 and Emd proteins."" [PMID:32535204]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0043231']	['EMD']
712	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0132617917359505	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
713	GO:CC	GO:0043626	PCNA complex	0.0132617917359505	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
714	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0132617917359505	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0140535']	['BRCA2']
715	GO:CC	GO:0005715	late recombination nodule	0.0132617917359505	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0005713']	['MLH1']
716	REAC	REAC:R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.0133118801786988	True	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	20	101	2	17376	0.0198019801980198	0.1	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
717	GO:BP	GO:0051972	regulation of telomerase activity	0.0139100247403595	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	49	101	3	17376	0.0297029702970297	0.0612244897959183	query_1	['GO:0051338', 'GO:2000278']	['XRCC5', 'TP53', 'PNKP']
718	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0139248147338181	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
719	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0139248147338181	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0031060', 'GO:0051567']	['LMNA', 'BRCA1']
720	GO:BP	GO:0046661	male sex differentiation	0.0142734643590619	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	101	5	17376	0.0495049504950495	0.0297619047619047	query_1	['GO:0007275', 'GO:0007548']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
721	GO:BP	GO:0051402	neuron apoptotic process	0.0143476398110596	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	244	101	6	17376	0.0594059405940594	0.0245901639344262	query_1	['GO:0006915', 'GO:0070997']	['MSH2', 'LIG4', 'PARP1', 'ATM', 'POLB', 'TP53']
722	GO:BP	GO:0007568	aging	0.0145781512418456	True	"""A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	169	101	5	17376	0.0495049504950495	0.029585798816568	query_1	['GO:0032502']	['OGG1', 'ERCC1', 'APEX1', 'POLB', 'WRN']
723	GO:BP	GO:0051338	regulation of transferase activity	0.0147009165712474	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	829	101	12	17376	0.1188118811881188	0.0144752714113389	query_1	['GO:0050790']	['NBN', 'RAD50', 'XRCC6', 'PCNA', 'XRCC5', 'BLM', 'MRE11', 'PRIM2', 'XRCC1', 'TP53', 'PNKP', 'BANF1']
724	REAC	REAC:R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	0.0147302699958657	True	p53-Dependent G1/S DNA damage checkpoint	66	101	3	17376	0.0297029702970297	0.0454545454545454	query_1	['REAC:R-HSA-69615']	['ATM', 'CDK2', 'TP53']
725	REAC	REAC:R-HSA-68616	Assembly of the ORC complex at the origin of replication	0.0147302699958657	True	Assembly of the ORC complex at the origin of replication	66	101	3	17376	0.0297029702970297	0.0454545454545454	query_1	['REAC:R-HSA-68867']	['H2AX', 'ORC4', 'ORC2']
726	REAC	REAC:R-HSA-69563	p53-Dependent G1 DNA Damage Response	0.0147302699958657	True	p53-Dependent G1 DNA Damage Response	66	101	3	17376	0.0297029702970297	0.0454545454545454	query_1	['REAC:R-HSA-69580']	['ATM', 'CDK2', 'TP53']
727	GO:BP	GO:0006955	immune response	0.0148260654761663	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1665	101	19	17376	0.1881188118811881	0.0114114114114114	query_1	['GO:0002376', 'GO:0050896']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'PARP1', 'ERCC1', 'XRCC5', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'BANF1', 'RNF8', 'MSH6']
728	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0148547396493404	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	101	5	17376	0.0495049504950495	0.0294117647058823	query_1	['GO:0002449', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
729	GO:BP	GO:0040029	epigenetic regulation of gene expression	0.0151999156581357	True	"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]"	171	101	5	17376	0.0495049504950495	0.0292397660818713	query_1	['GO:0006338', 'GO:0010468']	['LMNA', 'POLE3', 'BRCA1', 'CDK2', 'TP53']
730	REAC	REAC:R-HSA-69615	G1/S DNA Damage Checkpoints	0.0158056488900723	True	G1/S DNA Damage Checkpoints	68	101	3	17376	0.0297029702970297	0.0441176470588235	query_1	['REAC:R-HSA-69620']	['ATM', 'CDK2', 'TP53']
731	REAC	REAC:R-HSA-2995410	Nuclear Envelope (NE) Reassembly	0.0158056488900723	True	Nuclear Envelope (NE) Reassembly	68	101	3	17376	0.0297029702970297	0.0441176470588235	query_1	['REAC:R-HSA-68882']	['VRK1', 'EMD', 'BANF1']
732	REAC	REAC:R-HSA-68875	Mitotic Prophase	0.0159210274458985	True	Mitotic Prophase	132	101	4	17376	0.0396039603960396	0.0303030303030303	query_1	['REAC:R-HSA-68886']	['H2AX', 'VRK1', 'EMD', 'BANF1']
733	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0159407188750396	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	101	5	17376	0.0495049504950495	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
734	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0160871475310479	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	101	3	17376	0.0297029702970297	0.0576923076923076	query_1	['GO:0030518']	['AR', 'PARP1', 'BRCA1']
735	GO:BP	GO:0051251	positive regulation of lymphocyte activation	0.0162048523235636	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	336	101	7	17376	0.0693069306930693	0.0208333333333333	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC', 'KAT5']
736	GO:BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0164137268192447	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	107	101	4	17376	0.0396039603960396	0.0373831775700934	query_1	['GO:0002460', 'GO:0002821', 'GO:0002822']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
737	GO:BP	GO:0007140	male meiotic nuclear division	0.0168722463352507	True	"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the male germline."" [GOC:dph, GOC:mah, GOC:vw]"	53	101	3	17376	0.0297029702970297	0.0566037735849056	query_1	['GO:0022412', 'GO:0048232', 'GO:0140013']	['MLH1', 'BRCA2', 'ATM']
738	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0176810666766387	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['PARP1', 'TP53']
739	GO:BP	GO:1902036	regulation of hematopoietic stem cell differentiation	0.0176810666766387	True	"""Any process that modulates the frequency, rate or extent of hematopoietic stem cell differentiation."" [GOC:TermGenie, PMID:23403623]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0060218', 'GO:1901532', 'GO:2000736']	['PRKDC', 'KAT5']
740	GO:BP	GO:0072089	stem cell proliferation	0.0179670300850137	True	"""The multiplication or reproduction of stem cells, resulting in the expansion of a stem cell population. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]"	110	101	4	17376	0.0396039603960396	0.0363636363636363	query_1	['GO:0008283']	['LIG4', 'BRCA2', 'XRCC5', 'TP53']
741	GO:BP	GO:0050865	regulation of cell activation	0.0189572135293234	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	641	101	10	17376	0.099009900990099	0.0156006240249609	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5']
742	GO:BP	GO:0031060	regulation of histone methylation	0.0195073469636006	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	56	101	3	17376	0.0297029702970297	0.0535714285714285	query_1	['GO:0016571', 'GO:0031056']	['LMNA', 'PAXIP1', 'BRCA1']
743	GO:BP	GO:0002700	regulation of production of molecular mediator of immune response	0.0196064345839356	True	"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	183	101	5	17376	0.0495049504950495	0.0273224043715847	query_1	['GO:0002440', 'GO:0002697', 'GO:0010468']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
744	GO:BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	0.0196064345839356	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine deoxyribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0006244', 'GO:0009219', 'GO:0009264', 'GO:0046386']	['OGG1', 'NEIL1']
745	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.0196064345839356	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	101	4	17376	0.0396039603960396	0.0353982300884955	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
746	GO:BP	GO:0000028	ribosomal small subunit assembly	0.0196064345839356	True	"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."" [GOC:jl, PMID:30467428]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0022618', 'GO:0042255', 'GO:0042274']	['XRCC5', 'PRKDC']
747	GO:BP	GO:2000042	negative regulation of double-strand break repair via homologous recombination	0.0196064345839356	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of double-strand break repair via homologous recombination."" [GOC:vw]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0000724', 'GO:0010569', 'GO:0045910', 'GO:2000780']	['TP53BP1', 'RMI2']
748	GO:BP	GO:1900034	regulation of cellular response to heat	0.0196064345839356	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['ATR', 'ATM']
749	GO:BP	GO:0002708	positive regulation of lymphocyte mediated immunity	0.0200217905777481	True	"""Any process that activates or increases the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	114	101	4	17376	0.0396039603960396	0.0350877192982456	query_1	['GO:0002449', 'GO:0002705', 'GO:0002706']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
750	GO:BP	GO:1901701	cellular response to oxygen-containing compound	0.0206028932015398	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1221	101	15	17376	0.1485148514851485	0.0122850122850122	query_1	['GO:0070887', 'GO:1901700']	['BRIP1', 'LIG4', 'PCNA', 'AR', 'PARP1', 'XRCC5', 'BLM', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53']
751	REAC	REAC:R-HSA-1221632	Meiotic synapsis	0.0211890311122544	True	Meiotic synapsis	76	101	3	17376	0.0297029702970297	0.0394736842105263	query_1	['REAC:R-HSA-1500620']	['H2AX', 'ATR', 'BRCA1']
752	REAC	REAC:R-HSA-1538133	G0 and Early G1	0.0212070358979021	True	G0 and Early G1	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['REAC:R-HSA-453279']	['PCNA', 'CDK2']
753	GO:BP	GO:0006334	nucleosome assembly	0.0212074545288522	True	"""The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA."" [GOC:mah]"	116	101	4	17376	0.0396039603960396	0.0344827586206896	query_1	['GO:0006325', 'GO:0034728', 'GO:0065004']	['H2AX', 'POLE3', 'MCM2', 'CHRAC1']
754	GO:BP	GO:0035092	sperm DNA condensation	0.0217263240043786	True	"""The progressive compaction of the spermatid chromatin so that it reaches a level of condensation that is not compatible with nuclear activities such as transcription or DNA replication."" [GOC:bf, PMID:11735001]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0006325', 'GO:0007289', 'GO:0022412']	['KAT5', 'RNF8']
