Laron syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
930	HPA	HPA:0460000	skin 1	0.0075733569353041	True	skin 1	7238	84	72	11006	0.8571428571428571	0.0099474993092014	query_1	['HPA:0000000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'NSUN6', 'MAP3K7', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
931	GO:BP	GO:1903721	positive regulation of I-kappaB phosphorylation	0.0078507494496443	True	"""Any process that activates or increases the frequency, rate or extent of I-kappaB phosphorylation."" [GO_REF:0000058, GOC:TermGenie, PMID:23675531]"	7	99	3	21110	0.0303030303030303	0.4285714285714285	query_1	['GO:0001934', 'GO:0007252', 'GO:1903719']	['DDRGK1', 'TNF', 'TRAF2']
932	GO:BP	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	0.0078507494496443	True	"""Modulation of the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl]"	7	99	3	21110	0.0303030303030303	0.4285714285714285	query_1	['GO:0034599', 'GO:0043618']	['HIF1A', 'EPAS1', 'ARNT']
933	KEGG	KEGG:04151	PI3K-Akt signaling pathway	0.0078810100198985	True	PI3K-Akt signaling pathway	353	88	13	8161	0.1477272727272727	0.036827195467422	query_1	['KEGG:00000']	['GSK3B', 'HSP90AB1', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'GH2', 'IKBKG', 'GH1', 'GHR', 'PRL', 'CSH2', 'PRLR']
934	HPA	HPA:0080131	caudate; neuronal cells[≥Low]	0.0078971880533291	True	caudate; neuronal cells[≥Low]	6154	84	65	11006	0.7738095238095238	0.0105622359441013	query_1	['HPA:0080000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHX', 'PDHB', 'OS9', 'UFL1', 'BTRC', 'DBT', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'UFM1', 'BCKDHA']
935	HPA	HPA:0020052	adrenal gland; glandular cells[≥Medium]	0.0079852802765908	True	adrenal gland; glandular cells[≥Medium]	6009	84	64	11006	0.7619047619047619	0.0106506906307205	query_1	['HPA:0020051']	['PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'GHR', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
936	GO:BP	GO:0002705	positive regulation of leukocyte mediated immunity	0.0081499510402967	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	136	99	7	21110	0.0707070707070707	0.0514705882352941	query_1	['GO:0002443', 'GO:0002699', 'GO:0002703']	['TNF', 'FADD', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'STAT5B']
937	REAC	REAC:R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	0.008190810607087	True	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	7	91	3	10790	0.0329670329670329	0.4285714285714285	query_1	['REAC:R-HSA-1834949']	['RELA', 'NFKB1', 'NFKB2']
938	REAC	REAC:R-HSA-400253	Circadian Clock	0.0083120921255049	True	Circadian Clock	67	91	6	10790	0.0659340659340659	0.0895522388059701	query_1	['REAC:0000000']	['CREBBP', 'BTRC', 'HIF1A', 'SKP1', 'EP300', 'CUL1']
939	GO:CC	GO:0031904	endosome lumen	0.0083392603241843	True	"""The volume enclosed by the membrane of an endosome."" [GOC:mah]"	39	99	4	22122	0.0404040404040404	0.1025641025641025	query_1	['GO:0005768', 'GO:0070013']	['GH2', 'GH1', 'PRL', 'PRLR']
940	GO:BP	GO:0031648	protein destabilization	0.008345600334035	True	"""Any process that decreases the stability of a protein, making it more vulnerable to degradative processes or aggregation."" [GOC:mah]"	50	99	5	21110	0.0505050505050505	0.1	query_1	['GO:0031647']	['CREBBP', 'BTRC', 'EP300', 'FBXW11', 'FBXW7']
941	GO:BP	GO:0008283	cell population proliferation	0.0084974218583728	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	1994	99	25	21110	0.2525252525252525	0.0125376128385155	query_1	['GO:0009987']	['EGLN3', 'CDK5RAP3', 'STAT3', 'RELA', 'DDRGK1', 'UFL1', 'BTRC', 'TNF', 'FADD', 'VHL', 'HIF1A', 'CFLAR', 'MALT1', 'PDK1', 'ARNT', 'AHR', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'CUL1', 'FBXW7', 'PRL', 'STAT5B', 'PRLR']
942	REAC	REAC:R-HSA-622312	Inflammasomes	0.0085481664434166	True	Inflammasomes	20	91	4	10790	0.0439560439560439	0.2	query_1	['REAC:R-HSA-168643']	['HSP90AB1', 'RELA', 'NFKB1', 'NFKB2']
943	HPA	HPA:0630221	cervix; squamous epithelial cells[≥Low]	0.0086294437816475	True	cervix; squamous epithelial cells[≥Low]	5452	84	60	11006	0.7142857142857143	0.0110051357300073	query_1	['HPA:0630000']	['SNX6', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'OS9', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'SIL1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'RIPK1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'NSUN6', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
944	GO:BP	GO:0072521	purine-containing compound metabolic process	0.0086872259270804	True	"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]"	499	99	12	21110	0.1212121212121212	0.0240480961923847	query_1	['GO:0006725', 'GO:0034641', 'GO:0046483', 'GO:1901360', 'GO:1901564']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
945	HPA	HPA:0350471	pancreas; exocrine glandular cells[≥Low]	0.0087792669991084	True	pancreas; exocrine glandular cells[≥Low]	6935	84	70	11006	0.8333333333333334	0.0100937274693583	query_1	['HPA:0350000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'PDK1', 'ARNT', 'TAB1', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'BCKDHA']
946	GO:BP	GO:0007589	body fluid secretion	0.0088053498168383	True	"""The controlled release of a fluid by a cell or tissue in an animal."" [GOC:ai, GOC:dph, GOC:mah, GOC:tb]"	89	99	6	21110	0.0606060606060606	0.0674157303370786	query_1	['GO:0046903', 'GO:0050878']	['HIF1A', 'SOCS2', 'STAT5A', 'PRL', 'STAT5B', 'PRLR']
947	CORUM	CORUM:211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	0.0089074564117201	True	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['ELOB', 'ELOC', 'CUL5']
948	CORUM	CORUM:210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	0.0089074564117201	True	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['ELOB', 'ELOC', 'CUL5']
949	CORUM	CORUM:209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	0.0089074564117201	True	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['ELOB', 'ELOC', 'CUL5']
950	CORUM	CORUM:208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	0.0089074564117201	True	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['ELOB', 'ELOC', 'CUL5']
951	CORUM	CORUM:207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	0.0089074564117201	True	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['ELOB', 'ELOC', 'CUL5']
952	CORUM	CORUM:5285	TNF-alpha/NF-kappa B signaling complex 9	0.0089074564117201	True	TNF-alpha/NF-kappa B signaling complex 9	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['NFKBIB', 'HSP90AB1', 'CHUK']
953	CORUM	CORUM:5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	0.0089074564117201	True	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	5	64	3	3383	0.046875	0.6	query_1	['CORUM:0000000']	['CHUK', 'RELA', 'TNIP2']
954	HPA	HPA:0150051	duodenum; glandular cells[≥Low]	0.0089850103802394	True	duodenum; glandular cells[≥Low]	7099	84	71	11006	0.8452380952380952	0.0100014086491055	query_1	['HPA:0150000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
955	GO:BP	GO:1902895	positive regulation of miRNA transcription	0.0092184935305806	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	99	5	21110	0.0505050505050505	0.0980392156862745	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['STAT3', 'RELA', 'TNF', 'HIF1A', 'PRL']
956	GO:BP	GO:0015980	energy derivation by oxidation of organic compounds	0.0092274765204647	True	"""The chemical reactions and pathways by which a cell derives energy from organic compounds; results in the oxidation of the compounds from which energy is released."" [GOC:mah]"	336	99	10	21110	0.101010101010101	0.0297619047619047	query_1	['GO:0006091']	['GSK3B', 'DLST', 'DLAT', 'PDHA2', 'PDHB', 'TNF', 'PDHA1', 'HIF1A', 'DLD', 'OGDH']
957	HPA	HPA:0550000	stomach 2	0.0092463022799759	True	stomach 2	7604	84	74	11006	0.8809523809523809	0.0097317201472909	query_1	['HPA:0000000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
958	HPA	HPA:0550051	stomach 2; glandular cells[≥Low]	0.0092463022799759	True	stomach 2; glandular cells[≥Low]	7604	84	74	11006	0.8809523809523809	0.0097317201472909	query_1	['HPA:0550000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
959	GO:CC	GO:0000153	cytoplasmic ubiquitin ligase complex	0.0092521899544581	True	"""A ubiquitin ligase complex found in the cytoplasm."" [GOC:mah]"	14	99	3	22122	0.0303030303030303	0.2142857142857142	query_1	['GO:0000151', 'GO:0005737']	['ELOB', 'OS9', 'CUL2']
960	GO:MF	GO:0097199	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.0092882026607817	True	"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile, and contributing to the apoptotic signaling pathway."" [GOC:mtg_apoptosis, PMID:11717445, Wikipedia:Caspase]"	10	99	3	20195	0.0303030303030303	0.3	query_1	['GO:0097153']	['CASP10', 'CFLAR', 'CASP8']
961	GO:BP	GO:0061136	regulation of proteasomal protein catabolic process	0.0093954763722334	True	"""Any process that modulates the rate, frequency, or extent of the chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:dph, GOC:tb]"	197	99	8	21110	0.0808080808080808	0.0406091370558375	query_1	['GO:0010498', 'GO:0042176', 'GO:1903050']	['GSK3B', 'HSP90AB1', 'ELOB', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'FBXW7']
962	GO:BP	GO:0010648	negative regulation of cell communication	0.0094878483373539	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1359	99	20	21110	0.202020202020202	0.0147167034584253	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['SNX6', 'GSK3B', 'CDK5RAP3', 'HSP90AB1', 'RELA', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'TNF', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'FBXW11', 'NFKBIA', 'CASP8', 'ABHD6', 'FBXW7']
963	GO:BP	GO:0023057	negative regulation of signaling	0.0094878483373539	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1359	99	20	21110	0.202020202020202	0.0147167034584253	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['SNX6', 'GSK3B', 'CDK5RAP3', 'HSP90AB1', 'RELA', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'TNF', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'FBXW11', 'NFKBIA', 'CASP8', 'ABHD6', 'FBXW7']
964	HP	HP:0410266	Visceral hemangioma	0.0097514827871808	True	A hemangioma arising from within visceral structures, the internal organs of the body.	4	58	3	4851	0.0517241379310344	0.75	query_1	['HP:0001028']	['CREBBP', 'VHL', 'EP300']
965	HP	HP:0031207	Hepatic hemangioma	0.0097514827871808	True	A congenital vascular malformation in the liver composed of masses of blood vessels that are atypical or irregular in arrangement and size.	4	58	3	4851	0.0517241379310344	0.75	query_1	['HP:0002896', 'HP:0410266']	['CREBBP', 'VHL', 'EP300']
966	HPA	HPA:0080000	caudate	0.0101380680541801	True	caudate	6956	84	70	11006	0.8333333333333334	0.0100632547441058	query_1	['HPA:0000000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'UFM1', 'BCKDHA']
967	GO:BP	GO:0048585	negative regulation of response to stimulus	0.010147218401821	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1616	99	22	21110	0.2222222222222222	0.0136138613861386	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['SNX6', 'SHARPIN', 'GSK3B', 'CDK5RAP3', 'TNFRSF1A', 'RELA', 'DDRGK1', 'UFL1', 'RBX1', 'BTRC', 'TNF', 'NFKB1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'FBXW11', 'AHR', 'NFKBIA', 'CASP8', 'FBXW7']
968	GO:BP	GO:0007275	multicellular organism development	0.01023653789781	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4658	99	42	21110	0.4242424242424242	0.0090167453842851	query_1	['GO:0032501', 'GO:0048856']	['SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'STAT3', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'BTRC', 'TNF', 'FADD', 'EGLN1', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'TAB1', 'GH1', 'GHR', 'TRAF6', 'DLD', 'NFKBIA', 'CASP8', 'FBXW7', 'OGDH', 'BCL10', 'PRL', 'UFM1', 'STAT5B', 'PRLR']
969	WP	WP:WP5083	Neuroinflammation and glutamatergic signaling	0.0102529170403176	True	Neuroinflammation and glutamatergic signaling	140	80	8	8133	0.1	0.0571428571428571	query_1	['WP:000000']	['STAT3', 'TNFRSF1A', 'DLAT', 'TNF', 'NFKB1', 'PDHA1', 'NFKB2', 'DLD']
970	WP	WP:WP712	Estrogen signaling pathway	0.0106174520093799	True	Estrogen signaling pathway	23	80	4	8133	0.05	0.1739130434782608	query_1	['WP:000000']	['CHUK', 'IKBKB', 'NFKB1', 'IKBKG']
971	GO:BP	GO:0061912	selective autophagy	0.0106833610026828	True	"""The macroautophagy process in which specific structures are targeted by the autophagy process."" [PMID:20484971, PMID:21997368, PMID:22966490]"	92	99	6	21110	0.0606060606060606	0.0652173913043478	query_1	['GO:0016236']	['DDRGK1', 'UFL1', 'RNF31', 'VHL', 'UBA5', 'UFM1']
972	KEGG	KEGG:05208	Chemical carcinogenesis - reactive oxygen species	0.010706015867942	True	Chemical carcinogenesis - reactive oxygen species	222	88	10	8161	0.1136363636363636	0.045045045045045	query_1	['KEGG:00000']	['MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'HIF1A', 'ARNT', 'AHR', 'IKBKG', 'NFKBIA']
973	GO:BP	GO:0080135	regulation of cellular response to stress	0.010903734819993	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	700	99	14	21110	0.1414141414141414	0.02	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['GSK3B', 'CREBBP', 'TRAF3', 'DDRGK1', 'UFL1', 'TNF', 'FAS', 'VHL', 'HIF1A', 'RIPK1', 'EP300', 'TRAF2', 'TRAF6', 'FBXW7']
974	HP	HP:0012475	Decreased circulating level of specific antibody	0.0110601364421054	True	The presence of normal overall immunoglobulin levels with deficiency of specific immunoglobulins directed against a specific antigen or microorganism.	41	58	6	4851	0.1034482758620689	0.1463414634146341	query_1	['HP:0004313', 'HP:0031404']	['CASP10', 'FAS', 'RIPK1', 'IKBKG', 'REL', 'CASP8']
975	HPA	HPA:0600222	tonsil; squamous epithelial cells[≥Medium]	0.0111379623149866	True	tonsil; squamous epithelial cells[≥Medium]	4946	84	56	11006	0.6666666666666666	0.0113222806308127	query_1	['HPA:0600221']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'BTRC', 'RNF31', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'TAB1', 'NSUN6', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'CASP8', 'CUL2', 'FBXW7', 'OGDH', 'UFM1', 'BCKDHA']
976	GO:BP	GO:0051235	maintenance of location	0.0113572105624225	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	344	99	10	21110	0.101010101010101	0.0290697674418604	query_1	['GO:0051179']	['NFKBIE', 'NFKBIB', 'OS9', 'METTL21C', 'TNF', 'NFKB1', 'SKP1', 'NFKBIA', 'FBXW7', 'STAT5B']
977	KEGG	KEGG:00620	Pyruvate metabolism	0.0116933863737913	True	Pyruvate metabolism	47	88	5	8161	0.0568181818181818	0.1063829787234042	query_1	['KEGG:00000']	['DLAT', 'PDHA2', 'PDHB', 'PDHA1', 'DLD']
