Classical Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1141	GO:BP	GO:0033036	macromolecule localization	0.0308917267618871	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	101	28	15719	0.2772277227722772	0.0098556846180922	query_1	['GO:0051179']	['PTP4A3', 'PTPN2', 'MSR1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'MADCAM1', 'JAM3', 'EGFR', 'ERBB2', 'NUTF2', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'NRP1', 'THBS1', 'ITGB7', 'ITGA3', 'PTPN11', 'ITGA2']
251	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	0.0309407768872194	True	Signaling by FGFR in disease	55	95	3	10022	0.031578947368421	0.0545454545454545	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'PLCG1']
252	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	0.0309407768872194	True	CD209 (DC-SIGN) signaling	20	95	2	10022	0.0210526315789473	0.1	query_1	['REAC:R-HSA-5621481']	['FYN', 'LYN']
1142	GO:BP	GO:0006986	response to unfolded protein	0.0309972811503738	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:jl]"	134	101	4	15719	0.0396039603960396	0.0298507462686567	query_1	['GO:0035966']	['PTPN2', 'PIK3R1', 'ERO1A', 'THBS1']
1143	GO:BP	GO:0048872	homeostasis of number of cells	0.0312547809993428	True	"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]"	290	101	6	15719	0.0594059405940594	0.0206896551724137	query_1	['GO:0048871']	['PTPN2', 'SOS1', 'LYN', 'JAM3', 'VEGFA', 'PTPN11']
1144	GO:BP	GO:0033993	response to lipid	0.0313766414758543	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	884	101	12	15719	0.1188118811881188	0.0135746606334841	query_1	['GO:0010033']	['SRC', 'SPP1', 'TGFB3', 'LYN', 'PDGFRB', 'EGFR', 'COL1A1', 'VCAM1', 'THBS1', 'ADAM15', 'CBL', 'ITGA2']
1150	GO:BP	GO:0051894	positive regulation of focal adhesion assembly	0.0314261512913425	True	"""Any process that activates or increases the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	25	101	2	15719	0.0198019801980198	0.08	query_1	['GO:0001954', 'GO:0048041', 'GO:0051893', 'GO:0150117', 'GO:1901890']	['VEGFA', 'NRP1']
1151	GO:BP	GO:0042698	ovulation cycle	0.0314261512913425	True	"""The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [ISBN:0721662544]"	72	101	3	15719	0.0297029702970297	0.0416666666666666	query_1	['GO:0048511', 'GO:0048609']	['SRC', 'TGFB3', 'PDGFRA']
1149	GO:BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade	0.0314261512913425	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]"	72	101	3	15719	0.0297029702970297	0.0416666666666666	query_1	['GO:0043409', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'PTPN2', 'LYN']
1146	GO:BP	GO:1905523	positive regulation of macrophage migration	0.0314261512913425	True	"""Any process that activates or increases the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]"	25	101	2	15719	0.0198019801980198	0.08	query_1	['GO:0002687', 'GO:1905517', 'GO:1905521']	['PTK2', 'THBS1']
1147	GO:BP	GO:0043931	ossification involved in bone maturation	0.0314261512913425	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone, involved in the progression of the skeleton from its formation to its mature state."" [GOC:dph, GOC:mah, GOC:mtg_mpo]"	25	101	2	15719	0.0198019801980198	0.08	query_1	['GO:0001503', 'GO:0070977']	['PLXNB1', 'SEMA4D']
1145	GO:BP	GO:0003148	outflow tract septum morphogenesis	0.0314261512913425	True	"""The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract."" [GOC:mtg_heart]"	25	101	2	15719	0.0198019801980198	0.08	query_1	['GO:0003151', 'GO:0060411']	['NRP2', 'NRP1']
1148	GO:BP	GO:0051450	myoblast proliferation	0.0314261512913425	True	"""The multiplication or reproduction of myoblasts, resulting in the expansion of a myoblast cell population. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:ai, GOC:mtg_muscle]"	25	101	2	15719	0.0198019801980198	0.08	query_1	['GO:0008283']	['SRC', 'HGF']
1152	GO:BP	GO:0010977	negative regulation of neuron projection development	0.0315138397688997	True	"""Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	135	101	4	15719	0.0396039603960396	0.0296296296296296	query_1	['GO:0010975', 'GO:0031175', 'GO:0031345']	['SPP1', 'CDH1', 'NRP1', 'SEMA4D']
1153	GO:BP	GO:0002064	epithelial cell development	0.0315332635880253	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	101	5	15719	0.0495049504950495	0.0239234449760765	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'PDGFB', 'SRC', 'VEGFA']
1154	GO:BP	GO:0051641	cellular localization	0.0317482182420452	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3251	101	31	15719	0.3069306930693069	0.0095355275299907	query_1	['GO:0009987', 'GO:0051179']	['PTP4A3', 'P4HB', 'MSR1', 'ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'PLCG1', 'ERBB2', 'NUTF2', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'ERO1A', 'NRP1', 'LCK', 'ITGB7', 'ITGA3', 'PTPN11', 'CBL', 'ITGA2']
149	GO:CC	GO:0043005	neuron projection	0.031904788031696	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	102	15	16420	0.1470588235294117	0.0115207373271889	query_1	['GO:0120025']	['ITGB1', 'BCAR1', 'SRC', 'ITGA1', 'FYN', 'ITGA4', 'NRP2', 'SH3KBP1', 'ERO1A', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'CBL', 'ITGA2']
150	GO:CC	GO:0030424	axon	0.0320904269676002	True	"""The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."" [GOC:nln, ISBN:0198506732]"	617	102	9	16420	0.088235294117647	0.0145867098865478	query_1	['GO:0043005']	['BCAR1', 'SRC', 'ITGA4', 'NRP2', 'L1CAM', 'NRP1', 'ITGA3', 'CBL', 'ITGA2']
1156	GO:BP	GO:0030879	mammary gland development	0.0321725721350154	True	"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]"	136	101	4	15719	0.0396039603960396	0.0294117647058823	query_1	['GO:0048732']	['SRC', 'TGFB3', 'VEGFA', 'ITGA2']
1155	GO:BP	GO:0071456	cellular response to hypoxia	0.0321725721350154	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:mah]"	136	101	4	15719	0.0396039603960396	0.0294117647058823	query_1	['GO:0001666', 'GO:0033554', 'GO:0036294']	['P4HB', 'SRC', 'VEGFA', 'ERO1A']
1157	GO:BP	GO:0042552	myelination	0.0321725721350154	True	"""The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GOC:dgh, GOC:mah]"	136	101	4	15719	0.0396039603960396	0.0294117647058823	query_1	['GO:0008366']	['HGF', 'JAM3', 'ERBB2', 'JAM2']
1159	GO:BP	GO:0099024	plasma membrane invagination	0.0323697469176486	True	"""An infolding of the plasma membrane."" [GOC:dos, GOC:vw]"	73	101	3	15719	0.0297029702970297	0.0410958904109589	query_1	['GO:0010324']	['MSR1', 'THBS1', 'ITGA2']
1160	GO:BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	0.0323697469176486	True	"""Any process that modulates the frequency, rate or extent of the introduction of a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein."" [GOC:jl, PMID:11426647]"	73	101	3	15719	0.0297029702970297	0.0410958904109589	query_1	['GO:0007260', 'GO:0050730']	['PTPN2', 'FYN', 'LYN']
1158	GO:BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	0.0323697469176486	True	"""The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response."" [GOC:add, ISBN:0781735149, PMID:15199967]"	73	101	3	15719	0.0297029702970297	0.0410958904109589	query_1	['GO:0002429', 'GO:0002758']	['SRC', 'FYN', 'LYN']
1161	GO:BP	GO:0050890	cognition	0.0327290132787692	True	"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]"	294	101	6	15719	0.0594059405940594	0.0204081632653061	query_1	['GO:0050877']	['ITGB1', 'SRC', 'ITGA5', 'FYN', 'EGFR', 'ITGA3']
1162	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	0.0327290132787692	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	101	6	15719	0.0594059405940594	0.0204081632653061	query_1	['GO:0035556', 'GO:0097190']	['P4HB', 'PTPN2', 'SRC', 'PIK3R1', 'ERO1A', 'LCK']
1163	GO:BP	GO:0031644	regulation of nervous system process	0.0328102422129122	True	"""Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system."" [GOC:dph, GOC:mah, GOC:tb]"	137	101	4	15719	0.0396039603960396	0.0291970802919708	query_1	['GO:0044057', 'GO:0050877']	['SRC', 'HGF', 'JAM2', 'ITGA2']
253	REAC	REAC:R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	0.0333483229307472	True	Cargo recognition for clathrin-mediated endocytosis	103	95	4	10022	0.0421052631578947	0.0388349514563106	query_1	['REAC:R-HSA-8856828']	['EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
1165	GO:BP	GO:0030968	endoplasmic reticulum unfolded protein response	0.0333862001223488	True	"""The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation."" [GOC:mah, PMID:12042763]"	74	101	3	15719	0.0297029702970297	0.0405405405405405	query_1	['GO:0007165', 'GO:0034620', 'GO:0034976']	['PTPN2', 'PIK3R1', 'ERO1A']
1167	GO:BP	GO:0098698	postsynaptic specialization assembly	0.0333862001223488	True	"""The aggregation, arrangement and bonding together of a set of components to form a postsynaptic specialization, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:dos]"	26	101	2	15719	0.0198019801980198	0.0769230769230769	query_1	['GO:0070925', 'GO:0099068', 'GO:0099084']	['CRK', 'CRKL']
1166	GO:BP	GO:0045913	positive regulation of carbohydrate metabolic process	0.0333862001223488	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]"	74	101	3	15719	0.0297029702970297	0.0405405405405405	query_1	['GO:0005975', 'GO:0006109', 'GO:0009893']	['PTPN2', 'PDGFB', 'SRC']
1164	GO:BP	GO:0071260	cellular response to mechanical stimulus	0.0333862001223488	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:mah]"	74	101	3	15719	0.0297029702970297	0.0405405405405405	query_1	['GO:0009612', 'GO:0071214', 'GO:0071496']	['ITGB3', 'COL1A1', 'ITGA2']
1168	GO:BP	GO:0036010	protein localization to endosome	0.0333862001223488	True	"""A process in which a protein is transported to, or maintained in, a location within an endosome."" [GOC:yaf]"	26	101	2	15719	0.0198019801980198	0.0769230769230769	query_1	['GO:0033365']	['VEGFA', 'NRP1']
1169	GO:BP	GO:0007272	ensheathment of neurons	0.0334256122191271	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	138	101	4	15719	0.0396039603960396	0.0289855072463768	query_1	['GO:0007399', 'GO:0009987']	['HGF', 'JAM3', 'ERBB2', 'JAM2']
1170	GO:BP	GO:0008366	axon ensheathment	0.0334256122191271	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	138	101	4	15719	0.0396039603960396	0.0289855072463768	query_1	['GO:0007272']	['HGF', 'JAM3', 'ERBB2', 'JAM2']
1171	GO:BP	GO:0030217	T cell differentiation	0.0334955055102943	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	101	6	15719	0.0594059405940594	0.0202702702702702	query_1	['GO:0030098', 'GO:0042110']	['PTPN2', 'PIK3R1', 'SOS1', 'VAV1', 'ERBB2', 'LCK']
1172	GO:BP	GO:0030162	regulation of proteolysis	0.0335149487533197	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	681	101	10	15719	0.099009900990099	0.0146842878120411	query_1	['GO:0006508', 'GO:0051246']	['COL4A3', 'SRC', 'HGF', 'FYN', 'LYN', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'THBS1']
254	REAC	REAC:R-HSA-9008059	Interleukin-37 signaling	0.0336067850342376	True	Interleukin-37 signaling	21	95	2	10022	0.0210526315789473	0.0952380952380952	query_1	['REAC:R-HSA-446652']	['PTPN2', 'PTPN11']
1173	GO:BP	GO:0010959	regulation of metal ion transport	0.0337385050755532	True	"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	386	101	7	15719	0.0693069306930693	0.0181347150259067	query_1	['GO:0030001', 'GO:0043269']	['ITGB1', 'PDGFB', 'ITGB3', 'FYN', 'LYN', 'PDGFRB', 'PLCG1']
1174	GO:BP	GO:0044089	positive regulation of cellular component biogenesis	0.0338910118874503	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	481	101	8	15719	0.0792079207920792	0.0166320166320166	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']	['MET', 'SRC', 'TGFB3', 'PIK3R1', 'GRB2', 'VEGFA', 'NRP1', 'SEMA4D']
