Neuroectodermal melanolysosomal disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
848	GO:BP	GO:0043470	regulation of carbohydrate catabolic process	0.0187510543278996	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates."" [GOC:mlg]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0006109', 'GO:0009894', 'GO:0016052']	['STAT3', 'EP300', 'TP53']
847	GO:BP	GO:0007129	homologous chromosome pairing at meiosis	0.0187510543278996	True	"""The meiotic cell cycle process where side by side pairing and physical juxtaposition of homologous chromosomes is created during meiotic prophase. Homologous chromosome pairing begins when the chromosome arms begin to pair from the clustered telomeres and ends when synaptonemal complex or linear element assembly is complete."" [GOC:mtg_cell_cycle, PMID:22582262, PMID:23117617, PMID:31811152]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0045143', 'GO:0070192']	['EHMT2', 'CCNE2', 'CCNE1']
849	GO:BP	GO:0007059	chromosome segregation	0.0188508123646535	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	411	100	8	15719	0.08	0.0194647201946472	query_1	['GO:0022402']	['EHMT2', 'CCNB1', 'CCNE2', 'RB1', 'SMARCA4', 'CCNE1', 'CCNB2', 'KAT5']
107	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	0.0189099706492982	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	101	4	16420	0.0396039603960396	0.0347826086956521	query_1	['GO:0030880']	['CDK7', 'TRRAP', 'CCNH', 'MNAT1']
850	GO:BP	GO:0009266	response to temperature stimulus	0.0189392353765868	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."" [GOC:hb]"	171	100	5	15719	0.05	0.0292397660818713	query_1	['GO:0009628']	['AKT1', 'CREBBP', 'EP300', 'FOXO1', 'HDAC2']
851	GO:BP	GO:0000725	recombinational repair	0.0189392353765868	True	"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]"	171	100	5	15719	0.05	0.0292397660818713	query_1	['GO:0006281', 'GO:0006310']	['TRRAP', 'RUVBL1', 'KAT5', 'KDM1A', 'EPC1']
852	GO:BP	GO:0001659	temperature homeostasis	0.0193642814205345	True	"""A homeostatic process in which an organism modulates its internal body temperature."" [GOC:jl]"	172	100	5	15719	0.05	0.0290697674418604	query_1	['GO:0048871']	['STAT3', 'RB1', 'EHMT1', 'FOXO1', 'KDM1A']
853	GO:BP	GO:0018107	peptidyl-threonine phosphorylation	0.0193642814205345	True	"""The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [RESID:AA0038]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0006468', 'GO:0018210']	['AKT1', 'CDK5', 'CDK5R1', 'CDK1']
270	REAC	REAC:R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	0.0194256264144636	True	Formation of HIV-1 elongation complex containing HIV-1 Tat	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-167246']	['CDK7', 'CCNH', 'MNAT1']
271	REAC	REAC:R-HSA-3371568	Attenuation phase	0.0194256264144636	True	Attenuation phase	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-3371571']	['CREBBP', 'EP300']
272	REAC	REAC:R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	0.0194256264144636	True	Deactivation of the beta-catenin transactivating complex	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-201681']	['AKT1', 'CTNNB1', 'HDAC1']
273	REAC	REAC:R-HSA-167169	HIV Transcription Elongation	0.0194256264144636	True	HIV Transcription Elongation	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-167172']	['CDK7', 'CCNH', 'MNAT1']
274	REAC	REAC:R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	0.0194256264144636	True	Tat-mediated elongation of the HIV-1 transcript	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-167169']	['CDK7', 'CCNH', 'MNAT1']
275	REAC	REAC:R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	0.0194256264144636	True	Regulation of TP53 Activity through Association with Co-factors	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-5633007']	['AKT1', 'TP53']
269	REAC	REAC:R-HSA-8941856	RUNX3 regulates NOTCH signaling	0.0194256264144636	True	RUNX3 regulates NOTCH signaling	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-8878159']	['CREBBP', 'EP300']
854	GO:BP	GO:0010611	regulation of cardiac muscle hypertrophy	0.019624697556145	True	"""Any process that modulates the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division."" [GOC:dph, GOC:tb]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0003300', 'GO:0014743', 'GO:0043502']	['SMAD4', 'FOXO1', 'SMAD3']
110	GO:CC	GO:0016938	kinesin I complex	0.0202654645902193	True	"""A complex of two kinesin heavy chains and two kinesin light chains."" [http://www.csfic.mi.cnr.it/centro/lines/8/ric.html]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0005871']	['KLC2']
111	GO:CC	GO:0030880	RNA polymerase complex	0.0202654645902193	True	"""Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits."" [GOC:mah]"	118	101	4	16420	0.0396039603960396	0.0338983050847457	query_1	['GO:0061695', 'GO:0140535']	['CDK7', 'TRRAP', 'CCNH', 'MNAT1']
109	GO:CC	GO:0097132	cyclin D2-CDK6 complex	0.0202654645902193	True	"""A protein complex consisting of cyclin D2 and cyclin-dependent kinase 6 (CDK6). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0000307']	['CDK6']
108	GO:CC	GO:0044195	nucleoplasmic reticulum	0.0202654645902193	True	"""Long, dynamic tubular channels, formed by invagination of the nuclear envelope, that extend deep into the nucleoplasm. The channels have an underlying lamina and are implicated in functioning in signaling and transport."" [GOC:jl, PMID:17959832, PMID:9024685]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0005635', 'GO:0110165']	['MYC']
276	REAC	REAC:R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	0.0203130015403494	True	Transcriptional regulation of white adipocyte differentiation	82	98	4	10022	0.0408163265306122	0.048780487804878	query_1	['REAC:R-HSA-1266738']	['CREBBP', 'EP300', 'CCND3', 'CDK4']
277	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	0.0203130015403494	True	Cytokine Signaling in Immune system	705	98	14	10022	0.1428571428571428	0.0198581560283687	query_1	['REAC:R-HSA-168256']	['AKT1', 'MYC', 'STAT3', 'SMARCA4', 'RBX1', 'PSMC5', 'CDKN1A', 'SKP1', 'FOXO1', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'CCND1']
858	GO:BP	GO:0072074	kidney mesenchyme development	0.0203924209819811	True	"""The biological process whose specific outcome is the progression of a kidney mesenchyme from an initial condition to its mature state. This process begins with the formation of kidney mesenchyme and ends with the mature structure. Kidney mesenchyme is the tissue made up of loosely connected mesenchymal cells in the kidney."" [GOC:mtg_kidney_jan10]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0001822', 'GO:0060485']	['MYC', 'SMAD4']
855	GO:BP	GO:0006474	N-terminal protein amino acid acetylation	0.0203924209819811	True	"""The acetylation of the N-terminal amino acid of proteins."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0006473', 'GO:0031365', 'GO:0051604']	['CREBBP', 'EP300']
856	GO:BP	GO:1900034	regulation of cellular response to heat	0.0203924209819811	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['CREBBP', 'EP300']
857	GO:BP	GO:0045655	regulation of monocyte differentiation	0.0203924209819811	True	"""Any process that modulates the frequency, rate or extent of monocyte differentiation."" [GOC:go_curators]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0002761', 'GO:0030224']	['MYC', 'CDK6']
859	GO:BP	GO:0071391	cellular response to estrogen stimulus	0.0203924209819811	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by an estrogen, C18 steroid hormones that can stimulate the development of female sexual characteristics."" [GOC:mah]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0032870', 'GO:0043627']	['SP1', 'ESR1']
860	GO:BP	GO:1901655	cellular response to ketone	0.020490826863591	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	100	4	15719	0.04	0.036697247706422	query_1	['GO:1901654', 'GO:1901701']	['BMI1', 'AKT1', 'SP1', 'CDK4']
861	GO:BP	GO:0051099	positive regulation of binding	0.020628984205569	True	"""Any process that activates or increases the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	175	100	5	15719	0.05	0.0285714285714285	query_1	['GO:0044093', 'GO:0051098']	['CDK5', 'CTNNB1', 'RB1', 'EP300', 'KDM1A']
865	GO:BP	GO:0009896	positive regulation of catabolic process	0.0210155075638192	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	512	100	9	15719	0.09	0.017578125	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['OAZ1', 'AKT1', 'OAZ3', 'OAZ2', 'RBX1', 'PSMC5', 'FOXO1', 'KAT5', 'CDKN1B']
862	GO:BP	GO:0010720	positive regulation of cell development	0.0210155075638192	True	"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	420	100	8	15719	0.08	0.019047619047619	query_1	['GO:0045597', 'GO:0048468', 'GO:0060284']	['CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'E2F1', 'KAT5', 'HDAC2', 'KDM1A']
863	GO:BP	GO:0042633	hair cycle	0.0210155075638192	True	"""The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:go_curators, PMID:12230507]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0042303']	['CTNNB1', 'HDAC1', 'SMAD4', 'HDAC2']
864	GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.0210155075638192	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0006913', 'GO:0032386']	['CDK5', 'CDK1', 'CDKN2A', 'SMAD3']
866	GO:BP	GO:0042303	molting cycle	0.0210155075638192	True	"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0032501']	['CTNNB1', 'HDAC1', 'SMAD4', 'HDAC2']
278	REAC	REAC:R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	0.0211436046029131	True	Signaling by Receptor Tyrosine Kinases	495	98	11	10022	0.1122448979591836	0.0222222222222222	query_1	['REAC:R-HSA-162582']	['AKT1', 'MYC', 'CDK5', 'STAT3', 'CTNNB1', 'HDAC1', 'SIN3A', 'CDK5R1', 'EP300', 'ESR1', 'HDAC2']
279	REAC	REAC:R-HSA-8856688	Golgi-to-ER retrograde transport	0.0211924708658065	True	Golgi-to-ER retrograde transport	130	98	5	10022	0.0510204081632653	0.0384615384615384	query_1	['REAC:R-HSA-6811442']	['KIF5A', 'KLC4', 'KIF5B', 'KLC2', 'KLC1']
280	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	0.0213355418164452	True	TGF-beta receptor signaling activates SMADs	44	98	3	10022	0.0306122448979591	0.0681818181818181	query_1	['REAC:R-HSA-170834']	['SMAD2', 'SMAD4', 'SMAD3']
281	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0213355418164452	True	SARS-CoV Infections	363	98	9	10022	0.0918367346938775	0.024793388429752	query_1	['REAC:R-HSA-5663205']	['AKT1', 'CREBBP', 'RB1', 'HDAC1', 'RBBP4', 'RBX1', 'RCOR1', 'HDAC2', 'KDM1A']
282	REAC	REAC:R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	0.0213355418164452	True	Formation of HIV elongation complex in the absence of HIV Tat	44	98	3	10022	0.0306122448979591	0.0681818181818181	query_1	['REAC:R-HSA-167172']	['CDK7', 'CCNH', 'MNAT1']
868	GO:BP	GO:0009948	anterior/posterior axis specification	0.021381922329181	True	"""The establishment, maintenance and elaboration of the anterior/posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism."" [GOC:dph, GOC:go_curators, GOC:tb]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0009798', 'GO:0009952']	['CTNNB1', 'SMAD4', 'RNF2']
867	GO:BP	GO:0014743	regulation of muscle hypertrophy	0.021381922329181	True	"""Any process that modulates the frequency, rate or extent of muscle hypertrophy."" [GOC:mtg_muscle]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0014896', 'GO:0090257']	['SMAD4', 'FOXO1', 'SMAD3']
869	GO:BP	GO:0006109	regulation of carbohydrate metabolic process	0.0214348361589857	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates."" [GOC:go_curators]"	177	100	5	15719	0.05	0.0282485875706214	query_1	['GO:0005975', 'GO:0080090']	['AKT1', 'STAT3', 'EP300', 'FOXO1', 'TP53']
112	GO:CC	GO:0005637	nuclear inner membrane	0.0214522826719191	True	"""The inner, i.e. lumen-facing, lipid bilayer of the nuclear envelope."" [GOC:ma]"	62	101	3	16420	0.0297029702970297	0.0483870967741935	query_1	['GO:0019866', 'GO:0031965']	['SMAD1', 'CBX3', 'SMAD3']
283	REAC	REAC:R-HSA-918233	TRAF3-dependent IRF activation pathway	0.0216448960845404	True	TRAF3-dependent IRF activation pathway	15	98	2	10022	0.0204081632653061	0.1333333333333333	query_1	['REAC:R-HSA-168928']	['CREBBP', 'EP300']
870	GO:BP	GO:0060173	limb development	0.0218448347932243	True	"""The process whose specific outcome is the progression of a limb over time, from its formation to the mature structure. A limb is an appendage of an animal used for locomotion or grasping. Examples include legs, arms or some types of fin."" [GOC:dgh, GOC:dph, PMID:11487378]"	178	100	5	15719	0.05	0.0280898876404494	query_1	['GO:0048736']	['CREBBP', 'CTNNB1', 'HDAC1', 'SMAD4', 'HDAC2']
871	GO:BP	GO:0048736	appendage development	0.0218448347932243	True	"""The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [GOC:jid, GOC:rc]"	178	100	5	15719	0.05	0.0280898876404494	query_1	['GO:0007275', 'GO:0048856']	['CREBBP', 'CTNNB1', 'HDAC1', 'SMAD4', 'HDAC2']
872	GO:BP	GO:0006479	protein methylation	0.0218448347932243	True	"""The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."" [GOC:ai]"	178	100	5	15719	0.05	0.0280898876404494	query_1	['GO:0008213', 'GO:0043414']	['EHMT2', 'CTNNB1', 'SMAD4', 'EHMT1', 'KDM1A']
873	GO:BP	GO:0008213	protein alkylation	0.0218448347932243	True	"""The addition of an alkyl group to a protein amino acid. Alkyl groups are derived from alkanes by removal of one hydrogen atom."" [GOC:ma]"	178	100	5	15719	0.05	0.0280898876404494	query_1	['GO:0036211']	['EHMT2', 'CTNNB1', 'SMAD4', 'EHMT1', 'KDM1A']
284	REAC	REAC:R-HSA-5621481	C-type lectin receptors (CLRs)	0.0221595391001804	True	C-type lectin receptors (CLRs)	132	98	5	10022	0.0510204081632653	0.0378787878787878	query_1	['REAC:R-HSA-168249']	['CREBBP', 'PSMC5', 'SKP1', 'EP300', 'CUL1']
874	GO:BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	0.0222265179684211	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0001938', 'GO:0101023', 'GO:1905562']	['STAT3', 'SP1']
