Branchio-oculo-facial syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1652	GO:BP	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate or extent of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry."" [GOC:BHF, GOC:TermGenie]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0032927', 'GO:0051240', 'GO:1900164', 'GO:1900175']	['SMAD2']
1653	GO:BP	GO:0018993	somatic sex determination	0.0327498585615663	True	"""The determination of sex and sexual phenotypes in an organism's soma."" [GOC:ems]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0007275', 'GO:0007530']	['AR']
1654	GO:BP	GO:1900240	negative regulation of phenotypic switching	0.0327498585615663	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of phenotypic switching."" [GOC:di, GOC:TermGenie]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0036166', 'GO:0048523', 'GO:1900239']	['DNMT1']
1655	GO:BP	GO:0072134	nephrogenic mesenchyme morphogenesis	0.0327498585615663	True	"""The process in which the anatomical structures of a nephrogenic mesenchymal tissue are generated and organized. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072076', 'GO:0072131']	['SMAD4']
1656	GO:BP	GO:0071707	immunoglobulin heavy chain V-D-J recombination	0.0327498585615663	True	"""The process in which immunoglobulin heavy chain V, D, and J gene segments are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781735149]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0033152']	['YY1']
1657	GO:BP	GO:1901575	organic substance catabolic process	0.0327498585615663	True	"""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	2014	101	20	17376	0.198019801980198	0.009930486593843	query_1	['GO:0009056', 'GO:0071704']	['AKT1', 'CDK5', 'CTNNB1', 'RBX1', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'E2F1', 'CDKN2A', 'CDK2', 'UBE2W', 'FOXO1', 'KAT5', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3']
1658	GO:BP	GO:0006482	protein demethylation	0.0327498585615663	True	"""The removal of a methyl group, from a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."" [GOC:mah]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0008214', 'GO:0070988']	['KDM5B', 'KDM1A']
1659	GO:BP	GO:0001966	thigmotaxis	0.0327498585615663	True	"""The directed movement of an animal in response to touch."" [GOC:dph]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0007610']	['EP300']
1660	GO:BP	GO:0034352	positive regulation of glial cell apoptotic process	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate, or extent of glial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0034349', 'GO:0034350', 'GO:0043065']	['CDK5']
1661	GO:BP	GO:0072076	nephrogenic mesenchyme development	0.0327498585615663	True	"""The biological process whose specific outcome is the progression of a nephrogenic mesenchyme from an initial condition to its mature state. This process begins with the formation of nephrogenic mesenchyme and ends with the mature structure. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072006', 'GO:0072074']	['SMAD4']
1662	GO:BP	GO:1902435	regulation of male mating behavior	0.0327498585615663	True	"""Any process that modulates the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0050795', 'GO:0060179', 'GO:2000241']	['HDAC2']
1663	GO:BP	GO:1902437	positive regulation of male mating behavior	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048520', 'GO:0060179', 'GO:1902435', 'GO:2000243']	['HDAC2']
1664	GO:BP	GO:0016331	morphogenesis of embryonic epithelium	0.0327498585615663	True	"""The process in which the anatomical structures of embryonic epithelia are generated and organized."" [GOC:jl]"	149	101	4	17376	0.0396039603960396	0.0268456375838926	query_1	['GO:0002009', 'GO:0048598']	['CITED2', 'CTNNB1', 'TFAP2A', 'AR']
1665	GO:BP	GO:1905775	negative regulation of DNA helicase activity	0.0327498585615663	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ATP-dependent DNA helicase activity."" [GOC:rb, GOC:TermGenie, PMID:13679365, PMID:19734539]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0051097', 'GO:1905463', 'GO:1905774']	['MNAT1']
1666	GO:BP	GO:0072053	renal inner medulla development	0.0327498585615663	True	"""The process whose specific outcome is the progression of the renal inner medulla over time, from its formation to the mature structure. The renal inner medulla is unique to mammalian kidneys and is the innermost region of the mammalian kidney."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1667	GO:BP	GO:0045976	negative regulation of mitotic cell cycle, embryonic	0.0327498585615663	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the embryonic mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0009794', 'GO:0045448', 'GO:0045930']	['CTNNB1']
1668	GO:BP	GO:0072054	renal outer medulla development	0.0327498585615663	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1669	GO:BP	GO:1904567	response to wortmannin	0.0327498585615663	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014070', 'GO:1901654']	['SP1']
1670	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
1671	GO:BP	GO:0036023	embryonic skeletal limb joint morphogenesis	0.0327498585615663	True	"""The process, occurring in the embryo, in which the anatomical structures of a skeletal limb joint are generated and organized. A skeletal limb joint is the connecting structure between the bones of a limb."" [GOC:bf, Wikipedia:Joint]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0030326', 'GO:0036022', 'GO:0060272']	['CTNNB1']
1672	GO:BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	0.0327498585615663	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the positive regulation of epithelial cell to mesenchymal cell transition."" [GOC:BHF, GOC:jl]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0010718', 'GO:0060070']	['CTNNB1']
1673	GO:BP	GO:0035983	response to trichostatin A	0.0327498585615663	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a trichostatin A stimulus."" [GOC:yaf, PMID:20181743]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0010243', 'GO:0014070', 'GO:0046677', 'GO:1901700']	['EZH2']
1674	GO:BP	GO:0035262	gonad morphogenesis	0.0327498585615663	True	"""The process in which the anatomical structures of the gonads are generated and organized. A gonad is an animal organ producing gametes, e.g. the testes or the ovary in mammals."" [ISBN:0198612001]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003006', 'GO:0008406', 'GO:0009887']	['SMAD4']
1675	GO:BP	GO:0000320	re-entry into mitotic cell cycle	0.0327498585615663	True	"""The resumption of the mitotic cell division cycle by cells that were in a quiescent or other non-dividing state."" [GOC:krc]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0022402']	['CCND1']
1676	GO:BP	GO:2000740	negative regulation of mesenchymal stem cell differentiation	0.0327498585615663	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal stem cell differentiation."" [GOC:obol]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0072497', 'GO:2000737', 'GO:2000739']	['REST']
1677	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.0327498585615663	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
1678	GO:BP	GO:2000142	regulation of DNA-templated transcription initiation	0.0327498585615663	True	"""Any process that modulates the frequency, rate or extent of DNA-templated transcription initiation."" [GOC:mah, GOC:txnOH]"	80	101	3	17376	0.0297029702970297	0.0375	query_1	['GO:0006352', 'GO:0006355']	['ESR1', 'CDK4', 'TP53']
1679	GO:BP	GO:0007352	zygotic specification of dorsal/ventral axis	0.0327498585615663	True	"""The specification of the dorsal/ventral axis of the embryo, through the products of genes expressed in the zygote."" [GOC:bf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0000578', 'GO:0009950']	['SMAD2']
1680	GO:BP	GO:0007289	spermatid nucleus differentiation	0.0327498585615663	True	"""The specialization of the spermatid nucleus during the development of a spermatid into a mature male gamete competent for fertilization."" [GOC:bf, GOC:dph, GOC:jl, GOC:mah]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0006997', 'GO:0007286', 'GO:0022412']	['KAT5', 'EPC1']
1681	GO:BP	GO:0060560	developmental growth involved in morphogenesis	0.0327498585615663	True	"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]"	231	101	5	17376	0.0495049504950495	0.0216450216450216	query_1	['GO:0009653', 'GO:0048589']	['CDK5', 'CTNNB1', 'SIN3A', 'KDM5B', 'ESR1']
1682	GO:BP	GO:0035984	cellular response to trichostatin A	0.0327498585615663	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a trichostatin A stimulus."" [GOC:yaf, PMID:20181743]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0035983', 'GO:0071236', 'GO:0071407', 'GO:0071417', 'GO:1901701']	['EZH2']
1683	GO:BP	GO:1905931	negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching	0.0327498585615663	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell differentiation involved in phenotypic switching."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:25089138]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:1905064', 'GO:1905420', 'GO:1905916', 'GO:1905930']	['DNMT1']
1684	GO:BP	GO:0035264	multicellular organism growth	0.0327498585615663	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	101	4	17376	0.0396039603960396	0.0268456375838926	query_1	['GO:0032501', 'GO:0048589']	['AR', 'EP300', 'CDK4', 'TP53']
1685	GO:BP	GO:1905916	negative regulation of cell differentiation involved in phenotypic switching	0.0327498585615663	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell differentiation involved in phenotypic switching."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:25089138]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0045596', 'GO:0090679', 'GO:1900240', 'GO:1905915']	['DNMT1']
1686	GO:BP	GO:0036296	response to increased oxygen levels	0.0327498585615663	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting an increase in the level of oxygen."" [GOC:al]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0070482']	['FOXO1', 'HDAC2']
1687	GO:BP	GO:0032298	positive regulation of DNA-templated DNA replication initiation	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0006270', 'GO:0030174', 'GO:2000105']	['CDK2']
1688	GO:BP	GO:0032907	transforming growth factor beta3 production	0.0327498585615663	True	"""The appearance of transforming growth factor-beta3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0071604']	['SMAD3']
1689	GO:BP	GO:0035802	adrenal cortex formation	0.0327498585615663	True	"""The process that gives rise to the adrenal cortex. This process pertains to the initial formation of a structure from unspecified parts. The adrenogonadal primordium from which the adrenal cortex is formed derives from a condensation of coelomic epithelial cells (the urogenital ridge; the same structure from which gonads and kidney also originate)."" [PMID:12185666, PMID:21115154]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0035801', 'GO:0048646']	['CITED2']
1690	GO:BP	GO:0060599	lateral sprouting involved in mammary gland duct morphogenesis	0.0327498585615663	True	"""The process in which a branch forms along the side of a mammary duct."" [GOC:dph, PMID:17120154]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0060444', 'GO:0060601']	['AR']
1691	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.0327498585615663	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
1692	GO:BP	GO:0045666	positive regulation of neuron differentiation	0.033061493402327	True	"""Any process that activates or increases the frequency, rate or extent of neuron differentiation."" [GOC:go_curators]"	81	101	3	17376	0.0297029702970297	0.037037037037037	query_1	['GO:0030182', 'GO:0045597', 'GO:0045664']	['REST', 'FOXG1', 'SIN3A']
