Lenz-Majewski hyperostotic dwarfism	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
255	GO:BP	GO:0001676	long-chain fatty acid metabolic process	0.0299847161975337	True	"""The chemical reactions and pathways involving a long-chain fatty acid, a fatty acid with an aliphatic tail of 13 to 21 carbons."" [GOC:ajp]"	102	96	4	15719	0.0416666666666666	0.0392156862745098	query_1	['GO:0006631']	['ABCD3', 'ABCD1', 'ELOVL2', 'SLC27A2']
256	GO:BP	GO:0070925	organelle assembly	0.0300457582768865	True	"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	911	96	13	15719	0.1354166666666666	0.0142700329308452	query_1	['GO:0006996', 'GO:0022607']	['RAB34', 'RAB14', 'RAB1B', 'TPX2', 'RAB7A', 'RAB8A', 'HTT', 'RAB3IP', 'RAB5A', 'RILP', 'RAB1A', 'GDI2', 'RAB23']
259	GO:BP	GO:0043217	myelin maintenance	0.0308992536067906	True	"""The process of preserving the structure and function of mature myelin. This includes maintaining the compact structure of myelin necessary for its electrical insulating characteristics as well as the structure of non-compact regions such as Schmidt-Lantermann clefts and paranodal loops. This does not include processes responsible for maintaining the nodes of Ranvier, which are not part of the myelin sheath."" [GOC:dgh]"	15	96	2	15719	0.0208333333333333	0.1333333333333333	query_1	['GO:0007009', 'GO:0042552']	['ABCD2', 'ABCD1']
258	GO:BP	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	0.0308992536067906	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of reactive oxygen species biosynthetic process."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	15	96	2	15719	0.0208333333333333	0.1333333333333333	query_1	['GO:0009890', 'GO:1903409', 'GO:1903426', 'GO:2000378']	['ABCD2', 'ABCD1']
257	GO:BP	GO:0006909	phagocytosis	0.0308992536067906	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	242	96	6	15719	0.0625	0.024793388429752	query_1	['GO:0006897']	['RAB34', 'RAB14', 'RAB7A', 'RAB5A', 'RHOG', 'RHOH']
260	GO:BP	GO:0043043	peptide biosynthetic process	0.0314480007037794	True	"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [GOC:dph, GOC:jl]"	705	96	11	15719	0.1145833333333333	0.0156028368794326	query_1	['GO:0006518', 'GO:0043604', 'GO:1901566']	['MOV10', 'AGO4', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TARBP2', 'TNRC6C', 'AGO3', 'TRMT10C', 'AGO1']
261	GO:BP	GO:0048699	generation of neurons	0.0314955017048741	True	"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]"	1375	96	17	15719	0.1770833333333333	0.0123636363636363	query_1	['GO:0022008']	['MOV10', 'MICALL1', 'SYT1', 'RAB8A', 'DICER1', 'RAB13', 'RHOG', 'YWHAE', 'GDI1', 'SNAP25', 'RAB10', 'STXBP1', 'RAB35', 'S1PR5', 'RHOH', 'RAB3A', 'RAB6A']
109	GO:CC	GO:0098794	postsynapse	0.0316064068337999	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	95	9	16420	0.0947368421052631	0.0142857142857142	query_1	['GO:0045202', 'GO:0110165']	['APBA3', 'RAB8A', 'HTT', 'STX1A', 'RAB5A', 'RAB4A', 'SNAP25', 'STXBP1', 'RAB3A']
262	GO:BP	GO:0099536	synaptic signaling	0.0322239929156891	True	"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	708	96	11	15719	0.1145833333333333	0.0155367231638418	query_1	['GO:0007267']	['APBA3', 'SYT1', 'RAB8A', 'BACE1', 'VAMP2', 'STX1A', 'RAB5A', 'PPFIA3', 'SNAP25', 'STXBP1', 'RAB3A']
263	GO:BP	GO:0015837	amine transport	0.0322565069658	True	"""The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]"	105	96	4	15719	0.0416666666666666	0.0380952380952381	query_1	['GO:0071702', 'GO:0071705']	['SYT1', 'STX1A', 'STXBP1', 'RAB3A']
113	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	0.0330605147663151	True	"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	1111	95	13	16420	0.1368421052631579	0.0117011701170117	query_1	['GO:0012505', 'GO:0016020']	['RAB14', 'RAB1B', 'PTDSS1', 'ABCD1', 'RHOG', 'ELOVL2', 'NAT8', 'KTN1', 'SLC27A2', 'RAB10', 'PIGW', 'PEX16', 'RAB6A']
112	GO:CC	GO:0005880	nuclear microtubule	0.0330605147663151	True	"""Any microtubule in the nucleus of a cell."" [GOC:mah]"	2	95	1	16420	0.0105263157894736	0.5	query_1	['GO:0005634', 'GO:0005874']	['TPX2']
111	GO:CC	GO:0008076	voltage-gated potassium channel complex	0.0330605147663151	True	"""A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."" [GOC:mah]"	81	95	3	16420	0.031578947368421	0.037037037037037	query_1	['GO:0034705', 'GO:0098797']	['VAMP2', 'STX1A', 'SNAP25']
110	GO:CC	GO:0070381	endosome to plasma membrane transport vesicle	0.0330605147663151	True	"""A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane and to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah, PMID:10679016, PMID:12110576]"	2	95	1	16420	0.0105263157894736	0.5	query_1	['GO:0070382']	['RAB6A']
264	GO:BP	GO:0048812	neuron projection morphogenesis	0.0333397721808035	True	"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]"	610	96	10	15719	0.1041666666666666	0.0163934426229508	query_1	['GO:0031175', 'GO:0120039']	['MOV10', 'SYT1', 'RAB8A', 'DICER1', 'RHOG', 'GDI1', 'RAB10', 'STXBP1', 'RHOH', 'RAB3A']
267	GO:BP	GO:0099116	tRNA 5'-end processing	0.0338707446943839	True	"""The process in which the 5' end of a pre-tRNA molecule is converted to that of a mature tRNA."" [GOC:dos, GOC:pf, PMID:27484477]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0000966', 'GO:0008033']	['HSD17B10', 'TRMT10C']
269	GO:BP	GO:0061158	3'-UTR-mediated mRNA destabilization	0.0338707446943839	True	"""An mRNA destabilization process in which one or more RNA-binding proteins associate with the 3'-untranslated region (UTR) of an mRNA."" [GOC:dph, GOC:jh]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0061157']	['MOV10', 'ZFP36']
268	GO:BP	GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	0.0338707446943839	True	"""The directed movement of neurotransmitter receptor to the postsynaptic membrane in transport vesicles."" [GOC:dos]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0097120', 'GO:0098877', 'GO:0099072', 'GO:1903540']	['RAB8A', 'SNAP25']
265	GO:BP	GO:0043652	engulfment of apoptotic cell	0.0338707446943839	True	"""The removal of the apoptotic cell by phagocytosis, by a neighboring cell or by a phagocyte."" [GOC:rk, PMID:15536015]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0006911', 'GO:0043277']	['RHOG', 'RHOH']
266	GO:BP	GO:0099638	endosome to plasma membrane protein transport	0.0338707446943839	True	"""The directed movement of proteins from the endosome to the plasma membrane in transport vesicles."" [GOC:dos]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0006886', 'GO:0032456', 'GO:0061951']	['RAB7A', 'RAB8A']
89	REAC	REAC:R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	0.0347173583083862	True	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	19	86	2	10022	0.0232558139534883	0.1052631578947368	query_1	['REAC:R-HSA-9609507']	['VAMP2', 'STX1A']
270	GO:BP	GO:0015908	fatty acid transport	0.0359010713871498	True	"""The directed movement of fatty acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fatty acids are aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [GOC:ai]"	109	96	4	15719	0.0416666666666666	0.036697247706422	query_1	['GO:0006869', 'GO:0015718']	['ABCD3', 'ABCD2', 'ABCD1', 'SLC27A2']
114	GO:CC	GO:0042734	presynaptic membrane	0.0362755786073268	True	"""A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane."" [GOC:jl, ISBN:0815316194]"	156	95	4	16420	0.0421052631578947	0.0256410256410256	query_1	['GO:0097060', 'GO:0098793']	['SYT1', 'STX1A', 'SNAP25', 'STXBP1']
271	GO:BP	GO:0042886	amide transport	0.0366657399130151	True	"""The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, ISBN:0198506732]"	337	96	7	15719	0.0729166666666666	0.0207715133531157	query_1	['GO:0071705']	['RAB8B', 'STX1A', 'ABCD1', 'RAB1A', 'SNAP25', 'STXBP1', 'RAB3A']
272	GO:BP	GO:0050433	regulation of catecholamine secretion	0.0368044099822888	True	"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]"	55	96	3	15719	0.03125	0.0545454545454545	query_1	['GO:0050432', 'GO:0051952', 'GO:1903530']	['SYT1', 'STX1A', 'RAB3A']
273	GO:BP	GO:0098877	neurotransmitter receptor transport to plasma membrane	0.0372685440673112	True	"""The directed movement of neurotransmitter receptor to the plasma membrane in transport vesicles."" [GOC:dos]"	17	96	2	15719	0.0208333333333333	0.1176470588235294	query_1	['GO:0090150', 'GO:0098876', 'GO:0099637', 'GO:1990778']	['RAB8A', 'SNAP25']
274	GO:BP	GO:1903540	establishment of protein localization to postsynaptic membrane	0.0372685440673112	True	"""The directed movement of a protein to a specific location in a postsynaptic membrane."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:9753322]"	17	96	2	15719	0.0208333333333333	0.1176470588235294	query_1	['GO:0090150', 'GO:1903539']	['RAB8A', 'SNAP25']
275	GO:BP	GO:0046321	positive regulation of fatty acid oxidation	0.0372685440673112	True	"""Any process that activates or increases the frequency, rate or extent of fatty acid oxidation."" [GOC:ai]"	17	96	2	15719	0.0208333333333333	0.1176470588235294	query_1	['GO:0019395', 'GO:0045923', 'GO:0046320']	['ABCD2', 'ABCD1']
276	GO:BP	GO:0070525	tRNA threonylcarbamoyladenosine metabolic process	0.0372685440673112	True	"""The chemical reactions and pathways involving tRNA threonylcarbamoyladenosine, a modified nucleoside found in some tRNA molecules."" [GOC:imk, GOC:mah, PMID:19287007]"	17	96	2	15719	0.0208333333333333	0.1176470588235294	query_1	['GO:0016070']	['HSD17B10', 'TRMT10C']
91	REAC	REAC:R-HSA-390918	Peroxisomal lipid metabolism	0.037594525173282	True	Peroxisomal lipid metabolism	20	86	2	10022	0.0232558139534883	0.1	query_1	['REAC:R-HSA-8978868']	['ABCD1', 'SLC27A2']
90	REAC	REAC:R-HSA-163685	Integration of energy metabolism	0.037594525173282	True	Integration of energy metabolism	105	86	4	10022	0.0465116279069767	0.0380952380952381	query_1	['REAC:R-HSA-1430728']	['VAMP2', 'STX1A', 'SNAP25', 'STXBP1']
277	GO:BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	0.038081247227209	True	"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]"	626	96	10	15719	0.1041666666666666	0.0159744408945686	query_1	['GO:0048858']	['MOV10', 'SYT1', 'RAB8A', 'DICER1', 'RHOG', 'GDI1', 'RAB10', 'STXBP1', 'RHOH', 'RAB3A']
278	GO:BP	GO:0060341	regulation of cellular localization	0.0396721940339756	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	96	13	15719	0.1354166666666666	0.0136698212407991	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['RAB14', 'RAB8A', 'ZFP36', 'VAMP2', 'STX1A', 'ARHGDIA', 'RHOG', 'YWHAE', 'GDI1', 'SNAP25', 'GDI2', 'ARHGDIG', 'RAB23']
279	GO:BP	GO:0050432	catecholamine secretion	0.0396721940339756	True	"""The regulated release of catecholamines by a cell. The catecholamines are a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, GOC:ef]"	57	96	3	15719	0.03125	0.0526315789473684	query_1	['GO:0032940', 'GO:0051937']	['SYT1', 'STX1A', 'RAB3A']
280	GO:BP	GO:0048858	cell projection morphogenesis	0.0398107213161695	True	"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]"	631	96	10	15719	0.1041666666666666	0.0158478605388272	query_1	['GO:0000902', 'GO:0030030', 'GO:0032990']	['MOV10', 'SYT1', 'RAB8A', 'DICER1', 'RHOG', 'GDI1', 'RAB10', 'STXBP1', 'RHOH', 'RAB3A']
92	REAC	REAC:R-HSA-5620916	VxPx cargo-targeting to cilium	0.0408052241399718	True	VxPx cargo-targeting to cilium	21	86	2	10022	0.0232558139534883	0.0952380952380952	query_1	['REAC:R-HSA-5620920']	['RAB8A', 'RAB3IP']
281	GO:BP	GO:0000963	mitochondrial RNA processing	0.041020640177919	True	"""The conversion of a primary RNA molecule transcribed from a mitochondrial genome into one or more mature RNA molecules; occurs in the mitochondrion."" [GOC:krc, GOC:mah]"	18	96	2	15719	0.0208333333333333	0.1111111111111111	query_1	['GO:0000959', 'GO:0006396', 'GO:0140053']	['HSD17B10', 'TRMT10C']
282	GO:BP	GO:0032880	regulation of protein localization	0.0410358642671179	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	846	96	12	15719	0.125	0.0141843971631205	query_1	['GO:0008104', 'GO:0060341']	['RAB14', 'RAB8A', 'VAMP2', 'STX1A', 'ARHGDIA', 'RHOG', 'YWHAE', 'GDI1', 'SNAP25', 'GDI2', 'ARHGDIG', 'RAB23']
283	GO:BP	GO:0009306	protein secretion	0.0417441588469489	True	"""The controlled release of proteins from a cell."" [GOC:ai]"	348	96	7	15719	0.0729166666666666	0.0201149425287356	query_1	['GO:0015031', 'GO:0032940', 'GO:0035592']	['RAB8A', 'RAB8B', 'STX1A', 'RAB13', 'SNAP25', 'RAB10', 'RAB3A']
284	GO:BP	GO:0030182	neuron differentiation	0.0420763483390633	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]"	1307	96	16	15719	0.1666666666666666	0.0122417750573833	query_1	['GO:0030154', 'GO:0048699']	['MOV10', 'MICALL1', 'SYT1', 'RAB8A', 'DICER1', 'RAB13', 'RHOG', 'GDI1', 'SNAP25', 'RAB10', 'STXBP1', 'RAB35', 'S1PR5', 'RHOH', 'RAB3A', 'RAB6A']
285	GO:BP	GO:0035592	establishment of protein localization to extracellular region	0.0420938213054314	True	"""The directed movement of a protein to a specific location within the extracellular region."" [GOC:bf, GOC:BHF]"	349	96	7	15719	0.0729166666666666	0.0200573065902578	query_1	['GO:0045184', 'GO:0071692']	['RAB8A', 'RAB8B', 'STX1A', 'RAB13', 'SNAP25', 'RAB10', 'RAB3A']
115	GO:CC	GO:0140535	intracellular protein-containing complex	0.0426217769327297	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	904	95	11	16420	0.1157894736842105	0.0121681415929203	query_1	['GO:0032991']	['PRKRA', 'AGO4', 'ZFP36', 'AGO2', 'TARBP2', 'DICER1', 'SNAP25', 'AGO3', 'HSD17B10', 'TRMT10C', 'AGO1']
286	GO:BP	GO:0106101	ER-dependent peroxisome localization	0.0427312365730838	True	"""A process in which a protein is transported to, or maintained at, a location in a peroxisome via the endoplasmic reticulum."" [GOC:pga, PMID:19479899, PMID:26408931]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0072662']	['PEX16']
287	GO:BP	GO:1903235	positive regulation of calcium ion-dependent exocytosis of neurotransmitter	0.0427312365730838	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis of neurotransmitter."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0045956', 'GO:0048791', 'GO:1903233', 'GO:2000302']	['SYT1']
288	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0427312365730838	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	96	8	15719	0.0833333333333333	0.017897091722595	query_1	['GO:0033365', 'GO:0045184']	['RAB7A', 'RAB8B', 'PEX3', 'GGA3', 'PEX19', 'RAB10', 'RAB23', 'PEX16']
289	GO:BP	GO:0018003	peptidyl-lysine N6-acetylation	0.0427312365730838	True	"""The acetylation of the peptidyl-lysine of proteins to form the derivative peptidyl-N6-acetyl-L-lysine."" [RESID:AA0055]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0018393']	['NAT8']
291	GO:BP	GO:0070921	regulation of siRNA processing	0.0427312365730838	True	"""Any process that modulates the frequency, rate or extent of siRNA processing."" [GOC:mah]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0030422', 'GO:0070920']	['TARBP2']
290	GO:BP	GO:0071911	synchronous neurotransmitter secretion	0.0427312365730838	True	"""Release of neurotransmitter at the synapse that lasts for just a few milliseconds after action potential invasion."" [GOC:dsf, PMID:19477156, PMID:20643933]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0007269']	['SYT1']
