Noonan syndrome with multiple lentigines	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1982	GO:BP	GO:1990823	response to leukemia inhibitory factor	0.0444139611457106	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leukemia inhibitory factor stimulus."" [PMID:12801913]"	91	103	3	15719	0.029126213592233	0.0329670329670329	query_1	['GO:0034097']	['SMAD7', 'VEGFC', 'NRP2']
1983	GO:BP	GO:0046326	positive regulation of glucose import	0.044531227772754	True	"""Any process that activates or increases the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai, GOC:dph, GOC:tb]"	35	103	2	15719	0.0194174757281553	0.0571428571428571	query_1	['GO:0010828', 'GO:0046323', 'GO:0046324']	['PIK3R1', 'PTPN11']
1984	GO:BP	GO:0097106	postsynaptic density organization	0.044531227772754	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic density, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane at excitatory synapse."" [GOC:BHF, GOC:sjp, PMID:21525273]"	35	103	2	15719	0.0194174757281553	0.0571428571428571	query_1	['GO:0099084']	['ITGB3', 'PTK2B']
397	REAC	REAC:R-HSA-450294	MAP kinase activation	0.0445478266345816	True	MAP kinase activation	63	101	3	10022	0.0297029702970297	0.0476190476190476	query_1	['REAC:R-HSA-166058', 'REAC:R-HSA-168164', 'REAC:R-HSA-448424', 'REAC:R-HSA-937061', 'REAC:R-HSA-975138', 'REAC:R-HSA-975871']	['MAPK1', 'MAPK3', 'MAP2K1']
176	GO:CC	GO:0099572	postsynaptic specialization	0.0446454388036983	True	"""A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [PMID:22046028]"	343	103	6	16420	0.058252427184466	0.0174927113702623	query_1	['GO:0043226', 'GO:0098794']	['SRC', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'PTK2B']
398	REAC	REAC:R-HSA-210991	Basigin interactions	0.044974054986721	True	Basigin interactions	25	101	2	10022	0.0198019801980198	0.08	query_1	['REAC:R-HSA-202733']	['ITGB1', 'L1CAM']
400	REAC	REAC:R-HSA-1839124	FGFR1 mutant receptor activation	0.044974054986721	True	FGFR1 mutant receptor activation	25	101	2	10022	0.0198019801980198	0.08	query_1	['REAC:R-HSA-5655302']	['PIK3R1', 'PIK3CA']
399	REAC	REAC:R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling	0.044974054986721	True	Inactivation of CSF3 (G-CSF) signaling	25	101	2	10022	0.0198019801980198	0.08	query_1	['REAC:R-HSA-9674555']	['LYN', 'SYK']
1985	GO:BP	GO:0140352	export from cell	0.0450216559182631	True	"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]"	844	103	11	15719	0.1067961165048543	0.0130331753554502	query_1	['GO:0006810', 'GO:0009987']	['SPP1', 'TGFB3', 'VEGFC', 'PIK3CD', 'LAT', 'LYN', 'BRAF', 'SYK', 'RAF1', 'PTPN11', 'CBL']
1986	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0453376734462188	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	428	103	7	15719	0.0679611650485436	0.0163551401869158	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['ITGB1', 'SRC', 'CTNNB1', 'SOS1', 'TGFB1', 'PTK2B', 'TGFBR1']
1987	GO:BP	GO:0032091	negative regulation of protein binding	0.0455596493448554	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding."" [GOC:mah]"	92	103	3	15719	0.029126213592233	0.0326086956521739	query_1	['GO:0043393', 'GO:0051100']	['MAPK3', 'ITGA4', 'ADAM15']
1988	GO:BP	GO:0051588	regulation of neurotransmitter transport	0.0455596493448554	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	92	103	3	15719	0.029126213592233	0.0326086956521739	query_1	['GO:0006836', 'GO:0051049']	['ITGB1', 'ITGB3', 'BRAF']
1989	GO:BP	GO:0043409	negative regulation of MAPK cascade	0.0459869344022533	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade."" [GOC:go_curators]"	164	103	4	15719	0.0388349514563106	0.024390243902439	query_1	['GO:0000165', 'GO:0043408', 'GO:1902532']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'LYN']
1990	GO:BP	GO:0045787	positive regulation of cell cycle	0.0461319297828691	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	335	103	6	15719	0.058252427184466	0.017910447761194	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['SRC', 'FGFR2', 'PLCG2', 'TGFB1', 'EGFR', 'PTPN11']
2000	GO:BP	GO:0010586	miRNA metabolic process	0.0465086386787012	True	"""The chemical reactions and pathways involving miRNA, microRNA, a class of single-stranded RNA molecules of about 21-23 nucleotides in length, which regulates gene expression."" [PMID:17993620]"	93	103	3	15719	0.029126213592233	0.032258064516129	query_1	['GO:0034660']	['EGFR', 'HRAS', 'SMAD3']
2003	GO:BP	GO:0070664	negative regulation of leukocyte proliferation	0.0465086386787012	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	93	103	3	15719	0.029126213592233	0.032258064516129	query_1	['GO:0008285', 'GO:0070661', 'GO:0070663']	['LYN', 'TGFB1', 'ERBB2']
2002	GO:BP	GO:0032965	regulation of collagen biosynthetic process	0.0465086386787012	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0009889', 'GO:0010712', 'GO:0032964']	['TGFB3', 'TGFB1']
1999	GO:BP	GO:0110110	positive regulation of animal organ morphogenesis	0.0465086386787012	True	"""Any process that activates or increases the frequency, rate or extent of animal organ morphogenesis."" [GOC:kmv]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0009887', 'GO:0051094', 'GO:0051240', 'GO:2000027']	['CTNNB1', 'TGFB1']
2001	GO:BP	GO:0033280	response to vitamin D	0.0465086386787012	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin D stimulus."" [GOC:sl]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0014070', 'GO:0033273', 'GO:0033993', 'GO:1901700']	['SPP1', 'TGFB1']
1997	GO:BP	GO:0070306	lens fiber cell differentiation	0.0465086386787012	True	"""The process in which a relatively unspecialized cell acquires specialized features of a lens fiber cell, any of the elongated, tightly packed cells that make up the bulk of the mature lens in the camera-type eye. The cytoplasm of a lens fiber cell is devoid of most intracellular organelles including the cell nucleus, and contains primarily crystallins, a group of water-soluble proteins expressed in vary large quantities."" [GOC:mah, PMID:7693735]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0002088', 'GO:0030855']	['TGFB1', 'SMAD3']
1996	GO:BP	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	0.0465086386787012	True	"""Any process that activates or increases the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0007173', 'GO:0042058', 'GO:1901186']	['SOS1', 'CBL']
1995	GO:BP	GO:0010934	macrophage cytokine production	0.0465086386787012	True	"""The appearance of a macrophage cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0061082']	['TGFB3', 'PLCG2']
1991	GO:BP	GO:0032570	response to progesterone	0.0465086386787012	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a progesterone stimulus."" [GOC:sl]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0048545', 'GO:1901654']	['SRC', 'TGFB3']
1992	GO:BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	0.0465086386787012	True	"""Any process that modulates the frequency, rate or extent of hematopoietic progenitor cell differentiation."" [GOC:BHF, GOC:rl, GOC:TermGenie]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0002244', 'GO:0045595']	['SOS1', 'KDR']
1993	GO:BP	GO:0010935	regulation of macrophage cytokine production	0.0465086386787012	True	"""Any process that modulates the rate, frequency or extent of macrophage cytokine production. Macrophage cytokine production is the appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:rl]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0002718', 'GO:0010934']	['TGFB3', 'PLCG2']
1998	GO:BP	GO:1905898	positive regulation of response to endoplasmic reticulum stress	0.0465086386787012	True	"""Any process that activates or increases the frequency, rate or extent of response to endoplasmic reticulum stress."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:21803450]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0034976', 'GO:0048522', 'GO:0048584', 'GO:1905897']	['NCK1', 'PIK3R1']
1994	GO:BP	GO:0072210	metanephric nephron development	0.0465086386787012	True	"""The process whose specific outcome is the progression of a nephron in the metanephros over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	36	103	2	15719	0.0194174757281553	0.0555555555555555	query_1	['GO:0001656', 'GO:0072006']	['CTNNB1', 'PDGFRA']
2004	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.0465247734127413	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	103	4	15719	0.0388349514563106	0.0242424242424242	query_1	['GO:0001817', 'GO:0071706']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
2005	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0465247734127413	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	103	4	15719	0.0388349514563106	0.0242424242424242	query_1	['GO:0001816']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
2006	GO:BP	GO:0061326	renal tubule development	0.0477233020699078	True	"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]"	94	103	3	15719	0.029126213592233	0.0319148936170212	query_1	['GO:0035295', 'GO:0060429', 'GO:0072001']	['CTNNB1', 'TGFB1', 'VEGFA']
2007	GO:BP	GO:0032755	positive regulation of interleukin-6 production	0.0477233020699078	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]"	94	103	3	15719	0.029126213592233	0.0319148936170212	query_1	['GO:0001819', 'GO:0032635', 'GO:0032675']	['PLCG2', 'SYK', 'PTPN11']
401	REAC	REAC:R-HSA-9614085	FOXO-mediated transcription	0.0478224462039945	True	FOXO-mediated transcription	65	101	3	10022	0.0297029702970297	0.0461538461538461	query_1	['REAC:R-HSA-212436']	['YWHAB', 'YWHAZ', 'SMAD3']
402	REAC	REAC:R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	0.0481664161300731	True	The role of Nef in HIV-1 replication and disease pathogenesis	26	101	2	10022	0.0198019801980198	0.0769230769230769	query_1	['REAC:R-HSA-162909']	['FYN', 'LCK']
2008	GO:BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0486497521449577	True	"""Any process that modulates the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	250	103	5	15719	0.0485436893203883	0.02	query_1	['GO:0031399', 'GO:0070647']	['SMAD7', 'CTNNB1', 'FYN', 'HSP90AA1', 'TGFBR1']
2012	GO:BP	GO:0034110	regulation of homotypic cell-cell adhesion	0.0487142910444155	True	"""Any process that modulates the frequency, rate, or extent of homotypic cell-cell adhesion."" [GOC:add]"	37	103	2	15719	0.0194174757281553	0.054054054054054	query_1	['GO:0022407', 'GO:0034109']	['LYN', 'SYK']
2010	GO:BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.0487142910444155	True	"""Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:jl]"	37	103	2	15719	0.0194174757281553	0.054054054054054	query_1	['GO:0006357', 'GO:0043620']	['NCK1', 'VEGFA']
2009	GO:BP	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	0.0487142910444155	True	"""Any process that activates or increases the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	37	103	2	15719	0.0194174757281553	0.054054054054054	query_1	['GO:0045860', 'GO:1904029']	['SRC', 'EGFR']
2013	GO:BP	GO:0014003	oligodendrocyte development	0.0487142910444155	True	"""The process aimed at the progression of an oligodendrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An oligodendrocyte is a type of glial cell involved in myelinating the axons in the central nervous system."" [GOC:dgh, GOC:ef]"	37	103	2	15719	0.0194174757281553	0.054054054054054	query_1	['GO:0021782', 'GO:0048709']	['LYN', 'TGFB1']
2011	GO:BP	GO:0033028	myeloid cell apoptotic process	0.0487142910444155	True	"""Any apoptotic process in a myeloid cell, a cell of the monocyte, granulocyte, mast cell, megakaryocyte, or erythroid lineage."" [CL:0000763, GOC:add, GOC:mtg_apoptosis, PMID:11292031, PMID:15330259, PMID:17133093]"	37	103	2	15719	0.0194174757281553	0.054054054054054	query_1	['GO:0006915']	['PIK3CB', 'PIK3CD']
2014	GO:BP	GO:0070167	regulation of biomineral tissue development	0.0488800845637842	True	"""Any process that modulates the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	95	103	3	15719	0.029126213592233	0.031578947368421	query_1	['GO:0031214', 'GO:2000026']	['TGFB1', 'PTK2B', 'SMAD3']
