Pseudoxanthoma elasticum	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
181	GO:CC	GO:0098560	cytoplasmic side of late endosome membrane	0.0376500716732911	True	"""The side (leaflet) of the late endosome membrane that faces the cytoplasm."" [GOC:lr]"	3	102	1	16420	0.0098039215686274	0.3333333333333333	query_1	['GO:0010009', 'GO:0031902']	['LITAF']
182	GO:CC	GO:0000322	storage vacuole	0.0376500716732911	True	"""A vacuole that functions primarily in the storage of materials, including nutrients, pigments, waste products, and small molecules."" [GOC:krc]"	3	102	1	16420	0.0098039215686274	0.3333333333333333	query_1	['GO:0005773']	['STX4']
321	GO:BP	GO:0002699	positive regulation of immune effector process	0.037933478053648	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	249	102	6	15719	0.0588235294117647	0.0240963855421686	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['VAMP7', 'STX7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
97	REAC	REAC:R-HSA-9700206	Signaling by ALK in cancer	0.0380176812605446	True	Signaling by ALK in cancer	53	86	3	10022	0.0348837209302325	0.0566037735849056	query_1	['REAC:R-HSA-5663202']	['CLTC', 'GRB2', 'GCC2']
96	REAC	REAC:R-HSA-9725370	Signaling by ALK fusions and activated point mutants	0.0380176812605446	True	Signaling by ALK fusions and activated point mutants	53	86	3	10022	0.0348837209302325	0.0566037735849056	query_1	['REAC:R-HSA-9700206']	['CLTC', 'GRB2', 'GCC2']
183	GO:CC	GO:0008180	COP9 signalosome	0.0380851104663061	True	"""A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome."" [PMID:11019806, PMID:12186635, PMID:14570571]"	34	102	2	16420	0.0196078431372549	0.0588235294117647	query_1	['GO:0140513']	['HSP90AB1', 'GRB2']
184	GO:CC	GO:0034705	potassium channel complex	0.0383296576728991	True	"""An ion channel complex through which potassium ions pass."" [GOC:mah]"	91	102	3	16420	0.0294117647058823	0.0329670329670329	query_1	['GO:0034703']	['VAMP2', 'STX1A', 'SNAP25']
323	GO:BP	GO:0030730	sequestering of triglyceride	0.0397623255563041	True	"""The process of binding or confining any triester of glycerol such that it is separated from other components of a biological system."" [GOC:mah, ISBN:0198506732]"	18	102	2	15719	0.0196078431372549	0.1111111111111111	query_1	['GO:0019915']	['PLIN3', 'ENPP1']
322	GO:BP	GO:2000369	regulation of clathrin-dependent endocytosis	0.0397623255563041	True	"""Any process that modulates the frequency, rate or extent of clathrin-mediated endocytosis."" [GOC:mah]"	18	102	2	15719	0.0196078431372549	0.1111111111111111	query_1	['GO:0048259', 'GO:0072583']	['PICALM', 'DNM2']
324	GO:BP	GO:1901392	regulation of transforming growth factor beta1 activation	0.0402949648020954	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta1 activation."" [GOC:sl, GOC:TermGenie]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0036364', 'GO:1901388']	['FURIN']
342	GO:BP	GO:0090472	dibasic protein processing	0.0402949648020954	True	"""Any protein processing achieved by the cleavage of a peptide bond after two basic amino acids within a protein."" [GOC:al]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0016485']	['FURIN']
334	GO:BP	GO:0048611	embryonic ectodermal digestive tract development	0.0402949648020954	True	"""The process, occurring during the embryonic phase, whose specific outcome is the progression of the ectodermal gut over time, from its formation to the mature structure."" [GOC:jid, GOC:rc]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0007439', 'GO:0048566']	['VPS52']
335	GO:BP	GO:1901394	positive regulation of transforming growth factor beta1 activation	0.0402949648020954	True	"""Any process that activates or increases the frequency, rate or extent of transforming growth factor beta1 activation."" [GOC:sl, GOC:TermGenie]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0032914', 'GO:0036364', 'GO:1901390', 'GO:1901392']	['FURIN']
336	GO:BP	GO:0061670	evoked neurotransmitter secretion	0.0402949648020954	True	"""Neurotransmitter secretion that occurs in the presence of the action of a secretagogue or a presynaptic action potential."" [GOC:dph, GOC:pad, GOC:PARL, PMID:21334193]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0007269']	['RAB3A']
337	GO:BP	GO:0050708	regulation of protein secretion	0.0402949648020954	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]"	255	102	6	15719	0.0588235294117647	0.0235294117647058	query_1	['GO:0009306', 'GO:0051223', 'GO:1903530']	['STX1A', 'STXBP5', 'STX4', 'SNAP25', 'SYT9', 'EIPR1']
338	GO:BP	GO:0097753	membrane bending	0.0402949648020954	True	"""A membrane organization process resulting in the bending of a membrane."" [GOC:krc, GOC:pr, GOC:vw, Wikipedia:Membrane_curvature]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0061024']	['PICALM']
339	GO:BP	GO:1901389	negative regulation of transforming growth factor beta activation	0.0402949648020954	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0010648', 'GO:0023057', 'GO:0036363', 'GO:0071635', 'GO:1901388']	['HSP90AB1']
340	GO:BP	GO:0071911	synchronous neurotransmitter secretion	0.0402949648020954	True	"""Release of neurotransmitter at the synapse that lasts for just a few milliseconds after action potential invasion."" [GOC:dsf, PMID:19477156, PMID:20643933]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0007269']	['SYT1']
341	GO:BP	GO:0106022	positive regulation of vesicle docking	0.0402949648020954	True	"""Any process that activates or increases the frequency, rate or extent of vesicle docking."" [PMID:22810233]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0048278', 'GO:0048522', 'GO:0106020']	['STXBP1']
331	GO:BP	GO:1904764	chaperone-mediated autophagy translocation complex disassembly	0.0402949648020954	True	"""The disaggregation of a chaperone-mediated autophagy translocation complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:18644871]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0032984']	['HSPA8']
343	GO:BP	GO:0099161	regulation of presynaptic dense core granule exocytosis	0.0402949648020954	True	"""Any process that modulates the frequency, rate or extent of presynaptic dense core granule exocytosis."" [GOC:dos, PMID:17881523]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0099171', 'GO:0099525', 'GO:1903233', 'GO:1905413']	['RAB3A']
344	GO:BP	GO:0097719	neural tissue regeneration	0.0402949648020954	True	"""The regrowth of neural tissue following its loss or destruction."" [Wikipedia:Neuroregeneration]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0042246']	['VPS54']
345	GO:BP	GO:0071245	cellular response to carbon monoxide	0.0402949648020954	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbon monoxide (CO) stimulus."" [GOC:mah]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0034465', 'GO:0071241', 'GO:1901701']	['DNM2']
346	GO:BP	GO:0098746	fast, calcium ion-dependent exocytosis of neurotransmitter	0.0402949648020954	True	"""The fast, initial phase of calcium ion-induced neurotransmitter release, via exocytosis, into the synaptic cleft. This depends on low affinity calcium sensors and typically begins a fraction of a millisecond after Ca2+ influx, and decays rapidly (1-10ms) with a decay constant of around 5-10ms. The underlying molecular mechanisms of this process are distinct from those of the later, slow phase of release."" [GOC:dos, GOC:pad, GOC:PARL, PMID:4405553, PMID:7809151, PMID:7954835]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0048791']	['SYT1']
333	GO:BP	GO:1904050	positive regulation of spontaneous neurotransmitter secretion	0.0402949648020954	True	"""Any process that activates or increases the frequency, rate or extent of spontaneous neurotransmitter secretion."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:22314364]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0001956', 'GO:0061669', 'GO:1904048']	['STX1B']
347	GO:BP	GO:1903235	positive regulation of calcium ion-dependent exocytosis of neurotransmitter	0.0402949648020954	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion-dependent exocytosis of neurotransmitter."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0045956', 'GO:0048791', 'GO:1903233', 'GO:2000302']	['SYT1']
330	GO:BP	GO:1905302	negative regulation of macropinocytosis	0.0402949648020954	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of macropinocytosis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:18691641]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0044351', 'GO:0048550', 'GO:1905301']	['STX1B']
329	GO:BP	GO:0044000	movement in host	0.0402949648020954	True	"""The process in which an organism or its progeny spreads from one location to another within its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:cc]"	180	102	5	15719	0.0490196078431372	0.0277777777777777	query_1	['GO:0051701']	['CHMP2A', 'EPS15', 'EGFR', 'VAMP8', 'FURIN']
328	GO:BP	GO:0042413	carnitine catabolic process	0.0402949648020954	True	"""The chemical reactions and pathways resulting in the breakdown of carnitine (hydroxy-trimethyl aminobutyric acid), a compound that participates in the transfer of acyl groups across the inner mitochondrial membrane."" [GOC:jl, ISBN:0198506732]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0006579', 'GO:0009437']	['ACADL']
327	GO:BP	GO:0015833	peptide transport	0.0402949648020954	True	"""The directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	254	102	6	15719	0.0588235294117647	0.0236220472440944	query_1	['GO:0042886', 'GO:0071702']	['STX1A', 'STX4', 'SNAP25', 'SYT9', 'EIPR1', 'RAB3A']
326	GO:BP	GO:1990832	slow axonal transport	0.0402949648020954	True	"""The directed slow movement of non-membranous molecules in nerve cell axons. It is comprised of a Slow Component a (SCa) and a Slow Component b (SCb) which differ in transport rates and protein composition."" [PMID:6378920]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0008088']	['HSPA8']
325	GO:BP	GO:0007439	ectodermal digestive tract development	0.0402949648020954	True	"""The process whose specific outcome is the progression of the ectodermal digestive tract over time, from its formation to the mature structure. The ectodermal digestive tract includes those portions that are derived from ectoderm."" [GOC:curators]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0048565', 'GO:0048729']	['VPS52']
332	GO:BP	GO:0044087	regulation of cellular component biogenesis	0.0402949648020954	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	917	102	13	15719	0.1274509803921568	0.0141766630316248	query_1	['GO:0044085', 'GO:0050794']	['CHMP2A', 'HGS', 'STX1A', 'STAM', 'GRB2', 'STXBP5', 'DNM2', 'STX1B', 'SEC22B', 'STXBP1', 'HSPA8', 'NAPA', 'RAB3A']
349	GO:BP	GO:0097494	regulation of vesicle size	0.0409658374891598	True	"""Any process that modulates the size of a vesicle."" [GOC:pm, PMID:20007772]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0032535']	['PICALM', 'AP2M1']
348	GO:BP	GO:1903861	positive regulation of dendrite extension	0.0409658374891598	True	"""Any process that activates or increases the frequency, rate or extent of dendrite extension."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:24898855]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0030307', 'GO:0048639', 'GO:0097484', 'GO:1903859']	['SYT2', 'SYT1']
350	GO:BP	GO:1903078	positive regulation of protein localization to plasma membrane	0.0426373105130912	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	60	102	3	15719	0.0294117647058823	0.05	query_1	['GO:0072659', 'GO:1903076', 'GO:1904377', 'GO:1905477']	['STX3', 'EGFR', 'STX4']
351	GO:BP	GO:0031175	neuron projection development	0.0426373105130912	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	928	102	13	15719	0.1274509803921568	0.0140086206896551	query_1	['GO:0048666', 'GO:0120036']	['SYT2', 'SYT1', 'HSP90AB1', 'PICALM', 'VPS54', 'TOR1A', 'STX3', 'DNM2', 'STX1B', 'SNAP25', 'STXBP1', 'NUMB', 'RAB3A']
352	GO:BP	GO:0071346	cellular response to type II interferon	0.0433299689259201	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]"	117	102	4	15719	0.0392156862745098	0.0341880341880341	query_1	['GO:0034341', 'GO:0071345']	['STX4', 'VAMP3', 'STXBP1', 'STX8']
353	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0437009716545901	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	102	9	15719	0.088235294117647	0.0171102661596958	query_1	['GO:0032880', 'GO:0045184']	['VAMP2', 'STX1A', 'STXBP5', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'HSPA8', 'EIPR1']
99	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0440463908795878	True	SARS-CoV Infections	363	86	8	10022	0.0930232558139534	0.0220385674931129	query_1	['REAC:R-HSA-5663205']	['CHMP2A', 'HSP90AB1', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'FURIN']
98	REAC	REAC:R-HSA-446203	Asparagine N-linked glycosylation	0.0440463908795878	True	Asparagine N-linked glycosylation	291	86	7	10022	0.0813953488372093	0.0240549828178694	query_1	['REAC:R-HSA-597592']	['GOSR1', 'GOSR2', 'BET1', 'SEC22B', 'NSF', 'NAPA', 'STX5']
100	REAC	REAC:R-HSA-163685	Integration of energy metabolism	0.0440463908795878	True	Integration of energy metabolism	105	86	4	10022	0.0465116279069767	0.0380952380952381	query_1	['REAC:R-HSA-1430728']	['VAMP2', 'STX1A', 'SNAP25', 'STXBP1']
185	GO:CC	GO:0009925	basal plasma membrane	0.0441109985604962	True	"""The region of the plasma membrane located at the basal end of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	257	102	5	16420	0.0490196078431372	0.0194552529182879	query_1	['GO:0045178', 'GO:0098590']	['ABCC6', 'EGFR', 'STX4', 'ENPP1', 'NUMB']
354	GO:BP	GO:0015800	acidic amino acid transport	0.0441326693235159	True	"""The directed movement of acidic amino acids, amino acids with a pH below 7, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	61	102	3	15719	0.0294117647058823	0.0491803278688524	query_1	['GO:0006865']	['VPS54', 'SLC17A7', 'STXBP1']
355	GO:BP	GO:0000271	polysaccharide biosynthetic process	0.0441326693235159	True	"""The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically."" [GOC:go_curators]"	61	102	3	15719	0.0294117647058823	0.0491803278688524	query_1	['GO:0005976', 'GO:0009059', 'GO:0016051']	['CLTC', 'AP2A1', 'ENPP1']
356	GO:BP	GO:0061951	establishment of protein localization to plasma membrane	0.0460318192016369	True	"""The directed movement of a protein to a specific location in a plasma membrane."" [GOC:dph, GOC:vw]"	62	102	3	15719	0.0294117647058823	0.0483870967741935	query_1	['GO:0072659', 'GO:0090150']	['VAMP2', 'VAMP3', 'NSF']
357	GO:BP	GO:0090276	regulation of peptide hormone secretion	0.0468307037931829	True	"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]"	189	102	5	15719	0.0490196078431372	0.0264550264550264	query_1	['GO:0002791', 'GO:0030072', 'GO:0046883']	['STX1A', 'STX4', 'SNAP25', 'SYT9', 'EIPR1']
