Laron syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
233	REAC	REAC:R-HSA-211981	Xenobiotics	0.0374671125516656	True	Xenobiotics	22	92	2	10022	0.0217391304347826	0.0909090909090909	query_1	['REAC:R-HSA-211897']	['ARNT', 'AHR']
234	REAC	REAC:R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	0.0383681499582813	True	SCF(Skp2)-mediated degradation of p27/p21	60	92	3	10022	0.0326086956521739	0.05	query_1	['REAC:R-HSA-69202', 'REAC:R-HSA-69656']	['SKP1', 'SKP2', 'CUL1']
868	GO:BP	GO:0046651	lymphocyte proliferation	0.0385116580296423	True	"""The expansion of a lymphocyte population by cell division."" [GOC:ai]"	298	98	6	15719	0.0612244897959183	0.0201342281879194	query_1	['GO:0032943', 'GO:0046649']	['FADD', 'MALT1', 'AHR', 'TRAF6', 'STAT5B', 'PRLR']
869	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	0.0388502740303756	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	98	23	15719	0.2346938775510204	0.0101590106007067	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['SNX6', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'STAT3', 'HSP90AB1', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'BTRC', 'TNF', 'NFKB1', 'VHL', 'BCKDK', 'EP300', 'FBXW11', 'AHR', 'BIRC3', 'TRAF2', 'RELB', 'TRAF6', 'BIRC2']
871	GO:BP	GO:0002637	regulation of immunoglobulin production	0.0391622014356933	True	"""Any process that modulates the frequency, rate, or extent of immunoglobulin production."" [GOC:add]"	74	98	3	15719	0.0306122448979591	0.0405405405405405	query_1	['GO:0002377', 'GO:0002700']	['TNF', 'TRAF2', 'TRAF6']
870	GO:BP	GO:0045913	positive regulation of carbohydrate metabolic process	0.0391622014356933	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]"	74	98	3	15719	0.0306122448979591	0.0405405405405405	query_1	['GO:0005975', 'GO:0006109', 'GO:0009893']	['NFKB1', 'HIF1A', 'ARNT']
873	GO:BP	GO:0034614	cellular response to reactive oxygen species	0.0393602803139809	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]"	139	98	4	15719	0.0408163265306122	0.0287769784172661	query_1	['GO:0000302', 'GO:0034599', 'GO:1901701']	['CHUK', 'RELA', 'RIPK1', 'PDK2']
872	GO:BP	GO:0001701	in utero embryonic development	0.0393602803139809	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	98	7	15719	0.0714285714285714	0.0179028132992327	query_1	['GO:0043009']	['EGLN1', 'HIF1A', 'EPAS1', 'ARNT', 'TAB1', 'TRAF6', 'CASP8']
235	REAC	REAC:R-HSA-157118	Signaling by NOTCH	0.0397097260575323	True	Signaling by NOTCH	228	92	6	10022	0.0652173913043478	0.0263157894736842	query_1	['REAC:R-HSA-162582']	['CREBBP', 'RBX1', 'HIF1A', 'SKP1', 'EP300', 'CUL1']
876	GO:BP	GO:0039529	RIG-I signaling pathway	0.0399167057598291	True	"""The series of molecular signals initiated by the binding ssRNA or dsRNA from another organism to the cytoplasmic pattern recognition receptor (PRR) RIG-1 (also known as DDX58). RIG-I detects RNA synthesized during viral replication or shed by non-viral pathogens, and triggers a signaling pathway to protect the host against infection, for example by inducing the expression of cytokines."" [GOC:bf, PMID:17328678, PMID:19620789, PMID:21435580, PMID:25579795]"	26	98	2	15719	0.0204081632653061	0.0769230769230769	query_1	['GO:0002753']	['BIRC3', 'BIRC2']
875	GO:BP	GO:2000737	negative regulation of stem cell differentiation	0.0399167057598291	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell differentiation."" [GOC:obol]"	26	98	2	15719	0.0204081632653061	0.0769230769230769	query_1	['GO:0045596', 'GO:0048863', 'GO:2000736']	['GSK3B', 'STAT3']
874	GO:BP	GO:1904385	cellular response to angiotensin	0.0399167057598291	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an angiotensin stimulus. Angiotensin is any of three physiologically active peptides (angiotensin II, III, or IV) processed from angiotensinogen."" [GO_REF:0000071, GOC:TermGenie, PMID:22982863]"	26	98	2	15719	0.0204081632653061	0.0769230769230769	query_1	['GO:0071375', 'GO:1990776']	['RELA', 'NFKB1']
236	REAC	REAC:R-HSA-9006335	Signaling by Erythropoietin	0.0401074775818663	True	Signaling by Erythropoietin	23	92	2	10022	0.0217391304347826	0.0869565217391304	query_1	['REAC:R-HSA-162582']	['STAT5A', 'STAT5B']
237	REAC	REAC:R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	0.0401074775818663	True	NOTCH3 Intracellular Domain Regulates Transcription	23	92	2	10022	0.0217391304347826	0.0869565217391304	query_1	['REAC:R-HSA-9012852']	['CREBBP', 'EP300']
238	REAC	REAC:R-HSA-1989781	PPARA activates gene expression	0.0405800624872574	True	PPARA activates gene expression	111	92	4	10022	0.0434782608695652	0.036036036036036	query_1	['REAC:R-HSA-400206']	['CREBBP', 'EP300', 'ARNT', 'AHR']
877	GO:BP	GO:0009416	response to light stimulus	0.0411282377323748	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	303	98	6	15719	0.0612244897959183	0.0198019801980198	query_1	['GO:0009314']	['CREBBP', 'RELA', 'RBX1', 'HIF1A', 'EP300', 'FBXW7']
878	GO:BP	GO:0035295	tube development	0.0414271293380969	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	98	13	15719	0.1326530612244898	0.0125725338491295	query_1	['GO:0007275', 'GO:0048856']	['STAT3', 'BTRC', 'TNF', 'EGLN1', 'HIF1A', 'EPAS1', 'EP300', 'TAB1', 'TRAF6', 'CASP8', 'FBXW7', 'BCL10', 'PRL']
900	GO:BP	GO:1903489	positive regulation of lactation	0.0416058129616845	True	"""Any process that activates or increases the frequency, rate or extent of lactation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:19563620]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0007595', 'GO:0051047', 'GO:0051094', 'GO:0051240', 'GO:1903487']	['PRL']
912	GO:BP	GO:0060557	positive regulation of vitamin D biosynthetic process	0.0416058129616845	True	"""Any process that increases the rate, frequency or extent of a vitamin D biosynthetic process. Vitamin D biosynthesis is the chemical reactions and pathways resulting in the formation of vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."" [CHEBI:27300, GOC:BHF, GOC:mah, ISBN:0471331309]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0010893', 'GO:0031328', 'GO:0042368', 'GO:0046136', 'GO:0060556']	['TNF']
902	GO:BP	GO:0006447	regulation of translational initiation by iron	0.0416058129616845	True	"""Any process that modulates the frequency, rate or extent of the translation of certain mRNAs involved in iron metabolism; regulated by the concentration of iron."" [GOC:jl]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0006446']	['TNF']
903	GO:BP	GO:0035698	CD8-positive, alpha-beta cytotoxic T cell extravasation	0.0416058129616845	True	"""The migration of a CD8-positive, alpha-beta cytotoxic T cell from the blood vessels into the surrounding tissue."" [CL:0000794, GOC:BHF]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0035697']	['FADD']
904	GO:BP	GO:0042104	positive regulation of activated T cell proliferation	0.0416058129616845	True	"""Any process that activates or increases the rate or extent of activated T cell proliferation."" [GOC:jl]"	27	98	2	15719	0.0204081632653061	0.074074074074074	query_1	['GO:0042102', 'GO:0046006', 'GO:0050798']	['FADD', 'STAT5B']
905	GO:BP	GO:0042634	regulation of hair cycle	0.0416058129616845	True	"""Any process that modulates the frequency, rate or extent of the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair."" [GOC:go_curators, PMID:12230507]"	27	98	2	15719	0.0204081632653061	0.074074074074074	query_1	['GO:0042633', 'GO:0051239']	['TNF', 'TRADD']
906	GO:BP	GO:0042942	D-serine transport	0.0416058129616845	True	"""The directed movement of D-serine, the D-enantiomer of 2-amino-3-hydroxypropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, GOC:jsg, GOC:mah]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0032329', 'GO:0042940']	['NFKBIE']
907	GO:BP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0416058129616845	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cysteine-type endopeptidase activity involved in the apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	76	98	3	15719	0.0306122448979591	0.0394736842105263	query_1	['GO:0043066', 'GO:0043281', 'GO:2000117']	['TNF', 'BIRC3', 'BIRC2']
908	GO:BP	GO:0050848	regulation of calcium-mediated signaling	0.0416058129616845	True	"""Any process that modulates the frequency, rate or extent of calcium-mediated signaling, the process in which a cell uses calcium ions to convert an extracellular signal into a response."" [GOC:ai]"	76	98	3	15719	0.0306122448979591	0.0394736842105263	query_1	['GO:0019722', 'GO:1902531']	['GSK3B', 'TNF', 'PDK2']
909	GO:BP	GO:0002876	positive regulation of chronic inflammatory response to antigenic stimulus	0.0416058129616845	True	"""Any process that activates or increases the frequency, rate, or extent of a chronic inflammatory response to an antigenic stimulus."" [GOC:add]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0002439', 'GO:0002678', 'GO:0002863', 'GO:0002874']	['TNF']
910	GO:BP	GO:0046544	development of secondary male sexual characteristics	0.0416058129616845	True	"""The process whose specific outcome is the progression of the secondary male sexual characteristics over time, from their formation to the mature structures. In male humans, these include growth of axillary, chest, and pubic hair, voice changes, and testicular/penile enlargement. Development occurs in response to sex hormone secretion."" [GOC:ai]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0045136', 'GO:0046661']	['STAT5B']
911	GO:BP	GO:0031365	N-terminal protein amino acid modification	0.0416058129616845	True	"""The alteration of the N-terminal amino acid residue in a protein."" [GOC:mah]"	27	98	2	15719	0.0204081632653061	0.074074074074074	query_1	['GO:0036211']	['CREBBP', 'EP300']
918	GO:BP	GO:0071109	superior temporal gyrus development	0.0416058129616845	True	"""The process whose specific outcome is the progression of the superior temporal gyrus over time, from its formation to the mature structure. The superior temporal gyrus is a portion of the cerebral cortex that extends from the lateral sulcus to the superior temporal sulcus."" [FMA:61905, GOC:BHF, GOC:mah, PMID:11484000]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0021987', 'GO:0048856']	['GSK3B']
913	GO:BP	GO:0001966	thigmotaxis	0.0416058129616845	True	"""The directed movement of an animal in response to touch."" [GOC:dph]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0007610']	['EP300']
914	GO:BP	GO:0002037	negative regulation of L-glutamate import across plasma membrane	0.0416058129616845	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of L-glutamate import into a cell."" [GOC:TermGenie]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0002036', 'GO:0034763', 'GO:0051956', 'GO:0098712']	['TNF']
915	GO:BP	GO:0002268	follicular dendritic cell differentiation	0.0416058129616845	True	"""The process in which a relatively unspecialized precursor cell acquires the specialized features of a follicular dendritic cell."" [GOC:add, ISBN:0781735149]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0002266', 'GO:0030154']	['NFKB2']
916	GO:BP	GO:0002841	negative regulation of T cell mediated immune response to tumor cell	0.0416058129616845	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a T cell mediated immune response to tumor cell."" [GOC:add]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0002424', 'GO:0002710', 'GO:0002838', 'GO:0002840']	['AHR']
899	GO:BP	GO:0032943	mononuclear cell proliferation	0.0416058129616845	True	"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]"	305	98	6	15719	0.0612244897959183	0.0196721311475409	query_1	['GO:0070661']	['FADD', 'MALT1', 'AHR', 'TRAF6', 'STAT5B', 'PRLR']
921	GO:BP	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	0.0416058129616845	True	"""The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a TAP (transporter associated with antigen processing) pathway. The peptide is typically a fragment of a larger exogenous protein which has been degraded within the cell and is dependent on TAP transport from the cytosol to ER for association with the MHC class I molecule. Class I here refers to classical class I molecules."" [GOC:add, PMID:15224093, PMID:15771591, PMID:16181335]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0042590']	['IKBKB']
920	GO:BP	GO:0072564	blood microparticle formation	0.0416058129616845	True	"""The cellular component organization process in which microparticles bud off from a parent cell. A microparticle is a phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell."" [GOC:BHF, GOC:mah, PMID:16373184]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0016043', 'GO:0048646']	['TNF']
919	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0416058129616845	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0043543']	['EP300']
901	GO:BP	GO:0010575	positive regulation of vascular endothelial growth factor production	0.0416058129616845	True	"""Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:BHF, GOC:rl]"	27	98	2	15719	0.0204081632653061	0.074074074074074	query_1	['GO:0001819', 'GO:0010573', 'GO:0010574']	['HIF1A', 'ARNT']
898	GO:BP	GO:0018126	protein hydroxylation	0.0416058129616845	True	"""The addition of a hydroxy group to a protein amino acid."" [GOC:ai]"	27	98	2	15719	0.0204081632653061	0.074074074074074	query_1	['GO:0036211']	['EGLN3', 'EGLN1']
917	GO:BP	GO:0061034	olfactory bulb mitral cell layer development	0.0416058129616845	True	"""The progression of the olfactory bulb mitral cell layer over time from its initial formation until its mature state. The mitral cell layer is composed of pyramidal neurons whose cell bodies are located between the granule cell layer and the plexiform layer."" [GOC:dph]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0021772', 'GO:0048856']	['OGDH']
887	GO:BP	GO:2000077	negative regulation of type B pancreatic cell development	0.0416058129616845	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of pancreatic B cell development."" [GOC:obol, GOC:yaf]"	2	98	1	15719	0.010204081632653	0.5	query_1	['GO:0003323', 'GO:0010721', 'GO:0051241', 'GO:2000074']	['GSK3B']
